curve_id,included_strict_150h,exclusion_reasons,source_file,record,series_name,x_name,x_unit,y_name,y_unit,time_factor_to_hours,n_unique_points_after_mean,duplicate_x_rows_aggregated_by_mean,x_min_hours_before_rezero,x_max_hours_before_rezero,duration_hours
图片9_7b0da2ffe9,False,x_axis_is_cycles,lab-v2/som_references/accepted/samples_test/图片9/accepted/samples_test__unknown__unknown__图片9__DMPESI__Series_2.csv,图片9,samples_test__unknown__unknown__图片9__DMPESI__Series_2,Number of temperature cycles,,Normalized PCE,,,47,0,,,
图片90_7b529f4afd,False,x_axis_not_explicit_time,lab-v2/som_references/accepted/samples_test/图片90/accepted/samples_test__unknown__unknown__图片90__Series_1__Series_1.csv,图片90,samples_test__unknown__unknown__图片90__Series_1__Series_1,Damp heat hour,,Normalized efficiency,,,27,0,,,
图片92_b8c7af2ebb,False,x_axis_is_cycles,lab-v2/som_references/accepted/samples_test/图片92/accepted/samples_test__unknown__unknown__图片92__Series_1__Series_1.csv,图片92,samples_test__unknown__unknown__图片92__Series_1__Series_1,HF Cycle,,Normalized PCE,(a.u.),,33,0,,,
图片92_df4b7b39b6,False,x_axis_is_cycles,lab-v2/som_references/accepted/samples_test/图片92/accepted/samples_test__unknown__unknown__图片92__Series_2__Series_2.csv,图片92,samples_test__unknown__unknown__图片92__Series_2__Series_2,HF Cycle,,Normalized PCE,(a.u.),,29,0,,,
图片94_f25a69c5be,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_1__Series_1.csv,图片94,samples_test__unknown__unknown__图片94__Series_1__Series_1,Time,hours,PCE,%,1.0,33,0,-0.1350595447749993,47.670857839148645,47.80591738392364
图片94_b1ce698833,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_2__Series_2.csv,图片94,samples_test__unknown__unknown__图片94__Series_2__Series_2,Time,hours,PCE,%,1.0,33,0,0.0143339470497618,47.820251330973406,47.80591738392364
图片94_f6ddd1d972,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片94/accepted/samples_test__unknown__unknown__图片94__Series_3__Series_3.csv,图片94,samples_test__unknown__unknown__图片94__Series_3__Series_3,Time,hours,PCE,%,1.0,33,0,-0.1350595447749993,47.670857839148645,47.80591738392364
图片95_31350bb170,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__No_Desiccant__Series_4.csv,图片95,samples_test__unknown__unknown__图片95__No_Desiccant__Series_4,Time,(hours),PCE,(%),1.0,31,0,0.4667001200590039,47.23597051395,46.769270393891
图片95_0d2b77399a,False,duration_shorter_than_150h,"lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__SiO,+Desiccant__Series_1.csv",图片95,"samples_test__unknown__unknown__图片95__SiO,+Desiccant__Series_1",Time,(hours),PCE,(%),1.0,30,0,1.4020855279368227,46.612380242031456,45.21029471409463
图片95_a0f719bf19,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__o-Desiccant__Series_2.csv,图片95,samples_test__unknown__unknown__图片95__o-Desiccant__Series_2,Time,(hours),PCE,(%),1.0,30,2,2.181573367835007,47.39186808192964,45.21029471409463
图片95_a8c5995371,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片95/accepted/samples_test__unknown__unknown__图片95__√-GO+Desiccant__Series_3.csv,图片95,samples_test__unknown__unknown__图片95__√-GO+Desiccant__Series_3,Time,(hours),PCE,(%),1.0,30,0,0.1549049840997298,46.92417537799073,46.769270393891
图片96_14d51e38e2,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_1__Series_1.csv,图片96,samples_test__unknown__unknown__图片96__Series_1__Series_1,Time,(hours),PCE,(%),1.0,34,0,-0.2039678426192077,48.009272504143105,48.21324034676231
图片96_848df9d7c3,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_2__Series_2.csv,图片96,samples_test__unknown__unknown__图片96__Series_2__Series_2,Time,(hours),PCE,(%),1.0,33,0,-0.0578671142956856,46.69436594923141,46.75223306352709
图片96_84592f795c,False,constant_series;duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片96/accepted/samples_test__unknown__unknown__图片96__Series_3__Series_3.csv,图片96,samples_test__unknown__unknown__图片96__Series_3__Series_3,Time,(hours),PCE,(%),1.0,33,0,-0.2039678426192077,46.548265220907886,46.75223306352709
图片97_3ac4ced076,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片97/accepted/samples_test__unknown__unknown__图片97__85%--__Series_1.csv,图片97,samples_test__unknown__unknown__图片97__85%--__Series_1,Time,(hours),PCE,(%),1.0,34,0,-0.2575256159455499,142.5954695353693,142.85299515131484
图片99_d36fc9e04d,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片99/accepted/samples_test__unknown__unknown__图片99__Control__Series_2.csv,图片99,samples_test__unknown__unknown__图片99__Control__Series_2,Time,(h),PCE,(Norm.),1.0,65,0,-0.3733401047554836,39.757432087126645,40.13077219188213
图片99_35b83410d6,False,duration_shorter_than_150h,lab-v2/som_references/accepted/samples_test/图片99/accepted/samples_test__unknown__unknown__图片99__TBPO__Series_1.csv,图片99,samples_test__unknown__unknown__图片99__TBPO__Series_1,Time,(h),PCE,(Norm.),1.0,65,0,-0.3106357732056679,39.82013641867646,40.13077219188213
