curve_id,included,exclusion_reason,source_file,relative_source,validation_file,doi,record_id,legend,x_axis_name,x_axis_unit,y_axis_name,y_axis_unit,time_factor_to_hours,time_factor_source,n_original_points,duration_hours,raw_min,raw_max,normalizer,smoothing_applied
C76addeb444,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PEDOT_PSS-controlled__Series_2.csv,x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PEDOT_PSS-controlled__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/validation_result.json,10.1002/adfm.201807556,10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff,PEDOT:PSS-controlled,Time,(days),PCE,(%),24.0,axis_metadata:day,56,718.618269705822,11.03707121678544,13.656828618271105,13.656828618271105,False
Cd1ae103c64,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PTAA-controlled__Series_1.csv,x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__PTAA-controlled__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/validation_result.json,10.1002/adfm.201807556,10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff,PTAA-controlled,Time,(days),PCE,(%),24.0,axis_metadata:day,56,718.6182697058221,13.451357449527128,14.786920046362956,14.786920046362956,False
C683f06fa3d,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__TFB-controlled__Series_3.csv,x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/accepted/10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff__TFB-controlled__Series_3.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807556/Fig6_A_stability_performance_curve_ff/validation_result.json,10.1002/adfm.201807556,10.1002_adfm.201807556__Fig6__A__stability_performance_curve_ff,TFB-controlled,Time,(days),PCE,(%),24.0,axis_metadata:day,56,718.6182697058221,18.3312977071965,20.28327381026425,20.28327381026425,False
C88a2b0b8bf,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__AD-SnO₂__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/validation_result.json,10.1002/adfm.201807604,10.1002_adfm.201807604__Fig5__A__stability,AD-SnO₂,Time,(day),Normalized PCE,,24.0,axis_metadata:day,61,715.8588594181258,0.5264504881317773,1.0015454534902426,1.0015454534902426,False
Cdf92c87867,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,x_time_day/10.1002_adfm.201807604/Fig5_A_stability/accepted/10.1002_adfm.201807604__Fig5__A__stability__TA-SnO2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807604/Fig5_A_stability/validation_result.json,10.1002/adfm.201807604,10.1002_adfm.201807604__Fig5__A__stability,TA-SnO2,Time,(day),Normalized PCE,,24.0,axis_metadata:day,61,715.8588594181258,0.8667829392779857,1.0038295639006198,1.0038295639006198,False
Cca1b9b7a37,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/accepted/10.1002_adfm.201807850__Fig7__E__stability_performance_curve__w_o_NbF₅__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201807850/Fig7_E_stability_performance_curve/validation_result.json,10.1002/adfm.201807850,10.1002_adfm.201807850__Fig7__E__stability_performance_curve,w/o NbF₅,Time,Day,Normalized PCE,,24.0,axis_metadata:day,24,646.3344448634521,0.1759030962983312,1.000937061897242,1.000937061897242,False
C15afa2766d,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__F-PEAI__Series_2.csv,x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__F-PEAI__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/validation_result.json,10.1002/adfm.201900221,10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce,F-PEAI,Time (Days),Days,Normalized PCE,,24.0,axis_metadata:day,59,939.2564445821134,0.9646773890194458,1.0052715843146118,1.0052715843146118,False
Cf5f916e7e7,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__PEAI__Series_1.csv,x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/accepted/10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce__PEAI__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.201900221/Fig5_D_stability_performance_curve_pce/validation_result.json,10.1002/adfm.201900221,10.1002_adfm.201900221__Fig5__D__stability_performance_curve_pce,PEAI,Time (Days),Days,Normalized PCE,,24.0,axis_metadata:day,59,939.2564445821134,0.7474984441903079,1.0032418745498537,1.0032418745498537,False
Cc17ade2fa2,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/accepted/10.1002_adfm.202000778__Fig6__C__stability_performance_curve__MAPbI₃__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_C_stability_performance_curve/validation_result.json,10.1002/adfm.202000778,10.1002_adfm.202000778__Fig6__C__stability_performance_curve,MAPbI₃,Time,(days),Normalized PCE,,24.0,axis_metadata:day,55,1420.605725979889,0.5332855185355685,1.0025759555537936,1.0025759555537936,False
C68e568b1c8,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/accepted/10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce__MAPbI₃__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202000778/Fig6_D_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202000778,10.1002_adfm.202000778__Fig6__D__stability_performance_curve_pce,MAPbI₃,Time (days),days,Normalized PCE,,24.0,axis_metadata:day,48,372.82933753035616,0.0558899506217609,1.0042767577597138,1.0042767577597138,False
C4348180c25,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv,x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/accepted/10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce__T—ITO_PCgBM__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202001418/Fig6_A_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202001418,10.1002_adfm.202001418__Fig6__A__stability_performance_curve_pce,T—ITO/PCgBM,Time,/ day,Normalized PCE,,24.0,axis_metadata:day,81,1413.8825772458133,0.7848792806749054,1.001511536120638,1.001511536120638,False
C766516f994,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202001557/Fig4_B_pce/accepted/10.1002_adfm.202001557__Fig4__B__pce__perovskite__Series_1.csv,x_time_day/10.1002_adfm.202001557/Fig4_B_pce/accepted/10.1002_adfm.202001557__Fig4__B__pce__perovskite__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202001557/Fig4_B_pce/validation_result.json,10.1002/adfm.202001557,10.1002_adfm.202001557__Fig4__B__pce,perovskite,Time (days),(days),Normalized PCE (%),(%),24.0,axis_metadata:day,39,236.50448899586357,76.9750348079917,107.03017785254426,107.01257643610344,False
Cdfe0c4ebb6,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/accepted/10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce__SnO2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202004209/Fig11_C_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202004209,10.1002_adfm.202004209__Fig11__C__stability_performance_curve_pce,SnO2,Time,(d),PCE,(%),24.0,folder_fallback:x_time_day,12,676.5746013041872,9.089711858181218,19.038434204796012,19.038434204796012,False
Cd853dc1b41,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2.csv,x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_MoOx__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202008052/Fig7_G_decay/validation_result.json,10.1002/adfm.202008052,10.1002_adfm.202008052__Fig7__G__decay,W/ MoOx,Time (days),days,Normalized PCE,,24.0,axis_metadata:day,53,676.785374048932,0.9210214816285408,1.007825524227444,1.007825524227444,False
Cca8e2ede6e,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1.csv,x_time_day/10.1002_adfm.202008052/Fig7_G_decay/accepted/10.1002_adfm.202008052__Fig7__G__decay__W_o_MoOx__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202008052/Fig7_G_decay/validation_result.json,10.1002/adfm.202008052,10.1002_adfm.202008052__Fig7__G__decay,W/o MoOx,Time (days),days,Normalized PCE,,24.0,axis_metadata:day,44,559.6494439250783,0.8076162001686833,0.9994251330081956,0.9994251330081956,False
C10cd8253d1,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/accepted/10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2.csv,x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/accepted/10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce__Without_HOCP__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202101568/Fig6_F_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202101568,10.1002_adfm.202101568__Fig6__F__stability_performance_curve_pce,Without HOCP,Time,(days),PCE,(%),24.0,axis_metadata:day,45,690.2689849015579,14.3313052605236,17.13756203656498,17.13756203656498,False
C462f621085,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/accepted/10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce__FASnl-based_perovskite_with_HTL__Series_1.csv,x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/accepted/10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce__FASnl-based_perovskite_with_HTL__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202106560/Fig4_A_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202106560,10.1002_adfm.202106560__Fig4__A__stability_performance_curve_pce,FASnl-based perovskite with HTL,Time,(day),Normalized PCE,(a.u.),24.0,axis_metadata:day,54,934.647386528794,0.6360566363993173,1.0288206313551478,1.0287916150996936,False
Caafe0f7c27,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/accepted/10.1002_adfm.202111116__Fig5__A__stability_performance_curve__optimized_device__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202111116/Fig5_A_stability_performance_curve/validation_result.json,10.1002/adfm.202111116,10.1002_adfm.202111116__Fig5__A__stability_performance_curve,optimized device,Time (day),(day),Normalized PCE (%),(%),24.0,axis_metadata:day,59,2372.779344225571,100.6662964631792,104.42840519383924,101.92031489949413,False
Cbf2f5e47eb,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/accepted/10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce__Control__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_E_stability_performance_curve_pce/validation_result.json,10.1002/adfm.202204450,10.1002_adfm.202204450__Fig1__E__stability_performance_curve_pce,Control,Time,(days),Normalized PCE,(a.u.),24.0,axis_metadata:day,52,1404.4654389690115,0.7739215304372693,0.988275940752718,0.988275940752718,False
Ca7c85d3409,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv,x_time_day/10.1002_adfm.202204450/Fig1_F_stability/accepted/10.1002_adfm.202204450__Fig1__F__stability__Control__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adfm.202204450/Fig1_F_stability/validation_result.json,10.1002/adfm.202204450,10.1002_adfm.202204450__Fig1__F__stability,Control,Time,(Days),Normalized PCE,(a.u.),24.0,axis_metadata:day,52,468.3998531719714,0.619140539271877,0.9999927697563172,0.9999927697563172,False
Cf28cfd4de1,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__Control__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/validation_result.json,10.1002/adma.201606806,10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce,Control,Time,day,Normalized PCE,,24.0,axis_metadata:day,55,1056.2314141365266,0.4699051396606951,0.9993588442620444,0.9993588442620444,False
Cca979b07ab,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/accepted/10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce__PCBM__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201606806/Fig5_A_stability_performance_curve_pce/validation_result.json,10.1002/adma.201606806,10.1002_adma.201606806__Fig5__A__stability_performance_curve_pce,PCBM,Time,day,Normalized PCE,,24.0,axis_metadata:day,54,1036.6715731339987,0.7338224297219182,1.004216217698754,1.004216217698754,False
C4cbc536282,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv,x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/accepted/10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce__ICBA-mixture__Series_1.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201700607/Fig2_F_stability_performance_curve_pce/validation_result.json,10.1002/adma.201700607,10.1002_adma.201700607__Fig2__F__stability_performance_curve_pce,ICBA-mixture,Time (Day),,PCE (%),,24.0,axis_metadata:day,61,711.4715137701785,12.706396583638004,14.335473627131176,14.335473627131176,False
C3c26fd9c2c,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv,x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/accepted/10.1002_adma.201706975__Fig4__A__stability_performance_curve__TiO2__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201706975/Fig4_A_stability_performance_curve/validation_result.json,10.1002/adma.201706975,10.1002_adma.201706975__Fig4__A__stability_performance_curve,TiO2,Time,day,PCE,%,24.0,axis_metadata:day,63,481.05737426959064,2.5689103069927626,11.921132097689918,11.921132097689918,False
C9dd6df78f5,True,,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/accepted/10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2.csv,x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/accepted/10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce__CsPbl__Series_2.csv,/Users/shunhao/Desktop/ML/lab/data_all/x_time_day/10.1002_adma.201900605/Fig5_F_stability_performance_curve_pce/validation_result.json,10.1002/adma.201900605,10.1002_adma.201900605__Fig5__F__stability_performance_curve_pce,CsPbl,Time,(day),Normalized PCE,,24.0,axis_metadata:day,38,534.9509867515566,0.0873742700858586,1.0041416395237504,1.0041416395237504,False
