candidate,distance_key,window,T_h,n,effective_coverage,normalization,mode,lambda_value,radius,linkage,K,silhouette,dunn,min_cluster,max_fraction,eligible_structure,internal_score
M011541,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,4,0.335626696933591,0.17712899712378438,1,0.6710526315789473,False,0.17044201940035272
M011542,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,5,0.33722889670684664,0.20404241789618766,1,0.6710526315789473,False,0.1882991622574956
M011543,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,6,0.3732174821624515,0.22181776193613495,1,0.6052631578947368,False,0.2240134479717813
M011544,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,7,0.3615246010650858,0.22428591997087388,1,0.6052631578947368,False,0.2133212081128748
M011545,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,8,0.37208958103239514,0.22991106134045106,1,0.6052631578947368,False,0.22698963844797176
M011546,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,9,0.36561731749442644,0.24241570145002292,1,0.6052631578947368,False,0.22395833333333331
M011547,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,complete,10,0.3685970049365708,0.25922904536602653,1,0.6052631578947368,False,0.24057539682539683
M011548,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,2,0.5856589300612925,0.6319273197814763,1,0.9868421052631579,False,0.7853284832451498
M011549,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,3,0.20408167251540005,0.09217282657115303,1,0.6052631578947368,False,0.032765652557319225
M011550,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,4,0.20248720756706842,0.09217282657115303,1,0.5921052631578947,False,0.03243496472663139
M011551,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,5,0.18271437271336463,0.10483519147950189,1,0.5921052631578947,False,0.041198192239858905
M011552,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,6,0.18886811022118455,0.10483519147950189,1,0.5921052631578947,False,0.04235559964726631
M011553,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,7,0.183602286581399,0.10483519147950189,1,0.5921052631578947,False,0.04136353615520282
M011554,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,8,0.17310580178428542,0.10483519147950189,1,0.5921052631578947,False,0.040536816578483244
M011555,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,9,0.16530247646192378,0.10483519147950189,1,0.5921052631578947,False,0.039048721340388004
M011556,coverage080_z_derivative_l1_r0.05,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.05,weighted,10,0.14233942247492398,0.10483519147950189,1,0.5657894736842105,False,0.03871803350970018
M011557,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,2,0.5783862694693435,0.527591672255268,1,0.9868421052631579,False,0.76576278659612
M011558,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,3,0.42967671907624766,0.4079329243094294,1,0.9736842105263158,False,0.3595679012345679
M011559,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,4,0.45979278662293177,0.3304238200542215,1,0.881578947368421,False,0.3826609347442681
M011560,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,5,0.3838883335152781,0.3363127759860095,1,0.8552631578947368,False,0.28756062610229277
M011561,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,6,0.3748722300444241,0.3363127759860095,1,0.8289473684210527,False,0.2736717372134039
M011562,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,7,0.3757613757571791,0.3363127759860095,1,0.8026315789473685,False,0.27433311287477957
M011563,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,8,0.36356955990632933,0.3363127759860095,1,0.7894736842105263,False,0.26242835097001765
M011564,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,9,0.36689903991617606,0.27804482920625057,1,0.6973684210526315,False,0.2447365520282187
M011565,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,average,10,0.3400019872531149,0.27804482920625057,1,0.6973684210526315,False,0.22952491181657847
M011566,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,2,0.35734946833063186,0.17949918972365717,8,0.8947368421052632,True,0.18325617283950618
M011567,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,3,0.3291312384054884,0.07672203032978614,8,0.6447368421052632,True,0.07490079365079365
M011568,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,4,0.3162508997191244,0.08180623146401433,1,0.6447368421052632,False,0.070326278659612
M011569,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,5,0.300574949052894,0.09192259297630552,1,0.6447368421052632,False,0.07231040564373897
M011570,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,6,0.28509637421733763,0.10100839504538316,1,0.6447368421052632,False,0.07809744268077601
M011571,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,7,0.31765268489449366,0.10358544440035666,1,0.5789473684210527,False,0.08708112874779542
M011572,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,8,0.3283591911618542,0.10788530524103485,1,0.5789473684210527,False,0.09959215167548502
M011573,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,9,0.3315371170081357,0.11744091114802169,1,0.5789473684210527,False,0.11039462081128748
M011574,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,complete,10,0.3334092851305721,0.11787164349886213,1,0.5789473684210527,False,0.11193783068783068
M011575,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,2,0.5783862694693435,0.527591672255268,1,0.9868421052631579,False,0.76576278659612
M011576,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,3,0.3150804109887711,0.15052642552926807,1,0.8026315789473685,False,0.13707010582010581
M011577,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,4,0.30362914349483655,0.15052642552926807,1,0.7894736842105263,False,0.13392857142857142
M011578,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,5,0.29529515269363715,0.15052642552926807,1,0.7894736842105263,False,0.13210978835978837
M011579,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,6,0.3009266296049085,0.15052642552926807,1,0.7894736842105263,False,0.1335978835978836
M011580,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,7,0.2838623050746741,0.15052642552926807,1,0.7894736842105263,False,0.12698412698412698
M011581,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,8,0.3810115328159764,0.21778577678701802,1,0.6842105263157895,False,0.23214285714285715
M011582,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,9,0.36838358132702814,0.21778577678701802,1,0.6842105263157895,False,0.2185846560846561
M011583,coverage080_z_derivative_l1_r0.1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.1,weighted,10,0.3485758860008255,0.21778577678701802,1,0.6842105263157895,False,0.20651455026455026
M011584,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,2,0.5840107284727888,0.4941044090252923,1,0.9868421052631579,False,0.7698688271604939
M011585,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,3,0.4354362888246264,0.3918076971133397,1,0.9736842105263158,False,0.36507936507936506
M011586,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,4,0.46237828710820184,0.32163595948640655,1,0.8421052631578947,False,0.38326719576719576
M011587,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,5,0.380837343868815,0.32338141992328107,1,0.8157894736842105,False,0.2768132716049383
M011588,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,6,0.384582684658934,0.32338141992328107,1,0.7894736842105263,False,0.28342702821869487
M011589,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,7,0.3863559724962396,0.32699212766671054,1,0.7631578947368421,False,0.2878637566137566
M011590,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,8,0.37618001124426104,0.32699212766671054,1,0.75,False,0.27099867724867727
M011591,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,9,0.36073511290514465,0.32699212766671054,1,0.75,False,0.25710978835978837
M011592,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,average,10,0.38254747129834615,0.2702558947884953,1,0.6842105263157895,False,0.2612433862433863
M011593,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,2,0.4501914613391058,0.17019625856992746,14,0.8157894736842105,True,0.2878637566137566
M011594,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,3,0.4571284842546534,0.2359997588131865,1,0.8026315789473685,False,0.3370811287477954
M011595,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,4,0.45579945285563417,0.23938177239857608,1,0.8026315789473685,False,0.335923721340388
M011596,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,5,0.401041945098031,0.262375442843685,1,0.6842105263157895,False,0.27910052910052907
M011597,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,6,0.40613708152874783,0.263589366500727,1,0.6447368421052632,False,0.28615520282186946
M011598,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,7,0.4117837359857939,0.27180266088648636,1,0.6447368421052632,False,0.29486331569664903
M011599,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,8,0.39250865424432724,0.306146973516184,1,0.6447368421052632,False,0.2878637566137566
M011600,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,9,0.3975908185504489,0.30966506147621825,1,0.6447368421052632,False,0.2927689594356261
M011601,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,10,0.3910275533157138,0.3129280493383321,1,0.6447368421052632,False,0.28951719576719576
M011602,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,2,0.5840107284727888,0.4941044090252923,1,0.9868421052631579,False,0.7698688271604939
M011603,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,3,0.3354794960093233,0.18662073839081236,1,0.8289473684210527,False,0.1769731040564374
M011604,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,4,0.3209070762529914,0.18662073839081236,1,0.8157894736842105,False,0.16721781305114639
M011605,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,5,0.31296691238898466,0.18662073839081236,1,0.8157894736842105,False,0.1653990299823633
M011606,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,6,0.2989644358136434,0.18662073839081236,1,0.8157894736842105,False,0.16176146384479717
M011607,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,7,0.29914087422973173,0.18662073839081236,1,0.8157894736842105,False,0.1619268077601411
M011608,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,8,0.39272002970147823,0.2646507854503975,1,0.7105263157894737,False,0.27493937389770723
M011609,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,9,0.3797509912173735,0.2646507854503975,1,0.7105263157894737,False,0.2554287918871252
M011610,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,weighted,10,0.39815912042227514,0.27995775071358336,1,0.6710526315789473,False,0.2830136684303351
M011611,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,2,0.5921925304814867,0.4941044090252923,1,0.9868421052631579,False,0.7747464726631392
M011612,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,3,0.4311696850934923,0.3866467610269622,1,0.9736842105263158,False,0.3564814814814815
M011613,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,4,0.46933032445968065,0.31921529403134974,1,0.868421052631579,False,0.3960537918871252
M011614,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,5,0.38466089827466127,0.3256514977827585,1,0.8421052631578947,False,0.2845844356261023
M011615,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,6,0.3822133295595766,0.3256514977827585,1,0.8157894736842105,False,0.27978946208112876
M011616,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,7,0.38571002993944387,0.3256514977827585,1,0.7894736842105263,False,0.28590718694885364
M011617,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,8,0.3729456095411691,0.3256514977827585,1,0.7763157894736842,False,0.2685460758377425
M011618,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,9,0.3943421760675009,0.24675342712574472,1,0.7105263157894737,False,0.2620425485008818
M011619,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,average,10,0.3831971207644116,0.24675342712574472,1,0.7105263157894737,False,0.2474922839506173
M011620,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,2,0.5921925304814867,0.4941044090252923,1,0.9868421052631579,False,0.7747464726631392
M011621,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,3,0.4707164631680587,0.2919915689386697,1,0.8947368421052632,False,0.39153439153439157
M011622,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,4,0.36514386457890935,0.1772043443106417,1,0.7105263157894737,False,0.18689373897707232
M011623,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,5,0.36833402124325226,0.17828817031706684,1,0.7105263157894737,False,0.19218474426807758
M011624,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,6,0.38171822622610446,0.2073918320794032,1,0.6842105263157895,False,0.22624559082892415
M011625,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,7,0.38545387234869577,0.2170334805392269,1,0.6842105263157895,False,0.23903218694885361
M011626,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,8,0.39726077449560276,0.23213279133592388,1,0.6447368421052632,False,0.25832231040564374
M011627,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,9,0.40203237138759085,0.23632579164822834,1,0.6447368421052632,False,0.26333774250440917
M011628,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,complete,10,0.3880757820213291,0.24263539886192506,1,0.6447368421052632,False,0.25391313932980597
M011629,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,2,0.5921925304814867,0.4941044090252923,1,0.9868421052631579,False,0.7747464726631392
M011630,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,3,0.4685835016843226,0.3003036173952467,1,0.8289473684210527,False,0.3902667548500882
M011631,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,4,0.46436868266953857,0.32671623942007216,1,0.8289473684210527,False,0.39252645502645506
M011632,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,5,0.38649491041559775,0.32671623942007216,1,0.7894736842105263,False,0.2878637566137566
M011633,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,6,0.36699296343164917,0.32671623942007216,1,0.7894736842105263,False,0.26256613756613756
M011634,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,7,0.23935884593367016,0.1197184351575934,1,0.5,False,0.07470789241622575
M011635,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,8,0.22836249189114552,0.1197184351575934,1,0.5,False,0.06544863315696649
M011636,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,9,0.24543839477433907,0.1197184351575934,1,0.5,False,0.07569995590828923
M011637,coverage080_z_derivative_l1_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.2,weighted,10,0.24204112169324232,0.1197184351575934,1,0.5,False,0.07536926807760141
M011638,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,2,0.6000818431275706,0.48305872366569785,1,0.9868421052631579,False,0.7771164021164021
M011639,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,3,0.4752803613646517,0.2864412441550303,1,0.8947368421052632,False,0.39836860670194
M011640,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,4,0.45447018118163673,0.3252943134172612,1,0.8289473684210527,False,0.37103174603174605
M011641,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,5,0.41491853353195796,0.3252943134172612,1,0.8026315789473685,False,0.31994047619047616
M011642,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,6,0.4054344140681776,0.3252943134172612,1,0.8026315789473685,False,0.3055555555555556
M011643,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,7,0.4117948899872132,0.3237577711488403,1,0.7631578947368421,False,0.3134369488536155
M011644,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,8,0.404080709519511,0.3237577711488403,1,0.7631578947368421,False,0.30434303350970016
M011645,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,9,0.3839595698325304,0.3237577711488403,1,0.7631578947368421,False,0.283179012345679
M011646,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,average,10,0.3923461267290688,0.2277748899156568,1,0.6710526315789473,False,0.2527557319223986
M011647,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,2,0.4087544004046489,0.16150964224354958,10,0.868421052631579,True,0.2267416225749559
M011648,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,3,0.41867298618701254,0.21961813241062264,1,0.8552631578947368,False,0.28075396825396826
M011649,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,4,0.3329187582891033,0.19897633221682276,1,0.7763157894736842,False,0.18501984126984128
M011650,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,5,0.38325919855639345,0.24269206845904745,1,0.6842105263157895,False,0.2457010582010582
M011651,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,6,0.3698553340108056,0.2433533315448892,1,0.6842105263157895,False,0.2296626984126984
M011652,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,7,0.370476496305648,0.25365026083305986,1,0.6842105263157895,False,0.23699294532627868
M011653,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,8,0.36518208396258417,0.25896019254675356,1,0.6052631578947368,False,0.23451278659611993
M011654,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,9,0.3788242231918956,0.2896581799145068,1,0.6052631578947368,False,0.26085758377425045
M011655,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,complete,10,0.38014343783377885,0.29566035681045194,1,0.6052631578947368,False,0.2673059964726631
M011656,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,2,0.6000818431275706,0.48305872366569785,1,0.9868421052631579,False,0.7771164021164021
M011657,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,3,0.3613360879626175,0.15069604556388333,1,0.8157894736842105,False,0.16278108465608465
M011658,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,4,0.3427338188312117,0.15069604556388333,1,0.8157894736842105,False,0.15434854497354497
M011659,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,5,0.31267331080064276,0.15069604556388333,1,0.8157894736842105,False,0.13665674603174605
M011660,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,6,0.3157213266920493,0.15069604556388333,1,0.8157894736842105,False,0.13764880952380953
M011661,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,7,0.39007962764082155,0.1954624907013624,1,0.7368421052631579,False,0.23627645502645506
M011662,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,8,0.41269177008638264,0.26401033908843563,1,0.6973684210526315,False,0.295028659611993
M011663,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,9,0.4120065807334109,0.26401033908843563,1,0.6973684210526315,False,0.29387125220458554
M011664,coverage080_z_derivative_l1_r-1,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,-1.0,weighted,10,0.4053027832433128,0.26401033908843563,1,0.6973684210526315,False,0.28510802469135804
M011665,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,2,0.6277265147218213,0.4697336487869191,12,0.8421052631578947,True,0.7907572751322751
M011666,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,3,0.5802688315968801,0.49486082508967405,1,0.8289473684210527,False,0.7644675925925926
M011667,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,4,0.5488020878304777,0.5465947721991188,1,0.8289473684210527,False,0.7036761463844796
M011668,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,5,0.5482957657686828,0.5490300729794846,1,0.8289473684210527,False,0.703014770723104
M011669,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,6,0.4950038711085043,0.33735785829179343,1,0.8026315789473685,False,0.48266644620811283
M011670,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,7,0.4963456108918562,0.33735785829179343,1,0.8026315789473685,False,0.4869653880070547
M011671,coverage080_z_multivariate_l0.25_r0.02,coverage080,164.82640238318905,76,0.5671641791044776,z,multivariate,0.25,0.02,average,8,0.4509409679416092,0.33735785829179343,1,0.8026315789473685,False,0.3720513668430335
