candidate,distance_key,window,T_h,n,effective_coverage,normalization,mode,lambda_value,radius,linkage,K,silhouette,dunn,min_cluster,max_fraction,eligible_structure,internal_score
M031432,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,average,5,0.3454613596723722,0.3121429816234659,1,0.8888888888888888,False,0.4636518959435626
M031433,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,average,6,0.3051445329701836,0.3111524468536036,1,0.7962962962962963,False,0.40740740740740744
M031434,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,average,7,0.2787364302670726,0.3443473772177037,1,0.7777777777777778,False,0.34319885361552027
M031435,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,average,8,0.2534236420107573,0.37304206544562135,1,0.7592592592592593,False,0.2724867724867725
M031436,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,average,9,0.24360188356630486,0.37304206544562135,1,0.7592592592592593,False,0.2544642857142857
M031437,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,average,10,0.21883292040945784,0.37304206544562135,1,0.7592592592592593,False,0.2240410052910053
M031438,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,2,0.3882747500996721,0.17624179151869554,8,0.8518518518518519,True,0.41181657848324515
M031439,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,3,0.3447825054122464,0.19449750593234205,1,0.8518518518518519,False,0.39302248677248675
M031440,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,4,0.28147374301863365,0.21016331292065543,1,0.6851851851851852,False,0.29028880070546736
M031441,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,5,0.2597343797952017,0.23141759324389527,1,0.6851851851851852,False,0.2300485008818342
M031442,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,6,0.231540024525563,0.19338387161028064,1,0.5555555555555556,False,0.1472663139329806
M031443,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,7,0.22256776477179266,0.20133178064332016,1,0.5555555555555556,False,0.14699074074074076
M031444,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,8,0.23328267633294358,0.22368012875122564,1,0.5555555555555556,False,0.17350088183421516
M031445,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,9,0.24690370060649253,0.22645306458599854,1,0.5555555555555556,False,0.19852292768959437
M031446,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,complete,10,0.2448698539086184,0.2539635078713331,1,0.5555555555555556,False,0.21886022927689594
M031447,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,2,0.28982589040291207,0.11686387612249952,25,0.5370370370370371,True,0.21158509700176364
M031448,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,3,0.2735562338761558,0.12874532656429488,1,0.5370370370370371,False,0.17697310405643737
M031449,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,4,0.25923971803601054,0.1438633168496944,1,0.5370370370370371,False,0.14134149029982362
M031450,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,5,0.2506398533388182,0.1438633168496944,1,0.5185185185185185,False,0.12034281305114639
M031451,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,6,0.25600397363020255,0.15491323906598867,1,0.46296296296296297,False,0.1439594356261023
M031452,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,7,0.2669934093340302,0.18433005289545618,1,0.42592592592592593,False,0.21668320105820105
M031453,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,8,0.26276646650116703,0.18433005289545618,1,0.42592592592592593,False,0.1996527777777778
M031454,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,9,0.2656131604215821,0.18433005289545618,1,0.4074074074074074,False,0.21304563492063494
M031455,coverage040_robust_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.02,weighted,10,0.2563611602774479,0.18433005289545618,1,0.4074074074074074,False,0.17981150793650794
M031456,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,2,0.5150792744611766,0.35616944642979925,1,0.9814814814814815,False,0.6646274250440917
M031457,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,3,0.46900257122923966,0.40242244623412304,1,0.9629629629629629,False,0.599316578483245
M031458,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,4,0.35451125395598343,0.3121429816234659,1,0.8888888888888888,False,0.4737378747795415
M031459,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,5,0.33855009543567993,0.3121429816234659,1,0.8888888888888888,False,0.4572034832451499
M031460,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,6,0.2990611111048704,0.2725208931446512,1,0.7962962962962963,False,0.37130731922398585
M031461,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,7,0.27780525127876765,0.2900754758820639,1,0.7777777777777778,False,0.3277391975308642
M031462,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,8,0.26003747792173376,0.2900754758820639,1,0.7777777777777778,False,0.2693727954144621
M031463,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,9,0.23097277828798393,0.3110151901640068,1,0.7592592592592593,False,0.21668320105820105
M031464,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,average,10,0.22271736043212606,0.3110151901640068,1,0.7592592592592593,False,0.2105654761904762
M031465,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,2,0.4117859451168004,0.21037412325659305,7,0.8703703703703703,True,0.46323853615520283
M031466,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,3,0.3781885414207629,0.2303994914951639,1,0.8703703703703703,False,0.4480268959435626
M031467,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,4,0.3062202214243047,0.22165497622910438,1,0.7037037037037037,False,0.3615520282186949
M031468,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,5,0.27878103593571557,0.2356964460022549,1,0.7037037037037037,False,0.2987213403880071
M031469,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,6,0.2691277278114657,0.19742072038576652,1,0.6111111111111112,False,0.23892195767195767
M031470,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,7,0.27467652152891725,0.2087490673318331,1,0.6111111111111112,False,0.2653769841269842
M031471,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,8,0.27323726772742496,0.2301135663457753,1,0.6111111111111112,False,0.27281746031746035
M031472,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,9,0.26478229774001527,0.23839264081403638,1,0.5740740740740741,False,0.25733024691358025
M031473,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,complete,10,0.25433131966345723,0.2612022502696412,1,0.5740740740740741,False,0.2367173721340388
M031474,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,2,0.2990483753795721,0.10570980716275558,25,0.5370370370370371,True,0.226521164021164
M031475,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,3,0.280586353833183,0.1250744338090122,1,0.5370370370370371,False,0.19664902998236333
M031476,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,4,0.2640936711243419,0.13013228712381966,1,0.5370370370370371,False,0.1449514991181658
M031477,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,5,0.26522595337096333,0.13693761673818486,1,0.46296296296296297,False,0.15793099647266312
M031478,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,6,0.2688951755271012,0.13693761673818486,1,0.46296296296296297,False,0.1704971340388007
M031479,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,7,0.26823209277647536,0.14830377024605867,1,0.4444444444444444,False,0.17818562610229277
M031480,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,8,0.2736171787044083,0.1775832424177992,1,0.42592592592592593,False,0.23142636684303353
M031481,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,9,0.2623386163735706,0.18288798246272853,1,0.4074074074074074,False,0.19620811287477952
M031482,coverage040_robust_multivariate_l2_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.05,weighted,10,0.2716365448508769,0.19438668306956075,1,0.37037037037037035,False,0.24250440917107585
M031483,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,2,0.5210630585821304,0.32254143281587005,1,0.9814814814814815,False,0.6671075837742504
M031484,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,3,0.4617905790520794,0.2974812334807436,1,0.9629629629629629,False,0.5577601410934744
M031485,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,4,0.35287551646538473,0.24226713542714068,1,0.8888888888888888,False,0.44086199294532624
M031486,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,5,0.29970685552436743,0.26949950548304547,1,0.7962962962962963,False,0.3733190035273369
M031487,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,6,0.27543647097093876,0.26949950548304547,1,0.7777777777777778,False,0.30982694003527333
M031488,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,7,0.26991376604536593,0.26949950548304547,1,0.7777777777777778,False,0.29213514109347444
M031489,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,8,0.25317096941498446,0.26949950548304547,1,0.7777777777777778,False,0.23856371252204586
M031490,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,9,0.2362867284649464,0.27172870372853064,1,0.7222222222222222,False,0.2093529541446208
M031491,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,average,10,0.21479556513340833,0.27172870372853064,1,0.6851851851851852,False,0.18918099647266312
M031492,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,2,0.42894871745561386,0.1961590676460801,6,0.8888888888888888,True,0.46389991181657847
M031493,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,3,0.3920324171556884,0.2016235247535277,3,0.8888888888888888,True,0.44201940035273374
M031494,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,4,0.3306174496903791,0.20643489177652102,3,0.7222222222222222,True,0.38475529100529104
M031495,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,5,0.26491862661103704,0.16032667064801545,3,0.37037037037037035,True,0.1822089947089947
M031496,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,6,0.2643179536274876,0.16093796001730143,1,0.37037037037037035,False,0.17917768959435626
M031497,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,7,0.2747998489682909,0.16198947481950696,1,0.35185185185185186,False,0.21687610229276896
M031498,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,8,0.3012427844938234,0.17309539605919244,1,0.35185185185185186,False,0.302689594356261
M031499,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,9,0.29017773934052427,0.19027353546866252,1,0.35185185185185186,False,0.2900683421516755
M031500,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,complete,10,0.2971591771912059,0.21040068847030197,1,0.35185185185185186,False,0.3259479717813051
M031501,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,2,0.3327465347499643,0.10004415735419592,26,0.5185185185185185,True,0.2789351851851852
M031502,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,3,0.3023838200368452,0.1054961805214029,1,0.5185185185185185,False,0.23911485890652556
M031503,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,4,0.2844692862969686,0.1054961805214029,1,0.46296296296296297,False,0.19381062610229277
M031504,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,5,0.2827813414328784,0.1493026377325619,1,0.46296296296296297,False,0.22585978835978837
M031505,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,6,0.2758051579669278,0.1493026377325619,1,0.4444444444444444,False,0.20386904761904762
M031506,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,7,0.2582762312226384,0.1493026377325619,1,0.4444444444444444,False,0.14401455026455026
M031507,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,8,0.2961396585101977,0.16891907587379845,1,0.4444444444444444,False,0.2827932098765432
M031508,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,9,0.29329300040957673,0.1824064520939904,1,0.3888888888888889,False,0.28689925044091713
M031509,coverage040_robust_multivariate_l2_r0.1,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.1,weighted,10,0.29484631043329484,0.1824064520939904,1,0.3888888888888889,False,0.29219025573192237
M031510,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,2,0.5280349715091874,0.315045540041946,1,0.9814814814814815,False,0.6760361552028219
M031511,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,3,0.4001643805457109,0.20461754209367475,1,0.9074074074074074,False,0.4484678130511464
M031512,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,4,0.3469560756598527,0.2321965022675451,1,0.8333333333333334,False,0.4232528659611993
M031513,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,5,0.3004098392892696,0.2321965022675451,1,0.8148148148148148,False,0.3490134479717813
M031514,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,6,0.26633958782104006,0.25251213762649816,1,0.7962962962962963,False,0.27394731040564374
M031515,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,7,0.2590257003072743,0.25251213762649816,1,0.7962962962962963,False,0.24600418871252203
M031516,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,8,0.23519827008102168,0.25251213762649816,1,0.7777777777777778,False,0.2003692680776014
M031517,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,9,0.2095899387654115,0.25251213762649816,1,0.7777777777777778,False,0.17804783950617284
M031518,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,average,10,0.15843488732389055,0.21268078552415642,1,0.7407407407407407,False,0.14318783068783067
M031519,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,2,0.4394066780949882,0.19227368457040067,6,0.8888888888888888,True,0.466876102292769
M031520,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,3,0.2211982223667136,0.103893592973226,6,0.5,True,0.04555224867724868
M031521,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,4,0.21305222060770468,0.12813870213326442,1,0.5,False,0.059854497354497355
M031522,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,5,0.24312401619796897,0.15278634865540602,1,0.3888888888888889,False,0.11466600529100529
M031523,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,6,0.28458145583938105,0.16702030187899217,1,0.37037037037037035,False,0.25225970017636684
M031524,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,7,0.31372325012404106,0.16967656090005803,1,0.37037037037037035,False,0.32495590828924165
M031525,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,8,0.30074385982218793,0.17765863146542332,1,0.37037037037037035,False,0.30439814814814814
M031526,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,9,0.30050549875823845,0.20298849892698284,1,0.37037037037037035,False,0.32798721340388004
M031527,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,complete,10,0.30047355239170775,0.21523228279062065,1,0.37037037037037035,False,0.34066358024691357
M031528,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,2,0.35519676529644206,0.103893592973226,26,0.5185185185185185,True,0.31324404761904767
M031529,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,3,0.3226096707302613,0.10546120368833727,1,0.5185185185185185,False,0.27369929453262787
M031530,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,4,0.31163469497474056,0.12119984959904273,1,0.5185185185185185,False,0.27061287477954143
M031531,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,5,0.2726660655789313,0.14494031236171387,1,0.48148148148148145,False,0.18738977072310403
M031532,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,6,0.26162228185153424,0.15278634865540602,1,0.46296296296296297,False,0.15765542328042328
M031533,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,7,0.3040017281075633,0.1649658184409757,1,0.4444444444444444,False,0.30166997354497355
M031534,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,8,0.3016692356333397,0.1649658184409757,1,0.4444444444444444,False,0.2927414021164021
M031535,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,9,0.3032585716134761,0.1878419853442042,1,0.3888888888888889,False,0.3246252204585538
M031536,coverage040_robust_multivariate_l2_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.15,weighted,10,0.2983782896518155,0.2064337650050226,1,0.37037037037037035,False,0.3255070546737213
M031537,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,2,0.5337287955282819,0.31078664127477973,1,0.9814814814814815,False,0.6809964726631393
M031538,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,3,0.38694457081432354,0.2133459035071278,1,0.8888888888888888,False,0.4450507054673721
M031539,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,4,0.32485971363691624,0.2526619264098645,1,0.7962962962962963,False,0.41476521164021163
M031540,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,5,0.28204164995824343,0.2526619264098645,1,0.7962962962962963,False,0.32448743386243384
M031541,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,6,0.24575915818175656,0.2526619264098645,1,0.7777777777777778,False,0.21866732804232802
M031542,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,7,0.24344462866919941,0.2526619264098645,1,0.7777777777777778,False,0.21321097883597884
M031543,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,8,0.22335968711102747,0.2526619264098645,1,0.7777777777777778,False,0.18907076719576718
M031544,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,9,0.20110362580833932,0.2526619264098645,1,0.7777777777777778,False,0.17700066137566137
M031545,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,average,10,0.15469979171233988,0.19424844874554612,1,0.7407407407407407,False,0.12659832451499117
M031546,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,2,0.33662898502643906,0.08758689713257838,20,0.6296296296296297,True,0.27414021164021163
M031547,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,3,0.302843552548595,0.09688882488763768,1,0.6296296296296297,False,0.22878086419753088
M031548,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,4,0.26425813771802653,0.10316842029821144,1,0.46296296296296297,False,0.1222442680776014
M031549,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,5,0.2630736476716419,0.13844922548125702,1,0.46296296296296297,False,0.1501873897707231
M031550,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,6,0.22855350480229816,0.14128486145903482,1,0.46296296296296297,False,0.08382936507936507
M031551,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,7,0.2310628568192429,0.15637106502817644,1,0.37037037037037035,False,0.10201719576719576
M031552,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,8,0.2375060191480972,0.15923766598405797,1,0.37037037037037035,False,0.11552028218694885
M031553,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,9,0.23951956939365807,0.17100264190959594,1,0.37037037037037035,False,0.1361882716049383
M031554,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,complete,10,0.2508989522696868,0.18867512567514658,1,0.3333333333333333,False,0.17333553791887124
M031555,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,weighted,2,0.37046706005126495,0.10448446789978316,26,0.5185185185185185,True,0.3253417107583775
M031556,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,weighted,3,0.3515682381867775,0.10962316635449938,1,0.5185185185185185,False,0.31236221340388004
M031557,coverage040_robust_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,2.0,0.2,weighted,4,0.3299938592260454,0.12814348284683466,1,0.5185185185185185,False,0.2996582892416226
