sample_index,cluster_neuron_id,cluster_x,cluster_y,cluster_coord,PCE_before,PCE_after,PCE_delta
465,0,0,0,"(0, 0)",19.97606385,14.40037208,27.91186399
466,1,0,1,"(0, 1)",19.85997893,14.11148886,28.94509652
467,1,0,1,"(0, 1)",21.26630251,15.31941093,27.96391888
468,1,0,1,"(0, 1)",13.47856626,13.32303324,1.153928509
469,1,0,1,"(0, 1)",14.234413,13.95901468,1.934736065
470,1,0,1,"(0, 1)",13.37792564,13.26587158,0.837604143
471,1,0,1,"(0, 1)",13.09800281,12.97390481,0.947457433
472,1,0,1,"(0, 1)",13.35482021,13.25185835,0.770971555
473,1,0,1,"(0, 1)",13.94491416,13.86108288,0.601160256
474,1,0,1,"(0, 1)",14.33189827,14.23778564,0.656665467
475,1,0,1,"(0, 1)",14.17720949,14.08545015,0.647231267
476,1,0,1,"(0, 1)",15.79718729,10.79110949,31.6896781
477,0,0,0,"(0, 0)",16.66027729,10.83448524,34.96815782
478,1,0,1,"(0, 1)",15.71195594,10.92178689,30.48741402
479,1,0,1,"(0, 1)",14.60032569,10.09190454,30.8789081
480,0,0,0,"(0, 0)",14.93972588,10.45668251,30.00753436
481,0,0,0,"(0, 0)",15.11890214,9.131317692,39.60330184
482,0,0,0,"(0, 0)",14.54548319,9.365972597,35.60906521
483,0,0,0,"(0, 0)",16.34127248,9.133610042,44.10710638
484,0,0,0,"(0, 0)",15.92899878,8.968785962,43.69523104
485,0,0,0,"(0, 0)",16.13244605,9.46942304,41.30200087
486,1,0,1,"(0, 1)",14.19888952,13.60764219,4.164039234
487,1,0,1,"(0, 1)",16.23238964,15.37915999,5.256340383
488,1,0,1,"(0, 1)",15.43071319,14.95456601,3.085710792
489,1,0,1,"(0, 1)",14.96239858,14.52757491,2.906109383
490,1,0,1,"(0, 1)",15.07506951,14.57970363,3.285993969
491,1,0,1,"(0, 1)",15.02796716,14.53268287,3.295750399
492,1,0,1,"(0, 1)",14.56248832,13.83611845,4.9879516
493,1,0,1,"(0, 1)",15.17106431,14.70170592,3.093773654
494,0,0,0,"(0, 0)",19.17137834,13.78885587,28.07582415
495,1,0,1,"(0, 1)",19.57752501,14.38144087,26.54106759
496,0,0,0,"(0, 0)",19.76260625,14.19496352,28.17261377
497,1,0,1,"(0, 1)",18.52354121,14.05774744,24.10874743
498,0,0,0,"(0, 0)",19.44616004,13.07501513,32.76299737
499,1,0,1,"(0, 1)",19.620724,15.07261126,23.18014737
500,0,0,0,"(0, 0)",20.72755454,14.37564724,30.64475013
501,0,0,0,"(0, 0)",21.57069692,13.09687828,39.28393539
502,1,0,1,"(0, 1)",19.39735505,14.30341354,26.26101085
503,1,0,1,"(0, 1)",10.69894576,8.53087353,20.26435386
504,1,0,1,"(0, 1)",10.77157027,7.788079396,27.69782676
505,1,0,1,"(0, 1)",11.48949217,7.95851399,30.73223888
506,1,0,1,"(0, 1)",10.70105086,8.62528293,19.39779523
507,0,0,0,"(0, 0)",13.22331457,9.326709943,29.46768455
508,0,0,0,"(0, 0)",12.82013228,8.519711056,33.54428122
509,1,0,1,"(0, 1)",12.03799249,9.33455424,22.45755056
510,1,0,1,"(0, 1)",12.17055406,10.23329502,15.91759123
511,1,0,1,"(0, 1)",11.9579789,10.27029576,14.11344807
512,1,0,1,"(0, 1)",11.85766259,9.973585688,15.88910872
513,1,0,1,"(0, 1)",14.12412656,10.7515976,23.87778775
514,1,0,1,"(0, 1)",13.59831861,10.7483168,20.95848682
515,1,0,1,"(0, 1)",14.6633993,10.84386397,26.04808918
516,1,0,1,"(0, 1)",14.36783864,10.14371694,29.39984086
517,1,0,1,"(0, 1)",14.96204858,11.03933798,26.21773736
518,1,0,1,"(0, 1)",14.20762033,10.01674112,29.49740429
519,1,0,1,"(0, 1)",14.84737252,10.5909374,28.6679351
520,1,0,1,"(0, 1)",14.48913113,10.31190181,28.83008843
521,1,0,1,"(0, 1)",14.05659181,9.036006256,35.71694778
522,0,0,0,"(0, 0)",16.73098141,10.67485838,36.19705794
523,1,0,1,"(0, 1)",12.96665767,10.85531097,16.28289077
524,0,0,0,"(0, 0)",16.48112777,10.61835437,35.57264701
525,1,0,1,"(0, 1)",15.06246794,11.11553639,26.20375069
526,0,0,0,"(0, 0)",16.37748211,10.71557962,34.57126348
527,0,0,0,"(0, 0)",15.05067534,8.893166602,40.91184348
528,1,0,1,"(0, 1)",13.81891514,10.26288547,25.73305961
529,0,0,0,"(0, 0)",16.55466815,9.225574048,44.27206896
530,1,0,1,"(0, 1)",13.03025592,9.421124189,27.69808783
531,1,0,1,"(0, 1)",13.85720791,11.04697363,20.27994597
532,0,0,0,"(0, 0)",15.56729695,10.20906237,34.41981354
533,0,0,0,"(0, 0)",15.5457,10.11601684,34.92723493
534,0,0,0,"(0, 0)",16.28381983,10.33908682,36.50699325
535,0,0,0,"(0, 0)",14.55622743,8.910663615,38.78452604
536,0,0,0,"(0, 0)",16.13128102,10.50568805,34.8738142
537,0,0,0,"(0, 0)",17.33270193,9.897330744,42.89793487
538,0,0,0,"(0, 0)",14.08867855,7.572818298,46.24890993
539,0,0,0,"(0, 0)",13.45001028,8.064798639,40.03871765
540,0,0,0,"(0, 0)",14.1276609,7.381501145,47.75142754
541,0,0,0,"(0, 0)",13.43164301,7.90815131,41.12297875
542,0,0,0,"(0, 0)",13.94916522,8.397811697,39.79703039
543,0,0,0,"(0, 0)",13.8849329,7.965974316,42.62864376
544,0,0,0,"(0, 0)",15.18023195,7.671989337,49.46065802
545,0,0,0,"(0, 0)",15.32493306,7.515855906,50.95668035
546,1,0,1,"(0, 1)",14.69313762,8.893266098,39.4733356
547,0,0,0,"(0, 0)",14.93560623,8.607481081,42.36938929
548,1,0,1,"(0, 1)",15.02585286,9.635193662,35.87589503
549,0,0,0,"(0, 0)",14.31096054,7.624138614,46.72517899
550,0,0,0,"(0, 0)",14.21290591,6.742906477,52.55786169
551,1,0,1,"(0, 1)",14.19064725,11.00247707,22.46670027
552,0,0,0,"(0, 0)",16.40858519,10.21267071,37.76019937
553,0,0,0,"(0, 0)",17.97641044,10.8517893,39.63316906
554,0,0,0,"(0, 0)",15.05037711,9.563943882,36.4537924
555,0,0,0,"(0, 0)",18.48003938,8.798323112,52.39012791
556,0,0,0,"(0, 0)",18.67607987,8.831871958,52.71024744
557,0,0,0,"(0, 0)",14.55602883,7.516283692,48.36308873
558,0,0,0,"(0, 0)",16.72540389,9.074527167,45.74404764
559,0,0,0,"(0, 0)",16.23400673,8.306645323,48.83182284
560,1,0,1,"(0, 1)",14.38587351,10.67760716,25.77713717
561,1,0,1,"(0, 1)",14.30242566,10.14988393,29.03382841
562,1,0,1,"(0, 1)",14.17479421,10.93237114,22.87456891
563,1,0,1,"(0, 1)",14.12680982,10.85248588,23.17808465
564,1,0,1,"(0, 1)",13.80926509,10.93163227,20.83842116
565,1,0,1,"(0, 1)",14.26608531,9.559131132,32.99401395
566,1,0,1,"(0, 1)",14.27062349,7.385696136,48.24545586
567,1,0,1,"(0, 1)",14.09801058,9.959814808,29.35304772
568,1,0,1,"(0, 1)",14.19240715,7.467922415,47.38086123
569,0,0,0,"(0, 0)",13.64100243,10.34218235,24.18312069
570,1,0,1,"(0, 1)",13.28234717,11.0691001,16.66307192
571,1,0,1,"(0, 1)",12.319616,10.32614908,16.18124235
572,1,0,1,"(0, 1)",14.44970502,11.69575162,19.0588901
573,0,0,0,"(0, 0)",15.26353533,9.816905243,35.68393539
574,1,0,1,"(0, 1)",13.87191465,11.52830816,16.89461438
575,1,0,1,"(0, 1)",14.25035874,10.92974274,23.30198177
576,1,0,1,"(0, 1)",13.00538428,10.90025338,16.18661049
577,1,0,1,"(0, 1)",15.11219162,11.5336656,23.679729
578,1,0,1,"(0, 1)",15.1199572,11.83098651,21.75251323
579,1,0,1,"(0, 1)",13.18530306,10.79116571,18.15762094
580,1,0,1,"(0, 1)",14.15075702,10.86150845,23.24432936
581,1,0,1,"(0, 1)",14.22762065,11.35084706,20.21963934
582,1,0,1,"(0, 1)",14.21664685,12.04700612,15.26126904
583,1,0,1,"(0, 1)",13.29541174,12.08184773,9.127690272
584,3,1,1,"(1, 1)",16.66424504,0.373886173,97.75635697
585,0,0,0,"(0, 0)",14.94951756,6.250316178,58.19051584
586,3,1,1,"(1, 1)",16.22785977,0.502492889,96.90351719
587,0,0,0,"(0, 0)",16.23324216,6.28141398,61.30524071
588,3,1,1,"(1, 1)",16.18697106,5.095794653,68.51915881
589,0,0,0,"(0, 0)",17.09452214,11.36490802,33.51725229
590,0,0,0,"(0, 0)",15.90804908,11.13792659,29.98559071
591,0,0,0,"(0, 0)",15.89797607,11.30692707,28.87819791
592,0,0,0,"(0, 0)",16.11787636,11.47733867,28.79124761
593,0,0,0,"(0, 0)",15.58988587,10.19713513,34.59134203
594,0,0,0,"(0, 0)",15.32602796,10.62648892,30.66377699
595,0,0,0,"(0, 0)",15.84128575,10.49415201,33.75441759
596,1,0,1,"(0, 1)",14.01271445,10.21449687,27.10550905
597,0,0,0,"(0, 0)",16.57790577,11.26530233,32.04628812
598,1,0,1,"(0, 1)",13.49066876,9.677512159,28.26514142
599,1,0,1,"(0, 1)",12.50358645,10.94220933,12.4874341
600,0,0,0,"(0, 0)",16.05117067,10.92535114,31.93424107
601,0,0,0,"(0, 0)",16.47943604,11.28753272,31.50534589
602,0,0,0,"(0, 0)",14.49831194,7.870915482,45.71150409
603,3,1,1,"(1, 1)",15.54842565,7.025463476,54.81559592
604,0,0,0,"(0, 0)",14.73076497,6.486596545,55.9656504
605,0,0,0,"(0, 0)",13.63900384,7.740645304,43.24625613
606,3,1,1,"(1, 1)",15.07613011,7.179131083,52.38080973
607,0,0,0,"(0, 0)",14.7968005,8.381998865,43.35262636
608,0,0,0,"(0, 0)",14.95774843,10.2408245,31.53498638
609,0,0,0,"(0, 0)",15.16133301,8.035208024,47.00196864
610,0,0,0,"(0, 0)",13.38965406,5.719735463,57.28242538
611,0,0,0,"(0, 0)",15.61593412,6.646370925,57.43853122
612,2,1,0,"(1, 0)",17.55298029,1.520488785,91.33771724
613,2,1,0,"(1, 0)",17.52841376,0.841270994,95.20052981
614,2,1,0,"(1, 0)",17.12421472,0.985427039,94.24541765
615,3,1,1,"(1, 1)",15.64909585,1.471235641,90.59859013
616,2,1,0,"(1, 0)",17.53202187,0.037039347,99.78873317
617,0,0,0,"(0, 0)",15.39393759,10.44537674,32.14616677
618,0,0,0,"(0, 0)",16.11331195,10.11066257,37.25273486
619,0,0,0,"(0, 0)",16.62275073,10.06664518,39.44055748
620,0,0,0,"(0, 0)",16.58134047,10.75368796,35.14584677
621,0,0,0,"(0, 0)",16.82184272,10.69161143,36.44209135
622,3,1,1,"(1, 1)",17.34053375,8.587713608,50.47607109
623,3,1,1,"(1, 1)",17.40709023,8.189362416,52.95386932
624,0,0,0,"(0, 0)",16.82528548,8.90228074,47.08986809
625,0,0,0,"(0, 0)",18.19913823,11.70173116,35.70172934
626,0,0,0,"(0, 0)",16.28624855,11.59738064,28.79034969
627,0,0,0,"(0, 0)",16.0815267,9.927598691,38.26706333
628,0,0,0,"(0, 0)",16.23945424,9.84290637,39.38893374
629,0,0,0,"(0, 0)",14.43081339,9.927472844,31.20642215
630,0,0,0,"(0, 0)",14.68774159,9.883554671,32.70881975
631,3,1,1,"(1, 1)",13.71576942,6.428911313,53.12759266
632,0,0,0,"(0, 0)",13.30419454,7.840621726,41.0665433
633,0,0,0,"(0, 0)",12.87539468,8.024796376,37.67339507
634,0,0,0,"(0, 0)",12.30177606,6.731822161,45.27764016
635,0,0,0,"(0, 0)",11.52617465,7.235393774,37.22640866
636,3,1,1,"(1, 1)",10.75133873,5.764065625,46.3874614
637,2,1,0,"(1, 0)",10.78875571,1.161934482,89.23013447
638,3,1,1,"(1, 1)",11.76218047,3.080028374,73.81413776
639,2,1,0,"(1, 0)",9.472234373,2.142365664,77.38267889
640,3,1,1,"(1, 1)",10.77985181,2.810579615,73.92747446
641,2,1,0,"(1, 0)",9.73615176,1.930688652,80.16989978
642,0,0,0,"(0, 0)",9.957526887,6.114751079,38.59166891
643,3,1,1,"(1, 1)",10.88343293,5.178528435,52.41824462
644,0,0,0,"(0, 0)",11.96805159,6.202429882,48.17510741
645,3,1,1,"(1, 1)",11.7913632,5.550956053,52.92354277
646,3,1,1,"(1, 1)",13.74482096,6.102650914,55.60036081
647,0,0,0,"(0, 0)",13.85046137,7.435907374,46.31292653
648,3,1,1,"(1, 1)",11.99882948,5.137557173,57.18284703
649,2,1,0,"(1, 0)",9.466027557,0.284086527,96.99888337
650,3,1,1,"(1, 1)",10.92033209,2.588230011,76.29898076
651,2,1,0,"(1, 0)",9.111462878,0.044697639,99.5094351
652,3,1,1,"(1, 1)",8.95210298,0.437653769,95.11116248
653,2,1,0,"(1, 0)",9.920180552,0.4404722,95.55983687
654,3,1,1,"(1, 1)",9.85822063,0.708978382,92.80825203
655,0,0,0,"(0, 0)",13.95164498,7.8123405,44.00416215
656,0,0,0,"(0, 0)",14.3763473,7.928904852,44.84757021
657,0,0,0,"(0, 0)",14.52886506,8.017590092,44.81612942
658,0,0,0,"(0, 0)",16.85339582,9.999138096,40.66989107
659,0,0,0,"(0, 0)",16.49409901,10.00391134,39.34854313
660,0,0,0,"(0, 0)",16.32659519,10.0864265,38.22088205
661,0,0,0,"(0, 0)",15.63863527,8.517866422,45.53318576
662,0,0,0,"(0, 0)",13.55548908,8.089657463,40.3219064
663,1,0,1,"(0, 1)",13.59704561,10.61010926,21.96753939
664,1,0,1,"(0, 1)",13.90460909,11.04540791,20.5629742
665,1,0,1,"(0, 1)",13.55714669,10.50387613,22.52148356
666,1,0,1,"(0, 1)",13.71034371,11.02791579,19.56499398
667,1,0,1,"(0, 1)",13.71205552,10.53576664,23.16420673
668,1,0,1,"(0, 1)",13.92387153,10.96888705,21.22243422
669,1,0,1,"(0, 1)",13.65141939,13.22668677,3.111270798
670,1,0,1,"(0, 1)",13.77021338,13.33688442,3.146857312
671,1,0,1,"(0, 1)",15.29081892,14.5045731,5.141947076
672,1,0,1,"(0, 1)",13.72965455,13.35367098,2.738477958
673,1,0,1,"(0, 1)",11.72860943,9.712101674,17.1930677
674,1,0,1,"(0, 1)",16.37480186,12.89134959,21.2732484
675,1,0,1,"(0, 1)",14.04663596,11.49067082,18.19627945
676,1,0,1,"(0, 1)",15.7948954,14.58210309,7.678381372
677,1,0,1,"(0, 1)",15.29208586,13.34351328,12.74235965
678,1,0,1,"(0, 1)",14.99068156,13.78393786,8.049958864
679,1,0,1,"(0, 1)",14.00498722,12.28008037,12.31637571
680,1,0,1,"(0, 1)",15.30499705,14.08972913,7.94033426
681,1,0,1,"(0, 1)",13.41740737,13.01402969,3.006375717
682,1,0,1,"(0, 1)",13.35940313,11.34793127,15.05659977
683,1,0,1,"(0, 1)",13.36533064,13.06940728,2.214111726
684,1,0,1,"(0, 1)",12.84565211,10.60522525,17.44112977
685,1,0,1,"(0, 1)",14.56836625,14.18984645,2.598230904
686,1,0,1,"(0, 1)",11.86438071,10.49343629,11.55512842
687,1,0,1,"(0, 1)",14.33191848,11.57577232,19.23082502
688,1,0,1,"(0, 1)",15.71169849,14.00210378,10.88103057
689,1,0,1,"(0, 1)",13.40155742,12.76309333,4.764103688
690,1,0,1,"(0, 1)",15.74125333,12.68524572,19.41400442
691,1,0,1,"(0, 1)",18.1796725,17.47466324,3.878008596
692,1,0,1,"(0, 1)",15.65282408,12.73808243,18.62118709
693,1,0,1,"(0, 1)",13.90216917,11.60795682,16.50254952
694,1,0,1,"(0, 1)",16.31903484,12.46228267,23.63345752
695,1,0,1,"(0, 1)",15.16889789,11.94214083,21.27219183
696,1,0,1,"(0, 1)",15.00734293,11.68507464,22.13761828
697,1,0,1,"(0, 1)",17.29882869,13.18428562,23.78509631
698,1,0,1,"(0, 1)",13.73772536,10.99436468,19.96954091
699,1,0,1,"(0, 1)",10.64236173,9.1404963,14.11214415
700,1,0,1,"(0, 1)",13.59396049,10.76219521,20.83105425
701,0,0,0,"(0, 0)",14.89165354,9.481595062,36.3294678
702,0,0,0,"(0, 0)",15.89698591,9.810353995,38.28796194
703,0,0,0,"(0, 0)",14.80075943,9.462949443,36.06443314
704,1,0,1,"(0, 1)",11.95645617,9.941042659,16.85627818
705,0,0,0,"(0, 0)",12.7479818,10.89933987,14.50144778
706,1,0,1,"(0, 1)",13.99533121,11.11315933,20.59380975
707,1,0,1,"(0, 1)",13.40823492,11.00580824,17.9175462
708,1,0,1,"(0, 1)",13.67202894,10.62150877,22.31212487
709,1,0,1,"(0, 1)",14.61520329,11.49807814,21.32796301
710,0,0,0,"(0, 0)",13.87539435,10.05749492,27.51561029
711,1,0,1,"(0, 1)",9.27579696,8.693324924,6.279482387
712,1,0,1,"(0, 1)",7.504289417,7.003464115,6.673853766
713,1,0,1,"(0, 1)",12.95992428,11.52988943,11.03428397
714,1,0,1,"(0, 1)",9.923552193,9.89968063,0.240554617
715,3,1,1,"(1, 1)",6.701123559,3.901579052,41.77724053
716,0,0,0,"(0, 0)",8.462310755,6.055906521,28.43672732
717,0,0,0,"(0, 0)",6.152705693,4.017533111,34.70298578
718,1,0,1,"(0, 1)",8.490928178,8.459489921,0.370257008
719,1,0,1,"(0, 1)",14.4714223,13.06729671,9.702747658
720,1,0,1,"(0, 1)",14.45749245,13.33558873,7.760015964
721,1,0,1,"(0, 1)",14.41633486,13.12084586,8.986257705
722,1,0,1,"(0, 1)",14.23037024,12.68915756,10.83044683
723,1,0,1,"(0, 1)",14.02814532,5.437167333,61.24101076
724,1,0,1,"(0, 1)",14.50068529,12.77166382,11.92372248
725,1,0,1,"(0, 1)",14.12613558,5.546641895,60.73489553
726,1,0,1,"(0, 1)",14.14209712,11.3054333,20.05829684
727,1,0,1,"(0, 1)",13.87320469,4.841510935,65.10171195
728,0,0,0,"(0, 0)",14.2286302,7.785609159,45.28208934
729,0,0,0,"(0, 0)",14.35352517,7.689751744,46.42604063
730,0,0,0,"(0, 0)",13.33203533,7.096871788,46.76827947
731,1,0,1,"(0, 1)",14.90710223,13.13288683,11.90181282
732,1,0,1,"(0, 1)",15.02895301,13.34327745,11.21618759
733,1,0,1,"(0, 1)",14.66905997,11.08984759,24.39973919
734,3,1,1,"(1, 1)",12.46473875,1.95024522,84.35390216
735,2,1,0,"(1, 0)",13.72772537,1.185107643,91.36705017
736,3,1,1,"(1, 1)",12.66858792,1.666443072,86.84586568
737,2,1,0,"(1, 0)",13.45408673,1.15527752,91.41318513
738,2,1,0,"(1, 0)",13.06618542,1.202259989,90.79869181
739,1,0,1,"(0, 1)",11.93021667,8.23679636,30.95853505
740,0,0,0,"(0, 0)",11.62668995,1.015855861,91.26272511
741,0,0,0,"(0, 0)",11.78444948,3.453703077,70.69270752
742,0,0,0,"(0, 0)",11.58902819,2.160926087,81.35369029
743,0,0,0,"(0, 0)",12.04851116,4.400085149,63.48025833
744,3,1,1,"(1, 1)",13.24278375,0.325495481,97.5420917
745,3,1,1,"(1, 1)",13.01023717,5.295317411,59.29884028
746,3,1,1,"(1, 1)",12.61001773,5.038767241,60.04155307
747,3,1,1,"(1, 1)",12.99263762,5.066205054,61.00710877
748,1,0,1,"(0, 1)",15.52754613,15.29459891,1.500219153
749,1,0,1,"(0, 1)",17.2398608,17.05314949,1.083020993
750,1,0,1,"(0, 1)",16.95846644,16.67586861,1.666411506
751,1,0,1,"(0, 1)",17.08806501,16.99777643,0.528372138
752,1,0,1,"(0, 1)",15.98920964,15.68594293,1.896696082
753,1,0,1,"(0, 1)",16.83204207,16.75702547,0.445677353
754,1,0,1,"(0, 1)",17.94864143,17.8579767,0.505134193
755,1,0,1,"(0, 1)",16.91873708,16.62116651,1.758822586
756,1,0,1,"(0, 1)",17.91126984,17.12099202,4.412182025
757,0,0,0,"(0, 0)",17.95275283,13.29193911,25.96155456
758,1,0,1,"(0, 1)",17.91775121,14.74216173,17.72314756
759,1,0,1,"(0, 1)",18.98724548,16.00677041,15.69724832
760,0,0,0,"(0, 0)",19.01635247,14.5169681,23.66060672
761,1,0,1,"(0, 1)",16.75830103,15.1241318,9.751401607
762,1,0,1,"(0, 1)",19.09657415,15.47826915,18.94740373
763,1,0,1,"(0, 1)",20.72034887,16.52242355,20.2599162
764,1,0,1,"(0, 1)",20.42843891,16.25619556,20.42370135
765,1,0,1,"(0, 1)",20.81605394,16.44439154,21.00139832
766,1,0,1,"(0, 1)",20.83316693,16.33790842,21.57741317
767,1,0,1,"(0, 1)",20.98497404,16.35293561,22.07311966
768,1,0,1,"(0, 1)",21.1820681,16.49747375,22.11584971
769,1,0,1,"(0, 1)",17.29201202,16.87762922,2.396382771
770,1,0,1,"(0, 1)",17.51839824,17.42966992,0.506486504
771,1,0,1,"(0, 1)",15.82589312,15.74074494,0.538030806
772,1,0,1,"(0, 1)",18.21304569,18.17176931,0.226630804
773,1,0,1,"(0, 1)",16.89714424,16.39924946,2.946620892
774,1,0,1,"(0, 1)",17.58794811,17.22885454,2.041702447
775,1,0,1,"(0, 1)",17.97158833,17.52044433,2.510317875
776,1,0,1,"(0, 1)",17.56606588,17.50385695,0.354142668
777,1,0,1,"(0, 1)",17.94532328,17.89101953,0.302606672
778,1,0,1,"(0, 1)",17.25736411,16.75528566,2.909357729
779,1,0,1,"(0, 1)",17.5838069,17.2918852,1.660173524
780,1,0,1,"(0, 1)",15.37336351,13.98393992,9.037863354
781,1,0,1,"(0, 1)",15.1172984,14.15915967,6.338028864
782,1,0,1,"(0, 1)",15.35201749,14.71505305,4.149060109
783,1,0,1,"(0, 1)",14.86309424,13.43327984,9.619897296
784,1,0,1,"(0, 1)",18.97776176,17.78921882,6.262819367
785,1,0,1,"(0, 1)",19.40312376,18.12605348,6.581776671
786,1,0,1,"(0, 1)",19.70033083,18.68090329,5.174672175
787,1,0,1,"(0, 1)",13.5345218,11.79757571,12.83345005
788,1,0,1,"(0, 1)",13.17921761,11.63709395,11.70117764
789,1,0,1,"(0, 1)",18.49381273,17.76188606,3.957684047
790,1,0,1,"(0, 1)",19.28331329,18.57466267,3.674942228
791,1,0,1,"(0, 1)",16.5618849,15.84695929,4.31669232
792,1,0,1,"(0, 1)",16.18430228,15.36306296,5.074295503
793,1,0,1,"(0, 1)",19.2116031,17.7826616,7.437908702
794,1,0,1,"(0, 1)",18.71027113,17.50130383,6.461516726
795,1,0,1,"(0, 1)",18.68346126,18.05283758,3.375304348
796,1,0,1,"(0, 1)",18.86374039,17.62627,6.560047851
797,1,0,1,"(0, 1)",18.92573437,17.90115586,5.413679009
798,1,0,1,"(0, 1)",15.88949125,15.0441849,5.319908228
799,1,0,1,"(0, 1)",16.9641875,16.54820593,2.452116053
800,1,0,1,"(0, 1)",16.34288357,15.45955024,5.405002852
801,1,0,1,"(0, 1)",15.27493019,14.46599138,5.295859311
802,1,0,1,"(0, 1)",18.67260511,17.69832527,5.217696368
803,1,0,1,"(0, 1)",18.36098383,17.38205131,5.331590784
804,1,0,1,"(0, 1)",18.89661633,17.88805252,5.337271965
805,1,0,1,"(0, 1)",18.50713785,17.58214509,4.998032479
806,1,0,1,"(0, 1)",18.49986868,17.37441776,6.0835617
807,1,0,1,"(0, 1)",18.68138922,17.73645714,5.058146752
808,1,0,1,"(0, 1)",17.77804522,14.69262867,17.35520702
809,1,0,1,"(0, 1)",17.53660088,14.46062333,17.54032932
810,1,0,1,"(0, 1)",18.83686216,14.83173553,21.26217515
811,1,0,1,"(0, 1)",20.9329757,16.5124617,21.11746588
812,1,0,1,"(0, 1)",19.25083292,16.17563655,15.97435487
813,1,0,1,"(0, 1)",17.84194108,15.25753078,14.48502877
814,0,0,0,"(0, 0)",22.21733561,13.71933417,38.24941741
815,1,0,1,"(0, 1)",16.73745642,13.99297344,16.39725243
816,1,0,1,"(0, 1)",18.59738335,14.9072718,19.84210082
817,1,0,1,"(0, 1)",18.99615719,15.18784451,20.04780569
818,1,0,1,"(0, 1)",21.16188914,16.90281267,20.1261638
819,1,0,1,"(0, 1)",17.57822656,12.37257688,29.6141915
820,1,0,1,"(0, 1)",16.26556061,13.47625588,17.14853112
821,1,0,1,"(0, 1)",19.11913992,15.81874458,17.26225843
822,1,0,1,"(0, 1)",16.84165758,14.48011093,14.02205595
823,1,0,1,"(0, 1)",21.36028977,17.80324226,16.65261825
824,1,0,1,"(0, 1)",17.02689183,16.50421493,3.069714095
825,1,0,1,"(0, 1)",17.48034375,16.56627258,5.229137306
826,1,0,1,"(0, 1)",17.45623504,16.75924692,3.992774576
827,1,0,1,"(0, 1)",18.9345684,15.64561589,17.37009497
828,1,0,1,"(0, 1)",19.03822377,15.40803324,19.06790556
829,1,0,1,"(0, 1)",19.02435005,15.5038468,18.50524848
830,1,0,1,"(0, 1)",18.89593896,15.40516321,18.4736824
831,1,0,1,"(0, 1)",18.71627809,16.79597485,10.26007007
832,0,0,0,"(0, 0)",21.07422254,15.99624311,24.09569047
833,1,0,1,"(0, 1)",18.72821343,16.96525562,9.413379526
834,0,0,0,"(0, 0)",20.1177684,16.10312075,19.95573052
835,1,0,1,"(0, 1)",18.23699,16.84279063,7.644898443
836,1,0,1,"(0, 1)",18.4162512,16.99426722,7.721354161
837,1,0,1,"(0, 1)",17.33269171,16.79116537,3.124306085
838,1,0,1,"(0, 1)",15.28890284,14.33679307,6.227456485
839,1,0,1,"(0, 1)",18.07361538,14.98180717,17.10675004
840,1,0,1,"(0, 1)",18.54355169,16.51760484,10.9253442
841,1,0,1,"(0, 1)",16.36924376,13.81088651,15.62904971
842,1,0,1,"(0, 1)",16.96144169,16.0010606,5.66214305
843,2,1,0,"(1, 0)",4.631528306,4.555387064,1.643976608
844,1,0,1,"(0, 1)",6.149881922,5.424194111,11.80002836
845,3,1,1,"(1, 1)",15.73435326,6.467184245,58.89767987
846,1,0,1,"(0, 1)",18.91639028,17.19367535,9.106996128
847,1,0,1,"(0, 1)",18.16998285,16.91274571,6.919308338
848,1,0,1,"(0, 1)",16.14341606,16.020845,0.759263489
849,1,0,1,"(0, 1)",18.47595191,18.03713824,2.375053094
850,1,0,1,"(0, 1)",17.42264708,17.042515,2.181827346
851,1,0,1,"(0, 1)",17.537408,14.15516855,19.28585717
852,1,0,1,"(0, 1)",14.26152862,13.43122597,5.821975178
853,1,0,1,"(0, 1)",16.96963495,14.73746585,13.15390169
854,1,0,1,"(0, 1)",20.34261125,15.98250151,21.43338278
855,1,0,1,"(0, 1)",20.66400942,16.2321141,21.44741238
856,1,0,1,"(0, 1)",19.43300698,18.01790716,7.281939532
857,1,0,1,"(0, 1)",19.85386073,17.95430987,9.56766485
858,1,0,1,"(0, 1)",19.84393077,17.44258742,12.10114759
859,1,0,1,"(0, 1)",19.29361698,17.19060594,10.90003518
860,1,0,1,"(0, 1)",18.49186885,16.66528572,9.87776384
861,1,0,1,"(0, 1)",18.48089078,17.7430065,3.992687888
862,1,0,1,"(0, 1)",16.27629549,16.2020991,0.45585553
863,1,0,1,"(0, 1)",18.21550176,17.65519218,3.076004113
864,1,0,1,"(0, 1)",16.77529899,16.01866472,4.510407054
865,1,0,1,"(0, 1)",20.19209829,14.58596963,27.76397273
866,1,0,1,"(0, 1)",19.11119086,13.85973989,27.47840782
867,1,0,1,"(0, 1)",19.45370785,18.20224221,6.433044303
868,1,0,1,"(0, 1)",19.47295778,18.17039667,6.689076814
869,1,0,1,"(0, 1)",19.47671548,18.08907686,7.124602795
870,1,0,1,"(0, 1)",14.47531577,14.14860586,2.257014021
871,1,0,1,"(0, 1)",14.61414352,14.46519791,1.019188101
872,1,0,1,"(0, 1)",17.86835541,17.0687719,4.474857862
873,1,0,1,"(0, 1)",19.04369735,17.99646246,5.499115368
874,1,0,1,"(0, 1)",18.84387365,15.60880163,17.16776542
