sample_id,source_path,figure_id,x_axis,y_axis,unit,hours_factor,original_n,clean_n,start,end,duration_native,duration_analysis,median_interval,missing_fraction,non_finite_values,parse_errors,exact_duplicate_records,duplicate_timestamps,conflicting_timestamps,negative_output_count,minimum_output,maximum_output,qc_flags,sha256
S0011,/Users/shunhao/Desktop/ML/method1/samples_test/图片11/accepted/samples_test__unknown__unknown__图片11__Series_1__Series_1.csv,图片11,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,50,50,-0.8167830047531695,275.4154280601935,276.2322110649467,276.2322110649467,5.637392062549935,0.0,0,0,0,0,0,0,0.8482154979386229,1.001318547695473,negative_start_retained_shifted,6fbe3c294b55adacefeb11fd7b196945301189b3f69b36e7c33afeb088199f5e
S0012,/Users/shunhao/Desktop/ML/method1/samples_test/图片11/accepted/samples_test__unknown__unknown__图片11__Series_2__Series_2.csv,图片11,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,50,50,-0.8167830047531695,275.4154280601935,276.2322110649467,276.2322110649467,5.637392062549935,0.0,0,0,0,0,0,0,0.663591232055363,1.005821578570674,negative_start_retained_shifted,cb52bdafc87df01d1ec46d3edc235c9a9444e4ef56da147fb3e4813be3750fdb
S0013,/Users/shunhao/Desktop/ML/method1/samples_test/图片113/accepted/samples_test__unknown__unknown__图片113__Series_1__Series_1.csv,图片113,"{""name"": ""Time (h)"", ""unit"": ""h""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,53,50,0.351036024886298,996.1977183860802,995.8466823611939,995.8466823611939,20.323401680840703,0.0,0,0,0,3,3,0,0.8663104464312308,1.0044508680643878,,295ee751e0a19311f0ddcb2de32310602826c384572cd93547e1b208021a50f3
S0014,/Users/shunhao/Desktop/ML/method1/samples_test/图片113/accepted/samples_test__unknown__unknown__图片113__Series_2__Series_2.csv,图片113,"{""name"": ""Time (h)"", ""unit"": ""h""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,49,49,14.577417201474788,990.100697881828,975.5232806803532,975.5232806803532,20.323401680840675,0.0,0,0,0,0,0,0,0.3444466313726373,1.0044508680643878,,f49ba470bb2d66bcbcf328bbcac776bb9eb603a0e317c9d8d8f02cac0eeb08f1
S0015,/Users/shunhao/Desktop/ML/method1/samples_test/图片114/accepted/samples_test__unknown__unknown__图片114__Series_1__Series_1.csv,图片114,"{""name"": ""Time"", ""unit"": ""hr""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,52,52,1.9695087968972729,607.7655803675857,605.7960715706885,605.7960715706885,11.878354344523302,0.0,0,0,0,0,0,0,0.539085008983947,0.9759921087664922,,1c808e457a99070f5a3f2f4acedab4178ee83e4cb9411832f994eedf5cc2b6d4
S0016,/Users/shunhao/Desktop/ML/method1/samples_test/图片114/accepted/samples_test__unknown__unknown__图片114__Series_2__Series_2.csv,图片114,"{""name"": ""Time"", ""unit"": ""hr""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,84,84,1.9695087968972729,987.8729193923314,985.9034105954341,985.9034105954341,11.878354344523302,0.0,0,0,0,0,0,0,0.9572675187758116,1.0196828187447466,,12a4985c0a851c908b5f88d3e03b04f9edabca73e95f241338c1fce3330f522a
S0017,/Users/shunhao/Desktop/ML/method1/samples_test/图片114/accepted/samples_test__unknown__unknown__图片114__Series_3__Series_3.csv,图片114,"{""name"": ""Time"", ""unit"": ""hr""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,84,84,7.908685969158924,993.812096564593,985.9034105954341,985.9034105954341,11.878354344523302,0.0,0,0,0,0,0,0,0.6077418389497755,1.0134412887478532,,981d47111a92e4b8ced5cde73c71b6c866c6fc65fb4cb11616494d9c24fc4791
S0018,/Users/shunhao/Desktop/ML/method1/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_1__Series_1.csv,图片115,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(norm.)""}",hours,1.0,30,30,18.360890874959807,1306.848615735472,1288.4877248605123,1288.4877248605123,44.43061120208665,0.0,0,0,0,0,0,0,0.5175833480470575,0.9922909695683396,,e74488786729fa8202a79cc1271cb02f661945183e37c74d5a5699ad3f223514
S0019,/Users/shunhao/Desktop/ML/method1/samples_test/图片115/accepted/samples_test__unknown__unknown__图片115__Series_2__Series_2.csv,图片115,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(norm.)""}",hours,1.0,31,31,5.031707514333846,1337.9500435769328,1332.9183360625989,1332.9183360625989,44.43061120208665,0.0,0,0,0,0,0,0,0.6549987121716392,1.013111479284185,,4898e7a549afe6fccdc24b7fcb5128119ea1f1043a0caed33a826403eefb141c
S0020,/Users/shunhao/Desktop/ML/method1/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_1__Series_1.csv,图片116,"{""name"": ""Times"", ""unit"": ""(h)""}","{""name"": ""Normalized MPPT"", ""unit"": null}",hours,1.0,43,43,0.489345608014986,988.9318154081944,988.4424698001794,988.4424698001794,18.64985792075811,0.0,0,0,0,0,0,0,0.5063897787021453,0.9199509760980016,,5b2496b8eb2cfefb6144930018153b6fe8ec2d720e60b9906bb0e1b3c6c0fd7a
S0021,/Users/shunhao/Desktop/ML/method1/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_2__Series_2.csv,图片116,"{""name"": ""Times"", ""unit"": ""(h)""}","{""name"": ""Normalized MPPT"", ""unit"": null}",hours,1.0,55,55,19.139203528773095,1026.2315312497108,1007.0923277209376,1007.0923277209376,18.64985792075811,0.0,0,0,0,0,0,0,0.5157888968247785,0.6990717002161239,,c19143a569dc9b69050e8d8622e5ae584706af84f4b3fccef41a03ff0eee2ab9
S0022,/Users/shunhao/Desktop/ML/method1/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_3__Series_3.csv,图片116,"{""name"": ""Times"", ""unit"": ""(h)""}","{""name"": ""Normalized MPPT"", ""unit"": null}",hours,1.0,56,56,4.2193171921666135,1029.961502833862,1025.7421856416954,1025.7421856416954,18.64985792075811,0.0,0,0,0,0,0,0,0.9246505351593184,0.9716461257724838,,e2ac218f4c25d2c56d3d2761e28ca10775d881d2ae451b8e45b4ed1a6447bd07
S0023,/Users/shunhao/Desktop/ML/method1/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_4__Series_4.csv,图片116,"{""name"": ""Times"", ""unit"": ""(h)""}","{""name"": ""Normalized MPPT"", ""unit"": null}",hours,1.0,52,52,0.489345608014986,1007.5816733289528,1007.0923277209378,1007.0923277209378,18.64985792075811,0.0,0,0,0,0,0,0,0.7977624405037714,0.9246505351593184,,bc7efafb1c02b9e7cc9c405f5c4f38ec76d2d4aca08fd3ffdf3793f08501bff0
S0024,/Users/shunhao/Desktop/ML/method1/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Control__Series_1.csv,图片12,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,8,8,2.884146323021099,221.5473689828351,218.663222659814,218.663222659814,31.237603237116275,0.0,0,0,0,0,0,0,0.9112130208843316,0.9940302181025646,,9cbef2c02a1839af4573989b0ccb1e1a8ac0050b71bb0c226e3c3b20e04651e4
S0025,/Users/shunhao/Desktop/ML/method1/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.csv,图片12,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,51,51,-9.610894971825417,1552.269266883989,1561.8801618558145,1561.8801618558145,31.23760323711626,0.0,0,0,0,0,0,0,0.9315266730322,1.0002805726096011,negative_start_retained_shifted,4914ebac561cc10d7d84ff44f859a3587d78ccca706cfaf2e439ff90b697cc49
S0026,/Users/shunhao/Desktop/ML/method1/samples_test/图片120/accepted/samples_test__unknown__unknown__图片120__Series_1__Series_1.csv,图片120,"{""name"": ""Impact cycles"", ""unit"": null}","{""name"": ""Normalized PCE"", ""unit"": null}",cycles,,40,40,0.5427690784540484,48.45309986044446,47.91033078199041,47.91033078199041,1.2284700200510343,0.0,0,0,0,0,0,0,0.8995544351961344,1.0064670527620452,,7ee55b248649ab1c19336fbaac4840f5761430667863340bd4f5453aaf62db61
S0027,/Users/shunhao/Desktop/ML/method1/samples_test/图片120/accepted/samples_test__unknown__unknown__图片120__Series_2__Series_2.csv,图片120,"{""name"": ""Impact cycles"", ""unit"": null}","{""name"": ""Normalized PCE"", ""unit"": null}",cycles,,40,40,0.4199220764489464,48.33025285843936,47.91033078199041,47.91033078199041,1.2284700200510343,0.0,0,0,0,0,0,0,0.5039777502022648,1.0011214218837496,,bf8a0c3fd6f5e6f20507c0eba1c4fdc17cc8ac7dfb87ef0809656afd91faeadc
S0028,/Users/shunhao/Desktop/ML/method1/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__2PaCz__Series_1.csv,图片121,"{""name"": ""Time"", ""unit"": ""hours""}","{""name"": ""PCE"", ""unit"": ""%""}",hours,1.0,50,50,3.535423831538054,859.4568726985558,855.9214488670177,855.9214488670177,17.467784670755464,0.0,0,0,0,0,0,0,17.104731940533462,21.61526350583913,,5cbc875d8b0ba8a863715ea33ba183f60aff8f6b8d8ca840936aa4c514204caf
S0029,/Users/shunhao/Desktop/ML/method1/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__Poly-2PACz__Series_2.csv,图片121,"{""name"": ""Time"", ""unit"": ""hours""}","{""name"": ""PCE"", ""unit"": ""%""}",hours,1.0,85,85,14.016094633991344,1481.31000697745,1467.2939123434587,1467.2939123434587,17.467784670755464,0.0,0,0,0,0,0,0,24.175294934796405,25.028638744448827,,d4219666a2f5867597e1a06a473716f3e861dfd75f37c2f44d6e503153e209b7
S0030,/Users/shunhao/Desktop/ML/method1/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.csv,图片122,"{""name"": ""Time"", ""unit"": ""( h )""}","{""name"": ""PCE"", ""unit"": ""( % )""}",hours,1.0,53,53,10.657576324123909,1008.5204041782564,997.8628278541325,997.8628278541325,19.189669766425595,0.0,0,0,0,0,0,0,0.9385309555869696,1.0069026225652429,,4481a3242fb4855c22b01720c2c0d974d3582a076feb84ded81b5debae63f75e
S0031,/Users/shunhao/Desktop/ML/method1/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__Pristine__Series_1.csv,图片122,"{""name"": ""Time"", ""unit"": ""( h )""}","{""name"": ""PCE"", ""unit"": ""( % )""}",hours,1.0,39,39,6.819642370838778,736.0270934950127,729.2074511241739,729.2074511241739,19.189669766425595,0.0,0,0,0,0,0,0,0.4416968422115184,0.9795539557739336,,e9e4267c25e42fbd74d489563750c6c6074c7c57e9aeffb7d5dbc86ec87cdbb8
S0032,/Users/shunhao/Desktop/ML/method1/samples_test/图片125/accepted/samples_test__unknown__unknown__图片125__Series_1__Series_1.csv,图片125,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,58,58,-0.9913236590166504,236.7125480825827,237.70387174159936,237.70387174159936,4.170243363887707,0.0,0,0,0,0,0,0,17.53187542384437,21.532781206644817,negative_start_retained_shifted,fb315c268942e0526e9f5eb29c86c1db830d72e289e158e0dff26520bfd8ee0e
S0033,/Users/shunhao/Desktop/ML/method1/samples_test/图片125/accepted/samples_test__unknown__unknown__图片125__Series_2__Series_2.csv,图片125,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,58,58,-0.1572749862391091,237.5465967553603,237.70387174159941,237.70387174159941,4.170243363887707,0.0,0,0,0,0,0,0,21.642395063707845,22.46449899168054,negative_start_retained_shifted,754742ee9f66ee012bece9a3bb4f0cfe0bf1d2bbb9722655cace84770f0c1fbc
S0034,/Users/shunhao/Desktop/ML/method1/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,图片127,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normal. PCE"", ""unit"": null}",hours,1.0,37,37,-4.991519542108733,2113.1616469400055,2118.153166482114,2118.153166482114,58.83758795783655,0.0,0,0,0,0,0,0,0.8012949978805606,0.9994029917913064,negative_start_retained_shifted,a5832d7e04d287bb4a923ec4642bce5a863f4c308786be575edd6f931363cdc2
S0035,/Users/shunhao/Desktop/ML/method1/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_2__Series_2.csv,图片127,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normal. PCE"", ""unit"": null}",hours,1.0,37,37,-4.991519542108733,2113.1616469400055,2118.153166482114,2118.153166482114,58.83758795783655,0.0,0,0,0,0,0,0,0.8673309958508091,1.0028785706318455,negative_start_retained_shifted,44483d7df3103f42ca3ca3503e712968a8a388e4ff90a7b751bb8b575e2e9d64
S0036,/Users/shunhao/Desktop/ML/method1/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,图片127,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normal. PCE"", ""unit"": null}",hours,1.0,37,37,0.8922392536749157,2119.0454057357892,2118.153166482114,2118.153166482114,58.83758795783649,0.0,0,0,0,0,0,0,0.537151005999566,0.9855006764291488,,f3141d0a9372b13bbf59d230c3ee9bd9bf14bce542c9c4392dc909a08fdabcd7
S0037,/Users/shunhao/Desktop/ML/method1/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,图片132,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,43,43,-1.7066469765924523,984.5536721357128,986.2603191123052,986.2603191123052,23.482388550292967,0.0,0,0,0,0,0,0,0.8023489318802772,1.0018484138687491,negative_start_retained_shifted,8794b6739168f06fc7fd42de4964162b1b603e33619400fd5da97aacbd45bfcf
S0038,/Users/shunhao/Desktop/ML/method1/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,图片132,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,43,43,-1.7066469765924523,984.5536721357128,986.2603191123052,986.2603191123052,23.482388550292967,0.0,0,0,0,0,0,0,0.5007799474790984,0.992569368194867,negative_start_retained_shifted,ad7a52320debc20c1d60571fa1df38dfed157f6d2fe8c6e4f4449923f2416626
S0039,/Users/shunhao/Desktop/ML/method1/samples_test/图片133/accepted/samples_test__unknown__unknown__图片133__Bare_PVSK_film__Series_2.csv,图片133,"{""name"": ""Heating time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,28,28,0.8667943811706849,39.42068470727212,38.55389032610144,38.55389032610144,1.427921863929683,0.0,0,0,0,0,0,0,7.46032171373427,17.25570337850346,,bd32dad3d5d9c64336b1d500e366df184b801cd2241780f23dbe93ffce44a7de
S0040,/Users/shunhao/Desktop/ML/method1/samples_test/图片133/accepted/samples_test__unknown__unknown__图片133__PVSKfilm_with_PFI__Series_1.csv,图片133,"{""name"": ""Heating time"", ""unit"": ""(h)""}","{""name"": ""PCE"", ""unit"": ""(%)""}",hours,1.0,28,28,1.152378753956622,39.70626908005806,38.55389032610144,38.55389032610144,1.427921863929683,0.0,0,0,0,0,0,0,18.87032672983904,19.946742297396092,,c115727ce2a222fef2c4b5de734f3629dafad272b906d1e9882881e9c4255ab3
S0041,/Users/shunhao/Desktop/ML/method1/samples_test/图片134/accepted/samples_test__unknown__unknown__图片134__Series_1__Series_1.csv,图片134,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,47,44,4.2092142886893384,1172.71664021024,1168.5074259215507,1168.5074259215507,27.174591300501163,0.0,0,0,0,3,3,0,0.9471009776834244,1.0824536559324494,,c4e5cccb0c715c53ceea811a99c43682138144a28cd2870028cf97e5abe0382c
S0042,/Users/shunhao/Desktop/ML/method1/samples_test/图片134/accepted/samples_test__unknown__unknown__图片134__Series_2__Series_2.csv,图片134,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,39,39,25.94888732909027,1058.583356748135,1032.6344694190448,1032.6344694190448,27.174591300501163,0.0,0,0,0,0,0,0,0.107220256240756,0.9679244666448128,,b2999a8ee7d9dbcc080135c5312a683dbfd884e17f5e7fb115f8ae0333394956
S0043,/Users/shunhao/Desktop/ML/method1/samples_test/图片134/accepted/samples_test__unknown__unknown__图片134__Series_3__Series_3.csv,图片134,"{""name"": null, ""unit"": null}","{""name"": null, ""unit"": null}",unknown,,39,39,39.53618297934088,1072.1706523983858,1032.6344694190448,1032.6344694190448,27.174591300501163,0.0,0,0,0,0,0,0,0.8499246958636115,1.0130420260611546,,1a13999ef09676bf78140a39558f7e93540acf998c8d91eedd2b4801bc826da9
S0044,/Users/shunhao/Desktop/ML/method1/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_1__Series_1.csv,图片135,"{""name"": ""Time"", ""unit"": ""h""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,57,57,5.147157694138514,1016.2044307313108,1011.0572730371723,1011.0572730371723,18.054594161378077,0.0,0,0,0,0,0,0,0.9827340021943828,0.9962702498350516,,58db2675e2c0b4d08ab2ef68fbb104ac7474faea18ec3a90042e36fc9c5ad5da
S0045,/Users/shunhao/Desktop/ML/method1/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,图片135,"{""name"": ""Time"", ""unit"": ""h""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,57,57,10.563535942551937,1021.6208089797242,1011.0572730371723,1011.0572730371723,18.054594161378077,0.0,0,0,0,0,0,0,0.6759123890058928,1.0007823323819411,,f30630cfc9e266d713177bc07f64827e35489b83ed5c05370ad9b34e6d8bde0f
S0046,/Users/shunhao/Desktop/ML/method1/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Control__Series_2.csv,图片136,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,15,15,8.590762512351716,661.3910068944253,652.8002443820736,652.8002443820736,46.62858888443384,0.0,0,0,0,0,0,0,0.4879642923996781,1.0625247948632892,,2878327dd6f4a1100a2d110d713a9dd410a845f8f5e3b31d0fddb31ec2c7ec31
S0047,/Users/shunhao/Desktop/ML/method1/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Target__Series_1.csv,图片136,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,30,30,-5.397814152978526,1346.8312634956026,1352.229077648581,1352.229077648581,46.62858888443384,0.0,0,0,0,0,0,0,0.9672459175703284,1.022103452981427,negative_start_retained_shifted,8fcb86d122f8ee9d3ac6dd9be023ae04c7b39342a7e96fefea06fa2166ec7c54
S0048,/Users/shunhao/Desktop/ML/method1/samples_test/图片140/accepted/samples_test__unknown__unknown__图片140__Series_1__Series_1.csv,图片140,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,37,37,-4673945.075648515,37814849.389512666,42488794.46516118,42488794.46516118,1180244.2906989232,0.0,0,0,0,0,0,0,0.9238001647276356,0.999507039437824,extreme_axis_span_review;negative_start_retained_shifted,42ff0a4258e93ef069c49c195778fbfd36c2b2682f1db3fadfc6fb535d64df90
S0049,/Users/shunhao/Desktop/ML/method1/samples_test/图片140/accepted/samples_test__unknown__unknown__图片140__Series_2__Series_2.csv,图片140,"{""name"": ""Time"", ""unit"": ""(h)""}","{""name"": ""Normalized PCE"", ""unit"": null}",hours,1.0,36,36,-5264067.220997976,36044482.953464285,41308550.17446226,41308550.17446226,1180244.2906989232,0.0,0,0,0,0,0,0,0.8329519150754094,0.982202610932638,extreme_axis_span_review;negative_start_retained_shifted,b56869ce53513da04252bd306279291acb919584904f074d64d33761c245bf19
S0050,/Users/shunhao/Desktop/ML/method1/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell1__Series_1.csv,图片141,"{""name"": ""Time"", ""unit"": ""(hours)""}","{""name"": ""Norm. PCE"", ""unit"": null}",hours,1.0,39,39,-23.685421990936447,2388.174500289033,2411.8599222799694,2411.8599222799694,63.46999795473607,0.0,0,0,0,0,0,0,0.7475039820033951,1.004881211891483,negative_start_retained_shifted,6509687dac8fd172991c24359ea9fc0d904447e71ccb4d8d942f8cc3cea3ebd5
S0051,/Users/shunhao/Desktop/ML/method1/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell2__Series_2.csv,图片141,"{""name"": ""Time"", ""unit"": ""(hours)""}","{""name"": ""Norm. PCE"", ""unit"": null}",hours,1.0,38,38,-4.644422604515626,2343.7455017207176,2348.389924325233,2348.389924325233,63.46999795473607,0.0,0,0,0,0,0,0,0.9864971240423336,1.0122348470311426,negative_start_retained_shifted,7993f441986685b5000cb71b5948365d131647c2e4eca59ee0dc040064c50481
S0052,/Users/shunhao/Desktop/ML/method1/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,图片141,"{""name"": ""Time"", ""unit"": ""(hours)""}","{""name"": ""Norm. PCE"", ""unit"": null}",hours,1.0,39,39,-23.685421990936447,2388.174500289033,2411.8599222799694,2411.8599222799694,63.46999795473607,0.0,0,0,0,0,0,0,0.9092839550759074,1.004881211891483,negative_start_retained_shifted,80dfc065f10d952747f1fd1b8d67d98970a4dbaf5aa2bc6a6d34ad2dda3a23a6
S0053,/Users/shunhao/Desktop/ML/method1/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,图片141,"{""name"": ""Time"", ""unit"": ""(hours)""}","{""name"": ""Norm. PCE"", ""unit"": null}",hours,1.0,38,38,-17.33842219546284,2331.05150212977,2348.389924325233,2348.389924325233,63.46999795473607,0.0,0,0,0,0,0,0,0.8283939685396513,1.001204394321653,negative_start_retained_shifted,119b527e68a2b86afb6b3a7e15d9c43cd4a0be269d26c6185e4d587acd0eaf3f
