candidate,mode,replicates,ARI_mean,ARI_median,ARI_p025,ARI_p975,ARI_min,actual_deleted_fraction
M021493,drop05,50,0.8405755343585521,0.8892968639137222,0.6213649038940344,1.0,0.2511980830670926,0.060240790304060904
M021493,drop10,50,0.8430436877934079,0.8892968639137222,0.6213649038940344,1.0,0.4825999221156229,0.0918735619368026
M023005,bootstrap90,50,0.7884237932319579,1.0,0.09334383647094577,1.0,0.06792504822265087,
M023005,bootstrap95,50,0.679384286904558,0.8502978039140334,0.07413641337354862,1.0,0.07012076353720297,
M023005,drop05,50,0.976190515149085,1.0,0.9346320194099652,1.0,0.07099767981438515,0.05124236940447444
M023005,drop10,50,0.9327322601999445,1.0,0.19121558386001275,1.0,0.07099767981438515,0.09678866384522865
M023014,bootstrap90,50,0.6167234785195687,0.6593051972496052,0.12371662080567623,0.9767182704737114,0.07092519816159329,
M023014,bootstrap95,50,0.6315022957737011,0.6816295373770271,0.1541646549588412,1.0,0.08417677121956108,
M023014,drop05,50,0.7146730127875424,0.7689532934472013,0.300682982677503,1.0,0.27129106391482466,0.05124236940447444
M023014,drop10,50,0.6738566063266106,0.6704695704733482,0.27129106391482466,0.9827759323569378,0.27129106391482466,0.09678866384522865
M023815,bootstrap90,50,0.7395047233692589,0.9474021808851828,0.07510141711200775,1.0,0.06792504822265087,
M023815,bootstrap95,50,0.636388036955356,0.8493901031661695,0.07059037364644447,1.0,0.05782652043868395,
M023815,drop05,50,0.9416451415652617,1.0,0.07099767981438515,1.0,0.07099767981438515,0.05124236940447444
M023815,drop10,50,0.8581858105479299,1.0,0.07099767981438515,1.0,0.07099767981438515,0.09678866384522865
M024139,bootstrap90,50,0.7395047233692589,0.9474021808851828,0.07510141711200775,1.0,0.06792504822265087,
M024139,bootstrap95,50,0.636388036955356,0.8493901031661695,0.07059037364644447,1.0,0.05782652043868395,
M024139,drop05,50,0.9416451415652617,1.0,0.07099767981438515,1.0,0.07099767981438515,0.05124236940447444
M024139,drop10,50,0.8581858105479299,1.0,0.07099767981438515,1.0,0.07099767981438515,0.09678866384522865
M024301,bootstrap90,50,0.7395047233692589,0.9474021808851828,0.07510141711200775,1.0,0.06792504822265087,
M024301,bootstrap95,50,0.636388036955356,0.8493901031661695,0.07059037364644447,1.0,0.05782652043868395,
M024301,drop05,50,0.9416451415652617,1.0,0.07099767981438515,1.0,0.07099767981438515,0.05124236940447444
M024301,drop10,50,0.8581858105479299,1.0,0.07099767981438515,1.0,0.07099767981438515,0.09678866384522865
M024310,bootstrap90,50,0.6953687801839294,0.7276867611637663,0.2737269843890528,1.0,0.1589471885147838,
M024310,bootstrap95,50,0.6799998740464598,0.6943049524668893,0.246570346016305,1.0,0.18127973912754133,
M024310,drop05,50,0.8167024071395917,0.7874595331402283,0.617949732831981,1.0,0.40192181397117277,0.05124236940447444
M024310,drop10,50,0.7712506708957417,0.7874595331402283,0.4800982742939488,1.0,0.40192181397117277,0.09678866384522865
M024463,bootstrap90,50,0.7213994964091488,0.893887298047944,0.07510141711200775,1.0,0.06792504822265087,
M024463,bootstrap95,50,0.636388036955356,0.8493901031661695,0.07059037364644447,1.0,0.05782652043868395,
M024463,drop05,50,0.9416451415652617,1.0,0.07099767981438515,1.0,0.07099767981438515,0.05124236940447444
M024463,drop10,50,0.8581858105479299,1.0,0.07099767981438515,1.0,0.07099767981438515,0.09678866384522865
M024625,bootstrap90,50,0.7213994964091488,0.893887298047944,0.07510141711200775,1.0,0.06792504822265087,
M024625,bootstrap95,50,0.636388036955356,0.8493901031661695,0.07059037364644447,1.0,0.05782652043868395,
M024625,drop05,50,0.9416451415652617,1.0,0.07099767981438515,1.0,0.07099767981438515,0.05124236940447444
M024625,drop10,50,0.8581858105479299,1.0,0.07099767981438515,1.0,0.07099767981438515,0.09678866384522865
M024787,bootstrap90,50,0.7213994964091488,0.893887298047944,0.07510141711200775,1.0,0.06792504822265087,
M024787,bootstrap95,50,0.636388036955356,0.8493901031661695,0.07059037364644447,1.0,0.05782652043868395,
M024787,drop05,50,0.9416451415652617,1.0,0.07099767981438515,1.0,0.07099767981438515,0.05124236940447444
M024787,drop10,50,0.8594931701597305,1.0,0.07099767981438515,1.0,0.07099767981438515,0.09678866384522865
M025129,bootstrap90,50,0.7001152217231406,0.7660352834559876,-0.037628278221208664,1.0,-0.03795966785290629,
M025129,bootstrap95,50,0.6884351840032771,0.7651371942487254,-0.03312137485964315,1.0,-0.03584841242744964,
M025129,drop05,50,0.7493063598967447,0.8347302876528678,-0.023594020136275807,1.0,-0.023594020136275807,0.05124236940447444
M025129,drop10,50,0.6999136290090816,0.8347302876528678,-0.023594020136275807,1.0,-0.023594020136275807,0.09678866384522865
M025390,bootstrap90,50,0.6709676563415473,0.7605266959459787,-0.004016891945976424,1.0,-0.04404894327030033,
M025390,bootstrap95,50,0.6283813173409916,0.7499191699120594,-0.034754328720220724,1.0,-0.059957173447537475,
M025390,drop05,50,0.6454130036680773,0.6281643357620967,0.4602385519127211,0.888326975713695,0.4602385519127211,0.05124236940447444
M025390,drop10,50,0.6524653547911613,0.6626674639834178,0.4602385519127211,0.904808459991119,0.4546805989443068,0.09678866384522865
