curve_id,shape_guided,feature_kmeans,feature_gmm,feature_ward
10.1016_j.electacta.2021.137812_Fig7_A_stability_performance_curve_pce_28545e36fe,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.electacta.2022.140172_Fig6_D_stability_performance_curve_pce_16d9de9450,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.isci.2021.102276_Fig4_G_jv_curve_stability_performance_pce_869d75ac10,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jallcom.2019.06.161_Fig7_D_photovoltaic_parameter_3aa5f2ca1f,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.jallcom.2019.152091_Fig5_A_chart_b536d6e8cb,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jallcom.2020.155283_Fig5_F_stability_performance_curve_jsc_6799b8abc3,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.jallcom.2020.155283_Fig5_G_stability_performance_curve_jsc_67b0d96b4b,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.jallcom.2020.155460_Fig7_B_stability_performance_curve_pce_a5ac42339a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jallcom.2020.158079_Fig7_D_pce_7700b2a7bf,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jallcom.2020.158079_Fig7_D_pce_c059fb856d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jallcom.2021.161061_Fig6_whole_stability_bf17e73b17,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jallcom.2021.161448_Fig5_whole_figure_7e1c68954c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jcis.2021.04.055_Fig8_A_stability_performance_curve_pce_a95a7ddeff,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jcis.2021.07.058_Fig4_B_stability_performance_curve_pce_2bfd43a3cb,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.jcis.2021.07.058_Fig4_B_stability_performance_curve_pce_a30990f650,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.jcis.2021.07.122_Fig5_E_pce_501ecf7769,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2018.01.020_Fig3_D_stability_performance_curve_jsc_157406b4f5,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.jechem.2019.10.006_Fig4_D_stability_performance_curve_pce_77fecaa8b5,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2020.03.082_Fig4_D_ff_f093ee4867,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.jechem.2020.05.061_Fig6_A_stability_performance_curve_pce_9d44852411,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jechem.2020.06.019_Fig6_B_mppt_stability_performance_curve_15b69a1672,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jechem.2020.06.019_Fig6_B_mppt_stability_performance_curve_70ff9f07cc,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2020.06.019_Fig6_B_mppt_stability_performance_curve_924947162e,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2020.06.061_Fig2_C_eqe_spectrum_jsc_2_a2c6cdb2d5,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2020.06.062_Fig5_A_stability_performance_curve_pce_ede42c87e7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jechem.2020.08.055_Fig4_A_stability_performance_curve_79be156525,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.jechem.2020.08.055_Fig4_B_stability_979a622a9e,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1016_j.jechem.2020.12.022_Fig3_F_stability_performance_curve_pce_6c5eb7c1d1,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1016_j.jechem.2021.02.017_Fig4_F_stability_performance_curve_voc_06e36f6135,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jechem.2021.04.058_Fig5_F_stability_performance_curve_pce_ffc2455092,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2021.05.042_Fig6_E_stability_performance_curve_pce_25f4a754de,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jechem.2021.05.042_Fig6_E_stability_performance_curve_pce_e7c297c15b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jechem.2021.06.023_Fig6_F_sem_image_stability_performance_curve_pce_63159c94e1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jechem.2021.06.023_Fig6_F_sem_image_stability_performance_curve_pce_bac4e0f1fa,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jechem.2021.07.011_Fig6_D_pce_47240a930c,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.jechem.2021.08.021_Fig5_H_voc_8a92788ca1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jmat.2021.02.004_Fig6_B_stability_performance_curve_67306edc07,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jmrt.2021.04.070_Fig4_F_sem_image_stability_performance_curve_pce_39ed206ab9,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jmrt.2021.04.070_Fig4_F_sem_image_stability_performance_curve_pce_78cc941b51,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.jmst.2021.05.084_Fig5_A_stability_performance_curve_pce_626c60f87e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.joule.2017.11.006_Fig3_A_pce_c08a775fb2,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.joule.2018.10.011_Fig4_E_jv_curve_stability_performance_pce_1798e309a6,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.1016_j.joule.2018.10.011_Fig4_E_jv_curve_stability_performance_pce_7132e320ec,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.joule.2018.10.011_Fig4_E_jv_curve_stability_performance_pce_e72455964f,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.joule.2018.11.026_Fig6_A_stability_performance_curve_pce_aa7d9f570d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.joule.2018.11.026_Fig6_A_stability_performance_curve_pce_dd1720a24f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.joule.2018.11.026_Fig6_D_stability_performance_curve_pce_90404514a6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.joule.2021.06.001_Fig4_E_stability_performance_curve_pce_12c8d6d38a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.joule.2021.06.001_Fig4_F_stability_performance_curve_pce_73495db0b8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jpcs.2020.109792_Fig5_B_stability_performance_curve_pce_f63a33785d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jphotochem.2018.02.018_Fig8_A_pce_40c4c1a1f2,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.jpowsour.2017.05.007_Fig5_A_pce_5607415612,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.jpowsour.2018.02.030_Fig6_A_stability_performance_curve_pce_43d8bfbeac,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jpowsour.2019.226914_Fig6_E_jv_curve_stability_performance_pce_e27124c4a3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2019.227386_Fig8_D_stability_performance_curve_pce_2302a210d6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2019.227386_Fig8_D_stability_performance_curve_pce_ec5a6abe94,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2019.227504_Fig7_whole_stability_79f41cc521,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2020.227913_Fig5_B_stability_performance_curve_pce_ca2756aa42,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2020.228648_Fig6_D_stability_performance_curve_pce_7f465b57b9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jpowsour.2020.228738_Fig6_A_stability_performance_curve_pce_7c13a86669,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2020.228764_Fig6_D_stability_performance_curve_44d6b35fa5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jpowsour.2020.228857_Fig4_F_stability_performance_curve_bacb191b33,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jpowsour.2020.228965_Fig6_D_stability_performance_curve_749dff3fac,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2020.229149_Fig2_D_jv_curve_stability_performance_pce_e80daddc8a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2021.229621_Fig4_E_stability_performance_curve_pce_7b7500df74,IFO-Hill,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.jpowsour.2021.229909_Fig7_A_stability_performance_curve_2310e7910a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2021.230120_Fig5_whole_stability_performance_curve_pce_1276ac5844,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.jpowsour.2021.230213_Fig5_A_stability_performance_curve_pce_ff01e33829,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.jpowsour.2021.230534_Fig4_A_stability_performance_curve_pce_200386a242,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2021.230534_Fig4_A_stability_performance_curve_pce_5986d7a371,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.jpowsour.2021.230549_Fig7_F_stability_performance_curve_270fff6751,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1016_j.jssc.2018.10.014_Fig9_A_stability_performance_curve_pce_c40909c0c9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.materresbull.2018.03.027_Fig6_B_eis_plot_pce_f1243e68f8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.materresbull.2020.111182_Fig8_A_stability_performance_curve_pce_0a040c8fee,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.materresbull.2020.111182_Fig8_B_stability_performance_curve_pce_41a042dfd0,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.matt.2019.04.001_Fig5_E_stability_performance_curve_pce_b64cf833f1,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.mssp.2019.104908_Fig11_A_stability_performance_curve_pce_d31c4da5ce,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.mtener.2018.07.004_Fig5_A_stability_performance_curve_pce_53590aa8ff,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.mtener.2020.100590_Fig9_G_schematic_diagram_stability_performance_curve_pce_ed60612650,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.mtener.2021.100724_Fig6_A_stability_performance_curve_ef25f2ffb8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.mtener.2021.100724_Fig6_C_curve_a880cc082c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.mtener.2021.100837_Fig5_C_stability_performance_curve_pce_629bf490a8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.mtener.2021.100853_Fig5_A_stability_performance_curve_pce_d9bfc42d99,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.mtener.2021.100853_Fig5_B_stability_performance_curve_pce_9999f7128f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.mtener.2021.100855_Fig3_C_stability_performance_curve_pce_8953b9a967,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2015.10.006_Fig3_D_jv_curve_f0aa332f90,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2016.06.007_Fig7_D_ff_7fed991c30,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2016.08.006_Fig5_D_stability_performance_curve_pce_0e76c099ac,IFO-Hill,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.nanoen.2016.08.048_Fig5_A_stability_performance_curve_pce_5553709bd8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2016.08.048_Figunknown_whole_stability_a2d92eb922,IFO-Hill,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.nanoen.2016.10.036_Fig7_D_xrd_pattern_stability_performance_curve_pce_6c257b4632,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2016.10.036_Fig7_D_xrd_pattern_stability_performance_curve_pce_a00cb6b938,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2016.11.039_Fig5_A_stability_performance_curve_pce_1ace9ae986,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2016.11.039_Fig5_A_stability_performance_curve_pce_1e1d94d3e1,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.nanoen.2017.02.034_Fig5_B_stability_performance_curve_pce_3af288da97,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2017.10.006_Fig8_whole_curve_2432bc43f9,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.nanoen.2017.10.006_Fig8_whole_curve_c54b519e60,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2017.11.024_Fig9_A_stability_performance_curve_b1dc678e17,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2017.12.028_Fig5_B_stability_performance_curve_pattern_0753bf0257,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2017.12.028_Fig5_B_stability_performance_curve_pattern_c445853d24,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2018.09.037_Fig6_B_stability_performance_curve_pce_e19095ffd4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.02.002_Fig2_D_stability_performance_curve_pce_dbd470584c,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1016_j.nanoen.2019.02.002_Fig2_D_stability_performance_curve_pce_fa43902add,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2019.02.009_Fig6_A_stability_performance_curve_130e4dd011,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2019.03.014_Fig5_C_stability_performance_curve_pce_54d38a8a7b,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1016_j.nanoen.2019.03.014_Fig5_C_stability_performance_curve_pce_c93e6669a0,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2019.03.029_Fig4_B_stability_performance_curve_pce_1573c8ac85,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.03.044_Fig3_F_stability_performance_curve_1163258f8f,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.nanoen.2019.03.044_Fig3_F_stability_performance_curve_728429642a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.03.081_Fig6_C_stability_performance_curve_pce_f98b054418,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2019.103866_Fig5_C_stability_performance_curve_pce_ca6e11ad75,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.103962_Fig5_B_stability_performance_curve_4b2f223795,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.103962_Fig6_A_stability_performance_curve_structure_93e3590ef3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.103962_Fig6_A_stability_performance_curve_structure_9eb5fe3a0d,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.103962_Fig6_A_stability_performance_curve_structure_db1b21e779,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2019.104018_Fig3_D_stability_performance_curve_pce_jsc_f1af409d94,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2019.104244_Fig5_A_stability_performance_curve_pce_63d101c82f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2019.104375_Fig4_D_pce_5b64cabea8,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2019.104412_Fig3_A_pce_01d13b78e6,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.nanoen.2019.104412_Fig3_A_pce_15f3a520c1,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2019.104412_Fig3_A_pce_611d4e725e,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2020.104635_Fig4_A_stability_performance_curve_pce_d6a87c99b6,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2020.104673_Fig6_D_stability_performance_curve_pce_287a2b7e8c,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1016_j.nanoen.2020.104859_Fig5_A_pce_8ef169fc76,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2020.104859_Fig5_A_pce_d2f9f198e6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2020.104929_Fig5_C_stability_performance_curve_pce_0e4e859d38,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2020.105181_Fig6_A_stability_performance_curve_pce_03b918c1f5,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.nanoen.2020.105181_Fig6_A_stability_performance_curve_pce_ab6d01e0c0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2020.105181_Fig6_A_stability_performance_curve_pce_f397979856,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2020.105292_Fig4_C_pce_6249fcb85c,IFO-Slope,IFO-Hill,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2020.105462_Fig5_A_stability_performance_curve_pce_38a972fbb8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2020.105731_Fig5_F_stability_performance_curve_pce_acb15ab245,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2020.105737_Fig4_G_stability_performance_curve_f03e6ff61b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2021.105742_Fig5_B_stability_performance_curve_pce_9d86d66fe7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2021.105742_Fig5_C_stability_b56b70252f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2021.105742_Fig5_D_stability_performance_curve_pce_spectrum_44552948d9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2021.105751_Fig4_A_stability_performance_curve_pce_f1ca78e551,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nanoen.2021.105788_Fig2_E_stability_performance_curve_pce_20cc603766,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2021.106286_Fig1_F_stability_performance_curve_pce_615a3488e8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2021.106445_Fig5_B_stability_performance_curve_f7e60e8afb,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2021.106445_Fig5_D_stability_performance_curve_pce_3d430d2e8c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2021.106495_Fig3_B_stability_performance_curve_pce_763e019903,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2021.106495_Fig3_B_stability_performance_curve_pce_a3049a3ab5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2022.107138_Fig4_B_stability_ddcf023f1d,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2022.107416_Fig3_F_stability_performance_curve_pce_9198c5e133,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.nanoen.2022.107416_Fig3_G_stability_performance_curve_pce_6fb3fcfd06,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nanoen.2022.107818_Fig5_F_stability_performance_curve_0d76c6898d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.nantod.2021.101164_Fig6_A_stability_performance_curve_pce_f015444ac1,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.nantod.2021.101164_Fig6_D_stability_performance_curve_pce_d1234e6c9a,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.optmat.2021.111214_Fig7_E_stability_performance_curve_pce_0e4cc0581e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.optmat.2021.111214_Fig7_E_stability_performance_curve_pce_45dd96e7ba,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.optmat.2021.111313_Fig8_whole_stability_0ab0392cf2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.orgel.2017.11.045_Fig7_D_pce_9668095c56,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2018.01.029_Fig4_D_stability_performance_curve_pce_ded1d26b1f,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.orgel.2018.05.030_Fig6_C_density_of_states_3a233a160f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2018.12.012_Fig8_whole_figure_22dcee8b78,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2019.03.002_Fig6_whole_stability_8f46c318ff,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.orgel.2019.03.033_Fig7_D_stability_performance_curve_pce_64e7cd3ab1,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2019.03.035_Fig7_whole_stability_4c4d7c9a39,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2019.06.039_Fig5_A_stability_performance_curve_pce_56da6cf8a3,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2019.07.004_Fig4_E_stability_5ace104eb1,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.orgel.2019.105490_Fig9_F_stability_performance_curve_pce_d4b733fa87,IFO-Valley,IFO-Slope,IFO-Valley,IFO-Slope
10.1016_j.orgel.2019.105519_Fig8_whole_pce_77942541cd,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2020.106007_Fig5_A_stability_performance_curve_pce_bb6dce6dce,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.orgel.2020.106007_Fig5_A_stability_performance_curve_pce_ef5accf295,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.orgel.2020.106052_Fig4_F_stability_performance_curve_92c0db9a86,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1016_j.orgel.2021.106249_Fig8_B_stability_performance_curve_pce_39f4094dc9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2021.106258_Fig9_D_pce_ff8a74325e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2021.106258_Fig9_H_pce_91aabdaf3f,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2021.106310_Fig6_B_stability_performance_curve_afc899fe25,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2021.106428_Fig9_whole_stability_76f1254c1f,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.orgel.2021.106428_Fig9_whole_stability_868ac7275e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.orgel.2021.106428_Fig9_whole_stability_e6e0c42149,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1016_j.physb.2020.412124_Fig11_A_stability_performance_curve_pce_5ca924f682,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.rser.2021.111608_Fig23_B_stability_performance_curve_pce_d245f111ca,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1016_j.rser.2021.111608_Fig25_C_stability_performance_curve_pce_a0c9a244e4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.scib.2021.02.029_Fig4_C_stability_performance_curve_d332f416bc,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2016.07.034_Fig8_D_sem_image_stability_performance_curve_pce_6907ffee95,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2016.10.003_Fig7_F_stability_performance_curve_pce_099aab23ca,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2017.05.089_Fig5_D_stability_performance_curve_ff_4a448ead62,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1016_j.solener.2017.05.089_Fig5_D_stability_performance_curve_ff_8907b5f09a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2018.05.086_Fig7_A_stability_performance_curve_114cce72b0,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1016_j.solener.2018.05.086_Fig7_A_stability_performance_curve_517587102a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2018.09.057_Fig7_A_stability_performance_curve_pce_143485a6e0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1016_j.solener.2018.09.057_Fig7_A_stability_performance_curve_pce_ced5f81ddf,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1016_j.solener.2019.02.020_Fig7_B_stability_performance_curve_pce_53bd49f817,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
