curve_id,shape_guided,feature_kmeans,feature_gmm,feature_ward
10.1039_c6ta10605f_Fig1_D_stability_performance_curve_pce_a4b9f3d0a1,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_c7ee02634j_Fig4_D_mppt_stability_performance_curve_jsc_97c6a0cb29,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7ee02634j_Fig4_D_mppt_stability_performance_curve_jsc_c3a0b5dcc6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c7nr01678f_Fig2_A_stability_performance_curve_pce_work_function_044bd7669a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c7nr01678f_Fig2_A_stability_performance_curve_pce_work_function_63af930fed,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7nr01678f_Fig2_A_stability_performance_curve_pce_work_function_c7f0dc772e,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c7nr01678f_Fig2_A_stability_performance_curve_pce_work_function_d43fcf22a3,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c7nr03963h_Fig5_whole_figure_845a893b18,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c7nr06812c_Fig8_A_stability_performance_curve_pce_d5570eabfe,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7nr07753j_Fig5_whole_stability_29e3ce788b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c7se00036g_Fig5_C_stability_performance_curve_pce_b8d490acf7,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c7se00080d_Fig8_D_stability_performance_curve_fc4a17f103,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c7ta00894e_Fig6_G_stability_performance_curve_pce_08138244a0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7ta00894e_Fig6_H_stability_performance_curve_pce_369ebc94aa,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7ta07939g_Fig9_A_stability_performance_curve_2a73a5b617,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1039_c7ta08947c_Fig6_F_stability_performance_curve_e7834ccd8c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7ta09946k_Fig5_A_stability_performance_curve_23a14224dc,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c7ta10871k_Fig7_A_stability_performance_curve_pce_003fbc9120,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c7ta10871k_Fig7_A_stability_performance_curve_pce_557288c1ba,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c8ee02252f_Fig6_F_stability_performance_curve_pce_879f0141e0,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8ee02542h_Fig2_H_stability_performance_curve_e7df055cb7,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8ee02542h_Fig2_H_stability_performance_curve_f1d17a63ab,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8nj06146g_Fig6_A_stability_performance_curve_pce_b98805a755,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8qm00620b_Fig3_D_stability_performance_curve_4a797f9d20,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c8qm00620b_Fig3_D_stability_performance_curve_54dc50aba6,IFO-Valley,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c8qm00620b_Fig3_D_stability_performance_curve_e775d15e28,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c8ra03162b_Fig10_A_stability_performance_curve_plot_731b9c4eeb,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c8ra03162b_Fig10_A_stability_performance_curve_plot_93ff9c44c7,IFO-Hill,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c8ra03162b_Fig10_B_stability_performance_curve_plot_3d245c64c0,IFO-Bridge,IFO-Hill,IFO-Valley,IFO-Slope
10.1039_c8ra03559h_Fig4_D_stability_performance_curve_a0d8a78b98,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1039_c8se00450a_Fig5_D_pce_746fb5744f,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8ta00267c_Fig5_B_stability_performance_curve_pce_b4e1dc19a6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00267c_Fig5_C_stability_performance_curve_pce_1b7190a885,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00457a_Fig9_D_pce_8661159177,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00457a_Fig9_H_pce_23ca3478db,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00583d_Fig5_whole_stability_performance_curve_ac0e1963d2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00583d_Fig5_whole_stability_performance_curve_ae970e7210,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00769a_Fig8_D_stability_performance_curve_pce_942f9a6705,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta00769a_Fig8_E_stability_performance_curve_pce_751b7a5281,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta02121j_Fig6_B_stability_performance_curve_pce_13bdb554a7,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8ta02672f_Fig3_M_jv_curve_stability_performance_e0d21c2f2a,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_c8ta03953d_Fig6_C_stability_performance_curve_pce_a49c8910d9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta04936j_Fig5_A_stability_performance_curve_pce_1e9124a7b5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta04936j_Fig5_A_stability_performance_curve_pce_4fd4aaec38,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta04936j_Fig5_A_stability_performance_curve_pce_5db2c28040,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c8ta04936j_Fig5_A_stability_performance_curve_pce_de40b05bee,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta05541f_Fig5_B_modeling_curve_stability_performance_pce_030a18635c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta10094b_Fig4_D_stability_performance_curve_pce_8ae2968c82,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta11524a_Fig4_I_stability_performance_curve_pce_0daefd0c64,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8ta11925b_Fig6_E_stability_performance_curve_pce_0fd4659dc7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta12100a_Fig5_C_stability_performance_curve_pce_dbb7ac5eeb,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c8ta12206g_Fig8_A_pce_b408050bd8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8ta12284a_Fig6_D_stability_performance_curve_pce_45067a86aa,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c8tc01345d_Fig5_whole_pce_a4744cd859,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9cc07785e_Fig4_A_stability_performance_curve_pce_2_3018f23660,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1039_c9ee02391g_Fig5_A_uv_vis_curve_stability_performance_pce_e9cc3302a1,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Slope
10.1039_c9se00003h_Fig4_D_stability_performance_curve_d1c18555a6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9se01133a_Fig6_C_stability_performance_curve_pce_6b8a3ad21d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta00118b_Fig6_A_stability_performance_curve_pce_0d4e016903,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta00551j_Fig5_A_stability_performance_curve_pce_b34b874a19,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c9ta01070j_Fig4_B_stability_performance_curve_pce_e102748eb8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta01094g_Fig4_D_stability_performance_curve_9344f1cf7e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta01094g_Fig5_C_stability_1b2a73b950,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c9ta01893j_Fig7_D_stability_performance_curve_2ac612156d,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c9ta01893j_Fig7_E_stability_performance_curve_pce_2b0620e552,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta02772f_Fig3_I_stability_performance_curve_pce_d4d6821f6a,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1039_c9ta03454d_Fig3_D_stability_performance_curve_315978af3e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta05422g_Fig7_D_jv_curve_stability_performance_pce_284e09f3a5,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta05422g_Fig7_D_jv_curve_stability_performance_pce_a02514cbb6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c9ta07238a_Fig5_A_stability_performance_curve_pce_e4f46228e4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c9ta08084h_Fig7_D_stability_performance_curve_pce_2f9d4da75e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta08084h_Fig7_D_stability_performance_curve_pce_7d253ad37a,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_c9ta08177a_Fig6_A_stability_performance_curve_af98020118,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta08177a_Fig6_A_stability_performance_curve_d7d3149a1c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta11344d_Fig9_A_pce_c491f71d7c,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_c9ta12597c_Fig5_A_stability_performance_curve_pce_e0073a25ca,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_c9ta13159k_Fig4_E_stability_performance_curve_3d7f4fcb63,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_c9ta13159k_Fig4_E_stability_performance_curve_89a86dfaa6,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9ta13719j_Fig7_D_stability_performance_curve_pce_a3ebe81b69,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta13719j_Fig7_D_stability_performance_curve_pce_eba8ae8497,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta13922b_Fig4_E_stability_f13f67a3b2,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_c9ta14139a_Fig5_A_stability_performance_curve_pce_f7f00d7b58,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c9tc00064j_Fig7_A_stability_performance_curve_1b42a9871b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_c9tc02526j_Fig7_whole_stability_9f8064ce96,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_c9tc04269e_Fig4_D_stability_performance_curve_pce_2fe8416835,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_c9tc05227e_Fig6_A_stability_performance_curve_pce_9e983b740e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0dt03201h_Fig6_E_stability_performance_curve_pce_ef5382952e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ee01655a_Fig4_D_stability_performance_curve_pce_4d9fcba292,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0ee01655a_Fig4_D_stability_performance_curve_pce_7b77d64123,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d0ee01845g_Fig3_D_stability_performance_curve_34ea63b556,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.1039_d0ee01845g_Fig3_D_stability_performance_curve_d342cca852,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ee02043e_Fig4_E_stability_performance_curve_pce_d3891c7b80,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d0ee02859b_Fig3_D_stability_performance_curve_3d621d6232,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d0ma00967a_Fig6_C_stability_performance_curve_5e0eaa0e90,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d0ma00967a_Fig6_C_stability_performance_curve_71854234bd,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d0qm00983k_Fig10_B_stability_performance_curve_524ed757f2,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ra07254k_Fig6_C_stability_performance_curve_afe10a76d8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ra09225h_Fig5_C_stability_performance_curve_pce_c6ec3d2079,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0sc06354a_Fig6_E_stability_performance_curve_pce_a3533513c4,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0se00479k_Fig6_whole_mppt_stability_performance_curve_pce_f84bc5ee2c,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d0se01493a_Fig6_C_stability_performance_curve_pce_pattern_b1d3e2d4d5,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0se01493a_Fig6_D_stability_performance_curve_pattern_18d6a6c81d,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d0ta00525h_Fig2_H_stability_performance_curve_voc_b61e50da5a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta01255f_Fig7_B_stability_performance_curve_1cfadb4304,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0ta01279c_Fig3_F_stability_performance_curve_pce_eqe_d2f38d3c5c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta01279c_Fig3_F_stability_performance_curve_pce_eqe_efaff3d9bf,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta02437f_Fig6_A_stability_performance_curve_pce_36a000fdb2,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d0ta03951a_Fig7_A_pce_2f83858544,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d0ta04275g_Fig6_B_stability_performance_curve_4246310c72,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta04680a_Fig5_E_pattern_2786c52dd9,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0ta04680a_Fig5_E_pattern_4f245b577d,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0ta06646j_Fig4_G_stability_performance_curve_pce_2bc13746d4,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta06646j_Fig4_G_stability_performance_curve_pce_867ca55559,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta06646j_Fig4_G_stability_performance_curve_pce_9c749ed661,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1039_d0ta09209f_Fig7_D_stability_performance_curve_397a5394c1,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.1039_d0ta09209f_Fig7_D_stability_performance_curve_4ca92baddd,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d0ta09209f_Fig7_D_stability_performance_curve_b7642d660f,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d0ta10535j_Fig6_B_jv_curve_stability_performance_6100118886,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0ta10581c_Fig5_G_stability_performance_curve_pce_image_3acce6b5e9,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0ta10581c_Fig5_G_stability_performance_curve_pce_image_7b52ae9e71,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d0ta10871e_Fig5_F_stability_performance_curve_pce_54106c8f6a,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d0ta12509a_Fig6_E_stability_performance_curve_pce_112cfcaf85,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d0ta12509a_Fig6_E_stability_performance_curve_pce_dfff17c7a3,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0tc01244k_Fig5_whole_stability_1cb86f33e3,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0tc01244k_Fig5_whole_stability_b1972b51b3,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0tc01244k_Fig5_whole_stability_b51e36656b,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d0tc01464h_Fig5_C_eqe_curve_stability_performance_2057fd2621,IFO-Slope,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d0tc01464h_Fig5_C_eqe_curve_stability_performance_51c70d2594,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d0tc04186f_Fig7_A_stability_performance_curve_60cdf3c8cd,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d0tc04186f_Fig7_B_stability_performance_curve_f649e8ad28,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d0tc04624h_Fig6_E_stability_performance_curve_b85e01393d,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d0tc04624h_Fig6_F_stability_performance_curve_d3d8f4fda8,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Hill
10.1039_d0tc05455k_Fig6_A_stability_performance_curve_pce_30dd2f7d39,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d1cp02596a_Fig5_G_stability_performance_curve_1206cfb71e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d1ma00861g_Fig6_D_stability_performance_curve_pce_713bd3e1e0,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d1ma00861g_Fig6_D_stability_performance_curve_pce_b048d1bd4e,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d1ma00861g_Fig6_D_stability_performance_curve_pce_e59df52fb3,IFO-Slope,IFO-Hill,IFO-Valley,IFO-Slope
10.1039_d1na00172h_Fig5_B_stability_performance_curve_pce_e58a19bcea,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1na00172h_Fig6_A_stability_performance_curve_pce_16a4c2e5b9,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d1na00172h_Fig6_A_stability_performance_curve_pce_66a32821b7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d1na00173f_Fig5_D_stability_performance_curve_0695f5ccae,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1na00173f_Fig5_D_stability_performance_curve_93fc1b875e,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1039_d1na00173f_Fig5_D_stability_performance_curve_b18d271b83,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1039_d1na00173f_Fig5_D_stability_performance_curve_c259c51422,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1039_d1na00173f_Fig5_E_mppt_stability_performance_curve_spectrum_851c4774ec,IFO-Slope,IFO-Valley,IFO-Hill,IFO-Slope
10.1039_d1na00173f_Fig5_E_mppt_stability_performance_curve_spectrum_90ab895795,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1na00173f_Fig5_E_mppt_stability_performance_curve_spectrum_e07910f87b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d1na00173f_Fig5_E_mppt_stability_performance_curve_spectrum_f465e23d1a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1nr03624f_Fig6_D_stability_performance_curve_pce_00c50ae7b3,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1qm00149c_Fig5_A_stability_performance_curve_pce_a9d078cbc5,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d1qm00149c_Fig5_A_stability_performance_curve_pce_e369f18e42,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d1ra01236c_Fig7_A_stability_performance_curve_pce_5c9628958d,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d1ra01236c_Fig7_A_stability_performance_curve_pce_67c980f778,IFO-Hill,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d1ra05399j_Fig5_C_stability_performance_curve_pce_56401de608,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1sc01416a_Fig5_B_stability_performance_curve_babb412b24,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d1se00188d_Fig5_D_stability_performance_curve_pce_0fed1991eb,IFO-Slope,IFO-Slope,IFO-Valley,IFO-Slope
10.1039_d1ta04520b_Fig5_A_stability_performance_curve_pce_dec84d0b31,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d1ta04922d_Fig6_B_stability_performance_curve_b03f33a419,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d1tc01720a_Fig4_C_stability_performance_curve_pce_0029b2c863,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d2ma00391k_Fig5_H_stability_performance_curve_c33dfab2ca,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d2ra03411e_Fig8_F_stability_performance_curve_pce_8c097f5b16,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d2ta02588d_Fig4_A_stability_performance_curve_pce_8018d8da32,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1039_d2ta02588d_Fig4_A_stability_performance_curve_pce_c12d4a7704,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1039_d2ta02588d_Fig4_A_stability_performance_curve_pce_e9fccaf765,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d2ta05836g_Fig6_G_stability_performance_curve_pce_c738181194,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d2ta06092b_Fig5_E_schematic_diagram_stability_performance_curve_pce_c200968cad,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.1039_d3cc02709k_Fig4_D_stability_bed26cd482,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d3ee00423f_Fig4_H_stability_performance_curve_pce_d973d1ef7c,IFO-Valley,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d3ee02344c_Fig5_A_mppt_stability_performance_curve_pce_443a0d76e1,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d3ee02344c_Fig5_B_stability_performance_curve_pce_98ab6300d8,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d3ma00285c_Fig7_D_mppt_stability_performance_curve_pce_photovoltaic_parameter_8df239463e,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d3mh00219e_Fig3_E_stability_performance_curve_pce_e93c25fe5d,IFO-Slope,IFO-Slope,IFO-Hill,IFO-Hill
10.1039_d3ra00809f_Fig4_C_stability_performance_curve_pce_26c0f57f63,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d3sc02845c_Fig6_A_stability_performance_curve_pce_118a6ed6fe,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d3sc02845c_Fig6_A_stability_performance_curve_pce_e045bc42a0,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d3se00435j_Fig8_B_stability_performance_curve_pce_3bc256e48a,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d3ta02892e_Fig5_F_stability_performance_curve_pce_a5eb7c519b,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d3ta03423b_Fig3_C_stability_performance_curve_pce_a0a66555fb,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d3ta07845k_Fig5_A_stability_performance_curve_pce_ad102666e1,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Bridge
10.1039_d3ya00065f_Fig7_F_stability_performance_curve_pce_21cc3e29e7,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d4ee01960a_Fig5_A_stability_performance_curve_c487ff007d,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d4ee01960a_Fig5_C_stability_performance_curve_8a6c2d4cee,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d4ee02427c_Fig3_E_mppt_stability_performance_curve_density_of_states_336704bc21,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4ee03897e_Fig7_A_stability_performance_curve_pce_8bea605832,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d4ee03897e_Fig7_A_stability_performance_curve_pce_9e75830770,IFO-Bridge,IFO-Bridge,IFO-Bridge,IFO-Valley
10.1039_d4ee03897e_Fig7_A_stability_performance_curve_pce_ef6e8a9c09,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d4ee05703a_Fig6_D_mppt_stability_66a06ab8f1,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d4ee05703a_Fig6_D_mppt_stability_66fb292350,IFO-Slope,IFO-Hill,IFO-Bridge,IFO-Valley
10.1039_d4ee06038e_Fig4_F_stability_performance_curve_pce_8b39f57db5,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
10.1039_d4qi00166d_Fig7_A_stability_performance_curve_pce_spectrum_5030198ff7,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4ra00583j_Fig7_whole_stability_performance_curve_pce_21d568dfa8,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Hill
10.1039_d4ra08786k_Fig7_A_stability_performance_curve_pce_fc8fe1ed2d,IFO-Slope,IFO-Valley,IFO-Slope,IFO-Slope
10.1039_d4sc02020k_Fig4_A_stability_performance_curve_image_08fd8a993c,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4sc02020k_Fig4_A_stability_performance_curve_image_39efa59490,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4sc02020k_Fig4_C_stability_performance_curve_pce_2ae801df84,IFO-Slope,IFO-Slope,IFO-Slope,IFO-Slope
10.1039_d4sc02020k_Fig4_C_stability_performance_curve_pce_630e07b677,IFO-Slope,IFO-Valley,IFO-Valley,IFO-Slope
