curve_id,kept_index,doi,doi_dir,top_dir,figure_folder,figure_label,series_id,legend_hint,csv_path,abs_max_pce,delta_pce_rel_pct,max_pce_bin,max_pce_bin_absolute,max_pce_source
626,609,10.1002/adem.202000990,10.1002_adem.202000990,x_time_h,Fig5_C_jv_curve_stability_performance_pce,Fig5_C,Series_3,Pero@Pbl2-70°C,x_time_h/10.1002_adem.202000990/Fig5_C_jv_curve_stability_performance_pce/accepted/10.1002_adem.202000990__Fig5__C__jv_curve_stability_performance_pce__Pero@Pbl2-70°C__Series_3.csv,1.0064995690794183,88.6467056274414,Q4,n/a,pre-normalised
639,622,10.1002/adfm.201807850,10.1002_adfm.201807850,x_time_h,Fig7_F_stability_performance_curve_pce,Fig7_F,Series_2,w_o_NbF₅,x_time_h/10.1002_adfm.201807850/Fig7_F_stability_performance_curve_pce/accepted/10.1002_adfm.201807850__Fig7__F__stability_performance_curve_pce__w_o_NbF₅__Series_2.csv,0.9773887047949728,78.95361328125,Q1,n/a,pre-normalised
721,704,10.1002/adma.202205769,10.1002_adma.202205769,x_time_h,Fig4_D_stability_performance_curve_pce,Fig4_D,Series_2,PEDOT_PSS,x_time_h/10.1002_adma.202205769/Fig4_D_stability_performance_curve_pce/accepted/10.1002_adma.202205769__Fig4__D__stability_performance_curve_pce__PEDOT_PSS__Series_2.csv,20.523892627824214,55.728721618652344,Q5,Q4,absolute
732,715,10.1002/admi.201901964,10.1002_admi.201901964,x_time_h,Fig4_D_stability_performance_curve_pce,Fig4_D,Series_1,TiO2,x_time_h/10.1002_admi.201901964/Fig4_D_stability_performance_curve_pce/accepted/10.1002_admi.201901964__Fig4__D__stability_performance_curve_pce__TiO2__Series_1.csv,0.9999050996779005,61.78826141357422,Q2,n/a,pre-normalised
766,749,10.1002/aenm.201802774,10.1002_aenm.201802774,x_time_h,Fig3_B_stability_performance_curve_pce_pattern,Fig3_B,Series_2,w_oGDR,x_time_h/10.1002_aenm.201802774/Fig3_B_stability_performance_curve_pce_pattern/accepted/10.1002_aenm.201802774__Fig3__B__stability_performance_curve_pce_pattern__w_oGDR__Series_2.csv,0.9970352682993726,82.10903930664062,Q2,n/a,pre-normalised
784,767,10.1002/aenm.202001869,10.1002_aenm.202001869,x_time_h,Fig8_C_stability_performance_curve,Fig8_C,Series_3,ITO_SnO₂_SAM_FAPbI₃_PDCBT_Ta-WOₓ_Ag,x_time_h/10.1002_aenm.202001869/Fig8_C_stability_performance_curve/accepted/10.1002_aenm.202001869__Fig8__C__stability_performance_curve__ITO_SnO₂_SAM_FAPbI₃_PDCBT_Ta-WOₓ_Ag__Series_3.csv,0.9939457493219807,74.2288818359375,Q1,n/a,pre-normalised
785,768,10.1002/aenm.202001869,10.1002_aenm.202001869,x_time_h,Fig8_D_stability,Fig8_D,Series_2,MAPbI₃,x_time_h/10.1002_aenm.202001869/Fig8_D_stability/accepted/10.1002_aenm.202001869__Fig8__D__stability__MAPbI₃__Series_2.csv,1.0529452216410424,83.09671020507812,Q4,n/a,pre-normalised
796,779,10.1002/aenm.202100967,10.1002_aenm.202100967,x_time_h,Fig4_F_mppt_stability_performance_curve_pce_jsc,Fig4_F,Series_1,Spiro,x_time_h/10.1002_aenm.202100967/Fig4_F_mppt_stability_performance_curve_pce_jsc/accepted/10.1002_aenm.202100967__Fig4__F__mppt_stability_performance_curve_pce_jsc__Spiro__Series_1.csv,0.9178680714063222,78.03790283203125,Q1,n/a,pre-normalised
835,816,10.1002/cssc.202001527,10.1002_cssc.202001527,x_time_h,Fig5_A_jsc,Fig5_A,Series_1,0.5_suns,x_time_h/10.1002_cssc.202001527/Fig5_A_jsc/accepted/10.1002_cssc.202001527__Fig5__A__jsc__0.5_suns__Series_1.csv,0.9118347556433719,54.85236740112305,Q1,n/a,pre-normalised
836,817,10.1002/cssc.202001527,10.1002_cssc.202001527,x_time_h,Fig5_A_jsc,Fig5_A,Series_2,1sun,x_time_h/10.1002_cssc.202001527/Fig5_A_jsc/accepted/10.1002_cssc.202001527__Fig5__A__jsc__1sun__Series_2.csv,0.64240912631873,55.51469421386719,Q1,n/a,pre-normalised
859,840,10.1002/smll.202101380,10.1002_smll.202101380,x_time_h,Fig5_H_stability_performance_curve_pce,Fig5_H,Series_1,CsPbo.5Sn0.45l2Br,x_time_h/10.1002_smll.202101380/Fig5_H_stability_performance_curve_pce/accepted/10.1002_smll.202101380__Fig5__H__stability_performance_curve_pce__CsPbo.5Sn0.45l2Br__Series_1.csv,0.9920249255005715,98.8073501586914,Q1,n/a,pre-normalised
867,848,10.1002/smtd.201900652,10.1002_smtd.201900652,x_time_h,Fig5_E_stability_performance_curve_pce,Fig5_E,Series_1,150℃,x_time_h/10.1002_smtd.201900652/Fig5_E_stability_performance_curve_pce/accepted/10.1002_smtd.201900652__Fig5__E__stability_performance_curve_pce__150℃__Series_1.csv,1.0014723319814323,70.7080307006836,Q3,n/a,pre-normalised
905,886,10.1002/solr.202000621,10.1002_solr.202000621,x_time_h,Fig6_B_stability_performance_curve_pce,Fig6_B,Series_1,MAPblz-BP,x_time_h/10.1002_solr.202000621/Fig6_B_stability_performance_curve_pce/accepted/10.1002_solr.202000621__Fig6__B__stability_performance_curve_pce__MAPblz-BP__Series_1.csv,98.26819826051695,65.15834045410156,Q5,Q4,absolute
908,889,10.1002/solr.202000629,10.1002_solr.202000629,x_time_h,Fig5_B_stability_performance_curve_pce,Fig5_B,Series_2,Pristine,x_time_h/10.1002_solr.202000629/Fig5_B_stability_performance_curve_pce/accepted/10.1002_solr.202000629__Fig5__B__stability_performance_curve_pce__Pristine__Series_2.csv,0.9094317423503325,86.2708969116211,Q1,n/a,pre-normalised
923,904,10.1002/solr.202100320,10.1002_solr.202100320,x_time_h,Fig7_F_stability_performance_curve_pce_pattern,Fig7_F,Series_2,With_4F-PHCl,x_time_h/10.1002_solr.202100320/Fig7_F_stability_performance_curve_pce_pattern/accepted/10.1002_solr.202100320__Fig7__F__stability_performance_curve_pce_pattern__With_4F-PHCl__Series_2.csv,0.9927102694052911,96.45957946777344,Q1,n/a,pre-normalised
1027,1007,10.1016/j.jallcom.2023.170856,10.1016_j.jallcom.2023.170856,x_time_h,Fig7_whole_stability_performance_curve_pce,Fig7,Series_2,0—0nmMgF2,x_time_h/10.1016_j.jallcom.2023.170856/Fig7_whole_stability_performance_curve_pce/accepted/10.1016_j.jallcom.2023.170856__Fig7__whole__stability_performance_curve_pce__0—0nmMgF2__Series_2.csv,0.9796723409955327,64.35435485839844,Q1,n/a,pre-normalised
1106,1083,10.1016/j.nanoen.2015.10.006,10.1016_j.nanoen.2015.10.006,x_time_h,Fig3_D_jv_curve,Fig3_D,Series_3,No_Encapsulation,x_time_h/10.1016_j.nanoen.2015.10.006/Fig3_D_jv_curve/accepted/10.1016_j.nanoen.2015.10.006__Fig3__D__jv_curve__No_Encapsulation__Series_3.csv,1.0050630290504543,98.99864196777344,Q4,n/a,pre-normalised
1134,1111,10.1016/j.nanoen.2019.104249,10.1016_j.nanoen.2019.104249,x_time_h,Fig16_C_stability_performance_curve_pce,Fig16_C,Series_2,CsPbl₂Br,x_time_h/10.1016_j.nanoen.2019.104249/Fig16_C_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2019.104249__Fig16__C__stability_performance_curve_pce__CsPbl₂Br__Series_2.csv,0.919785647193487,58.585693359375,Q1,n/a,pre-normalised
1136,1113,10.1016/j.nanoen.2019.104313,10.1016_j.nanoen.2019.104313,x_time_h,Fig5_C_stability_performance_curve_pce,Fig5_C,Series_2,CH₃NH₃PbI₃_PbSO₄(PbO)₄,x_time_h/10.1016_j.nanoen.2019.104313/Fig5_C_stability_performance_curve_pce/accepted/10.1016_j.nanoen.2019.104313__Fig5__C__stability_performance_curve_pce__CH₃NH₃PbI₃_PbSO₄(PbO)₄__Series_2.csv,0.9938287289006537,75.06669616699219,Q1,n/a,pre-normalised
1137,1114,10.1016/j.nanoen.2019.104375,10.1016_j.nanoen.2019.104375,x_time_h,Fig4_D_pce,Fig4_D,Series_2,PSC_W_O_encapsulation,x_time_h/10.1016_j.nanoen.2019.104375/Fig4_D_pce/accepted/10.1016_j.nanoen.2019.104375__Fig4__D__pce__PSC_W_O_encapsulation__Series_2.csv,0.9904272715339058,88.24859619140625,Q1,n/a,pre-normalised
1189,1165,10.1016/j.rser.2021.111608,10.1016_j.rser.2021.111608,x_time_h,Fig23_B_stability_performance_curve_pce,Fig23_B,Series_2,PsCw_O_encapsulation,x_time_h/10.1016_j.rser.2021.111608/Fig23_B_stability_performance_curve_pce/accepted/10.1016_j.rser.2021.111608__Fig23__B__stability_performance_curve_pce__PsCw_O_encapsulation__Series_2.csv,1.001449771593724,88.89690399169922,Q3,n/a,pre-normalised
1191,1167,10.1016/j.rser.2021.111608,10.1016_j.rser.2021.111608,x_time_h,Fig25_C_stability_performance_curve_pce,Fig25_C,Series_3,No_Encapsulation,x_time_h/10.1016_j.rser.2021.111608/Fig25_C_stability_performance_curve_pce/accepted/10.1016_j.rser.2021.111608__Fig25__C__stability_performance_curve_pce__No_Encapsulation__Series_3.csv,1.0053212232802429,99.13854217529297,Q4,n/a,pre-normalised
1224,1200,10.1016/j.solmat.2021.111278,10.1016_j.solmat.2021.111278,x_time_h,Fig5_A_curve,Fig5_A,Series_2,Cu_cathode,x_time_h/10.1016_j.solmat.2021.111278/Fig5_A_curve/accepted/10.1016_j.solmat.2021.111278__Fig5__A__curve__Cu_cathode__Series_2.csv,0.7880467339817553,88.02970123291016,Q1,n/a,pre-normalised
1235,1210,10.1021/acs.chemmater.0c00995,10.1021_acs.chemmater.0c00995,x_time_h,Fig6_E_xrd_pattern_stability_performance_curve_pce_spectrum,Fig6_E,Series_2,MAPI_PSC,x_time_h/10.1021_acs.chemmater.0c00995/Fig6_E_xrd_pattern_stability_performance_curve_pce_spectrum/accepted/10.1021_acs.chemmater.0c00995__Fig6__E__xrd_pattern_stability_performance_curve_pce_spectrum__MAPI_PSC__Series_2.csv,0.9735752402673847,69.37615966796875,Q1,n/a,pre-normalised
1239,1214,10.1021/acs.chemmater.1c00662,10.1021_acs.chemmater.1c00662,x_time_h,Fig4_B_stability_performance_curve_pce,Fig4_B,Series_2,PCBM_ZnO,x_time_h/10.1021_acs.chemmater.1c00662/Fig4_B_stability_performance_curve_pce/accepted/10.1021_acs.chemmater.1c00662__Fig4__B__stability_performance_curve_pce__PCBM_ZnO__Series_2.csv,0.999814316990327,93.70293426513672,Q2,n/a,pre-normalised
1271,1246,10.1021/acsaem.0c00179,10.1021_acsaem.0c00179,x_time_h,Fig5_A_stability_performance_curve_pce,Fig5_A,Series_3,Spiro-OMeTAD,x_time_h/10.1021_acsaem.0c00179/Fig5_A_stability_performance_curve_pce/accepted/10.1021_acsaem.0c00179__Fig5__A__stability_performance_curve_pce__Spiro-OMeTAD__Series_3.csv,0.9999472347890004,87.32709503173828,Q2,n/a,pre-normalised
1334,1309,10.1021/acsami.0c17141,10.1021_acsami.0c17141,x_time_h,Fig6_B_stability_performance_curve_pce,Fig6_B,Series_4,reference_Ag_electrode,x_time_h/10.1021_acsami.0c17141/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acsami.0c17141__Fig6__B__stability_performance_curve_pce__reference_Ag_electrode__Series_4.csv,1.0028122669092276,77.45015716552734,Q3,n/a,pre-normalised
1338,1313,10.1021/acsami.0c22817,10.1021_acsami.0c22817,x_time_h,Fig5_E_stability_performance_curve_pce,Fig5_E,Series_1,Pristine,x_time_h/10.1021_acsami.0c22817/Fig5_E_stability_performance_curve_pce/accepted/10.1021_acsami.0c22817__Fig5__E__stability_performance_curve_pce__Pristine__Series_1.csv,0.9889020078882227,61.5279541015625,Q1,n/a,pre-normalised
1361,1336,10.1021/acsami.7b02223,10.1021_acsami.7b02223,x_time_h,Fig5_A_chart,Fig5_A,Series_1,O-PEDOT_PSS,x_time_h/10.1021_acsami.7b02223/Fig5_A_chart/accepted/10.1021_acsami.7b02223__Fig5__A__chart__O-PEDOT_PSS__Series_1.csv,1.0021302555595093,79.89386749267578,Q3,n/a,pre-normalised
1372,1347,10.1021/acsami.8b07346,10.1021_acsami.8b07346,x_time_h,Fig5_A_schematic_diagram_stability_performance_curve_pce,Fig5_A,Series_4,with_TiO₂_interface_layer,x_time_h/10.1021_acsami.8b07346/Fig5_A_schematic_diagram_stability_performance_curve_pce/accepted/10.1021_acsami.8b07346__Fig5__A__schematic_diagram_stability_performance_curve_pce__with_TiO₂_interface_layer__Series_4.csv,0.8249160232756308,84.34628295898438,Q1,n/a,pre-normalised
1393,1367,10.1021/acsami.9b15320,10.1021_acsami.9b15320,x_time_h,Fig8_whole_stability,Fig8,Series_1,Ag,x_time_h/10.1021_acsami.9b15320/Fig8_whole_stability/accepted/10.1021_acsami.9b15320__Fig8__whole__stability__Ag__Series_1.csv,0.9849743476273388,57.910884857177734,Q1,n/a,pre-normalised
1408,1382,10.1021/acsenergylett.0c00596,10.1021_acsenergylett.0c00596,x_time_h,Fig4_B_stability_performance_curve_retention,Fig4_B,Series_2,Control_L-PSC,x_time_h/10.1021_acsenergylett.0c00596/Fig4_B_stability_performance_curve_retention/accepted/10.1021_acsenergylett.0c00596__Fig4__B__stability_performance_curve_retention__Control_L-PSC__Series_2.csv,18.816845771860123,75.14714050292969,Q5,Q3,absolute
1412,1386,10.1021/acsenergylett.0c01648,10.1021_acsenergylett.0c01648,x_time_h,Fig3_B_structure,Fig3_B,Series_2,undoped,x_time_h/10.1021_acsenergylett.0c01648/Fig3_B_structure/accepted/10.1021_acsenergylett.0c01648__Fig3__B__structure__undoped__Series_2.csv,0.986554853169829,67.39244079589844,Q1,n/a,pre-normalised
1433,1407,10.1021/acsenergylett.7b00976,10.1021_acsenergylett.7b00976,x_time_h,Fig5_A_stability_performance_curve_ff_pce,Fig5_A,Series_1,Pb-based_perovskite,x_time_h/10.1021_acsenergylett.7b00976/Fig5_A_stability_performance_curve_ff_pce/accepted/10.1021_acsenergylett.7b00976__Fig5__A__stability_performance_curve_ff_pce__Pb-based_perovskite__Series_1.csv,80.39455262362084,59.291603088378906,Q5,Q4,absolute
1439,1413,10.1021/acsenergylett.9b01356,10.1021_acsenergylett.9b01356,x_time_h,Fig6_B_stability_performance_curve_pce,Fig6_B,Series_2,。—Control,x_time_h/10.1021_acsenergylett.9b01356/Fig6_B_stability_performance_curve_pce/accepted/10.1021_acsenergylett.9b01356__Fig6__B__stability_performance_curve_pce__。—Control__Series_2.csv,0.9979736393027688,93.38079071044922,Q2,n/a,pre-normalised
1456,1430,10.1021/acssuschemeng.8b04281,10.1021_acssuschemeng.8b04281,x_time_h,Fig6_B_jsc,Fig6_B,Series_2,structure_2,x_time_h/10.1021_acssuschemeng.8b04281/Fig6_B_jsc/accepted/10.1021_acssuschemeng.8b04281__Fig6__B__jsc__structure_2__Series_2.csv,18.59628991598731,73.72685241699219,Q5,Q3,absolute
1459,1433,10.1021/jacs.0c03363,10.1021_jacs.0c03363,x_time_h,Fig7_C_stability_performance_curve_pce,Fig7_C,Series_1,3D,x_time_h/10.1021_jacs.0c03363/Fig7_C_stability_performance_curve_pce/accepted/10.1021_jacs.0c03363__Fig7__C__stability_performance_curve_pce__3D__Series_1.csv,0.9972711953072664,58.845401763916016,Q2,n/a,pre-normalised
1465,1438,10.1021/jacs.1c02118,10.1021_jacs.1c02118,x_time_h,Fig5_C_spectrum,Fig5_C,Series_2,Ag,x_time_h/10.1021_jacs.1c02118/Fig5_C_spectrum/accepted/10.1021_jacs.1c02118__Fig5__C__spectrum__Ag__Series_2.csv,15.989164589541286,85.80596160888672,Q5,Q2,absolute
1573,1539,10.1039/c5nr05271h,10.1039_c5nr05271h,x_time_h,Fig7_A_stability_performance_curve_pce,Fig7_A,Series_2,PEDOT,x_time_h/10.1039_c5nr05271h/Fig7_A_stability_performance_curve_pce/accepted/10.1039_c5nr05271h__Fig7__A__stability_performance_curve_pce__PEDOT__Series_2.csv,0.9947728476984847,82.31493377685547,Q1,n/a,pre-normalised
1583,1549,10.1039/c6ra06635f,10.1039_c6ra06635f,x_time_h,Fig2_C_modeling_mapping_stability_performance_curve_2,Fig2_C,Series_2,Modeling_for_Spiro-OMETAD,x_time_h/10.1039_c6ra06635f/Fig2_C_modeling_mapping_stability_performance_curve_2/accepted/10.1039_c6ra06635f__Fig2__C__modeling_mapping_stability_performance_curve_2__Modeling_for_Spiro-OMETAD__Series_2.csv,1.0444691448589938,84.42938232421875,Q4,n/a,pre-normalised
1598,1564,10.1039/c7ta09946k,10.1039_c7ta09946k,x_time_h,Fig5_A_stability_performance_curve,Fig5_A,Series_2,Spiro-OMeTAD,x_time_h/10.1039_c7ta09946k/Fig5_A_stability_performance_curve/accepted/10.1039_c7ta09946k__Fig5__A__stability_performance_curve__Spiro-OMeTAD__Series_2.csv,17.4554530853501,44.63657760620117,Q5,Q3,absolute
1604,1570,10.1039/c8nr05698f,10.1039_c8nr05698f,x_time_h,Fig6_A_stability_performance_curve_pce_conductivity,Fig6_A,Series_2,PEDOT_PSS,x_time_h/10.1039_c8nr05698f/Fig6_A_stability_performance_curve_pce_conductivity/accepted/10.1039_c8nr05698f__Fig6__A__stability_performance_curve_pce_conductivity__PEDOT_PSS__Series_2.csv,8.492068111600013,92.53645324707031,Q5,Q1,absolute
1663,1628,10.1039/c9tc03877a,10.1039_c9tc03877a,x_time_h,Fig4_A_stability_performance_curve_pce,Fig4_A,Series_2,PCBM,x_time_h/10.1039_c9tc03877a/Fig4_A_stability_performance_curve_pce/accepted/10.1039_c9tc03877a__Fig4__A__stability_performance_curve_pce__PCBM__Series_2.csv,16.843323976305648,76.85014343261719,Q5,Q3,absolute
1664,1629,10.1039/c9tc04067f,10.1039_c9tc04067f,x_time_h,Fig6_whole_stability,Fig6,Series_2,Pristine,x_time_h/10.1039_c9tc04067f/Fig6_whole_stability/accepted/10.1039_c9tc04067f__Fig6__whole__stability__Pristine__Series_2.csv,0.9356699380417767,67.90895080566406,Q1,n/a,pre-normalised
1672,1637,10.1039/d0ee02859b,10.1039_d0ee02859b,x_time_h,Fig3_D_stability_performance_curve,Fig3_D,Series_2,85_°C,x_time_h/10.1039_d0ee02859b/Fig3_D_stability_performance_curve/accepted/10.1039_d0ee02859b__Fig3__D__stability_performance_curve__85_°C__Series_2.csv,0.9923679511126174,91.08161926269531,Q1,n/a,pre-normalised
1705,1670,10.1039/d0tc02438d,10.1039_d0tc02438d,x_time_h,Fig4_C_stability_performance_curve_pce,Fig4_C,Series_3,c-TiO₂,x_time_h/10.1039_d0tc02438d/Fig4_C_stability_performance_curve_pce/accepted/10.1039_d0tc02438d__Fig4__C__stability_performance_curve_pce__c-TiO₂__Series_3.csv,0.9832387845981352,80.25656127929688,Q1,n/a,pre-normalised
1769,1734,10.1039/d4sc04819a,10.1039_d4sc04819a,x_time_h,Fig5_E_stability_performance_curve_pce,Fig5_E,Series_1,Ref,x_time_h/10.1039_d4sc04819a/Fig5_E_stability_performance_curve_pce/accepted/10.1039_d4sc04819a__Fig5__E__stability_performance_curve_pce__Ref__Series_1.csv,0.996783128187064,66.72628784179688,Q2,n/a,pre-normalised
1770,1735,10.1039/d4sc04819a,10.1039_d4sc04819a,x_time_h,Fig5_F_stability_performance_curve_pce,Fig5_F,Series_1,Ref,x_time_h/10.1039_d4sc04819a/Fig5_F_stability_performance_curve_pce/accepted/10.1039_d4sc04819a__Fig5__F__stability_performance_curve_pce__Ref__Series_1.csv,0.9964594933330135,72.52745056152344,Q2,n/a,pre-normalised
1800,1762,10.1088/1361-6463_aa7905,10.1088_1361-6463_aa7905,x_time_h,Fig6_D_chart,Fig6_D,Series_2,ISOS-0-1,x_time_h/10.1088_1361-6463_aa7905/Fig6_D_chart/accepted/10.1088_1361-6463_aa7905__Fig6__D__chart__ISOS-0-1__Series_2.csv,0.9799959779062105,63.72345733642578,Q1,n/a,pre-normalised
1838,1799,10.3390/ma17123002,10.3390_ma17123002,x_time_h,Fig3_D_stability_performance_curve_pce,Fig3_D,Series_1,MA,x_time_h/10.3390_ma17123002/Fig3_D_stability_performance_curve_pce/accepted/10.3390_ma17123002__Fig3__D__stability_performance_curve_pce__MA__Series_1.csv,99.2016804745264,78.042724609375,Q5,Q5,absolute
