k,sigma,lr,seed,iterations,grid,qe,occupied,silhouette,topographic_error,norm
13,0.3,0.3,11,5000,1x13,0.07991753810342878,13,0.25838650283758513,0.573394495412844,minmax
13,0.3,0.3,29,5000,1x13,0.08240614292051372,13,0.2546145333298412,0.7064220183486238,minmax
13,0.3,0.3,47,5000,1x13,0.08098838395711085,13,0.2571184423679263,0.8348623853211009,minmax
14,0.3,0.3,11,5000,2x7,0.0795679679417253,14,0.2597593037098398,0.6467889908256881,minmax
14,0.3,0.3,29,5000,2x7,0.08210727966204502,14,0.2694074149024189,0.7064220183486238,minmax
14,0.3,0.3,47,5000,2x7,0.08146461844348725,14,0.23314021376160546,0.7935779816513762,minmax
15,0.3,0.3,11,5000,3x5,0.079143415312044,15,0.24027063363890222,0.7247706422018348,minmax
15,0.3,0.3,29,5000,3x5,0.07739431355860493,15,0.27190275441340134,0.6880733944954128,minmax
15,0.3,0.3,47,5000,3x5,0.08004732870943626,15,0.2550362962497236,0.4954128440366973,minmax
16,0.3,0.3,11,5000,4x4,0.07708894302769752,16,0.25380095343115,0.41284403669724773,minmax
16,0.3,0.3,29,5000,4x4,0.07746777570603675,16,0.2719802517164444,0.8348623853211009,minmax
16,0.3,0.3,47,5000,4x4,0.07615902280431804,16,0.26613797112710474,0.5321100917431193,minmax
1,0.5,0.03,11,5000,1x1,0.19473782079923235,1,,,minmax
1,0.5,0.03,29,5000,1x1,0.19503055763898272,1,,,minmax
1,0.5,0.03,47,5000,1x1,0.1932512526901854,1,,,minmax
2,0.5,0.03,11,5000,1x2,0.15117546416817912,2,0.41433150602279173,0.0,minmax
2,0.5,0.03,29,5000,1x2,0.1508512784262335,2,0.4206937133827439,0.0,minmax
2,0.5,0.03,47,5000,1x2,0.15007936198195782,2,0.3998323941887043,0.0,minmax
3,0.5,0.03,11,5000,1x3,0.12512208179827236,3,0.360881876345622,0.0045871559633027525,minmax
3,0.5,0.03,29,5000,1x3,0.12523341866243554,3,0.3597775473474146,0.7155963302752294,minmax
3,0.5,0.03,47,5000,1x3,0.12533177734601494,3,0.36047537452688155,0.27522935779816515,minmax
4,0.5,0.03,11,5000,2x2,0.10806237188960008,4,0.3357746602785308,0.0,minmax
4,0.5,0.03,29,5000,2x2,0.10878404225747453,4,0.3357746602785308,0.0,minmax
4,0.5,0.03,47,5000,2x2,0.120388448131144,4,0.3647698954871031,0.0,minmax
5,0.5,0.03,11,5000,1x5,0.10112615303458436,5,0.26259114788997956,0.8669724770642202,minmax
5,0.5,0.03,29,5000,1x5,0.10220940449672256,5,0.2623154741964765,0.6467889908256881,minmax
5,0.5,0.03,47,5000,1x5,0.10167618825728861,5,0.2627345921209316,0.5137614678899083,minmax
6,0.5,0.03,11,5000,2x3,0.10210857736771595,6,0.3233294869269487,0.24770642201834864,minmax
6,0.5,0.03,29,5000,2x3,0.09714358474852068,6,0.2749929424624677,0.8256880733944955,minmax
6,0.5,0.03,47,5000,2x3,0.09812885078776766,6,0.2675262845583351,0.022935779816513763,minmax
7,0.5,0.03,11,5000,1x7,0.09500085738149054,7,0.20182409160976658,0.481651376146789,minmax
7,0.5,0.03,29,5000,1x7,0.09319958581049251,7,0.22325999218972906,0.5596330275229358,minmax
7,0.5,0.03,47,5000,1x7,0.0959589165885676,7,0.2045902954362144,0.591743119266055,minmax
8,0.5,0.03,11,5000,2x4,0.09375165754366474,8,0.22871896048214702,0.3669724770642202,minmax
8,0.5,0.03,29,5000,2x4,0.09408319793671978,8,0.1909503943014315,0.24311926605504589,minmax
8,0.5,0.03,47,5000,2x4,0.09057372636804635,8,0.250749312905828,0.18807339449541285,minmax
9,0.5,0.03,11,5000,3x3,0.09033850277576203,9,0.24988388516756985,0.6100917431192661,minmax
9,0.5,0.03,29,5000,3x3,0.09015281863151209,9,0.24584862039681854,0.3486238532110092,minmax
9,0.5,0.03,47,5000,3x3,0.08922706031233069,9,0.252164627161024,0.6284403669724771,minmax
10,0.5,0.03,11,5000,2x5,0.08792905577906869,10,0.2114937538624611,0.591743119266055,minmax
10,0.5,0.03,29,5000,2x5,0.08721890478544445,10,0.21241157766812532,0.518348623853211,minmax
10,0.5,0.03,47,5000,2x5,0.09121597258349015,10,0.20912607421871995,0.7431192660550459,minmax
11,0.5,0.03,11,5000,1x11,0.08825631432022181,11,0.17709629818929296,0.7201834862385321,minmax
11,0.5,0.03,29,5000,1x11,0.08405764535634751,11,0.20458584968556978,0.8486238532110092,minmax
11,0.5,0.03,47,5000,1x11,0.08872671424299906,11,0.20275491375534851,0.7293577981651376,minmax
12,0.5,0.03,11,5000,3x4,0.08305823632853669,12,0.21195079694048108,0.39908256880733944,minmax
12,0.5,0.03,29,5000,3x4,0.08543593194014738,12,0.19452095582252166,0.7385321100917431,minmax
12,0.5,0.03,47,5000,3x4,0.08824463944963079,12,0.17494020964031012,0.3853211009174312,minmax
13,0.5,0.03,11,5000,1x13,0.08107802511175635,13,0.15719174434738992,0.7064220183486238,minmax
13,0.5,0.03,29,5000,1x13,0.08119734412105044,13,0.22155020424514169,0.9541284403669725,minmax
13,0.5,0.03,47,5000,1x13,0.08003651694882982,13,0.2063564564804587,0.7706422018348624,minmax
14,0.5,0.03,11,5000,2x7,0.08176818741578451,14,0.20347722951019104,0.39908256880733944,minmax
14,0.5,0.03,29,5000,2x7,0.08527175647172656,14,0.1981890261200533,0.38990825688073394,minmax
14,0.5,0.03,47,5000,2x7,0.08229352266703069,14,0.19939606300459267,0.5091743119266054,minmax
15,0.5,0.03,11,5000,3x5,0.07823099806263209,15,0.20858220108723796,0.6100917431192661,minmax
15,0.5,0.03,29,5000,3x5,0.08109700151317902,15,0.1880821846948706,0.6330275229357798,minmax
15,0.5,0.03,47,5000,3x5,0.07993609394901374,15,0.17390205124607835,0.3302752293577982,minmax
16,0.5,0.03,11,5000,4x4,0.0769119994728944,16,0.21738747631248517,0.536697247706422,minmax
16,0.5,0.03,29,5000,4x4,0.07790018970931506,16,0.175519907471632,0.7981651376146789,minmax
16,0.5,0.03,47,5000,4x4,0.07727504093704828,16,0.17117356681183024,0.5825688073394495,minmax
1,0.5,0.1,11,5000,1x1,0.19489732025204404,1,,,minmax
1,0.5,0.1,29,5000,1x1,0.19577808123260673,1,,,minmax
1,0.5,0.1,47,5000,1x1,0.1916402360000002,1,,,minmax
2,0.5,0.1,11,5000,1x2,0.1543738579569225,2,0.4228556379055684,0.0,minmax
2,0.5,0.1,29,5000,1x2,0.15226723039853401,2,0.4242190003405477,0.0,minmax
2,0.5,0.1,47,5000,1x2,0.1499953570081134,2,0.3987709922775468,0.0,minmax
3,0.5,0.1,11,5000,1x3,0.12583554510662487,3,0.3578353376651608,0.6880733944954128,minmax
3,0.5,0.1,29,5000,1x3,0.12619802178225253,3,0.3610199451136497,0.7201834862385321,minmax
3,0.5,0.1,47,5000,1x3,0.1266556595729318,3,0.36149898650034457,0.2706422018348624,minmax
4,0.5,0.1,11,5000,2x2,0.10883689093362206,4,0.3346603735151717,0.0,minmax
4,0.5,0.1,29,5000,2x2,0.10884811195206665,4,0.3364044205345446,0.0,minmax
4,0.5,0.1,47,5000,2x2,0.12111514037258742,4,0.36360649706431736,0.0,minmax
5,0.5,0.1,11,5000,1x5,0.10469635188795796,5,0.3398164753246577,0.4036697247706422,minmax
5,0.5,0.1,29,5000,1x5,0.10340914868887496,5,0.26183710167496976,0.42660550458715596,minmax
5,0.5,0.1,47,5000,1x5,0.1027141598567692,5,0.25925940450296947,0.5137614678899083,minmax
6,0.5,0.1,11,5000,2x3,0.09761526145480551,6,0.26908468977159733,0.027522935779816515,minmax
6,0.5,0.1,29,5000,2x3,0.09767403897072485,6,0.2746022154162599,0.3440366972477064,minmax
6,0.5,0.1,47,5000,2x3,0.09664556780779036,6,0.27701178189106196,0.0045871559633027525,minmax
7,0.5,0.1,11,5000,1x7,0.09275468191398664,7,0.25381461365434277,0.3348623853211009,minmax
7,0.5,0.1,29,5000,1x7,0.09524701727419219,7,0.27600119771402915,0.463302752293578,minmax
7,0.5,0.1,47,5000,1x7,0.09368923136162012,7,0.24794211822151682,0.6100917431192661,minmax
8,0.5,0.1,11,5000,2x4,0.0913045083349991,8,0.23143984229640507,0.05963302752293578,minmax
8,0.5,0.1,29,5000,2x4,0.09185470854575348,8,0.20471321448856208,0.2018348623853211,minmax
8,0.5,0.1,47,5000,2x4,0.09071420494495562,8,0.2601014719345759,0.027522935779816515,minmax
9,0.5,0.1,11,5000,3x3,0.08867442039808442,9,0.22540418337717363,0.5275229357798165,minmax
9,0.5,0.1,29,5000,3x3,0.09000457520576946,9,0.2640384150116648,0.11926605504587157,minmax
9,0.5,0.1,47,5000,3x3,0.08805966765619822,9,0.2312304604971374,0.2706422018348624,minmax
10,0.5,0.1,11,5000,2x5,0.08532874475691558,10,0.2149246827845806,0.17889908256880735,minmax
10,0.5,0.1,29,5000,2x5,0.08660670465290497,10,0.22758081242360093,0.5,minmax
10,0.5,0.1,47,5000,2x5,0.08725856313337794,10,0.2176246486885345,0.7385321100917431,minmax
11,0.5,0.1,11,5000,1x11,0.08444658599579549,11,0.2690649701342158,0.6605504587155964,minmax
11,0.5,0.1,29,5000,1x11,0.08357348018052767,11,0.22624876573684496,0.8302752293577982,minmax
11,0.5,0.1,47,5000,1x11,0.08450481158730096,11,0.23956467607976153,0.7889908256880734,minmax
12,0.5,0.1,11,5000,3x4,0.08345058226535482,12,0.235706823523215,0.4724770642201835,minmax
12,0.5,0.1,29,5000,3x4,0.08154030488044216,12,0.22542132455820116,0.39908256880733944,minmax
12,0.5,0.1,47,5000,3x4,0.08222533106107421,12,0.2308269820028644,0.3623853211009174,minmax
13,0.5,0.1,11,5000,1x13,0.08040879984626731,13,0.22831775925063488,0.573394495412844,minmax
13,0.5,0.1,29,5000,1x13,0.08100655642684133,13,0.25617994801791805,0.981651376146789,minmax
13,0.5,0.1,47,5000,1x13,0.07878368489707334,13,0.2506910413006162,0.7522935779816514,minmax
14,0.5,0.1,11,5000,2x7,0.07778854416842394,14,0.2351638421581292,0.4954128440366973,minmax
14,0.5,0.1,29,5000,2x7,0.07976854671957344,14,0.2274201981980785,0.3532110091743119,minmax
14,0.5,0.1,47,5000,2x7,0.07819219665915855,14,0.2276969089150674,0.44495412844036697,minmax
15,0.5,0.1,11,5000,3x5,0.07776869610952292,15,0.20986921132637268,0.2706422018348624,minmax
15,0.5,0.1,29,5000,3x5,0.07700941337267646,15,0.23006835447398152,0.6513761467889908,minmax
15,0.5,0.1,47,5000,3x5,0.07793438183762874,15,0.22857830953227226,0.3302752293577982,minmax
16,0.5,0.1,11,5000,4x4,0.07603820379511567,16,0.22952953683324456,0.5229357798165137,minmax
16,0.5,0.1,29,5000,4x4,0.0759993358684061,16,0.2315506950043735,0.6834862385321101,minmax
16,0.5,0.1,47,5000,4x4,0.074816725720083,16,0.19447800867497658,0.5504587155963303,minmax
1,0.5,0.3,11,5000,1x1,0.19340388655408539,1,,,minmax
1,0.5,0.3,29,5000,1x1,0.20263942030516116,1,,,minmax
1,0.5,0.3,47,5000,1x1,0.19114413456713372,1,,,minmax
2,0.5,0.3,11,5000,1x2,0.16381654024954362,2,0.4635069510915491,0.0,minmax
2,0.5,0.3,29,5000,1x2,0.15695019422530251,2,0.4333841883866412,0.0,minmax
2,0.5,0.3,47,5000,1x2,0.14932881613605986,2,0.38364625492538984,0.0,minmax
3,0.5,0.3,11,5000,1x3,0.1272326003701791,3,0.3502575864401784,0.009174311926605505,minmax
3,0.5,0.3,29,5000,1x3,0.12791621205503795,3,0.3605790521873336,0.7247706422018348,minmax
3,0.5,0.3,47,5000,1x3,0.13022542539741092,3,0.3608109536987825,0.30275229357798167,minmax
4,0.5,0.3,11,5000,2x2,0.11198058731834848,4,0.3376575751512113,0.0,minmax
4,0.5,0.3,29,5000,2x2,0.11124087144504985,4,0.3319288202563367,0.0,minmax
4,0.5,0.3,47,5000,2x2,0.11191026890909346,4,0.3359825937043327,0.0,minmax
5,0.5,0.3,11,5000,1x5,0.10590005626576299,5,0.3458540423227916,0.42201834862385323,minmax
5,0.5,0.3,29,5000,1x5,0.10555388136223988,5,0.2620097118468216,0.42201834862385323,minmax
5,0.5,0.3,47,5000,1x5,0.10942960490461683,5,0.3370597038810304,0.4908256880733945,minmax
6,0.5,0.3,11,5000,2x3,0.10372083050235877,6,0.3394648010348287,0.39908256880733944,minmax
6,0.5,0.3,29,5000,2x3,0.1006814296752276,6,0.27126962711369623,0.0045871559633027525,minmax
6,0.5,0.3,47,5000,2x3,0.09933108420349876,6,0.2720025340147495,0.0,minmax
7,0.5,0.3,11,5000,1x7,0.0987834848067758,7,0.273034407246781,0.6330275229357798,minmax
7,0.5,0.3,29,5000,1x7,0.09741614222524053,7,0.2713183177952698,0.4541284403669725,minmax
7,0.5,0.3,47,5000,1x7,0.09724845147266795,7,0.2828130857189939,0.44036697247706424,minmax
8,0.5,0.3,11,5000,2x4,0.09376210600508565,8,0.2801589253300597,0.022935779816513763,minmax
8,0.5,0.3,29,5000,2x4,0.09719819631643664,8,0.27900541989237326,0.18807339449541285,minmax
8,0.5,0.3,47,5000,2x4,0.09384486137614617,8,0.2728907784292763,0.0871559633027523,minmax
9,0.5,0.3,11,5000,3x3,0.09061761931780735,9,0.2577757874341879,0.03669724770642202,minmax
9,0.5,0.3,29,5000,3x3,0.09097648522664453,9,0.2534003244146276,0.10091743119266056,minmax
9,0.5,0.3,47,5000,3x3,0.08972981096291008,9,0.2561316554789538,0.2706422018348624,minmax
10,0.5,0.3,11,5000,2x5,0.08767596620693117,10,0.2503001954509443,0.08256880733944955,minmax
10,0.5,0.3,29,5000,2x5,0.08850061214389782,10,0.24819374770547367,0.3211009174311927,minmax
10,0.5,0.3,47,5000,2x5,0.08862228311105004,10,0.25971140376183804,0.22935779816513763,minmax
11,0.5,0.3,11,5000,1x11,0.0852591674001342,11,0.21796113573605885,0.555045871559633,minmax
11,0.5,0.3,29,5000,1x11,0.08628712580242966,11,0.2542119456180104,0.5504587155963303,minmax
11,0.5,0.3,47,5000,1x11,0.0863241931585128,11,0.23222042340802543,0.6146788990825688,minmax
12,0.5,0.3,11,5000,3x4,0.08272481699280271,12,0.24180975940815025,0.43577981651376146,minmax
12,0.5,0.3,29,5000,3x4,0.0825343809685112,12,0.25878856562237845,0.5458715596330275,minmax
12,0.5,0.3,47,5000,3x4,0.08381212800952113,12,0.244934211688791,0.38073394495412843,minmax
13,0.5,0.3,11,5000,1x13,0.08046231161971021,13,0.251451857594885,0.7706422018348624,minmax
13,0.5,0.3,29,5000,1x13,0.08151770389250948,13,0.22961626347421413,0.5137614678899083,minmax
13,0.5,0.3,47,5000,1x13,0.08041066322652014,13,0.2514219540620497,0.4036697247706422,minmax
14,0.5,0.3,11,5000,2x7,0.07884191346278226,14,0.23705128439515447,0.24311926605504589,minmax
14,0.5,0.3,29,5000,2x7,0.08000072961216864,14,0.2623141802812265,0.21100917431192662,minmax
14,0.5,0.3,47,5000,2x7,0.07821651477683933,14,0.22601225779501188,0.6926605504587156,minmax
15,0.5,0.3,11,5000,3x5,0.07893412166577163,15,0.25908733722514254,0.17889908256880735,minmax
15,0.5,0.3,29,5000,3x5,0.07720763790969645,15,0.24622328140916835,0.5412844036697247,minmax
15,0.5,0.3,47,5000,3x5,0.07810131039929197,15,0.25978818865279163,0.4036697247706422,minmax
16,0.5,0.3,11,5000,4x4,0.0760692646859164,16,0.2351633303680593,0.4541284403669725,minmax
16,0.5,0.3,29,5000,4x4,0.07538330343522313,16,0.2408127360915544,0.5825688073394495,minmax
16,0.5,0.3,47,5000,4x4,0.07639779512115613,16,0.2231397752173352,0.45871559633027525,minmax
1,1.0,0.03,11,5000,1x1,0.19473782079923235,1,,,minmax
1,1.0,0.03,29,5000,1x1,0.19503055763898272,1,,,minmax
1,1.0,0.03,47,5000,1x1,0.1932512526901854,1,,,minmax
2,1.0,0.03,11,5000,1x2,0.1503829813165473,2,0.40350955714795667,0.0,minmax
2,1.0,0.03,29,5000,1x2,0.14877497719327756,2,0.3979905264424006,0.0,minmax
2,1.0,0.03,47,5000,1x2,0.14952262107292594,2,0.39642945797320966,0.0,minmax
3,1.0,0.03,11,5000,1x3,0.12511177397368178,3,0.34483022890807585,0.0045871559633027525,minmax
3,1.0,0.03,29,5000,1x3,0.12488397921556042,3,0.3549376760589793,0.0045871559633027525,minmax
3,1.0,0.03,47,5000,1x3,0.12532430700799357,3,0.3508235429151378,0.0045871559633027525,minmax
4,1.0,0.03,11,5000,2x2,0.12106027029900003,4,0.33585512462010175,0.0,minmax
4,1.0,0.03,29,5000,2x2,0.12083147678326707,4,0.3431304485991853,0.0,minmax
4,1.0,0.03,47,5000,2x2,0.12074682804291181,4,0.33380598066952366,0.0,minmax
5,1.0,0.03,11,5000,1x5,0.10105860940055911,5,0.2613572632975774,0.009174311926605505,minmax
5,1.0,0.03,29,5000,1x5,0.10514869972880432,5,0.31179950486900954,0.13302752293577982,minmax
5,1.0,0.03,47,5000,1x5,0.10143869773685192,5,0.2614173889488648,0.009174311926605505,minmax
6,1.0,0.03,11,5000,2x3,0.09885714342078342,6,0.26072314533291113,0.0,minmax
6,1.0,0.03,29,5000,2x3,0.09848485743296603,6,0.25772432194251266,0.0,minmax
6,1.0,0.03,47,5000,2x3,0.0985867510589939,6,0.257864180265374,0.0,minmax
7,1.0,0.03,11,5000,1x7,0.09580703453312396,7,0.176509662234692,0.009174311926605505,minmax
7,1.0,0.03,29,5000,1x7,0.09231143441737741,7,0.2700087505361705,0.21100917431192662,minmax
7,1.0,0.03,47,5000,1x7,0.09425641505165287,7,0.20414072420798554,0.009174311926605505,minmax
8,1.0,0.03,11,5000,2x4,0.0923978949015985,8,0.20723449364781057,0.0,minmax
8,1.0,0.03,29,5000,2x4,0.09221808754930504,8,0.20595153915035389,0.0,minmax
8,1.0,0.03,47,5000,2x4,0.09268040437889392,8,0.19040284310824782,0.013761467889908258,minmax
9,1.0,0.03,11,5000,3x3,0.09002699378649957,9,0.19192474796954376,0.0045871559633027525,minmax
9,1.0,0.03,29,5000,3x3,0.08987634648154434,9,0.2533125436085728,0.0,minmax
9,1.0,0.03,47,5000,3x3,0.08907559703169064,9,0.21268439804548056,0.022935779816513763,minmax
10,1.0,0.03,11,5000,2x5,0.0863729053042562,10,0.20365782268586208,0.0045871559633027525,minmax
10,1.0,0.03,29,5000,2x5,0.08803543092285729,10,0.22274147226359778,0.21559633027522937,minmax
10,1.0,0.03,47,5000,2x5,0.08893148750554226,10,0.1592937964674416,0.0045871559633027525,minmax
11,1.0,0.03,11,5000,1x11,0.0860006393187785,11,0.20077089923822233,0.2889908256880734,minmax
11,1.0,0.03,29,5000,1x11,0.08495304632719397,11,0.18664072132392678,0.22935779816513763,minmax
11,1.0,0.03,47,5000,1x11,0.08426839118570995,11,0.18864540039803326,0.15137614678899083,minmax
12,1.0,0.03,11,5000,3x4,0.08277322850949884,12,0.18980576552492037,0.01834862385321101,minmax
12,1.0,0.03,29,5000,3x4,0.08338596969308314,12,0.18115961645408105,0.013761467889908258,minmax
12,1.0,0.03,47,5000,3x4,0.08255363063256933,12,0.19954697591341336,0.0,minmax
13,1.0,0.03,11,5000,1x13,0.07979510504903034,13,0.18998943398567117,0.23394495412844038,minmax
13,1.0,0.03,29,5000,1x13,0.08132378029531609,13,0.21618142251187336,0.24311926605504589,minmax
13,1.0,0.03,47,5000,1x13,0.08130152527146671,13,0.17841296391321984,0.1651376146788991,minmax
14,1.0,0.03,11,5000,2x7,0.08227330599952752,14,0.16423687219098432,0.0871559633027523,minmax
14,1.0,0.03,29,5000,2x7,0.07990149139010486,14,0.1701719644985416,0.013761467889908258,minmax
14,1.0,0.03,47,5000,2x7,0.08246751878887355,14,0.1772062070073159,0.20642201834862386,minmax
15,1.0,0.03,11,5000,3x5,0.08080689477632508,15,0.17557608070931072,0.009174311926605505,minmax
15,1.0,0.03,29,5000,3x5,0.08102182447025127,15,0.16225004098817847,0.3119266055045872,minmax
15,1.0,0.03,47,5000,3x5,0.08014323959290137,15,0.1631418547251961,0.15137614678899083,minmax
16,1.0,0.03,11,5000,4x4,0.07762776043604609,16,0.16882446710161,0.0,minmax
16,1.0,0.03,29,5000,4x4,0.0792964607854535,16,0.146767640470517,0.013761467889908258,minmax
16,1.0,0.03,47,5000,4x4,0.08003608115818574,16,0.1599180615815241,0.25229357798165136,minmax
1,1.0,0.1,11,5000,1x1,0.19489732025204404,1,,,minmax
1,1.0,0.1,29,5000,1x1,0.19577808123260673,1,,,minmax
1,1.0,0.1,47,5000,1x1,0.1916402360000002,1,,,minmax
2,1.0,0.1,11,5000,1x2,0.15343129858591273,2,0.4184044595964,0.0,minmax
2,1.0,0.1,29,5000,1x2,0.1516160517755523,2,0.42307613843436714,0.0,minmax
2,1.0,0.1,47,5000,1x2,0.14950461943905066,2,0.397200714066914,0.0,minmax
3,1.0,0.1,11,5000,1x3,0.12558004334091846,3,0.3532240227372684,0.0045871559633027525,minmax
3,1.0,0.1,29,5000,1x3,0.1258464584902565,3,0.3605128959148809,0.009174311926605505,minmax
3,1.0,0.1,47,5000,1x3,0.12633231979771678,3,0.36047537452688155,0.0045871559633027525,minmax
4,1.0,0.1,11,5000,2x2,0.12023834058568171,4,0.35435941453387,0.0,minmax
4,1.0,0.1,29,5000,2x2,0.12082232399291878,4,0.3571461782114071,0.0,minmax
4,1.0,0.1,47,5000,2x2,0.12066058200384315,4,0.35609853285940535,0.0,minmax
5,1.0,0.1,11,5000,1x5,0.10136221469450202,5,0.2617152274168981,0.009174311926605505,minmax
5,1.0,0.1,29,5000,1x5,0.10308686505991639,5,0.2616545175933204,0.009174311926605505,minmax
5,1.0,0.1,47,5000,1x5,0.10270669675659347,5,0.26032719952299704,0.009174311926605505,minmax
6,1.0,0.1,11,5000,2x3,0.09955731140687393,6,0.2569484263203032,0.0,minmax
6,1.0,0.1,29,5000,2x3,0.09897342587284598,6,0.2579361596305578,0.0,minmax
6,1.0,0.1,47,5000,2x3,0.09963603975424179,6,0.2645643382883613,0.0,minmax
7,1.0,0.1,11,5000,1x7,0.0937041822630232,7,0.24493671327254934,0.19724770642201836,minmax
7,1.0,0.1,29,5000,1x7,0.0937024758084428,7,0.2200175281509844,0.11926605504587157,minmax
7,1.0,0.1,47,5000,1x7,0.0944970235394599,7,0.23349728027290362,0.013761467889908258,minmax
8,1.0,0.1,11,5000,2x4,0.09047791590498319,8,0.20476183621007957,0.0,minmax
8,1.0,0.1,29,5000,2x4,0.09085257416829393,8,0.2195814540043077,0.0,minmax
8,1.0,0.1,47,5000,2x4,0.08978254300550968,8,0.21525767493093098,0.0,minmax
9,1.0,0.1,11,5000,3x3,0.08991629966950865,9,0.22668221072368044,0.0,minmax
9,1.0,0.1,29,5000,3x3,0.08969766094158516,9,0.2333466366809097,0.0,minmax
9,1.0,0.1,47,5000,3x3,0.08878355510073177,9,0.2042061156572751,0.0,minmax
10,1.0,0.1,11,5000,2x5,0.08487687717052632,10,0.22760448916149006,0.0,minmax
10,1.0,0.1,29,5000,2x5,0.08430824243090788,10,0.22457188074505918,0.0,minmax
10,1.0,0.1,47,5000,2x5,0.08723142700090433,10,0.22539913564462094,0.01834862385321101,minmax
11,1.0,0.1,11,5000,1x11,0.08427911329189003,11,0.2027895381246712,0.3073394495412844,minmax
11,1.0,0.1,29,5000,1x11,0.0847816478376503,11,0.1639119003344035,0.27522935779816515,minmax
11,1.0,0.1,47,5000,1x11,0.08485155484047753,11,0.21812953736198362,0.15137614678899083,minmax
12,1.0,0.1,11,5000,3x4,0.08352137789858219,12,0.20151814001249455,0.01834862385321101,minmax
12,1.0,0.1,29,5000,3x4,0.08339019402400372,12,0.19922655857146093,0.03669724770642202,minmax
12,1.0,0.1,47,5000,3x4,0.08258927193104103,12,0.2065197150736347,0.0,minmax
13,1.0,0.1,11,5000,1x13,0.08091423004686599,13,0.1702834388141226,0.19724770642201836,minmax
13,1.0,0.1,29,5000,1x13,0.08119056546904994,13,0.1684059276079352,0.22477064220183487,minmax
13,1.0,0.1,47,5000,1x13,0.07864240644852899,13,0.1998990109685295,0.3348623853211009,minmax
14,1.0,0.1,11,5000,2x7,0.07850485712409724,14,0.19901321273010683,0.022935779816513763,minmax
14,1.0,0.1,29,5000,2x7,0.07821424886876348,14,0.19782192032486193,0.022935779816513763,minmax
14,1.0,0.1,47,5000,2x7,0.07743892112557996,14,0.1960544196081685,0.022935779816513763,minmax
15,1.0,0.1,11,5000,3x5,0.07729698055283012,15,0.17629026500177614,0.009174311926605505,minmax
15,1.0,0.1,29,5000,3x5,0.07773410894950362,15,0.16727322755845273,0.14220183486238533,minmax
15,1.0,0.1,47,5000,3x5,0.07722821466289925,15,0.20172610407969332,0.12844036697247707,minmax
16,1.0,0.1,11,5000,4x4,0.0762904515391372,16,0.21404361435401575,0.06880733944954129,minmax
16,1.0,0.1,29,5000,4x4,0.07526503836075756,16,0.18779551731058586,0.10091743119266056,minmax
16,1.0,0.1,47,5000,4x4,0.07531896870561795,16,0.20071360760686238,0.013761467889908258,minmax
1,1.0,0.3,11,5000,1x1,0.19340388655408539,1,,,minmax
1,1.0,0.3,29,5000,1x1,0.20263942030516116,1,,,minmax
1,1.0,0.3,47,5000,1x1,0.19114413456713372,1,,,minmax
2,1.0,0.3,11,5000,1x2,0.16378232865470704,2,0.46058929690292494,0.0,minmax
2,1.0,0.3,29,5000,1x2,0.1518201949007879,2,0.4220058399784838,0.0,minmax
2,1.0,0.3,47,5000,1x2,0.14884299233603415,2,0.38364625492538984,0.0,minmax
3,1.0,0.3,11,5000,1x3,0.12689624987525092,3,0.3441211359597401,0.009174311926605505,minmax
3,1.0,0.3,29,5000,1x3,0.1274521624229099,3,0.36110394103098437,0.0045871559633027525,minmax
3,1.0,0.3,47,5000,1x3,0.1299882169055869,3,0.358808382510444,0.0045871559633027525,minmax
4,1.0,0.3,11,5000,2x2,0.11200150244684874,4,0.3376575751512113,0.0,minmax
4,1.0,0.3,29,5000,2x2,0.11717241366871077,4,0.2795892586029694,0.0,minmax
4,1.0,0.3,47,5000,2x2,0.11191056935841474,4,0.33427515629906523,0.0,minmax
5,1.0,0.3,11,5000,1x5,0.10321188293897939,5,0.26120949646615793,0.009174311926605505,minmax
5,1.0,0.3,29,5000,1x5,0.1053428988187501,5,0.2631362679632702,0.009174311926605505,minmax
5,1.0,0.3,47,5000,1x5,0.10646290628352031,5,0.2533894409638494,0.0,minmax
6,1.0,0.3,11,5000,2x3,0.10062077904036017,6,0.26759374744584175,0.0,minmax
6,1.0,0.3,29,5000,2x3,0.10043152507914276,6,0.27203511543342446,0.0,minmax
6,1.0,0.3,47,5000,2x3,0.09994322426534943,6,0.2712311268101374,0.0,minmax
7,1.0,0.3,11,5000,1x7,0.09496298532313444,7,0.2089856526407847,0.07339449541284404,minmax
7,1.0,0.3,29,5000,1x7,0.09569811449541414,7,0.26102742334903095,0.19724770642201836,minmax
7,1.0,0.3,47,5000,1x7,0.09450942845063053,7,0.24364527665638253,0.045871559633027525,minmax
8,1.0,0.3,11,5000,2x4,0.09160097754557851,8,0.2336370307327661,0.013761467889908258,minmax
8,1.0,0.3,29,5000,2x4,0.09488663338710927,8,0.25548043846284074,0.027522935779816515,minmax
8,1.0,0.3,47,5000,2x4,0.09188229246240512,8,0.25172146564138165,0.0,minmax
9,1.0,0.3,11,5000,3x3,0.09082842671050516,9,0.2591690698088588,0.022935779816513763,minmax
9,1.0,0.3,29,5000,3x3,0.08955426130720257,9,0.23157861032558802,0.0045871559633027525,minmax
9,1.0,0.3,47,5000,3x3,0.08874472902924081,9,0.23677198847675704,0.0,minmax
10,1.0,0.3,11,5000,2x5,0.08761540691392673,10,0.22715826170033612,0.0045871559633027525,minmax
