k,sigma,lr,seed,iterations,grid,qe,occupied,silhouette,topographic_error,norm
5,0.3,0.3,47,5000,1x5,0.04754582398694629,5,0.4778483030930473,0.24311926605504589,maxabs
6,0.3,0.3,11,5000,2x3,0.042195784297041905,6,0.439352009781403,0.25688073394495414,maxabs
6,0.3,0.3,29,5000,2x3,0.04663395771907757,6,0.48634799829060665,0.07339449541284404,maxabs
6,0.3,0.3,47,5000,2x3,0.044087088965355146,6,0.4758913653780089,0.12844036697247707,maxabs
7,0.3,0.3,11,5000,1x7,0.03802713500306745,7,0.45941018749044826,0.1834862385321101,maxabs
7,0.3,0.3,29,5000,1x7,0.03769203774251313,7,0.4627125893007266,0.8486238532110092,maxabs
7,0.3,0.3,47,5000,1x7,0.03726541836879976,7,0.462872094194289,0.7293577981651376,maxabs
8,0.3,0.3,11,5000,2x4,0.035824880259399575,8,0.44198235675717173,0.7477064220183486,maxabs
8,0.3,0.3,29,5000,2x4,0.036000296773136056,8,0.46440642476119,0.1834862385321101,maxabs
8,0.3,0.3,47,5000,2x4,0.035816253974485915,8,0.45429644253225937,0.40825688073394495,maxabs
9,0.3,0.3,11,5000,3x3,0.03416912539594217,9,0.45923858956314534,0.37155963302752293,maxabs
9,0.3,0.3,29,5000,3x3,0.03369589702140238,9,0.35425799319539897,0.5229357798165137,maxabs
9,0.3,0.3,47,5000,3x3,0.03346727187693083,9,0.4577436056715582,0.6788990825688074,maxabs
10,0.3,0.3,11,5000,2x5,0.03296618558408802,10,0.4179838652665619,0.13302752293577982,maxabs
10,0.3,0.3,29,5000,2x5,0.03294108128588958,10,0.3437860397293421,0.26605504587155965,maxabs
10,0.3,0.3,47,5000,2x5,0.033266482119071135,10,0.4154794263265443,0.30275229357798167,maxabs
11,0.3,0.3,11,5000,1x11,0.03133564779562141,11,0.37923890925216575,0.9587155963302753,maxabs
11,0.3,0.3,29,5000,1x11,0.032904773731615426,11,0.41626919558665015,0.8715596330275229,maxabs
11,0.3,0.3,47,5000,1x11,0.03261527185578665,11,0.4103007415607267,0.7981651376146789,maxabs
12,0.3,0.3,11,5000,3x4,0.03030330678973551,12,0.36742537852988355,0.6834862385321101,maxabs
12,0.3,0.3,29,5000,3x4,0.02973417364358393,12,0.3715049326507197,0.8394495412844036,maxabs
12,0.3,0.3,47,5000,3x4,0.03005684088084014,12,0.36079936307015437,0.6788990825688074,maxabs
13,0.3,0.3,11,5000,1x13,0.02890003839933957,13,0.3704329927378439,0.8256880733944955,maxabs
13,0.3,0.3,29,5000,1x13,0.029753414721730938,13,0.35630552817891176,0.8853211009174312,maxabs
13,0.3,0.3,47,5000,1x13,0.028773225986780733,13,0.3651942084964835,0.7981651376146789,maxabs
14,0.3,0.3,11,5000,2x7,0.027739881278030915,14,0.35241701134429226,0.908256880733945,maxabs
14,0.3,0.3,29,5000,2x7,0.028929097118869217,14,0.3599036026445142,0.5137614678899083,maxabs
14,0.3,0.3,47,5000,2x7,0.02764219168234825,14,0.33721979892053827,0.8302752293577982,maxabs
15,0.3,0.3,11,5000,3x5,0.0266688803779269,15,0.33381398575583926,0.7844036697247706,maxabs
15,0.3,0.3,29,5000,3x5,0.027454089789507866,15,0.32411921781419467,0.7431192660550459,maxabs
15,0.3,0.3,47,5000,3x5,0.02686930065670516,15,0.3284237935596675,0.6926605504587156,maxabs
16,0.3,0.3,11,5000,4x4,0.026277866633775827,16,0.33464821159068797,0.6422018348623854,maxabs
16,0.3,0.3,29,5000,4x4,0.026496212176717444,16,0.3512165374870742,0.518348623853211,maxabs
16,0.3,0.3,47,5000,4x4,0.026505588342682324,16,0.35397096158656843,0.46788990825688076,maxabs
1,0.5,0.03,11,5000,1x1,0.15320976649049697,1,,,maxabs
1,0.5,0.03,29,5000,1x1,0.1672099573740821,1,,,maxabs
1,0.5,0.03,47,5000,1x1,0.14935167675045707,1,,,maxabs
2,0.5,0.03,11,5000,1x2,0.12179361783684758,2,0.8861076626060612,0.0,maxabs
2,0.5,0.03,29,5000,1x2,0.12333540586587365,2,0.8391814089955479,0.0,maxabs
2,0.5,0.03,47,5000,1x2,0.12287541874295418,2,0.8861076626060612,0.0,maxabs
3,0.5,0.03,11,5000,1x3,0.07641431025265652,3,0.6334003079687897,0.022935779816513763,maxabs
3,0.5,0.03,29,5000,1x3,0.07519152286920638,3,0.6334003079687897,0.0,maxabs
3,0.5,0.03,47,5000,1x3,0.07363451014678253,3,0.6334003079687897,0.0,maxabs
4,0.5,0.03,11,5000,2x2,0.06227140355585977,4,0.4723149421974095,0.0,maxabs
4,0.5,0.03,29,5000,2x2,0.06409768190756468,4,0.5070486621182353,0.0,maxabs
4,0.5,0.03,47,5000,2x2,0.06258247503050492,4,0.5055458392553696,0.0,maxabs
5,0.5,0.03,11,5000,1x5,0.05314631277164694,5,0.45833892785257313,0.3532110091743119,maxabs
5,0.5,0.03,29,5000,1x5,0.05214704321757059,5,0.47307026797317764,0.3211009174311927,maxabs
5,0.5,0.03,47,5000,1x5,0.05311804358778478,5,0.4482606252216338,0.3577981651376147,maxabs
6,0.5,0.03,11,5000,2x3,0.04854625701217826,6,0.4403127324945876,0.13761467889908258,maxabs
6,0.5,0.03,29,5000,2x3,0.05194085204347727,6,0.4124847622029224,0.10091743119266056,maxabs
6,0.5,0.03,47,5000,2x3,0.050063184452357544,6,0.42933803603959597,0.13302752293577982,maxabs
7,0.5,0.03,11,5000,1x7,0.043202015805486375,7,0.3501831429743948,0.25229357798165136,maxabs
7,0.5,0.03,29,5000,1x7,0.04431112461888566,7,0.4520427488710165,0.6605504587155964,maxabs
7,0.5,0.03,47,5000,1x7,0.0440915332779136,7,0.3370436475837291,0.6284403669724771,maxabs
8,0.5,0.03,11,5000,2x4,0.043565418889989584,8,0.3743798495573256,0.22935779816513763,maxabs
8,0.5,0.03,29,5000,2x4,0.0410822000181634,8,0.35166057814094537,0.07339449541284404,maxabs
8,0.5,0.03,47,5000,2x4,0.041659040172062976,8,0.317971174862844,0.0045871559633027525,maxabs
9,0.5,0.03,11,5000,3x3,0.04042193135807729,9,0.3464544911913686,0.39908256880733944,maxabs
9,0.5,0.03,29,5000,3x3,0.04093522729959036,9,0.33617669744405837,0.6467889908256881,maxabs
9,0.5,0.03,47,5000,3x3,0.03949955371083145,9,0.3314887776046065,0.4954128440366973,maxabs
10,0.5,0.03,11,5000,2x5,0.04129955490010833,10,0.2929081088295529,0.8348623853211009,maxabs
10,0.5,0.03,29,5000,2x5,0.03524240418630795,10,0.3093475028472653,0.3394495412844037,maxabs
10,0.5,0.03,47,5000,2x5,0.03501364679261332,10,0.315676123758001,0.463302752293578,maxabs
11,0.5,0.03,11,5000,1x11,0.039781689916819955,11,0.3124924682458722,0.8669724770642202,maxabs
11,0.5,0.03,29,5000,1x11,0.0379191800633489,11,0.3035522026252209,0.5412844036697247,maxabs
11,0.5,0.03,47,5000,1x11,0.03423548714382383,11,0.32791504816191475,0.6146788990825688,maxabs
12,0.5,0.03,11,5000,3x4,0.03742387774729213,12,0.2928939284889516,0.3394495412844037,maxabs
12,0.5,0.03,29,5000,3x4,0.03287232917819922,12,0.30933847879615584,0.7981651376146789,maxabs
12,0.5,0.03,47,5000,3x4,0.03820266728055552,12,0.2732642764928173,0.5642201834862385,maxabs
13,0.5,0.03,11,5000,1x13,0.03656879498091994,13,0.3157623299770195,0.7706422018348624,maxabs
13,0.5,0.03,29,5000,1x13,0.036676132562483726,13,0.3166563507554985,0.7522935779816514,maxabs
13,0.5,0.03,47,5000,1x13,0.03538262320262123,13,0.2921963177202768,0.9357798165137615,maxabs
14,0.5,0.03,11,5000,2x7,0.03449442275254024,14,0.32589101129492215,0.5779816513761468,maxabs
14,0.5,0.03,29,5000,2x7,0.03500688935091468,14,0.3204152601912697,0.6146788990825688,maxabs
14,0.5,0.03,47,5000,2x7,0.03137332427889852,14,0.25881189194332027,0.3440366972477064,maxabs
15,0.5,0.03,11,5000,3x5,0.03281347377244188,15,0.2613965196879716,0.42201834862385323,maxabs
15,0.5,0.03,29,5000,3x5,0.03586519320946177,15,0.28046241767781965,0.6146788990825688,maxabs
15,0.5,0.03,47,5000,3x5,0.03431197762159687,15,0.2867222537254585,0.6880733944954128,maxabs
16,0.5,0.03,11,5000,4x4,0.029786138403571152,15,0.28636644621584983,0.3302752293577982,maxabs
16,0.5,0.03,29,5000,4x4,0.03661830919289416,16,0.29631420633333044,0.8119266055045872,maxabs
16,0.5,0.03,47,5000,4x4,0.028207766809314017,15,0.292160650521786,0.3669724770642202,maxabs
1,0.5,0.1,11,5000,1x1,0.16064607166394623,1,,,maxabs
1,0.5,0.1,29,5000,1x1,0.1681154863019437,1,,,maxabs
1,0.5,0.1,47,5000,1x1,0.1528018201382826,1,,,maxabs
2,0.5,0.1,11,5000,1x2,0.11059295158960562,2,0.9047653216122501,0.0,maxabs
2,0.5,0.1,29,5000,1x2,0.11777898096894979,2,0.9047653216122501,0.0,maxabs
2,0.5,0.1,47,5000,1x2,0.11442247369023878,2,0.9047653216122501,0.0,maxabs
3,0.5,0.1,11,5000,1x3,0.06849873577355199,3,0.6346909499333756,0.01834862385321101,maxabs
3,0.5,0.1,29,5000,1x3,0.06856740572410738,3,0.6356731803216658,0.0,maxabs
3,0.5,0.1,47,5000,1x3,0.0690008190131529,3,0.6356731803216658,0.0,maxabs
4,0.5,0.1,11,5000,2x2,0.05863036527534418,4,0.5831159212235519,0.0,maxabs
4,0.5,0.1,29,5000,2x2,0.05866356815568492,4,0.5823172110235558,0.0,maxabs
4,0.5,0.1,47,5000,2x2,0.058905985222708214,4,0.5905052977339241,0.0,maxabs
5,0.5,0.1,11,5000,1x5,0.047526894547147605,5,0.48131869089285606,0.27522935779816515,maxabs
5,0.5,0.1,29,5000,1x5,0.047546211771270934,5,0.4837893792054477,0.2798165137614679,maxabs
5,0.5,0.1,47,5000,1x5,0.04618681995675679,5,0.47710551202244483,0.3073394495412844,maxabs
6,0.5,0.1,11,5000,2x3,0.03991436223143206,6,0.4467006312861524,0.0,maxabs
6,0.5,0.1,29,5000,2x3,0.03972426698294647,6,0.4511008466779579,0.0,maxabs
6,0.5,0.1,47,5000,2x3,0.040683096289280185,6,0.4506976886801951,0.21100917431192662,maxabs
7,0.5,0.1,11,5000,1x7,0.03749214212740259,7,0.45703973396386455,0.11467889908256881,maxabs
7,0.5,0.1,29,5000,1x7,0.03800382783585868,7,0.4344892832728566,0.8027522935779816,maxabs
7,0.5,0.1,47,5000,1x7,0.03718613002252114,7,0.46022136502914673,0.9495412844036697,maxabs
8,0.5,0.1,11,5000,2x4,0.03553493903973287,8,0.44289701215621247,0.13302752293577982,maxabs
8,0.5,0.1,29,5000,2x4,0.036334253189874995,8,0.3387521309055733,0.05504587155963303,maxabs
8,0.5,0.1,47,5000,2x4,0.0363993021150995,8,0.3348690423924371,0.05045871559633028,maxabs
9,0.5,0.1,11,5000,3x3,0.03400826039100181,9,0.32558453867111126,0.3165137614678899,maxabs
9,0.5,0.1,29,5000,3x3,0.034216058283776316,9,0.43954480628477866,0.27522935779816515,maxabs
9,0.5,0.1,47,5000,3x3,0.03324401884885894,9,0.4110167494334157,0.1559633027522936,maxabs
10,0.5,0.1,11,5000,2x5,0.03186284021349691,10,0.3405230726096356,0.4036697247706422,maxabs
10,0.5,0.1,29,5000,2x5,0.03223365733187554,10,0.3243547447055812,0.1834862385321101,maxabs
10,0.5,0.1,47,5000,2x5,0.03148178613933593,10,0.36126513737410215,0.24311926605504589,maxabs
11,0.5,0.1,11,5000,1x11,0.031190122881339384,11,0.3365382107817598,0.9174311926605505,maxabs
11,0.5,0.1,29,5000,1x11,0.030390999305248717,11,0.341390747144234,0.6100917431192661,maxabs
11,0.5,0.1,47,5000,1x11,0.030662036507267787,11,0.37041306733171786,0.5229357798165137,maxabs
12,0.5,0.1,11,5000,3x4,0.029100249555735765,12,0.33750381296172455,0.3577981651376147,maxabs
12,0.5,0.1,29,5000,3x4,0.02909857503720369,12,0.32455579940963536,0.7064220183486238,maxabs
12,0.5,0.1,47,5000,3x4,0.029534445672173382,12,0.3188728745477552,0.7385321100917431,maxabs
13,0.5,0.1,11,5000,1x13,0.02888997871355048,13,0.32255233663429844,0.7844036697247706,maxabs
13,0.5,0.1,29,5000,1x13,0.02848737726842809,13,0.3682424796058841,0.7385321100917431,maxabs
13,0.5,0.1,47,5000,1x13,0.028686096638017376,13,0.3268642975027616,0.8302752293577982,maxabs
14,0.5,0.1,11,5000,2x7,0.027872355471614076,14,0.3155401864432872,0.4908256880733945,maxabs
14,0.5,0.1,29,5000,2x7,0.02683098246503154,14,0.3370921949393911,0.4724770642201835,maxabs
14,0.5,0.1,47,5000,2x7,0.027100084954109545,14,0.3180074827876984,0.25688073394495414,maxabs
15,0.5,0.1,11,5000,3x5,0.026654093525800407,15,0.3124778630025217,0.2889908256880734,maxabs
15,0.5,0.1,29,5000,3x5,0.026635011895810683,15,0.32527760876449413,0.38073394495412843,maxabs
15,0.5,0.1,47,5000,3x5,0.026915480432575155,15,0.3260233348964198,0.481651376146789,maxabs
16,0.5,0.1,11,5000,4x4,0.02511363224052611,16,0.32308811400595344,0.23853211009174313,maxabs
16,0.5,0.1,29,5000,4x4,0.026121152778969727,16,0.3272306172148114,0.45871559633027525,maxabs
16,0.5,0.1,47,5000,4x4,0.026349472393253928,16,0.31539472595701007,0.42201834862385323,maxabs
1,0.5,0.3,11,5000,1x1,0.16963575349731388,1,,,maxabs
1,0.5,0.3,29,5000,1x1,0.16591878522238632,1,,,maxabs
1,0.5,0.3,47,5000,1x1,0.14836232923753412,1,,,maxabs
2,0.5,0.3,11,5000,1x2,0.10849802435920795,2,0.9047653216122501,0.0,maxabs
2,0.5,0.3,29,5000,1x2,0.11453260272858,2,0.9047653216122501,0.0,maxabs
2,0.5,0.3,47,5000,1x2,0.11702365562768019,2,0.9047653216122501,0.0,maxabs
3,0.5,0.3,11,5000,1x3,0.06913511495019577,3,0.6346909499333756,0.0,maxabs
3,0.5,0.3,29,5000,1x3,0.06904939117729528,3,0.6367535698720259,0.0,maxabs
3,0.5,0.3,47,5000,1x3,0.07115617496128342,3,0.6413349533019336,0.0,maxabs
4,0.5,0.3,11,5000,2x2,0.05947866936018809,4,0.5950102605961425,0.0,maxabs
4,0.5,0.3,29,5000,2x2,0.05825621908507797,4,0.5835161975968763,0.0,maxabs
4,0.5,0.3,47,5000,2x2,0.0588359768723456,4,0.5884479423680454,0.0,maxabs
5,0.5,0.3,11,5000,1x5,0.04993416836472688,5,0.4952242629293471,0.21100917431192662,maxabs
5,0.5,0.3,29,5000,1x5,0.04987062105697059,5,0.4814327765639581,0.27522935779816515,maxabs
5,0.5,0.3,47,5000,1x5,0.047545719903377845,5,0.4778483030930473,0.24311926605504589,maxabs
6,0.5,0.3,11,5000,2x3,0.0421954011273777,6,0.439352009781403,0.0,maxabs
6,0.5,0.3,29,5000,2x3,0.04044020027865453,6,0.4503043707886976,0.0,maxabs
6,0.5,0.3,47,5000,2x3,0.04408647774594747,6,0.4758913653780089,0.11467889908256881,maxabs
7,0.5,0.3,11,5000,1x7,0.03802662870172311,7,0.45941018749044826,0.38073394495412843,maxabs
7,0.5,0.3,29,5000,1x7,0.03769199373260868,7,0.4627125893007266,0.41743119266055045,maxabs
7,0.5,0.3,47,5000,1x7,0.03726446709036058,7,0.462872094194289,0.7385321100917431,maxabs
8,0.5,0.3,11,5000,2x4,0.035678735552098606,8,0.464109067709366,0.0871559633027523,maxabs
8,0.5,0.3,29,5000,2x4,0.03600005556696333,8,0.46440642476119,0.12844036697247707,maxabs
8,0.5,0.3,47,5000,2x4,0.03581575224135505,8,0.45429644253225937,0.0,maxabs
9,0.5,0.3,11,5000,3x3,0.03414980599668765,9,0.45923858956314534,0.07339449541284404,maxabs
9,0.5,0.3,29,5000,3x3,0.0345592638043531,9,0.4461300613642299,0.17889908256880735,maxabs
9,0.5,0.3,47,5000,3x3,0.033466787862550335,9,0.4577436056715582,0.0963302752293578,maxabs
10,0.5,0.3,11,5000,2x5,0.0327439218312748,10,0.4425961417862894,0.18807339449541285,maxabs
10,0.5,0.3,29,5000,2x5,0.03294080941310429,10,0.3437860397293421,0.07339449541284404,maxabs
10,0.5,0.3,47,5000,2x5,0.03283338969435622,10,0.4509165569049208,0.03669724770642202,maxabs
11,0.5,0.3,11,5000,1x11,0.030602268123513764,11,0.3646746652827902,0.5275229357798165,maxabs
11,0.5,0.3,29,5000,1x11,0.03214196161053866,11,0.4581242941763492,0.3348623853211009,maxabs
11,0.5,0.3,47,5000,1x11,0.03248268759977929,11,0.41199834318364204,0.5045871559633027,maxabs
12,0.5,0.3,11,5000,3x4,0.02892437685414225,12,0.3308935710984151,0.1834862385321101,maxabs
12,0.5,0.3,29,5000,3x4,0.029496059223626712,12,0.36118326484040636,0.3211009174311927,maxabs
12,0.5,0.3,47,5000,3x4,0.029486416185467105,12,0.36194628577095317,0.17889908256880735,maxabs
13,0.5,0.3,11,5000,1x13,0.02875091234373682,13,0.35670596125927895,0.3302752293577982,maxabs
13,0.5,0.3,29,5000,1x13,0.029061612245556177,13,0.3553462308738095,0.46788990825688076,maxabs
13,0.5,0.3,47,5000,1x13,0.029142804062909533,13,0.34534317978207346,0.8899082568807339,maxabs
14,0.5,0.3,11,5000,2x7,0.027325152989016485,14,0.33586177411820095,0.43577981651376146,maxabs
14,0.5,0.3,29,5000,2x7,0.02765978329692093,14,0.36432817147498237,0.08256880733944955,maxabs
14,0.5,0.3,47,5000,2x7,0.028108860160734585,14,0.3642261767166082,0.10091743119266056,maxabs
15,0.5,0.3,11,5000,3x5,0.027181329902382104,15,0.35167042128314946,0.4908256880733945,maxabs
15,0.5,0.3,29,5000,3x5,0.026353947878535018,15,0.3081859811163159,0.18807339449541285,maxabs
15,0.5,0.3,47,5000,3x5,0.027266753593936367,15,0.3577844548660889,0.3669724770642202,maxabs
16,0.5,0.3,11,5000,4x4,0.025504972404214878,16,0.3532117886551509,0.40825688073394495,maxabs
16,0.5,0.3,29,5000,4x4,0.026038867707476866,16,0.3335119074385813,0.5963302752293578,maxabs
16,0.5,0.3,47,5000,4x4,0.026534650601383856,16,0.368907231106303,0.18807339449541285,maxabs
1,1.0,0.03,11,5000,1x1,0.15320976649049697,1,,,maxabs
1,1.0,0.03,29,5000,1x1,0.1672099573740821,1,,,maxabs
1,1.0,0.03,47,5000,1x1,0.14935167675045707,1,,,maxabs
2,1.0,0.03,11,5000,1x2,0.10686662598999817,2,0.6530988840365362,0.0,maxabs
2,1.0,0.03,29,5000,1x2,0.11531851736549545,2,0.73518687393615,0.0,maxabs
2,1.0,0.03,47,5000,1x2,0.10371795333361847,2,0.6408761522149289,0.0,maxabs
3,1.0,0.03,11,5000,1x3,0.08071549401490136,3,0.5979018255436404,0.0,maxabs
3,1.0,0.03,29,5000,1x3,0.08056913313950512,3,0.6150534252649285,0.0,maxabs
3,1.0,0.03,47,5000,1x3,0.08058781857356126,3,0.5893027191430587,0.0,maxabs
4,1.0,0.03,11,5000,2x2,0.06764241697941233,4,0.4523508377944497,0.0,maxabs
4,1.0,0.03,29,5000,2x2,0.0671846047437039,4,0.4532698749277759,0.0,maxabs
4,1.0,0.03,47,5000,2x2,0.06784156009832794,4,0.4406592185292626,0.0,maxabs
5,1.0,0.03,11,5000,1x5,0.057884186500088,5,0.42891918998744366,0.0,maxabs
5,1.0,0.03,29,5000,1x5,0.05845060651012123,5,0.427768834352717,0.0,maxabs
5,1.0,0.03,47,5000,1x5,0.05816494896912663,5,0.42870359630083726,0.0,maxabs
6,1.0,0.03,11,5000,2x3,0.05768805416798287,6,0.38951625341290397,0.0,maxabs
6,1.0,0.03,29,5000,2x3,0.056961196067130244,6,0.39182517609460926,0.0,maxabs
6,1.0,0.03,47,5000,2x3,0.05652451094805849,6,0.4325106714423584,0.0,maxabs
7,1.0,0.03,11,5000,1x7,0.05057068383596563,7,0.4538544541077267,0.17889908256880735,maxabs
7,1.0,0.03,29,5000,1x7,0.04553448257358844,7,0.37711272112800465,0.0,maxabs
7,1.0,0.03,47,5000,1x7,0.051942059978708884,7,0.4179906691340951,0.3577981651376147,maxabs
8,1.0,0.03,11,5000,2x4,0.04918923313280074,8,0.3202754430501909,0.0,maxabs
8,1.0,0.03,29,5000,2x4,0.04786628382554072,8,0.31600727020278685,0.0,maxabs
8,1.0,0.03,47,5000,2x4,0.05005882588825944,8,0.309228567734892,0.0,maxabs
9,1.0,0.03,11,5000,3x3,0.04885781427108334,9,0.3350513428187594,0.17889908256880735,maxabs
9,1.0,0.03,29,5000,3x3,0.04860196677415196,9,0.33083002870814227,0.22477064220183487,maxabs
9,1.0,0.03,47,5000,3x3,0.04776181951175998,9,0.33698048412462533,0.07339449541284404,maxabs
10,1.0,0.03,11,5000,2x5,0.04183508710921151,10,0.3076903183084229,0.0,maxabs
10,1.0,0.03,29,5000,2x5,0.04452914948997184,10,0.336528505492676,0.04128440366972477,maxabs
10,1.0,0.03,47,5000,2x5,0.044567206724180825,10,0.3347428075093856,0.08256880733944955,maxabs
11,1.0,0.03,11,5000,1x11,0.04102775384200456,11,0.30331339259610407,0.5045871559633027,maxabs
11,1.0,0.03,29,5000,1x11,0.040914288948956615,11,0.2938668903934403,0.40825688073394495,maxabs
11,1.0,0.03,47,5000,1x11,0.04171615216866768,11,0.31151485599047174,0.44495412844036697,maxabs
12,1.0,0.03,11,5000,3x4,0.04275640428812825,12,0.32821374570159584,0.25229357798165136,maxabs
12,1.0,0.03,29,5000,3x4,0.04250762048058062,12,0.32179771741752233,0.23394495412844038,maxabs
12,1.0,0.03,47,5000,3x4,0.04266334336281476,12,0.2926349439102456,0.1651376146788991,maxabs
13,1.0,0.03,11,5000,1x13,0.03920993186934903,13,0.26633193769026725,0.2018348623853211,maxabs
13,1.0,0.03,29,5000,1x13,0.0394488908948651,13,0.33382429977499994,0.3853211009174312,maxabs
13,1.0,0.03,47,5000,1x13,0.04108749152455275,13,0.3566582151503927,0.3853211009174312,maxabs
14,1.0,0.03,11,5000,2x7,0.03836096056923444,14,0.28671152195924854,0.06880733944954129,maxabs
14,1.0,0.03,29,5000,2x7,0.0386447337837618,14,0.2862731973034242,0.0045871559633027525,maxabs
14,1.0,0.03,47,5000,2x7,0.03491066232272744,14,0.2937334490466428,0.0,maxabs
15,1.0,0.03,11,5000,3x5,0.03980687383243459,15,0.31613606065085437,0.26605504587155965,maxabs
15,1.0,0.03,29,5000,3x5,0.037934984968957114,15,0.2908895939479604,0.11467889908256881,maxabs
15,1.0,0.03,47,5000,3x5,0.04185870723663821,14,0.2758312152376026,0.3119266055045872,maxabs
16,1.0,0.03,11,5000,4x4,0.03643897369864883,16,0.30083408527433514,0.12844036697247707,maxabs
16,1.0,0.03,29,5000,4x4,0.03663345666144785,16,0.3075567132457942,0.1834862385321101,maxabs
16,1.0,0.03,47,5000,4x4,0.03753473734078436,16,0.24627014349562198,0.11467889908256881,maxabs
1,1.0,0.1,11,5000,1x1,0.16064607166394623,1,,,maxabs
1,1.0,0.1,29,5000,1x1,0.1681154863019437,1,,,maxabs
1,1.0,0.1,47,5000,1x1,0.1528018201382826,1,,,maxabs
2,1.0,0.1,11,5000,1x2,0.12004439269395364,2,0.796335036798015,0.0,maxabs
2,1.0,0.1,29,5000,1x2,0.124510974956363,2,0.8267736269957935,0.0,maxabs
2,1.0,0.1,47,5000,1x2,0.11835862829371456,2,0.7428203620305038,0.0,maxabs
3,1.0,0.1,11,5000,1x3,0.07532111211998031,3,0.6334003079687897,0.0,maxabs
3,1.0,0.1,29,5000,1x3,0.07557986530199104,3,0.6334003079687897,0.0,maxabs
3,1.0,0.1,47,5000,1x3,0.07922409265483871,3,0.6218267797559691,0.0,maxabs
4,1.0,0.1,11,5000,2x2,0.06534798044366384,4,0.47559941263754496,0.0,maxabs
4,1.0,0.1,29,5000,2x2,0.06524834327283242,4,0.4610275149082656,0.0,maxabs
4,1.0,0.1,47,5000,2x2,0.06711253143575877,4,0.4603015753989839,0.0,maxabs
5,1.0,0.1,11,5000,1x5,0.04890862063997107,5,0.47191342469176123,0.0,maxabs
5,1.0,0.1,29,5000,1x5,0.05043541074384155,5,0.4736731303693965,0.0,maxabs
5,1.0,0.1,47,5000,1x5,0.051623502617479874,5,0.4736731303693965,0.0,maxabs
6,1.0,0.1,11,5000,2x3,0.04710830836037078,6,0.44785196290966245,0.0,maxabs
6,1.0,0.1,29,5000,2x3,0.04633671198744142,6,0.44982259767861177,0.0,maxabs
6,1.0,0.1,47,5000,2x3,0.05077308447320379,6,0.45312039129780757,0.0,maxabs
7,1.0,0.1,11,5000,1x7,0.0412847794324103,7,0.44240135646114237,0.013761467889908258,maxabs
7,1.0,0.1,29,5000,1x7,0.03913093861681708,7,0.4308692425436345,0.0,maxabs
7,1.0,0.1,47,5000,1x7,0.04108331641819842,7,0.44928005633670864,0.027522935779816515,maxabs
8,1.0,0.1,11,5000,2x4,0.041663992305361434,8,0.33081498872719756,0.0,maxabs
8,1.0,0.1,29,5000,2x4,0.04158210957498811,8,0.32932274453763455,0.0,maxabs
8,1.0,0.1,47,5000,2x4,0.04326296421711039,8,0.3505299033623639,0.0,maxabs
9,1.0,0.1,11,5000,3x3,0.03839084214035974,9,0.4039958977977011,0.0963302752293578,maxabs
9,1.0,0.1,29,5000,3x3,0.04013186021501376,9,0.32369261393122756,0.05963302752293578,maxabs
9,1.0,0.1,47,5000,3x3,0.04083692676593514,9,0.36896617731604614,0.05045871559633028,maxabs
10,1.0,0.1,11,5000,2x5,0.03608249075458668,10,0.33400022891057524,0.0,maxabs
10,1.0,0.1,29,5000,2x5,0.036468884815334474,10,0.32800861177827834,0.0,maxabs
10,1.0,0.1,47,5000,2x5,0.035740931391257814,10,0.3265175076478443,0.0,maxabs
11,1.0,0.1,11,5000,1x11,0.03280826304580478,11,0.27476455253250687,0.3486238532110092,maxabs
11,1.0,0.1,29,5000,1x11,0.031948363566412515,11,0.3081561619391978,0.39908256880733944,maxabs
11,1.0,0.1,47,5000,1x11,0.03296636026139655,11,0.315264220803015,0.4908256880733945,maxabs
12,1.0,0.1,11,5000,3x4,0.031532607127751425,12,0.3272437550150209,0.24770642201834864,maxabs
12,1.0,0.1,29,5000,3x4,0.03133514532245059,12,0.3226214035128618,0.21100917431192662,maxabs
12,1.0,0.1,47,5000,3x4,0.032096638369501204,12,0.33168501229375197,0.24311926605504589,maxabs
13,1.0,0.1,11,5000,1x13,0.028714505927971055,13,0.317970812342043,0.10550458715596331,maxabs
13,1.0,0.1,29,5000,1x13,0.03133739543062502,13,0.31872074081920126,0.3440366972477064,maxabs
13,1.0,0.1,47,5000,1x13,0.03508894147576389,13,0.359799371577767,0.3302752293577982,maxabs
14,1.0,0.1,11,5000,2x7,0.02863973380445891,14,0.30917919581174164,0.0,maxabs
14,1.0,0.1,29,5000,2x7,0.02934772113398356,14,0.29895718704857316,0.0,maxabs
14,1.0,0.1,47,5000,2x7,0.030427822389102677,13,0.2932031626605538,0.0,maxabs
15,1.0,0.1,11,5000,3x5,0.028574990945277517,15,0.3111013445923278,0.01834862385321101,maxabs
15,1.0,0.1,29,5000,3x5,0.028731345173856778,15,0.283232592365701,0.06880733944954129,maxabs
15,1.0,0.1,47,5000,3x5,0.02970920740434164,15,0.2803860406846089,0.26146788990825687,maxabs
16,1.0,0.1,11,5000,4x4,0.027963512151118825,16,0.3116970859013984,0.11467889908256881,maxabs
16,1.0,0.1,29,5000,4x4,0.027469244435628447,16,0.3107355094487825,0.04128440366972477,maxabs
16,1.0,0.1,47,5000,4x4,0.029035861606546257,16,0.3075968969074381,0.11009174311926606,maxabs
1,1.0,0.3,11,5000,1x1,0.16963575349731388,1,,,maxabs
1,1.0,0.3,29,5000,1x1,0.16591878522238632,1,,,maxabs
