k,sigma,seed,qe_elastic,occupied,silhouette_elastic,method,assigned_l2_centroid_error,silhouette_l2
5,0.3,71,0.051446616880218454,5,0.2132455869482644,dtw_0.25,0.1058965333930025,0.23352431585776695
5,0.3,101,0.05559931569834658,5,0.318383089396174,dtw_0.25,0.12429001014906352,0.3162216646122932
6,0.3,11,0.04973311879433796,6,0.19357914141904617,dtw_0.25,0.10289807505838033,0.21844560895778167
6,0.3,29,0.0498665869377586,6,0.26623687356342407,dtw_0.25,0.10964680724426544,0.25421968979961734
6,0.3,47,0.050880371533235075,6,0.26726357928493694,dtw_0.25,0.10894048230779065,0.2535954726078026
6,0.3,71,0.048401312081047185,6,0.2314868792053674,dtw_0.25,0.10111601652274088,0.2463949137821179
6,0.3,101,0.05446818106503,6,0.3068609438996694,dtw_0.25,0.12479195500788268,0.28511985705447124
7,0.3,11,0.04835254784010533,7,0.19853554987858313,dtw_0.25,0.10016936629787254,0.223770659133118
7,0.3,29,0.04864091954891842,7,0.2590201179066185,dtw_0.25,0.10801518512817719,0.24001738330760683
7,0.3,47,0.04952770057153819,7,0.2626660461789905,dtw_0.25,0.10727678343561982,0.24805749525660076
7,0.3,71,0.04749392110546016,7,0.22743543032973904,dtw_0.25,0.1006771214601263,0.24136305105033867
7,0.3,101,0.0475412856168626,7,0.2770648353148433,dtw_0.25,0.10548676219866658,0.27575293327301587
8,0.3,11,0.04696007647469829,8,0.194040458396123,dtw_0.25,0.09840127151375982,0.22015535544799378
8,0.3,29,0.04571580296621778,8,0.21714622234673983,dtw_0.25,0.09943756512821303,0.21550928237900124
8,0.3,47,0.0482218247104953,8,0.24444441109372647,dtw_0.25,0.10617280728867791,0.20997612195238857
8,0.3,71,0.046916136600263995,8,0.21722258077867715,dtw_0.25,0.10081679499183971,0.21624721562003962
8,0.3,101,0.045732162536902855,8,0.19611561224239665,dtw_0.25,0.09930659818529869,0.1986930933048973
9,0.3,11,0.04615261898828395,9,0.1963012077568331,dtw_0.25,0.09745072011471123,0.21203232496952118
9,0.3,29,0.04498196272555759,9,0.2140434237385288,dtw_0.25,0.09876849301285041,0.18712956506757142
9,0.3,47,0.04752081088035404,9,0.2379402813415245,dtw_0.25,0.10454440768254462,0.2111919370856029
9,0.3,71,0.04594116368905631,9,0.21408389037340417,dtw_0.25,0.09819647904702072,0.21287626208806382
9,0.3,101,0.04433201180977809,9,0.19567975297611875,dtw_0.25,0.09700838329750991,0.20425644292858472
10,0.3,11,0.0438679428910341,10,0.20244106762237993,dtw_0.25,0.09478803582963892,0.20704719042606373
10,0.3,29,0.04424938005499728,10,0.20399611150051075,dtw_0.25,0.09672864236012184,0.1772113524922428
10,0.3,47,0.04640014004077728,10,0.19793455720044756,dtw_0.25,0.10165447202543738,0.15975671713365167
10,0.3,71,0.04439718328221123,10,0.1760956455627979,dtw_0.25,0.09548509286635794,0.1643004821111096
10,0.3,101,0.04333929914632136,10,0.20220160762917747,dtw_0.25,0.09364376283196038,0.2169389165777189
11,0.3,11,0.042667465720266154,11,0.19250724394904,dtw_0.25,0.09364084682623453,0.1946236654112222
11,0.3,29,0.043649372654913844,11,0.22295886659372843,dtw_0.25,0.09674686380703627,0.165002402527115
11,0.3,47,0.045644898122715404,11,0.202736282215341,dtw_0.25,0.09932887476045572,0.16758327621705205
11,0.3,71,0.04272935921951158,11,0.19021148001579669,dtw_0.25,0.09253089302158765,0.17117545667195538
11,0.3,101,0.042456976301540356,11,0.18175922781573903,dtw_0.25,0.09204828694362795,0.20360323945198625
12,0.3,11,0.04203863864360349,12,0.1919051863300489,dtw_0.25,0.09251376584247901,0.19406952745830086
12,0.3,29,0.04244845264233448,12,0.22405144997878598,dtw_0.25,0.09570003951063057,0.1602759652214619
12,0.3,47,0.04512009886840507,12,0.20437486338166544,dtw_0.25,0.09866702101092856,0.13792596109275404
12,0.3,71,0.041443132644246525,12,0.1932364526056163,dtw_0.25,0.09089510786934145,0.16932738531261932
12,0.3,101,0.041822799989620234,12,0.17956166821466277,dtw_0.25,0.09140161064653109,0.20382731283069022
13,0.3,11,0.04084628318406372,13,0.16283736717873246,dtw_0.25,0.0879356855668289,0.16477957219011724
13,0.3,29,0.041582322238952515,13,0.22871334415620367,dtw_0.25,0.09447460806695779,0.16298427442397012
13,0.3,47,0.04171431955040123,13,0.22356980965268206,dtw_0.25,0.09054926049399312,0.19572359338570516
13,0.3,71,0.04039319200747506,13,0.16011268291968547,dtw_0.25,0.08809346612359574,0.13586325367128707
13,0.3,101,0.04121565011720942,13,0.17964225511179358,dtw_0.25,0.08988247746835036,0.20241902717801316
14,0.3,11,0.039699117893973374,14,0.16027593886194766,dtw_0.25,0.08531723475563172,0.15396933179125308
14,0.3,29,0.04126035742820231,14,0.2251179081105359,dtw_0.25,0.0947033998162621,0.15199413708114806
14,0.3,47,0.04104438870493124,14,0.22185383089317884,dtw_0.25,0.08967657346076209,0.18789400679440205
14,0.3,71,0.03995727159943166,14,0.1452379002135167,dtw_0.25,0.08605195696804542,0.12357764691470224
14,0.3,101,0.0406196714720476,14,0.18493358611935748,dtw_0.25,0.08911645206326135,0.19613946897580686
15,0.3,11,0.03916514850054016,15,0.16216246703542728,dtw_0.25,0.08415937339500382,0.15850045498681498
15,0.3,29,0.04066844923828944,15,0.17940479732524578,dtw_0.25,0.09147939949445139,0.1473047623508218
15,0.3,47,0.03953259857151967,15,0.19865048425592946,dtw_0.25,0.08588494822357101,0.17370189168906733
15,0.3,71,0.039149814113017316,15,0.14769500486555212,dtw_0.25,0.08510140556899683,0.11733556345669222
15,0.3,101,0.04009135756970957,15,0.16378671476459863,dtw_0.25,0.08670464933053215,0.17617453353781987
16,0.3,11,0.03865803616021773,16,0.1559396523226388,dtw_0.25,0.08402968596853527,0.15485522603823915
16,0.3,29,0.04021415802911502,16,0.18320001329192742,dtw_0.25,0.090850498435948,0.1487509266358493
16,0.3,47,0.03883020342425748,16,0.19167561014686404,dtw_0.25,0.08227439144624692,0.17792824220564057
16,0.3,71,0.03807518892911261,16,0.14462163183080784,dtw_0.25,0.08489626174709469,0.12562935332766337
16,0.3,101,0.03872905216665347,16,0.1666422761071264,dtw_0.25,0.08341335996451404,0.16904114327806022
1,0.5,11,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.5,29,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.5,47,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.5,71,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.5,101,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
2,0.5,11,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.5,29,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.5,47,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.5,71,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.5,101,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
3,0.5,11,0.05909642632854246,3,0.31719863232448675,dtw_0.25,0.12977897555306564,0.3500022821840622
3,0.5,29,0.06488111633217247,3,0.36634026782888063,dtw_0.25,0.13958300897860235,0.3562700493851879
3,0.5,47,0.0637192161247429,3,0.1960569381259758,dtw_0.25,0.12890225118358745,0.2818101023950304
3,0.5,71,0.05931800497610304,3,0.31073456898377183,dtw_0.25,0.12955842186804786,0.34731377950777187
3,0.5,101,0.06406046066137684,3,0.1748770543516327,dtw_0.25,0.12812225166551142,0.2717488998772622
4,0.5,11,0.05342804002165914,4,0.24735658115456463,dtw_0.25,0.11223892318032319,0.2811524377413171
4,0.5,29,0.05342804002165914,4,0.24735658115456463,dtw_0.25,0.11223892318032319,0.2811524377413171
4,0.5,47,0.05342804002165914,4,0.24735658115456463,dtw_0.25,0.11223892318032319,0.2811524377413171
4,0.5,71,0.05342804002165914,4,0.24735658115456463,dtw_0.25,0.11223892318032319,0.2811524377413171
4,0.5,101,0.05342804002165914,4,0.24735658115456463,dtw_0.25,0.11223892318032319,0.2811524377413171
5,0.5,11,0.05112804791703593,5,0.17879318134158578,dtw_0.25,0.10623140331697109,0.19760722616109713
5,0.5,29,0.051498413816238015,5,0.20355492718279916,dtw_0.25,0.10943629667830947,0.20430845265652858
5,0.5,47,0.0511962555797297,5,0.26773216779410314,dtw_0.25,0.11020140466988207,0.27607813660252073
5,0.5,71,0.051327068774876985,5,0.21998756824542953,dtw_0.25,0.10635718049618816,0.22988341284435712
5,0.5,101,0.051578221224297616,5,0.24641843072531716,dtw_0.25,0.11001570686301614,0.2700349195016355
6,0.5,11,0.04983991587062593,6,0.14893135848535458,dtw_0.25,0.10269513819707164,0.18107758792985548
6,0.5,29,0.049393976139377016,6,0.18960131221880117,dtw_0.25,0.10412000175214571,0.19832083888555507
6,0.5,47,0.04939429647717017,6,0.18107215674262644,dtw_0.25,0.10353062883388163,0.20967813069916624
6,0.5,71,0.049569608623173604,6,0.2287401288346306,dtw_0.25,0.10470129531455591,0.22226987477286303
6,0.5,101,0.049621678743407546,6,0.22630920271320282,dtw_0.25,0.10414561882305044,0.2264790204755729
7,0.5,11,0.048470564272448245,7,0.15680123784962513,dtw_0.25,0.10263403135329416,0.17293593962323459
7,0.5,29,0.047519481197386096,7,0.18210830784001147,dtw_0.25,0.10191319381140616,0.18574728775433444
7,0.5,47,0.04856525145078408,7,0.18691839156998558,dtw_0.25,0.10288125165757198,0.20508380178417202
7,0.5,71,0.04740292413605977,7,0.1675982251516453,dtw_0.25,0.0985297932294268,0.1803121545682779
7,0.5,101,0.048265648428395015,7,0.18355605630972774,dtw_0.25,0.10144826429280723,0.20534710223978964
8,0.5,11,0.04765919767053924,8,0.14306304084984178,dtw_0.25,0.09796290384644563,0.17131455212648625
8,0.5,29,0.04790802098008377,8,0.1342839827585058,dtw_0.25,0.0995827982916098,0.12711629957767195
8,0.5,47,0.04674339199633226,8,0.12250415304026523,dtw_0.25,0.0997675103777154,0.11169406879973215
8,0.5,71,0.0458023034926828,8,0.18148154396661276,dtw_0.25,0.0971495553946871,0.17581651201720638
8,0.5,101,0.04801785684363228,8,0.08559802730345205,dtw_0.25,0.09792789947765572,0.10284902750899994
9,0.5,11,0.04692922710065849,9,0.11085996173708385,dtw_0.25,0.09564563284468469,0.15149946230247158
9,0.5,29,0.048019679837316157,9,0.1214240279463029,dtw_0.25,0.09996822280475172,0.11260367425121028
9,0.5,47,0.046645810091085885,9,0.12903858481350294,dtw_0.25,0.09768754201987917,0.13101089253427056
9,0.5,71,0.05015731989200254,9,0.07154556117704254,dtw_0.25,0.09894397867525791,0.08650109263720893
9,0.5,101,0.045867172283761186,9,0.13957432775855869,dtw_0.25,0.09685194585512819,0.142051247443191
10,0.5,11,0.04520975970577249,10,0.1155224067382022,dtw_0.25,0.09719772529796522,0.10807796104308663
10,0.5,29,0.04659270737533892,10,0.12378654351125047,dtw_0.25,0.09871636273578491,0.1173710578877517
10,0.5,47,0.045421599654715476,10,0.10503839948826996,dtw_0.25,0.09721148000883532,0.09561786803013926
10,0.5,71,0.044909724043403834,10,0.09697298691483147,dtw_0.25,0.09271305420424315,0.10935614164151533
10,0.5,101,0.04524047547686737,10,0.10720177843660732,dtw_0.25,0.09442762091556099,0.11469692246761606
11,0.5,11,0.043026547144100445,11,0.13759401879689467,dtw_0.25,0.0877594928814626,0.17252836353865658
11,0.5,29,0.04441997470259732,11,0.12140125114783676,dtw_0.25,0.09254880755443602,0.13603129069265105
11,0.5,47,0.044578353644777365,11,0.10488656087897254,dtw_0.25,0.09280982167039917,0.09521415534548054
11,0.5,71,0.043473938759615395,11,0.11005488223631815,dtw_0.25,0.08933855630433978,0.11967000951713061
11,0.5,101,0.0429612322066728,11,0.14323846587775216,dtw_0.25,0.0912386583827762,0.1573783060233776
12,0.5,11,0.04363955246019874,12,0.13415339028624856,dtw_0.25,0.0927036115021888,0.1332905684751017
12,0.5,29,0.04418178902923584,12,0.043589679031972174,dtw_0.25,0.09136850300923002,0.04990169886875048
12,0.5,47,0.04422338315438214,12,0.09521946207881296,dtw_0.25,0.09100703872580483,0.09920879100800446
12,0.5,71,0.04535333858632528,12,0.08235349207713345,dtw_0.25,0.09398043110957001,0.09118923556969603
12,0.5,101,0.043267299327307544,12,0.11045531006343365,dtw_0.25,0.09067823802774057,0.10133163640473059
13,0.5,11,0.04226634761706784,13,0.12178011378130602,dtw_0.25,0.08768675759321796,0.12950167537950932
13,0.5,29,0.041919209774047714,13,0.11326150504196286,dtw_0.25,0.08864800455190999,0.11951405936901499
13,0.5,47,0.042496558889368236,13,0.11028432426894193,dtw_0.25,0.0875609962687826,0.11386880984592193
13,0.5,71,0.042933683360057824,13,0.08291323223273968,dtw_0.25,0.0892801997014717,0.10100067311904798
13,0.5,101,0.04076604026233449,13,0.11881822840263576,dtw_0.25,0.08758095146893453,0.12703333901415972
14,0.5,11,0.04114015924278606,14,0.11177933765037679,dtw_0.25,0.08623717079996449,0.10208316059286247
14,0.5,29,0.04277059200973992,14,0.09868758595490151,dtw_0.25,0.08977443741176565,0.07007168152683316
14,0.5,47,0.041803265122916496,14,0.11963818609244298,dtw_0.25,0.08497189040837078,0.11338589193300895
14,0.5,71,0.043914650227469425,14,0.008855189786109998,dtw_0.25,0.08974390886123018,0.043881651243609425
14,0.5,101,0.04104969861621994,14,0.1122641837951142,dtw_0.25,0.08484995867246994,0.1287523060684902
15,0.5,11,0.04067038313955065,15,0.10032318841424233,dtw_0.25,0.08632109943728421,0.0825469176478663
15,0.5,29,0.04019678246277536,15,0.1299356611414869,dtw_0.25,0.08689094477476246,0.11946063536478534
15,0.5,47,0.040202608269900506,15,0.1098499312345783,dtw_0.25,0.08465227174221926,0.10600905210095332
15,0.5,71,0.04109144797569038,15,0.11383845138401921,dtw_0.25,0.08540825412347318,0.11231017738288514
15,0.5,101,0.04176365028699439,15,0.11311789163556658,dtw_0.25,0.08656917390568075,0.09409167370884323
16,0.5,11,0.03954785939058513,16,0.11910193524039306,dtw_0.25,0.08449515541150697,0.11457764876925518
16,0.5,29,0.043250043068366564,16,0.028114770378383055,dtw_0.25,0.08844220910857802,0.03484250796288905
16,0.5,47,0.0404353757800455,16,0.10056029736719392,dtw_0.25,0.08577845439624944,0.08228027582832023
16,0.5,71,0.04219566070230181,16,0.04771632338777967,dtw_0.25,0.08589630998078994,0.07030136002974165
16,0.5,101,0.04079494877224008,16,0.06324585452501265,dtw_0.25,0.0852996427003988,0.0718105028581991
1,0.8,11,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.8,29,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.8,47,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.8,71,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
1,0.8,101,0.08808180464140179,1,,dtw_0.25,0.1945852055076173,
2,0.8,11,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.8,29,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.8,47,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.8,71,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
2,0.8,101,0.07141398869326568,2,0.36352206885725896,dtw_0.25,0.15125598821427108,0.3852627906103763
3,0.8,11,0.06406046066137684,3,0.1748770543516327,dtw_0.25,0.12812225166551142,0.2717488998772622
3,0.8,29,0.06406046066137684,3,0.1748770543516327,dtw_0.25,0.12812225166551142,0.2717488998772622
3,0.8,47,0.06538989513903083,3,0.15763062537363898,dtw_0.25,0.13116653845364967,0.2365769654852306
3,0.8,71,0.06406046066137684,3,0.1748770543516327,dtw_0.25,0.12812225166551142,0.2717488998772622
3,0.8,101,0.06406046066137684,3,0.1748770543516327,dtw_0.25,0.12812225166551142,0.2717488998772622
4,0.8,11,0.06221561194189182,4,0.07864732407739025,dtw_0.25,0.1220403813305867,0.14310219152055192
4,0.8,29,0.06221561194189182,4,0.07864732407739025,dtw_0.25,0.1220403813305867,0.14310219152055192
4,0.8,47,0.06221561194189182,4,0.07864732407739025,dtw_0.25,0.1220403813305867,0.14310219152055192
4,0.8,71,0.06221561194189182,4,0.07864732407739025,dtw_0.25,0.1220403813305867,0.14310219152055192
4,0.8,101,0.05352702976330191,4,0.2523320898977493,dtw_0.25,0.11197035066515075,0.28541276493874196
5,0.8,11,0.05247386033483882,5,0.16930839101738376,dtw_0.25,0.10689392004455434,0.1983491356954909
5,0.8,29,0.060653544292527214,5,0.06263872012911162,dtw_0.25,0.1195074291251366,0.1266408221639788
5,0.8,47,0.06022910757688519,5,0.05593206937255958,dtw_0.25,0.1183521906315475,0.10476914283455901
5,0.8,71,0.05247386033483882,5,0.16930839101738376,dtw_0.25,0.10689392004455434,0.1983491356954909
5,0.8,101,0.051508733520342104,5,0.20297178186571915,dtw_0.25,0.10482426354616149,0.2277568749144489
6,0.8,11,0.051051408307798245,6,0.1488684392569466,dtw_0.25,0.10429901842240599,0.16147110671071355
6,0.8,29,0.0498300821869374,6,0.15049821265615757,dtw_0.25,0.10285038488040701,0.17812852349549685
6,0.8,47,0.04963666033939904,6,0.1379410095823331,dtw_0.25,0.10341415554058098,0.14347989708879327
6,0.8,71,0.04960353777468875,6,0.12718588776294087,dtw_0.25,0.10362837929440642,0.13767653216964845
6,0.8,101,0.04964567541267466,6,0.1281054959637599,dtw_0.25,0.10404934767687875,0.13792729959839947
7,0.8,11,0.05041168641533834,7,0.07318010408939601,dtw_0.25,0.10401667216786005,0.10742150063372502
7,0.8,29,0.04923433869239519,7,0.08959595549152527,dtw_0.25,0.10098486924767021,0.12281509957484278
7,0.8,47,0.048463416783372376,7,0.1093982882658044,dtw_0.25,0.10149068521367069,0.11464859726982346
7,0.8,71,0.04967291611503539,7,0.10398128603721743,dtw_0.25,0.10146543090339019,0.14382044605099673
7,0.8,101,0.048734147039239326,7,0.12964186000038133,dtw_0.25,0.10160268472043245,0.1323766073252062
8,0.8,11,0.047884872588418774,8,0.09701570501354058,dtw_0.25,0.09995537379369192,0.11123890407886723
8,0.8,29,0.048753524012939066,8,0.03308071210273814,dtw_0.25,0.10216840113297757,0.05297061394466664
8,0.8,47,0.04789767406971182,8,0.10508111953554398,dtw_0.25,0.09866957773812857,0.13706192635050937
8,0.8,71,0.04797907387889277,8,0.10465013063450944,dtw_0.25,0.09882084142859465,0.13388785573376044
8,0.8,101,0.04780855536662544,8,0.10023498927303742,dtw_0.25,0.0996168160041797,0.12879041403098476
9,0.8,11,0.048151155624199166,9,0.049484310394623046,dtw_0.25,0.09683131152299991,0.09685014604543135
9,0.8,29,0.0475942792088344,9,0.06283524604217727,dtw_0.25,0.09782456763410254,0.08266156466041966
9,0.8,47,0.047283837321964825,9,0.11885084492180309,dtw_0.25,0.09682847248723252,0.1287535676278198
9,0.8,71,0.04756832862623749,9,0.09000290151214907,dtw_0.25,0.09885270487402854,0.11036253870844752
9,0.8,101,0.04769378761621834,9,0.05834440601606305,dtw_0.25,0.09810680258079957,0.0846934222607864
10,0.8,11,0.04707199313431251,10,0.05097823858779022,dtw_0.25,0.09841126411655601,0.0626327662705477
10,0.8,29,0.04652286993770856,10,0.09749434828168996,dtw_0.25,0.09614949615347627,0.09174371530030362
10,0.8,47,0.05028126602943468,10,0.07878769200344073,dtw_0.25,0.09817649625858108,0.09792506504872267
10,0.8,71,0.04510251036508337,10,0.09642244651864969,dtw_0.25,0.09380565597429484,0.1130648951007002
10,0.8,101,0.047347284184215355,10,0.06599486636586435,dtw_0.25,0.09607334345408908,0.08706239820084215
11,0.8,11,0.04452414726872814,11,0.05629801007343366,dtw_0.25,0.09483577721727206,0.09509854573365514
11,0.8,29,0.045873893187508695,11,0.05016830459511072,dtw_0.25,0.09466771760405347,0.0716330978884066
11,0.8,47,0.04553908994373092,11,0.04362585408341209,dtw_0.25,0.09402387399432083,0.07288031817194456
11,0.8,71,0.04611576003989466,11,0.05263102897079844,dtw_0.25,0.09435975067674816,0.06948958713978416
11,0.8,101,0.045566662392869786,11,0.10214845195221799,dtw_0.25,0.09471701940188838,0.10398030468556724
12,0.8,11,0.046361691153714836,12,0.0344386468624858,dtw_0.25,0.09500700650249257,0.06201223766414443
12,0.8,29,0.04516103557276187,12,0.06275750591497604,dtw_0.25,0.09289439754044948,0.07010741285609216
12,0.8,47,0.04564286770690279,12,0.042545036111854034,dtw_0.25,0.09293242169126327,0.05880036023238297
12,0.8,71,0.04633772061263305,12,0.023783351086600846,dtw_0.25,0.0954368189537983,0.04273133816140677
12,0.8,101,0.045013169806616356,12,0.06439380653283439,dtw_0.25,0.09229745393860674,0.07397310379710763
13,0.8,11,0.04280412813038061,13,0.07719079820152688,dtw_0.25,0.0926686623081507,0.05354973810837383
13,0.8,29,0.044968976748206956,13,0.0285050135427445,dtw_0.25,0.09267920122476082,0.03405458418037595
13,0.8,47,0.04289335284218743,13,0.01709881559752173,dtw_0.25,0.08987601683357921,0.05500795345626451
13,0.8,71,0.045107943696873744,13,0.027907896671783235,dtw_0.25,0.09182682898784886,0.03648523699249665
13,0.8,101,0.04345392410261879,13,0.10000829897871868,dtw_0.25,0.0884149750291858,0.11053109327409083
14,0.8,11,0.044154915721636476,14,0.0457870130819858,dtw_0.25,0.09051646225107315,0.052749962085260886
14,0.8,29,0.04396752671851093,14,0.06636755234772733,dtw_0.25,0.0891835417266699,0.07177588407843447
14,0.8,47,0.042572990630641905,14,0.06108630736406363,dtw_0.25,0.08760067855157853,0.07785584088081739
14,0.8,71,0.04561893872394603,14,-0.0025935347884891153,dtw_0.25,0.09255846480489209,0.030456268122907262
14,0.8,101,0.04725806584314219,14,0.048645222242264544,dtw_0.25,0.09118196947048185,0.06284989255558855
15,0.8,11,0.04594412194656884,15,0.019016962804223513,dtw_0.25,0.09290265552760207,0.03038384182327079
15,0.8,29,0.044501637796852414,15,-0.011315755487234399,dtw_0.25,0.0912890421423255,0.013339433369920783
15,0.8,47,0.04438606748396818,15,-0.002809675992278789,dtw_0.25,0.0903806752990483,0.018551602722116513
15,0.8,71,0.04180846731707116,15,0.0729554759719657,dtw_0.25,0.08505240373402713,0.09354145826733133
15,0.8,101,0.047889101744223374,15,-0.005425475787324172,dtw_0.25,0.09198935808368806,0.023549719432247172
16,0.8,11,0.04242760406508071,16,0.011887755401747383,dtw_0.25,0.08656246519424911,0.03870015216044293
16,0.8,29,0.04401835335132972,16,0.00085126041961809,dtw_0.25,0.09004297706215021,0.01671660847552771
16,0.8,47,0.04174312803737699,16,0.061200522078564364,dtw_0.25,0.08481679717387913,0.08306847539800302
16,0.8,71,0.04415402857380954,16,0.001595567731656084,dtw_0.25,0.08934482682910856,0.02261476747354902
16,0.8,101,0.042626473206577316,16,0.0256286451398385,dtw_0.25,0.08851186214042006,0.0431310063146168
1,0.3,11,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.3,29,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.3,47,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.3,71,0.11324573154756627,1,,dtw_1,0.1945852055076173,
1,0.3,101,0.11324573154756627,1,,dtw_1,0.1945852055076173,
2,0.3,11,0.09267548888340678,2,0.5162034792597825,dtw_1,0.16037151297608582,0.46545731453902195
2,0.3,29,0.09266328617925242,2,0.5034578487817752,dtw_1,0.15915403334891504,0.45754001428325325
2,0.3,47,0.08815709708982966,2,0.3706628663542176,dtw_1,0.14930899372171702,0.3775721999498842
2,0.3,71,0.08829104557703193,2,0.3609765744513001,dtw_1,0.14919588951967552,0.37060646941904424
2,0.3,101,0.09266328617925242,2,0.5034578487817752,dtw_1,0.15915403334891504,0.45754001428325325
3,0.3,11,0.07583779104074691,3,0.33844250007648014,dtw_1,0.1281243114880883,0.3408235463684209
3,0.3,29,0.07583779104074691,3,0.33844250007648014,dtw_1,0.1281243114880883,0.3408235463684209
3,0.3,47,0.07622746855205409,3,0.33875838411676695,dtw_1,0.12586986396687747,0.35787443993323853
3,0.3,71,0.07665143026842296,3,0.25151704037206485,dtw_1,0.12684737199794452,0.2942293479492527
3,0.3,101,0.07622746855205409,3,0.33875838411676695,dtw_1,0.12586986396687747,0.35787443993323853
4,0.3,11,0.0723280614428193,4,0.31101146202252017,dtw_1,0.12295971814602333,0.3102530052897983
4,0.3,29,0.06631479170974486,4,0.3010525754566126,dtw_1,0.11095472471398295,0.31135134079883875
4,0.3,47,0.06651334227295934,4,0.2918145888642762,dtw_1,0.11064649841180967,0.2977688784838537
4,0.3,71,0.06651334227295934,4,0.2918145888642762,dtw_1,0.11064649841180967,0.2977688784838537
4,0.3,101,0.06623248586128429,4,0.2991374701756704,dtw_1,0.11025991161051905,0.31651328962414416
5,0.3,11,0.06386993977537739,5,0.28273948573146945,dtw_1,0.10672481125353808,0.29539896209013483
5,0.3,29,0.06503880676005437,5,0.2876506725410381,dtw_1,0.10920818236230424,0.2812372026360799
5,0.3,47,0.06458102050355098,5,0.2913463801012592,dtw_1,0.10696433688274413,0.30061701065260826
5,0.3,71,0.0641269412091288,5,0.23221531750274615,dtw_1,0.10514301572369196,0.2313042260493066
5,0.3,101,0.0713595518117457,5,0.3000066999565819,dtw_1,0.11979708684004271,0.286186519765838
6,0.3,11,0.06213008614639583,6,0.29273598253957794,dtw_1,0.10380800596143867,0.29563051242617133
6,0.3,29,0.06080977781323985,6,0.24958603265211682,dtw_1,0.10151047550517403,0.24189830072924437
6,0.3,47,0.06263559094876342,6,0.2995759695319638,dtw_1,0.10458656075179452,0.3011900685133665
6,0.3,71,0.06176998855186172,6,0.2410612286470194,dtw_1,0.1029314482150601,0.24083369635024596
6,0.3,101,0.06396002525944011,6,0.2666991635875167,dtw_1,0.1061501355606882,0.2646010397413462
7,0.3,11,0.05927701017743876,7,0.281650204793664,dtw_1,0.09811225401381979,0.28987319198786066
7,0.3,29,0.05880193110502405,7,0.23192384446740216,dtw_1,0.09693320317077381,0.22616601794977903
7,0.3,47,0.0616418105639222,7,0.24728567737401286,dtw_1,0.10119156179849606,0.2424334916559859
7,0.3,71,0.0602984983823118,7,0.23773666531231466,dtw_1,0.10031271156304679,0.2422309101845095
7,0.3,101,0.06250052185967442,7,0.2650522107762816,dtw_1,0.10485562203066204,0.2613048076522315
8,0.3,11,0.0580641445897496,8,0.2780639538519402,dtw_1,0.0970373854662634,0.28608242537548606
8,0.3,29,0.056849253993140225,8,0.19572661086429352,dtw_1,0.09311683750686936,0.20878682429587855
8,0.3,47,0.06063820135896564,8,0.2517580107398097,dtw_1,0.10036481855382834,0.2388278638541872
8,0.3,71,0.05769482538703827,8,0.25309399432844004,dtw_1,0.09724455221578528,0.24792798001946573
8,0.3,101,0.05812841228889723,8,0.2287984541184346,dtw_1,0.09643885464580758,0.23528371659822597
9,0.3,11,0.0574952902641002,9,0.2629907387704047,dtw_1,0.09560447594572105,0.27448920647967
9,0.3,29,0.0577830979708782,9,0.22855933422076138,dtw_1,0.09590795013702248,0.056750602148528104
9,0.3,47,0.05777254742054577,9,0.25483766935351104,dtw_1,0.09652713924049522,0.2522082613436842
9,0.3,71,0.05707907025896415,9,0.24959570628576339,dtw_1,0.09678293687583325,0.22412576475351878
9,0.3,101,0.05661005371038561,9,0.22815321857767826,dtw_1,0.09442602374947699,0.23505025075149555
10,0.3,11,0.05600401245623731,10,0.2749560607615342,dtw_1,0.0947431219392404,0.27084637938955225
10,0.3,29,0.056297891867472555,10,0.2296985485387884,dtw_1,0.09295166611494113,0.081275563107147
