K,mode,replicate,ARI
3,drop10,25,1.0
4,drop10,25,1.0
5,drop10,25,1.0
6,drop10,25,1.0
7,drop10,25,1.0
8,drop10,25,0.7334397123193199
9,drop10,25,0.8482971288139971
10,drop10,25,0.8874041078940856
2,drop10,26,1.0
3,drop10,26,0.7934651736269877
4,drop10,26,0.8639203349653293
5,drop10,26,0.7056027532430026
6,drop10,26,0.6875836011073672
7,drop10,26,0.6883611035318176
8,drop10,26,0.9144544431946007
9,drop10,26,0.9577016338324954
10,drop10,26,0.9530059591159388
2,drop10,27,1.0
3,drop10,27,0.7934651736269877
4,drop10,27,0.7900406153175172
5,drop10,27,0.802892830497461
6,drop10,27,0.8036079907033369
7,drop10,27,0.8041967044284243
8,drop10,27,0.9519528529512581
9,drop10,27,0.957178792532189
10,drop10,27,0.8834110592938041
2,drop10,28,0.9054163298302345
3,drop10,28,0.8492690474427378
4,drop10,28,0.8639203349653293
5,drop10,28,0.8755206553637803
6,drop10,28,0.7973133750207515
7,drop10,28,0.8041967044284243
8,drop10,28,0.9548033515137011
9,drop10,28,0.9193746809546813
10,drop10,28,0.846745871628185
2,drop10,29,0.9054163298302345
3,drop10,29,0.8492690474427378
4,drop10,29,0.8736345121273839
5,drop10,29,0.8831891491368195
6,drop10,29,0.884386540706016
7,drop10,29,0.8477521075535907
8,drop10,29,0.7420450482659993
9,drop10,29,0.7951434415482247
10,drop10,29,0.8796716161346729
2,drop10,30,1.0
3,drop10,30,0.7934651736269877
4,drop10,30,1.0
5,drop10,30,1.0
6,drop10,30,1.0
7,drop10,30,1.0
8,drop10,30,1.0
9,drop10,30,0.8482971288139971
10,drop10,30,0.8210218727171157
2,drop10,31,1.0
3,drop10,31,0.7934651736269877
4,drop10,31,0.8779297126575952
5,drop10,31,0.8872353593564016
6,drop10,31,0.8877599405771798
7,drop10,31,0.7613279018823869
8,drop10,31,0.9109293381835483
9,drop10,31,0.8019529744314532
10,drop10,31,0.8812434250492658
2,drop10,32,1.0
3,drop10,32,1.0
4,drop10,32,0.941046494701836
5,drop10,32,0.9950761610443176
6,drop10,32,1.0
7,drop10,32,0.9429200671856596
8,drop10,32,0.91147483287805
9,drop10,32,0.8047333770657646
10,drop10,32,0.843207167672335
2,drop10,33,1.0
3,drop10,33,0.7934651736269877
4,drop10,33,0.8124489043489412
5,drop10,33,0.8755206553637803
6,drop10,33,0.7633229764851959
7,drop10,33,0.7639915373322478
8,drop10,33,1.0
9,drop10,33,0.9608632480288266
10,drop10,33,0.9556400506970849
2,drop10,34,1.0
3,drop10,34,0.7934651736269877
4,drop10,34,0.8358800755606262
5,drop10,34,0.7872643698015409
6,drop10,34,0.7615104406132993
7,drop10,34,0.7621794650723134
8,drop10,34,0.8286235367582194
9,drop10,34,0.8759703703703704
10,drop10,34,0.5982391619302352
2,drop10,35,0.9054163298302345
3,drop10,35,0.705631316182288
4,drop10,35,0.8284275062834549
5,drop10,35,0.8393895677549364
6,drop10,35,0.8427004428782743
7,drop10,35,0.8496262901886344
8,drop10,35,0.9093671791204863
9,drop10,35,0.91991974374318
10,drop10,35,0.955118050841065
2,drop10,36,1.0
3,drop10,36,1.0
4,drop10,36,1.0
5,drop10,36,1.0
6,drop10,36,1.0
7,drop10,36,0.8482340137849157
8,drop10,36,0.9093671791204863
9,drop10,36,0.8419749609865418
10,drop10,36,0.7791571286024535
2,drop10,37,0.9054163298302345
3,drop10,37,0.705631316182288
4,drop10,37,0.8639203349653293
5,drop10,37,0.7448366519977618
6,drop10,37,0.7973133750207515
7,drop10,37,0.8041967044284243
8,drop10,37,0.9548033515137011
9,drop10,37,0.9219597452952721
10,drop10,37,0.9183929692404269
2,drop10,38,1.0
3,drop10,38,0.7934651736269877
4,drop10,38,0.8639203349653293
5,drop10,38,0.7448366519977618
6,drop10,38,0.8036079907033369
7,drop10,38,0.8041967044284243
8,drop10,38,0.8716022326222317
9,drop10,38,0.9544917097300671
10,drop10,38,0.9530059591159388
2,drop10,39,1.0
3,drop10,39,0.7934651736269877
4,drop10,39,0.8124489043489412
5,drop10,39,0.8755206553637803
6,drop10,39,0.7633229764851959
7,drop10,39,0.7639915373322478
8,drop10,39,0.9966189633634338
9,drop10,39,0.9218260188087775
10,drop10,39,0.9188101949729857
2,drop10,40,1.0
3,drop10,40,0.7934651736269877
4,drop10,40,0.7900406153175172
5,drop10,40,0.7448366519977618
6,drop10,40,0.7232088803031186
7,drop10,40,0.7227448504942667
8,drop10,40,0.870490563640606
9,drop10,40,0.9166702538555759
10,drop10,40,0.9529804223459977
2,drop10,41,1.0
3,drop10,41,0.7934651736269877
4,drop10,41,0.8639203349653293
5,drop10,41,0.7448366519977618
6,drop10,41,0.7172177305261298
7,drop10,41,0.7239399157938604
8,drop10,41,0.8716022326222317
9,drop10,41,0.9193746809546813
10,drop10,41,0.9556400506970849
2,drop10,42,1.0
3,drop10,42,0.7934651736269877
4,drop10,42,0.8124489043489412
5,drop10,42,0.846458320446104
6,drop10,42,0.8470500982378647
7,drop10,42,0.8475371383893667
8,drop10,42,0.9093671791204863
9,drop10,42,0.8781274074074074
10,drop10,42,0.9146939645979953
2,drop10,43,1.0
3,drop10,43,0.7934651736269877
4,drop10,43,0.8124489043489412
5,drop10,43,0.8755206553637803
6,drop10,43,0.7633229764851959
7,drop10,43,0.7220156934553252
8,drop10,43,0.9532624185169847
9,drop10,43,0.8482971288139971
10,drop10,43,0.9229210711768852
2,drop10,44,1.0
3,drop10,44,0.9350442355091513
4,drop10,44,0.9402928971325156
5,drop10,44,0.8831891491368195
6,drop10,44,0.847267403496287
7,drop10,44,0.6884760366182014
8,drop10,44,0.8336293546201372
9,drop10,44,0.8794496564226119
10,drop10,44,0.8780267028739533
2,drop10,45,1.0
3,drop10,45,0.7934651736269877
4,drop10,45,0.8124489043489412
5,drop10,45,0.846458320446104
6,drop10,45,0.840596515885032
7,drop10,45,0.8455527100879161
8,drop10,45,0.9070037581723003
9,drop10,45,0.8449036309686038
10,drop10,45,0.8419746441813181
2,drop10,46,1.0
3,drop10,46,1.0
4,drop10,46,1.0
5,drop10,46,1.0
6,drop10,46,1.0
7,drop10,46,0.9429200671856596
8,drop10,46,0.7334397123193199
9,drop10,46,0.8482971288139971
10,drop10,46,0.9215105848582705
2,drop10,47,1.0
3,drop10,47,0.7934651736269877
4,drop10,47,0.8358800755606262
5,drop10,47,0.7872643698015409
6,drop10,47,0.8470500982378647
7,drop10,47,0.8475371383893667
8,drop10,47,0.9093671791204863
9,drop10,47,0.8781274074074074
10,drop10,47,0.8739961229576295
2,drop10,48,0.9054163298302345
3,drop10,48,0.8492690474427378
4,drop10,48,0.8639203349653293
5,drop10,48,0.7748224561673628
6,drop10,48,0.7764806453649642
7,drop10,48,0.7239399157938604
8,drop10,48,0.8716022326222317
9,drop10,48,0.9193746809546813
10,drop10,48,0.9163049272713426
2,drop10,49,1.0
3,drop10,49,0.7393728400404783
4,drop10,49,0.8074249897711809
5,drop10,49,0.8755206553637803
6,drop10,49,0.8036079907033369
7,drop10,49,0.8041967044284243
8,drop10,49,0.9519528529512581
9,drop10,49,0.9167165334929072
10,drop10,49,0.9530059591159388
