candidate,distance_key,window,T_h,n,effective_coverage,normalization,mode,lambda_value,radius,linkage,K,silhouette,dunn,min_cluster,max_fraction,eligible_structure,internal_score,bootstrap90,bootstrap95,drop05,drop10,stability_mean,stability_worst,warp_mean_time,warp_p95_max_time,turn_collapse_mean,selection_score,extreme_warp
M019684,coverage060_ymax_multivariate_l0.25_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,ymax,multivariate,0.25,0.15,average,2,0.6861646802209913,0.10870343121857103,21,0.7375,True,0.8008983686067019,0.663682705735063,0.7065001401560258,0.9439705903757032,0.9205877950175929,0.8086853078210963,0.663682705735063,0.08029944454335572,0.2070679267062071,0.11005799755799753,0.6225754531896984,False
M010621,coverage080_ymax_multivariate_l0.25_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,ymax,multivariate,0.25,0.15,complete,2,0.7309242399835401,0.14198287564462095,15,0.8026315789473685,True,0.7423390652557319,0.6498483559534027,0.6865178519736755,0.6647083680452859,0.6533164028234038,0.663597744698942,0.6498483559534027,0.06888381500698722,0.2205959399516598,0.013513513513513514,0.6208863756687919,False
M023005,coverage050_y0_multivariate_l0.25_r0.02,coverage050,975.619819947768,66,0.4925373134328358,y0,multivariate,0.25,0.02,average,2,0.6587082275635904,0.16882957193919884,15,0.7727272727272727,True,0.8649140211640213,0.7884237932319579,0.679384286904558,0.976190515149085,0.9327322601999445,0.8441827138713863,0.679384286904558,0.0340609144710545,0.09256970293100526,0.07148437499999999,0.6192010649005916,False
M024310,coverage050_ymax_multivariate_l0.5_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,multivariate,0.5,0.02,complete,2,0.6298890663424601,0.15778378625094977,10,0.8484848484848485,True,0.8326719576719576,0.6953687801839294,0.6799998740464598,0.8167024071395917,0.7712506708957417,0.7408304330664307,0.6799998740464598,0.0250572043793175,0.08234139149365428,0.06380208333333334,0.6168601858207595,False
M001307,coverage100_ymax_derivative_l1_r0.02,coverage100,27.748780763058747,29,0.21641791044776118,ymax,derivative,1.0,0.02,complete,3,0.5332363243522409,0.2783933675529381,3,0.7586206896551724,True,0.6866181657848325,0.8529682542704693,0.8165302427181704,0.9184901754721304,0.8745217929775693,0.8656276163595849,0.8165302427181704,0.050666550344781215,0.23754175541730588,0.0,0.6140202374862314,False
M032087,coverage030_y0_multivariate_l0.25_r0.02,coverage030,1003.8344196702012,40,0.29850746268656714,y0,multivariate,0.25,0.02,complete,3,0.6260751777011283,0.23331281012909316,4,0.725,True,0.7667824074074074,0.7502033452078645,0.7774355433895193,0.8063707960109496,0.7937189779160905,0.781932165631106,0.7502033452078645,0.027966483377137065,0.1265582010656349,0.03404118404118404,0.6138766680900029,False
M032077,coverage030_y0_multivariate_l0.25_r0.02,coverage030,1003.8344196702012,40,0.29850746268656714,y0,multivariate,0.25,0.02,average,2,0.7092347204094431,0.18133647284387655,10,0.75,True,0.7778604497354498,0.7250139017522769,0.739838487004837,0.9555326612975767,0.9247222932271424,0.8362768358204582,0.7250139017522769,0.029073310039242985,0.1263163407927892,0.033145363408521304,0.6091475384678285,False
M028351,coverage040_ymax_classic_l0_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,ymax,classic,0.0,0.02,average,2,0.7328476009849534,0.16831467443871934,14,0.7407407407407407,True,0.8285659171075838,0.8866708707886888,0.6744614943903794,1.0,0.9596106126902133,0.8801857444673203,0.6744614943903794,0.031668391207519624,0.08954023951620511,0.0,0.608783580899355,False
M028837,coverage040_ymax_multivariate_l0.5_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,ymax,multivariate,0.5,0.02,average,2,0.7328487687226487,0.16831499030011104,14,0.7407407407407407,True,0.8297233245149912,0.8866708707886888,0.6744614943903794,1.0,0.9596106126902133,0.8801857444673203,0.6744614943903794,0.03170902477800743,0.08954023951620511,0.058890415140415146,0.6087756232931838,False
M028675,coverage040_ymax_multivariate_l0.25_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,ymax,multivariate,0.25,0.02,average,2,0.7328473839679974,0.16831475340417568,14,0.7407407407407407,True,0.8284005731922398,0.8866708707886888,0.6744614943903794,1.0,0.9596106126902133,0.8801857444673203,0.6744614943903794,0.03170902477800743,0.08954023951620511,0.058890415140415146,0.6087754328433259,False
M028999,coverage040_ymax_multivariate_l1_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,ymax,multivariate,1.0,0.02,average,2,0.7328461650222261,0.16831593787735044,14,0.7407407407407407,True,0.8285659171075838,0.8866708707886888,0.6744614943903794,1.0,0.9596106126902133,0.8801857444673203,0.6744614943903794,0.03170902477800743,0.08954023951620511,0.058890415140415146,0.6087753672521914,False
M029161,coverage040_ymax_multivariate_l2_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,ymax,multivariate,2.0,0.02,average,2,0.732835904251009,0.1683197280822752,14,0.7407407407407407,True,0.8284005731922399,0.8866708707886888,0.6744614943903794,1.0,0.9596106126902133,0.8801857444673203,0.6744614943903794,0.03170902477800743,0.08954023951620511,0.058890415140415146,0.6087743623332826,False
M029323,coverage040_ymax_multivariate_l4_r0.02,coverage040,989.9325475330141,54,0.40298507462686567,ymax,multivariate,4.0,0.02,average,2,0.7327951849721318,0.1683348872376945,14,0.7407407407407407,True,0.828235229276896,0.8866708707886888,0.6744614943903794,1.0,0.9782626767171719,0.88484876047406,0.6744614943903794,0.03170902477800743,0.08954023951620511,0.058890415140415146,0.608770382993455,False
M023815,coverage050_ymax_classic_l0_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,classic,0.0,0.02,average,2,0.6822115352366589,0.16882944138979122,15,0.7727272727272727,True,0.8800705467372134,0.7395047233692589,0.636388036955356,0.9416451415652617,0.8581858105479299,0.7939309281094515,0.636388036955356,0.01965990374505904,0.08230440715484533,0.0,0.605670858471862,False
M024301,coverage050_ymax_multivariate_l0.5_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,multivariate,0.5,0.02,average,2,0.6822110692353993,0.16882996358644592,15,0.7727272727272727,True,0.8801807760141094,0.7395047233692589,0.636388036955356,0.9416451415652617,0.8581858105479299,0.7939309281094515,0.636388036955356,0.02042295325647612,0.08230440715484533,0.07931547619047619,0.6055182285430228,False
M024139,coverage050_ymax_multivariate_l0.25_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,multivariate,0.25,0.02,average,2,0.6822104285746247,0.16882957193919884,15,0.7727272727272727,True,0.8796296296296297,0.7395047233692589,0.636388036955356,0.9416451415652617,0.8581858105479299,0.7939309281094515,0.636388036955356,0.02042295325647612,0.08230440715484533,0.07931547619047619,0.6055181197927457,False
M024463,coverage050_ymax_multivariate_l1_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,multivariate,1.0,0.02,average,2,0.6822085200250488,0.16883153016079244,15,0.7727272727272727,True,0.8797398589065255,0.7213994964091488,0.636388036955356,0.9416451415652617,0.8581858105479299,0.789404621369424,0.636388036955356,0.02042295325647612,0.08230440715484533,0.07931547619047619,0.6055180245611859,False
M024625,coverage050_ymax_multivariate_l2_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,multivariate,2.0,0.02,average,2,0.6821979427067273,0.1688377962239245,15,0.7727272727272727,True,0.8796296296296295,0.7213994964091488,0.636388036955356,0.9416451415652617,0.8581858105479299,0.789404621369424,0.636388036955356,0.02042295325647612,0.08230440715484533,0.07931547619047619,0.6055171610540028,False
M024787,coverage050_ymax_multivariate_l4_r0.02,coverage050,975.619819947768,66,0.4925373134328358,ymax,multivariate,4.0,0.02,average,2,0.6821548342306449,0.16886285672920956,15,0.7727272727272727,True,0.8795194003527337,0.7213994964091488,0.636388036955356,0.9416451415652617,0.8594931701597305,0.7897314612723741,0.636388036955356,0.020428980781520525,0.08230440715484533,0.07931547619047619,0.6055124012964621,False
M035056,coverage030_z_multivariate_l4_r0.1,coverage030,1003.8344196702012,40,0.29850746268656714,z,multivariate,4.0,0.1,complete,2,0.5490341194302758,0.39501611464361963,4,0.9,True,0.750055114638448,0.7437822152276897,0.7471785628884775,0.8402952634667901,0.7285923732296569,0.7649621037031535,0.7285923732296569,0.05127973969281502,0.1447354978828661,0.03508771929824561,0.5992576177376845,False
M033211,coverage030_ymax_multivariate_l0.25_r0.02,coverage030,1003.8344196702012,40,0.29850746268656714,ymax,multivariate,0.25,0.02,average,2,0.7365418746360349,0.18133647284387655,10,0.75,True,0.8024140211640212,0.690370958094378,0.7520421213759437,0.907621029402064,0.7971309195254678,0.7867912570994634,0.690370958094378,0.03088487078562183,0.1291215560188012,0.05836466165413533,0.5966092959508223,False
M001568,coverage100_ymax_multivariate_l0.25_r0.2,coverage100,27.748780763058747,29,0.21641791044776118,ymax,multivariate,0.25,0.2,average,3,0.6360215811058535,0.32333048164962963,3,0.7931034482758621,True,0.8309909611992945,0.8364727769747158,0.7651072848638326,0.8755265548284917,0.8726073773994517,0.8374284985166229,0.7651072848638326,0.10456949483736767,0.2927870422151443,0.013888888888888888,0.5956037454783027,False
M018102,coverage070_robust_multivariate_l4_r0.2,coverage070,399.4283373072515,91,0.6791044776119403,robust,multivariate,4.0,0.2,complete,4,0.5056793441056752,0.20883824711966914,5,0.8021978021978022,True,0.6207561728395061,0.7172286600369595,0.7191856247959266,0.6096523380542965,0.5961992175189594,0.6605664601015355,0.5961992175189594,0.07012573612169998,0.2456543391471212,0.03743966761208141,0.5955712605521513,False
M033076,coverage030_ymax_derivative_l1_r0.05,coverage030,1003.8344196702012,40,0.29850746268656714,ymax,derivative,1.0,0.05,average,2,0.625449196445041,0.38998748097169406,8,0.8,True,0.857638888888889,0.7563419150394433,0.827644529639635,0.8757238307349666,0.6869837820761888,0.7866735143725584,0.6869837820761888,0.025729552249040465,0.1465277347191433,0.1273391812865497,0.5949363395791253,False
M025390,coverage050_z_multivariate_l0.25_r0.2,coverage050,975.619819947768,66,0.4925373134328358,z,multivariate,0.25,0.2,complete,2,0.5687894319530016,0.3953495140915645,7,0.8939393939393939,True,0.8184523809523809,0.6709676563415473,0.6283813173409916,0.6454130036680773,0.6524653547911613,0.6493068330354443,0.6283813173409916,0.06532474313567935,0.21636057650743126,0.10892857142857143,0.5926461539557443,False
M002701,coverage100_z_multivariate_l0.25_r0.2,coverage100,27.748780763058747,29,0.21641791044776118,z,multivariate,0.25,0.2,average,2,0.5664259247249104,0.43008776153719697,3,0.896551724137931,True,0.7996582892416226,0.7541099230843339,0.7351340148025943,0.8530147394809297,0.8458237224930515,0.7970205999652273,0.7351340148025943,0.0642649107793097,0.22615645804322765,0.03518518518518518,0.587118368719603,False
M023014,coverage050_y0_multivariate_l0.25_r0.02,coverage050,975.619819947768,66,0.4925373134328358,y0,multivariate,0.25,0.02,complete,2,0.6063953217719206,0.1367611015133613,10,0.8484848484848485,True,0.765817901234568,0.6167234785195687,0.6315022957737011,0.7146730127875424,0.6738566063266106,0.6591888483518556,0.6167234785195687,0.020386064231873707,0.08230440715484533,0.07931547619047619,0.5847859993346518,False
M000596,coverage100_y0_multivariate_l0.5_r0.2,coverage100,27.748780763058747,29,0.21641791044776118,y0,multivariate,0.5,0.2,average,3,0.6219344794119019,0.28672411273178694,3,0.7931034482758621,True,0.7886629188712522,0.7882085185229566,0.712980070444264,0.9069613881248009,0.8920521128630453,0.8250505224887666,0.712980070444264,0.10203288207479064,0.2927870422151443,0.026709401709401708,0.5687431098819011,False
M026038,coverage050_z_multivariate_l4_r0.2,coverage050,975.619819947768,66,0.4925373134328358,z,multivariate,4.0,0.2,complete,2,0.572503271582286,0.372810301187286,5,0.9242424242424242,True,0.8169642857142857,0.6029017542008863,0.5515994146000922,0.7184334460476856,0.7038875784270181,0.6442055483189205,0.5515994146000922,0.06800525650312114,0.22926464619948195,0.1,0.556845780659766,False
M013970,coverage070_y0_multivariate_l0.25_r0.05,coverage070,399.4283373072515,91,0.6791044776119403,y0,multivariate,0.25,0.05,complete,3,0.5242561327971769,0.04198803932630498,18,0.5054945054945055,True,0.5008818342151675,0.5964701277402814,0.5641859532489244,0.5087307609776518,0.5636431544951276,0.5582574991154964,0.5087307609776518,0.05112617751865925,0.20830951737896533,0.04945887445887445,0.5490861276277895,False
M029899,coverage040_z_multivariate_l0.25_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,z,multivariate,0.25,0.15,complete,2,0.5850688705601322,0.419040545009174,3,0.9444444444444444,True,0.8174327601410935,0.5419823858050684,0.5188759710916702,0.6866531843426326,0.6871323091389356,0.6086609625945767,0.5188759710916702,0.06006891028084934,0.16805828135502449,0.037446581196581195,0.5297408787247817,False
M009514,coverage080_y0_multivariate_l0.25_r0.2,coverage080,164.82640238318905,76,0.5671641791044776,y0,multivariate,0.25,0.2,complete,2,0.565490560390126,0.02153878592077302,27,0.6447368421052632,True,0.5197310405643739,0.4733731127456578,0.46851134953845147,0.5227574077985846,0.5019296756254711,0.49164288642704124,0.46851134953845147,0.0903099697579333,0.2613037185072917,0.010135135135135136,0.503995734030082,False
M011593,coverage080_z_derivative_l1_r0.15,coverage080,164.82640238318905,76,0.5671641791044776,z,derivative,1.0,0.15,complete,2,0.4501914613391058,0.17019625856992746,14,0.8157894736842105,True,0.2878637566137566,0.5443050748020769,0.47381899546359807,0.5584366421098558,0.45812700542705437,0.5086719294506463,0.45812700542705437,0.06543343471588828,0.26095697451890787,0.0045045045045045045,0.5023214830671675,False
M027118,coverage050_robust_multivariate_l4_r0.1,coverage050,975.619819947768,66,0.4925373134328358,robust,multivariate,4.0,0.1,complete,2,0.4570728000100306,0.1472102253908893,10,0.8484848484848485,True,0.484402557319224,0.5756260598306443,0.7363345750351058,0.5352751278851551,0.47588801305459955,0.5807809439513762,0.47588801305459955,0.04560621747079993,0.1480641360891126,0.04440104166666667,0.4985019433097636,False
M030421,coverage040_z_multivariate_l2_r0.2,coverage040,989.9325475330141,54,0.40298507462686567,z,multivariate,2.0,0.2,weighted,2,0.5833061004548438,0.4238254445902798,4,0.9259259259259259,True,0.8120590828924162,0.5752609117425408,0.6011362873655954,0.4607899362932097,0.41930590525486927,0.5141232601640539,0.41930590525486927,0.06931702749426391,0.21671662199873196,0.051929534141072604,0.48310120097207637,False
M031627,coverage040_robust_multivariate_l4_r0.05,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,4.0,0.05,complete,2,0.4115479201052347,0.2122363568590146,7,0.8703703703703703,True,0.46345899470899465,0.5203495179873473,0.5450716818328039,0.486007104908552,0.46772680126936045,0.5047887764995159,0.46772680126936045,0.028146247267446498,0.11423275291682872,0.010264735264735265,0.47939615235056293,False
M027091,coverage050_robust_multivariate_l4_r0.05,coverage050,975.619819947768,66,0.4925373134328358,robust,multivariate,4.0,0.05,complete,2,0.42611871244381616,0.11357360876770574,11,0.8333333333333334,True,0.384755291005291,0.6025276711778631,0.7568847981313744,0.47717665128488984,0.4043706862245531,0.5602399517046701,0.4043706862245531,0.0283297190329021,0.09558199558499945,0.025651041666666666,0.4632721879663161,False
M002665,coverage100_z_multivariate_l0.25_r0.1,coverage100,27.748780763058747,29,0.21641791044776118,z,multivariate,0.25,0.1,weighted,2,0.4966248819150351,0.3599924154981813,6,0.7931034482758621,True,0.6722883597883598,0.74533082182622,0.7099846839835603,0.4865479135647415,0.4632348290619596,0.6012745621091203,0.4632348290619596,0.04625903086743551,0.2116995449163778,0.009259259259259259,0.4560357374046003,False
M036235,coverage030_robust_multivariate_l4_r0.2,coverage030,1003.8344196702012,40,0.29850746268656714,robust,multivariate,4.0,0.2,average,2,0.5065531215906014,0.3100902465542236,4,0.9,True,0.6595568783068784,0.7721146351105646,0.7831075343447915,0.5082957443693938,0.40286815805164716,0.6165965179690993,0.40286815805164716,0.06940999289824282,0.2382107880928768,0.038471177944862156,0.4390986858716269,False
M040133,coverage020_robust_multivariate_l0.25_r0.2,coverage020,1456.7496729510262,26,0.19402985074626866,robust,multivariate,0.25,0.2,complete,3,0.4188153049320386,0.199161332524419,4,0.6153846153846154,True,0.5090388007054674,0.7455715925385401,0.831145579827889,0.4751140551438351,0.4879826106843964,0.6349534595486651,0.4751140551438351,0.07010203052085152,0.23065781486671308,0.11989966555183948,0.43254718711371287,False
M019216,coverage060_y0_multivariate_l4_r0.15,coverage060,605.7960715706885,80,0.5970149253731343,y0,multivariate,4.0,0.15,weighted,2,0.5734283429787344,0.12169618994130282,10,0.875,True,0.7187500000000001,0.33806619690290324,0.3940776632755663,0.2633526871358458,0.27971291702108547,0.3188023660838502,0.2633526871358458,0.08544444798743991,0.20414094439471345,0.10068681318681318,0.42835064802472994,False
M031681,coverage040_robust_multivariate_l4_r0.15,coverage040,989.9325475330141,54,0.40298507462686567,robust,multivariate,4.0,0.15,complete,2,0.4391786948532666,0.19454854008187958,6,0.8888888888888888,True,0.4695216049382716,0.31274501351642947,0.40256451206348176,0.539283003999327,0.5231270240783082,0.4444298884143867,0.31274501351642947,0.05630976759692135,0.19044805659455608,0.04511738261738262,0.40625401974200825,False
M004006,coverage100_robust_multivariate_l0.5_r0.2,coverage100,27.748780763058747,29,0.21641791044776118,robust,multivariate,0.5,0.2,complete,2,0.46808117857487064,0.2483377719805715,4,0.8620689655172413,True,0.5509810405643739,0.7303225575628407,0.6205458642242978,0.6002652395637517,0.3245351598145188,0.5689172052913523,0.3245351598145188,0.06013226672829073,0.21433479423890772,0.04938271604938271,0.3807015737349721,False
M040672,coverage020_robust_multivariate_l4_r0.02,coverage020,1456.7496729510262,26,0.19402985074626866,robust,multivariate,4.0,0.02,complete,2,0.3728389554071303,0.3165954030996091,6,0.7692307692307693,True,0.4847056878306878,0.417848342736437,0.5715158325421165,0.5924279106517595,0.33137335876299095,0.478291361173326,0.33137335876299095,0.023390421546763653,0.11189342292123998,0.03333333333333333,0.37889728869715833,False
M017938,coverage070_robust_multivariate_l2_r0.2,coverage070,399.4283373072515,91,0.6791044776119403,robust,multivariate,2.0,0.2,complete,2,0.5185933954937951,0.1532616834940189,7,0.9230769230769231,True,0.6030092592592593,0.4432495253938567,0.5130859173219552,0.07502864919905394,0.05609922313052885,0.2718658287613487,0.05609922313052885,0.07126153314960783,0.245118548248441,0.04106474050294275,0.34992682460517316,False
M035596,coverage030_robust_multivariate_l0.25_r0.2,coverage030,1003.8344196702012,40,0.29850746268656714,robust,multivariate,0.25,0.2,complete,2,0.37011058334660885,0.10441633520743576,18,0.55,True,0.30494929453262787,0.4127239274552315,0.43101489527344994,0.29416088492369385,0.2701635874823554,0.3520158237836827,0.2701635874823554,0.07089368185948813,0.2677632192447752,0.04505012531328321,0.3478146294165487,False
M039052,coverage020_z_multivariate_l0.5_r0.02,coverage020,1456.7496729510262,26,0.19402985074626866,z,multivariate,0.5,0.02,complete,2,0.2469588456917973,0.09601800775689624,12,0.5384615384615384,True,0.10284391534391535,0.29799247710012233,0.251990298944879,0.2817853808916134,0.27175934679647,0.2758818759332712,0.251990298944879,0.023758834145634,0.09629341866854745,0.059953703703703703,0.31208031674704984,False
