variant_id,setting_id,elbow_k,qe_elbow_strength,sigma,learning_rate,random_order,window_hours,cohort,representation,n,dimensions,retention_fraction,quantization_error_median,qe_per_sqrt_dimension_median,topographic_error_median,silhouette_median,seed_ari,occupied_nodes_median,empty_nodes_median,min_cluster_fraction_median,center_separation_ratio_median,passes_support,rank_silhouette_median,rank_seed_ari,rank_topographic_error_median,rank_center_separation_ratio_median,rank_min_cluster_fraction_median,rank_retention_fraction,rank_qe_elbow_strength,som_rank_sum
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.3_sequential,4,0.26264560812904564,0.8,0.3,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1853218283311264,0.08621947620969585,0.0,0.05388933846090973,1.0,4.0,0.0,0.05220125786163522,0.6225459472752992,True,169.0,32.0,47.5,166.0,129.0,95.5,178.0,817.0
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.5_sequential,3,0.2877551581200468,0.8,0.5,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.2199522506940625,0.08873846877836959,0.013836477987421384,0.07916638207906752,1.0,3.0,0.0,0.05471698113207547,0.7008007698284148,True,152.0,32.0,133.5,142.0,111.0,95.5,152.0,818.0
w0300_coverage_z_level_d1,sigma2_lr0.5_random,5,0.31375387345166117,2.0,0.5,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5664866674488713,0.050267563185819736,0.010691823899371069,0.08799594096489088,0.479545697463822,5.0,0.0,0.08616352201257861,0.6807806583587587,True,139.0,168.0,121.0,147.0,30.0,95.5,118.0,818.5
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.5_random,4,0.389543806429865,0.2,0.5,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.191635868172246,0.08667875502736089,0.0,0.054887810895557596,0.4455596736054317,4.0,0.0,0.0509433962264151,0.6578570986310831,True,166.0,171.0,47.5,157.5,140.5,95.5,42.0,820.0
w0300_coverage_z_level,sigma1.2_lr0.3_random,5,0.2913776585145399,1.2,0.3,True,300,coverage,z_level,1590,64,0.7557034220532319,1.664242734636155,0.20803034182951938,0.007547169811320755,0.2703740396930449,0.6500362834712526,5.0,0.0,0.04591194968553459,1.7038857142834012,True,84.0,147.0,109.5,77.0,160.0,95.5,147.0,820.0
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.1_sequential,3,0.3655452100221691,0.3,0.1,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1830523794695438,0.08605439809550483,0.007547169811320755,0.08076682632404485,0.4440644477678927,3.0,0.0,0.057232704402515724,0.6662599185523508,True,144.5,173.5,109.5,151.5,97.5,95.5,51.0,823.0
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.5_sequential,3,0.28763127492436935,0.3,0.5,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.2201612902031227,0.08875367416525062,0.013836477987421384,0.07945516729944076,1.0,3.0,0.0,0.05345911949685535,0.7019696996342439,True,150.0,32.0,133.5,139.5,118.5,95.5,154.0,823.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.1_random,4,0.32300040691954685,0.5,0.1,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1591442988703624,0.0843153411261897,0.0,0.05970863032823047,0.7825644481422837,4.0,0.0,0.052830188679245285,0.6129731851505331,True,157.0,123.0,47.5,168.0,125.5,95.5,108.0,824.5
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.5_random,4,0.37765144369933584,0.5,0.5,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1916358616927245,0.08667875455604505,0.0,0.054887810895557596,0.4455596736054317,4.0,0.0,0.0509433962264151,0.6578570930457711,True,166.0,171.0,47.5,159.0,140.5,95.5,45.0,824.5
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.5_random,4,0.37388515808237704,0.8,0.5,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1953910947405233,0.08695190756705676,0.0,0.050780278621334995,0.35763519762855567,4.0,0.0,0.05220125786163522,0.6775978290741802,True,173.0,186.0,47.5,149.0,129.0,95.5,47.0,827.0
w0300_coverage_z_level,sigma0.5_lr0.3_random,3,0.2635434024116299,0.5,0.3,True,300,coverage,z_level,1590,64,0.7557034220532319,1.9535278040349695,0.2441909755043712,0.006289308176100629,0.34540752091274113,0.3755753693863775,3.0,0.0,0.04654088050314465,2.122167124535618,True,61.0,184.0,103.5,52.0,156.0,95.5,175.0,827.0
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.3_sequential,3,0.2774071288611878,1.2,0.3,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.2036183175567503,0.08755034996887626,0.09937106918238994,0.07378368581161072,1.0,3.0,0.0,0.07861635220125786,0.582681736885556,True,154.0,32.0,169.0,173.0,42.5,95.5,163.0,829.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.5_sequential,3,0.2773753713155337,0.5,0.5,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.2201612813464664,0.08875367352102367,0.013836477987421384,0.07945516729944076,1.0,3.0,0.0,0.05345911949685535,0.7019696794755639,True,150.0,32.0,133.5,141.0,118.5,95.5,164.0,834.5
w0300_coverage_z_level_d1_d2,sigma2_lr0.5_sequential,5,0.30468601981795984,2.0,0.5,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.197388620531693,0.0870972061883371,0.055345911949685536,0.030584480340735104,1.0,5.0,0.0,0.07358490566037736,0.3887681141611441,True,183.0,32.0,154.0,183.0,55.0,95.5,132.0,834.5
w0300_coverage_z_level,sigma0.5_lr0.5_random,3,0.27772012501031884,0.5,0.5,True,300,coverage,z_level,1590,64,0.7557034220532319,1.9699256365308226,0.24624070456635283,0.008176100628930818,0.35168731535754105,0.2626895344345272,3.0,0.0,0.04591194968553459,2.0987187082098004,True,57.0,188.0,114.5,58.0,160.0,95.5,162.0,835.0
w0300_coverage_z_level_d1_d2,sigma2_lr0.3_random,5,0.41677939015724863,2.0,0.3,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1789771250699697,0.0857579669564215,0.028930817610062894,0.018349644819952302,0.42263659049534025,5.0,0.0,0.09622641509433963,0.3049334969844105,True,187.0,177.0,147.0,187.0,19.0,95.5,24.0,836.5
w0300_coverage_z_level,sigma0.8_lr0.3_random,5,0.27095403920770966,0.8,0.3,True,300,coverage,z_level,1590,64,0.7557034220532319,1.651133359015312,0.206391669876914,0.045283018867924525,0.29768608734239377,0.8562306709408163,5.0,0.0,0.04025157232704402,1.8508807509479035,True,82.0,90.0,149.0,75.0,175.0,95.5,172.0,838.5
w0300_coverage_z_level,sigma0.2_lr0.5_random,3,0.2729992717408447,0.2,0.5,True,300,coverage,z_level,1590,64,0.7557034220532319,1.9699258353539135,0.2462407294192392,0.008176100628930818,0.35168731535754105,0.26219455657349905,3.0,0.0,0.04591194968553459,2.0987187849458366,True,57.0,189.5,114.5,56.5,160.0,95.5,168.0,841.0
w0300_coverage_z_level_d1,sigma1.2_lr0.3_sequential,5,0.27190253693489785,1.2,0.3,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5375842524714912,0.04770288857901733,0.04591194968553459,0.1677720579140496,1.0,5.0,0.0,0.0509433962264151,1.1822924997964137,True,128.0,32.0,150.0,127.0,140.5,95.5,170.0,843.0
w0300_coverage_z_level,sigma0.5_lr0.3_sequential,5,0.24368819372573547,0.5,0.3,False,300,coverage,z_level,1590,64,0.7557034220532319,1.7189884202700954,0.21487355253376192,0.6276729559748427,0.33044345898423716,0.92358016186347,5.0,0.0,0.02830188679245283,2.11656088702138,True,66.5,74.0,186.0,53.0,186.5,95.5,184.0,845.5
w0300_coverage_z_level,sigma0.2_lr0.3_sequential,5,0.2285436692387487,0.2,0.3,False,300,coverage,z_level,1590,64,0.7557034220532319,1.7195945728375357,0.21494932160469196,0.9578616352201258,0.33044345898423716,0.9236480083830791,5.0,0.0,0.02830188679245283,2.1163719830511427,True,66.5,73.0,190.0,54.0,186.5,95.5,186.0,851.5
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.1_random,4,0.29216467550407427,0.8,0.1,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1607205814203785,0.08442999881034981,0.0,0.05713991867333787,0.644962998597345,4.0,0.0,0.05911949685534591,0.5836540452481432,True,161.0,149.0,47.5,172.0,89.0,95.5,145.0,859.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.3_sequential,3,0.2614183703459275,0.5,0.3,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.2025192253056638,0.08747040277147397,0.06415094339622641,0.08059538513050271,1.0,3.0,0.0,0.0559748427672956,0.7004691731924119,True,146.0,32.0,161.0,143.0,103.5,95.5,181.0,862.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.1_sequential,3,0.3927938527837376,0.2,0.1,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1830645231621262,0.08605528141916317,0.07861635220125786,0.08076682632404485,0.4440644477678927,3.0,0.0,0.057232704402515724,0.6662599185523508,True,144.5,173.5,165.0,151.5,97.5,95.5,37.0,864.5
w0300_coverage_z_level,sigma0.3_lr0.3_random,3,0.2625694397248214,0.3,0.3,True,300,coverage,z_level,1590,64,0.7557034220532319,1.9535293342661244,0.24419116678326555,0.01761006289308176,0.34540752091274113,0.3755753693863775,3.0,0.0,0.04654088050314465,2.122167210792382,True,61.0,184.0,139.5,50.5,156.0,95.5,179.0,865.5
w0300_coverage_z_level,sigma0.2_lr0.3_random,3,0.2625686739430839,0.2,0.3,True,300,coverage,z_level,1590,64,0.7557034220532319,1.9535293342816986,0.24419116678521233,0.01761006289308176,0.34540752091274113,0.3755753693863775,3.0,0.0,0.04654088050314465,2.122167210792382,True,61.0,184.0,139.5,50.5,156.0,95.5,180.0,866.5
w0300_coverage_z_level,sigma0.8_lr0.5_random,3,0.2862099041012417,0.8,0.5,True,300,coverage,z_level,1590,64,0.7557034220532319,1.9683238806182106,0.24604048507727633,0.04905660377358491,0.3513795364662321,0.26320867435445977,3.0,0.0,0.04591194968553459,2.096358573786367,True,59.0,187.0,152.0,59.0,160.0,95.5,155.0,867.5
w0300_coverage_z_level_d1,sigma1.2_lr0.1_random,5,0.26955708807412615,1.2,0.1,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5309687312216178,0.047115855994591754,0.02578616352201258,0.12880848209364232,0.7972751033362484,5.0,0.0,0.062264150943396226,0.9117188406650718,True,134.0,116.0,144.5,134.0,71.5,95.5,174.0,869.5
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.3_random,4,0.28040254942141757,1.2,0.3,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1843679991586629,0.08615009534647566,0.0,0.04992259589850075,0.4217214978504879,4.0,0.0,0.07924528301886792,0.5767503073489063,True,175.0,178.0,47.5,174.0,41.0,95.5,159.0,870.0
w0300_coverage_z_level,sigma1.2_lr0.5_random,5,0.2801638265441463,1.2,0.5,True,300,coverage,z_level,1590,64,0.7557034220532319,1.69171656784178,0.2114645709802225,0.010062893081761006,0.26819654702063966,0.44345321173541546,5.0,0.0,0.04465408805031446,1.7097610055168648,True,85.0,175.0,119.0,76.0,166.0,95.5,160.0,876.5
w0300_coverage_z_level,sigma0.5_lr0.1_random,5,0.3079565765504596,0.5,0.1,True,300,coverage,z_level,1590,64,0.7557034220532319,1.6231564114745438,0.20289455143431798,0.7031446540880503,0.2969894111144843,0.6786883807638437,5.0,0.0,0.04213836477987421,1.8572202689181685,True,83.0,143.0,189.0,74.0,171.5,95.5,128.0,884.0
w0300_coverage_z_level_d1_d2,sigma0.8_lr0.3_random,4,0.2902958721374123,0.8,0.3,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1779137742428198,0.08568061956506105,0.0,0.05960114945148502,0.513594276289623,4.0,0.0,0.05408805031446541,0.6316237366825025,True,158.0,163.0,47.5,163.0,112.0,95.5,149.0,888.0
w0300_coverage_z_level_d1_d2,sigma2_lr0.5_random,5,0.3565928894721919,2.0,0.5,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1946934756415368,0.08690116324440038,0.07484276729559748,0.020769265880347047,0.3985098330005714,5.0,0.0,0.08930817610062892,0.3494415062760037,True,186.0,180.0,164.0,185.0,26.5,95.5,57.0,894.0
w0300_coverage_z_level_d1_d2,sigma0.5_lr0.3_random,4,0.31310459925057194,0.5,0.3,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1752899326617416,0.08548976317368227,0.0,0.05808540606878536,0.3902017877580743,4.0,0.0,0.0509433962264151,0.637042485582446,True,159.5,181.5,47.5,162.0,140.5,95.5,119.0,905.5
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.1_sequential,5,0.2768059953317765,1.2,0.1,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1514666931223612,0.08375687748339218,0.08427672955974842,0.04098770447780861,1.0,5.0,0.0,0.059748427672955975,0.49634945956676035,True,179.0,32.0,168.0,179.0,87.0,95.5,166.0,906.5
w0300_coverage_z_level_d1,sigma0.8_lr0.03_sequential,5,0.28772416609944296,0.8,0.03,False,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5266511652017719,0.046732733963337346,0.3786163522012579,0.13792125809038586,0.5324428252164105,5.0,0.0,0.06729559748427673,0.9929703597109325,True,132.0,161.0,185.0,132.0,63.5,95.5,153.0,922.0
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.3_sequential,4,0.2955638594548989,0.2,0.3,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1854501790005427,0.08622881234712598,0.0,0.05398895388724547,0.529785890877807,4.0,0.0,0.04779874213836478,0.6258029524208747,True,168.0,162.0,47.5,165.0,153.5,95.5,139.0,930.5
w0300_coverage_z_level_d1,sigma0.8_lr0.03_random,5,0.2722967748248597,0.8,0.03,True,300,coverage,z_level_d1,1590,127,0.7557034220532319,0.5292900032764523,0.04696689297762361,0.34150943396226413,0.14980636494105287,0.46591458963783117,5.0,0.0,0.06352201257861635,1.0173952219366316,True,131.0,169.0,182.0,131.0,70.0,95.5,169.0,947.5
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.5_sequential,5,0.2562317053278452,1.2,0.5,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.188555698541085,0.0864547056545339,0.15283018867924528,0.05072137336184101,1.0,5.0,0.0,0.0509433962264151,0.6641129297233362,True,174.0,32.0,173.0,153.0,140.5,95.5,182.0,950.0
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.03_sequential,5,0.279496785041777,1.2,0.03,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.149284994247809,0.08359818224154716,0.04654088050314465,0.03237918707392159,0.508599086274169,5.0,0.0,0.08930817610062892,0.4099895485480916,True,182.0,165.0,151.0,181.0,26.5,95.5,161.0,962.0
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.03_random,5,0.2910689106604817,1.2,0.03,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1502032157102857,0.0836649730249842,0.10377358490566038,0.03473287766779182,0.5837082587847187,5.0,0.0,0.07861635220125786,0.4065507950288166,True,181.0,153.0,170.0,182.0,42.5,95.5,148.0,972.0
w0300_coverage_z_level_d1_d2,sigma1.2_lr0.1_random,5,0.27046045235809735,1.2,0.1,True,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.150574036792973,0.08369194628975722,0.06289308176100629,0.03713858232920095,0.5338324124535856,5.0,0.0,0.0660377358490566,0.4216677034500492,True,180.0,160.0,158.0,180.0,66.0,95.5,173.0,1012.5
w0300_coverage_z_level_d1_d2,sigma0.2_lr0.03_sequential,6,0.34006131805147966,0.2,0.03,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1591947254978483,0.08431900912361026,0.5226415094339623,-0.0011208693816143415,0.4066982986887411,6.0,0.0,0.0012578616352201257,0.6058074174922103,False,,,,,,,,
w0300_coverage_z_level_d1_d2,sigma0.3_lr0.03_sequential,7,0.2834550372193817,0.3,0.03,False,300,coverage,z_level_d1_d2,1590,189,0.7557034220532319,1.1546599773877047,0.08398915473516119,0.34150943396226413,0.009411903764908934,0.5295280095366088,7.0,0.0,0.0006289308176100629,0.6044250186425416,False,,,,,,,,
