metadata_source,query_ids,best_query_rank,openalex_id,doi,title,abstract,publication_date,year,type,venue,publisher,authors,cited_by_count,landing_url,open_pdf_url,is_oa,dedup_key,screen_status,relevance_score,core_perovskite_pv,has_stability_terms,has_curve_time_terms,has_nonmonotonic_terms,has_clustering_terms,is_review_title,doi_url
OpenAlex,oa_light_soaking_recovery;oa_reversible_degradation,113,https://openalex.org/W4392230245,10.1021/acsenergylett.3c02763,Advances in Perovskite Nanocrystals and Nanocomposites for Scintillation Applications,"In recent years, the field of radiation detection has witnessed a paradigm shift with the emergence of plastic scintillators incorporating perovskite nanocrystals (PNCs). This innovative class of scintillators not only capitalizes on the superior luminescent properties of PNCs but also harnesses the flexibility and processability of polymers. This review explores the intricate landscape of synthesizing and fabricating scintillating PNCs and nanocomposites, delving into the methods employed in their production. From solution-based methods to innovative solid-state approaches, the synthesis of PNCs for scintillators application is explored comprehensively. Furthermore, embedding strategies within polymeric matrices are scrutinized, shedding light on the various techniques utilized to achieve optimal dispersion and compatibility. The evaluation of the final nanocomposites is finally discussed, with a particular emphasis on their scintillating performance and radiation hardness. Through a meticulous exploration of synthesis methodologies, embedding techniques, and performance assessments, this Review aims to provide a multilayered understanding of the state-of-the-art in PNC-based nanoscintillators.",2024-02-28,2024,article,ACS Energy Letters,,Abhinav Anand; Matteo L. Zaffalon; Andrea Erroi; Francesca Cova; Francesco Carulli; Sergio Brovelli,79,https://doi.org/10.1021/acsenergylett.3c02763,,True,doi:10.1021/acsenergylett.3c02763,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1021/acsenergylett.3c02763
OpenAlex,oa_reversible_degradation,141,https://openalex.org/W3099214201,10.1039/d0ma00643b,Polymorphism in metal halide perovskites,Polymorphism in metal halide perovskites follow similar temperature- and pressure-dependent trends across compositions and can significantly influence the optoelectronic performance of these materials.,2020-11-18,2020,article,Materials Advances,,Aida Alaei; Abigail Circelli; Yihang Yuan; Yi Yang; Stephanie S. Lee,75,https://doi.org/10.1039/d0ma00643b,https://pubs.rsc.org/en/content/articlepdf/2021/ma/d0ma00643b,True,doi:10.1039/d0ma00643b,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1039/d0ma00643b
Crossref,cr_outdoor_diurnal,67,,10.1038/s41560-020-00747-9,High-throughput analysis of the ideality factor to evaluate the outdoor performance of perovskite solar minimodules,,2021-01-04,2021,journal-article,Nature Energy,Springer Science and Business Media LLC,Esteban Velilla; Franklin Jaramillo; Iván Mora-Seró,67,https://doi.org/10.1038/s41560-020-00747-9,,False,doi:10.1038/s41560-020-00747-9,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1038/s41560-020-00747-9
OpenAlex,oa_reversible_degradation,194,https://openalex.org/W3203010659,10.1002/eom2.12142,Halide perovskite for low‐power consumption neuromorphic devices,"Abstract The rapid emergency of data science, information technology, and artificial intelligence (AI) relies on massive data processing with high computing efficiency and low power consumption. However, the current von‐Neumann architecture system requires high‐energy budget to process data computing and storage between central computing unit and memory. To overcome this problem, neuromorphic computing system which mimics the operation of human brain has been proposed to perform computing in an energy‐efficient manner. Recently, organic–inorganic halide perovskite compounds have been demonstrated as promising components for neuromorphic devices owing to their strong light absorption, solution processability, and unique properties such as ion migration, carrier trapping effects and phase transition. In this review paper, we report recent advances of neuromorphic devices which employed organic–inorganic halide perovskite compounds by analyzing their fundamental operating mechanisms, device architectures, applications and future prospective. image",2021-09-26,2021,article,EcoMat,,Itaru Raifuku; Yung‐Pin Chao; Hong‐Hsueh Chen; Chen‐Fu Lin; Pei‐En Lin; Li‐Chung Shih; Kuan‐Ting Chen; Jung‐Yao Chen; Jung‐Yao Chen; Jen‐Sue Chen; Jen‐Sue Chen; Peter Chen,67,https://doi.org/10.1002/eom2.12142,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eom2.12142,True,doi:10.1002/eom2.12142,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1002/eom2.12142
OpenAlex,oa_som_degradation,61,https://openalex.org/W2249220026,10.2172/1183982,From Quanta to the Continuum: Opportunities for Mesoscale Science,"This report explores the opportunity and defines the research agenda for mesoscale science—discovering, understanding, and controlling interactions among disparate systems and phenomena to reach the full potential of materials complexity and functionality. The ability to predict and control mesoscale phenomena and architectures is essential if atomic and molecular knowledge is to blossom into a next generation of technology opportunities, societal benefits, and scientific advances.. The body of this report outlines the need, the opportunities, the challenges, and the benefits of mastering mesoscale science.",2012-09-01,2012,report,,,G. W. Crabtree; J. L. Sarrao; A. Paul Alivisatos; William A. Barletta; Frank S. Bates; Gordon E. Brown; Roger H. French; L. H. Greene; John C. Hemminger; M. A. Kastner; Bruce D. Kay; Jennifer A. Lewis; Mark A. Ratner; Rollett Anthony; Gary W. Rubloff; John C. H. Spence; Douglas J. Tobias; J. M. Tranquada,65,https://doi.org/10.2172/1183982,,True,doi:10.2172/1183982,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.2172/1183982
OpenAlex,oa_light_soaking_recovery,172,https://openalex.org/W4395096045,10.1039/d3ee03004k,A comparison of molecular iodine evolution on the chemistry of lead and tin perovskites,"The development of new strategies which target simultaneous adsorption of corrosive iodine (I 2 ), facilitate reduction into I − and reintroduction within the crystal lattice are highly promising for addressing the longevity of perovskite-based devices.",2024-01-01,2024,article,Energy & Environmental Science,,Thomas Webb; Saif A. Haque,51,https://doi.org/10.1039/d3ee03004k,https://pubs.rsc.org/en/content/articlepdf/2024/ee/d3ee03004k,True,doi:10.1039/d3ee03004k,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1039/d3ee03004k
OpenAlex,oa_outdoor_diurnal,15,https://openalex.org/W2941074891,10.3390/s19081940,Powering the Environmental Internet of Things,"The Internet of Things (IoT) is a constantly-evolving area of research and touches almost every aspect of life in the modern world. As technology moves forward, it is becoming increasingly important for these IoT devices for environmental sensing to become self-powered to enable long-term operation. This paper provides an outlook on the current state-of-the-art in terms of energy harvesting for these low-power devices. An analytical approach is taken, first defining types of environments in which energy-harvesters operate, before exploring both well-known and novel energy harvesting techniques and their uses in modern-day sensing.",2019-04-25,2019,article,Sensors,,Joshua Curry; Nick Harris,49,https://doi.org/10.3390/s19081940,https://www.mdpi.com/1424-8220/19/8/1940/pdf?version=1556178725,True,doi:10.3390/s19081940,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.3390/s19081940
OpenAlex,oa_light_soaking_recovery,170,https://openalex.org/W2886821404,10.5772/intechopen.72061,Solar Panels and Photovoltaic Materials,"Despite their wide availability and relatively low prices, the conventional energy sources have harmful consequences on the environment and are exhaustible. In order to circumvent these negative effects, the renewable energies in general and the photovoltaic energy in particular are becoming more and more attractive. Solar cell is an electrical device that converts light into electricity at the atomic level. These devices use inorganic or organic semiconductor materials that absorb photons with energy greater than their bandgap to promote energy carriers into their conduction band. They do not pollute the atmosphere by releasing harmful gases, do not require any fuel to produce electricity, and do not move parts so they are rugged. Solar panels have a very long life and do not need much maintenance.",2018-07-11,2018,book,InTech eBooks,,Beddiaf Zaidi,49,https://doi.org/10.5772/intechopen.72061,,False,doi:10.5772/intechopen.72061,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.5772/intechopen.72061
OpenAlex,oa_operational_stability,155,https://openalex.org/W3111611631,10.1016/j.nanoen.2020.105685,Beyond 17% stable perovskite solar module via polaron arrangement of tuned polymeric hole transport layer,,2020-12-16,2020,article,Nano Energy,,Narges Yaghoobi Nia; Mahmoud Zendehdel; Mojtaba Abdi‐Jalebi; Luigi Angelo Castriotta; Felix Utama Kosasih; Enrico Lamanna; Mohammad Mahdi Abolhasani; Zhaoxiang Zheng; Zahra Andaji‐Garmaroudi; Kamal Asadi; Giorgio Divitini; Caterina Ducati; Richard H. Friend; Aldo Di Carlo,48,https://doi.org/10.1016/j.nanoen.2020.105685,https://ars.els-cdn.com/content/image/1-s2.0-S2211285520312581-ga1_lrg.jpg,True,doi:10.1016/j.nanoen.2020.105685,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1016/j.nanoen.2020.105685
OpenAlex,oa_som_degradation,83,https://openalex.org/W4411345000,10.3390/polym17121667,Recent Progress of Artificial Intelligence Application in Polymer Materials,"Artificial intelligence (AI) technology has made remarkable progress in polymer materials, which has changed polymer science significantly. However, this community still relies heavily on the traditional research paradigm instead of the data-driven paradigm. This review advocates for a fundamental paradigm shift in polymer research from traditional experience-driven methods to data-driven approaches enabled by AI. While AI has made transformative advances in polymer design, property prediction, and process optimization, the field remains anchored in conventional methodologies. AI's computational advantages against persistent barriers are also evaluated, such as data scarcity, inadequate material descriptors, and algorithmic complexity. Potential solutions, including collaborative data platforms, domain-adapted descriptor frameworks, and active learning strategies, are also discussed. Furthermore, we demonstrate how high-quality data and explainable AI methodologies overcome computational limitations while ensuring result credibility in other areas, which can benefit polymer research. Ultimately, this work provides a roadmap for accelerating the sustainable convergence of data-driven AI innovation with polymer science.",2025-06-16,2025,article,Polymers,,Teng Long; Qianqian Pang; Yanyan Deng; Xiteng Pang; Yixuan Zhang; Rui Yang; Chuanjian Zhou,47,https://doi.org/10.3390/polym17121667,https://www.mdpi.com/2073-4360/17/12/1667/pdf?version=1750147227,True,doi:10.3390/polym17121667,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.3390/polym17121667
OpenAlex,oa_som_degradation,88,https://openalex.org/W4310990655,10.3390/ma15238489,Chromate-Free Corrosion Protection Strategies for Magnesium Alloys—A Review: Part III—Corrosion Inhibitors and Combining Them with Other Protection Strategies,"Owing to the unique active corrosion protection characteristic of hexavalent chromium-based systems, they have been projected to be highly effective solutions against the corrosion of many engineering metals. However, hexavalent chromium, rendered a highly toxic and carcinogenic substance, is being phased out of industrial applications. Thus, over the past few years, extensive and concerted efforts have been made to develop environmentally friendly alternative technologies with comparable or better corrosion protection performance to that of hexavalent chromium-based technologies. The introduction of corrosion inhibitors to a coating system on magnesium surface is a cost-effective approach not only for improving the overall corrosion protection performance, but also for imparting active inhibition during the service life of the magnesium part. Therefore, in an attempt to resemble the unique active corrosion protection characteristic of the hexavalent chromium-based systems, the incorporation of inhibitors to barrier coatings on magnesium alloys has been extensively investigated. In Part III of the Review, several types of corrosion inhibitors for magnesium and its alloys are reviewed. A discussion of the state-of-the-art inhibitor systems, such as iron-binding inhibitors and inhibitor mixtures, is presented, and perspective directions of research are outlined, including in silico or computational screening of corrosion inhibitors. Finally, the combination of corrosion inhibitors with other corrosion protection strategies is reviewed. Several reported highly protective coatings with active inhibition capabilities stemming from the on-demand activation of incorporated inhibitors can be considered a promising replacement for hexavalent chromium-based technologies, as long as their deployment is adequately addressed.",2022-11-28,2022,article,Materials,,Bahram Vaghefinazari; Ewa Wierzbicka; Peter Visser; R. Posner; R. Arrabal; E. Matykina; M. Mohedano; Carsten Blawert; Mikhail L. Zheludkevich; Sviatlana V. Lamaka,47,https://doi.org/10.3390/ma15238489,https://www.mdpi.com/1996-1944/15/23/8489/pdf?version=1669798496,True,doi:10.3390/ma15238489,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,True,https://doi.org/10.3390/ma15238489
Crossref,cr_outdoor_diurnal,60,,10.1016/j.solener.2020.06.104,Indoor/outdoor light-harvesting by coupling low-cost organic solar cell with a luminescent solar concentrator,,2020-09,2020,journal-article,Solar Energy,Elsevier BV,Fahad Mateen; Muhammad Ahsan Saeed; Jae Won Shim; Sung-Kyu Hong,43,https://doi.org/10.1016/j.solener.2020.06.104,,False,doi:10.1016/j.solener.2020.06.104,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1016/j.solener.2020.06.104
OpenAlex,oa_light_soaking_recovery,179,https://openalex.org/W4313490882,10.1002/aenm.202203651,Strategies to Improve the Photochromic Properties and Photovoltaic Performances of Naphthopyran Dyes in Dye‐Sensitized Solar Cells,"Abstract Semi‐transparent solar cells are emerging as promising devices for building integrated photovoltaics. However, regardless of the technology considered, the optical transmission of semi‐transparent solar cells is fixed during the fabrication process, and hence, cannot adjust to variations in daylight or weather conditions. This becomes an issue when applications such as photovoltaic windows are envisioned. Previously, it has been reported that the use of photochromic naphthopyran dyes in dye‐sensitized solar cells (DSSC) allows for the fabrication of semi‐transparent devices capable of modulating their light transmission and energy production depending on light intensity. Herein, a series of naphthopyran dyes with an identical pi‐conjugated backbone and varying alkyl substituents is reported. Using this molecular engineering strategy, the control of the discoloration kinetics of the photochromic dyes and the reduction of undesirable recombination processes when utilised in solar cells is demonstrated. The clear photochromic‐photovoltaic structure‐property relationships for these new photosensitizers is established and they are shown to demonstrate improved photovoltaic performances and photochromic responses in DSSC with notably faster discoloration than previously reported. For the first time with photochromic molecules, the co‐sensitization of the electrodes is explored and the highest power conversion efficiency for a photochromic DSSC is reported, reaching up to 4.34% under standard conditions.",2023-01-04,2023,article,Advanced Energy Materials,,Valid Mwatati Mwalukuku; Johan Liotier; Antonio J. Riquelme; Yann Kervella; Quentin Huaulmé; Alix Haurez; Stèphanie Narbey; Juan A. Anta; Renaud Demadrille,42,https://doi.org/10.1002/aenm.202203651,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202203651,True,doi:10.1002/aenm.202203651,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1002/aenm.202203651
OpenAlex,oa_light_soaking_recovery,140,https://openalex.org/W4312807622,10.1039/d2ya00075j,Solution-processed next generation thin film solar cells for indoor light applications,Indoor light harvesting solar cells can effectively power the IoT devices. Solution-processable next generation solar cells fuelled by the recent growth in the IoT market present immense potential due to their lightweight and flexible nature.,2022-01-01,2022,article,Energy Advances,,Snehangshu Mishra; Subrata Ghosh; Binita Boro; Dinesh Kumar; Shivam Porwal; Mrittika Paul; Himanshu Dixit; Trilok Singh,42,https://doi.org/10.1039/d2ya00075j,https://pubs.rsc.org/en/content/articlepdf/2022/ya/d2ya00075j,True,doi:10.1039/d2ya00075j,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1039/d2ya00075j
Crossref,cr_outdoor_diurnal,12,,10.1016/j.solmat.2018.10.018,Outdoor performance of perovskite solar technology: Silicon comparison and competitive advantages at different irradiances,,2019-03,2019,journal-article,Solar Energy Materials and Solar Cells,Elsevier BV,Esteban Velilla; Daniel Ramirez; José-Ignacio Uribe; Juan F. Montoya; Franklin Jaramillo,42,https://doi.org/10.1016/j.solmat.2018.10.018,,False,doi:10.1016/j.solmat.2018.10.018,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1016/j.solmat.2018.10.018
OpenAlex,oa_light_soaking_recovery,162,https://openalex.org/W2970136658,10.1088/1361-6463/ab3f64,Recent progress in Si-PEDOT:PSS inorganic–organic hybrid solar cells,"Abstract In this topical review, the development of Si-PEDOT:PSS inorganic–organic hybrid solar cells is briefly summarized. After an introduction to the typical device structure and relevant operating mechanism, special focus is placed upon ways to enhance solar cell efficiency. The various approaches for improving cell performance have been categorized into three sub-topics: (1) micro-/nano-structuring of the Si surface for effective light manipulation and trapping, (2) interface engineering for efficient charge carrier separation and extraction, with special focus on ‘dopant-free selective contact’ approaches, and (3) electrical optimization of PEDOT:PSS via ‘secondary doping’, including their molecular mechanism and analytical characterization methods. Finally, remaining hurdles to be overcome for hybrid solar cells are discussed, including novel applications of unique inorganic–organic heterojunction structures such as photodetectors and photoanodes in photoelectrochemical cells. Moreover, non-planar, deformable forms of Si-PEDOT:PSS hybrid cells are introduced, which may be very useful devices for various portable, off-grid applications.",2019-08-30,2019,article,Journal of Physics D Applied Physics,,Dahl‐Young Khang,42,https://doi.org/10.1088/1361-6463/ab3f64,https://iopscience.iop.org/article/10.1088/1361-6463/ab3f64/pdf,True,doi:10.1088/1361-6463/ab3f64,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,True,https://doi.org/10.1088/1361-6463/ab3f64
OpenAlex,oa_light_soaking_recovery,174,https://openalex.org/W4310422401,10.1021/acsenergylett.2c02352,The Electronic Disorder Landscape of Mixed Halide Perovskites,"Band gap tunability of lead mixed halide perovskites makes them promising candidates for various applications in optoelectronics. Here we use the localization landscape theory to reveal that the static disorder due to iodide:bromide compositional alloying contributes at most 3 meV to the Urbach energy. Our modeling reveals that the reason for this small contribution is due to the small effective masses in perovskites, resulting in a natural length scale of around 20 nm for the ""effective confining potential"" for electrons and holes, with short-range potential fluctuations smoothed out. The increase in Urbach energy across the compositional range agrees well with our optical absorption measurements. We model systems of sizes up to 80 nm in three dimensions, allowing us to accurately reproduce the experimentally observed absorption spectra of perovskites with halide segregation. Our results suggest that we should look beyond static contribution and focus on the dynamic temperature dependent contribution to the Urbach energy.",2022-11-30,2022,article,ACS Energy Letters,,Yun Liu; Jean-Philippe Banon; Kyle Frohna; Yu‐Hsien Chiang; Ganbaatar Tumen‐Ulzii; Samuel D. Stranks; Marcel Filoche; Richard H. Friend,39,https://doi.org/10.1021/acsenergylett.2c02352,,True,doi:10.1021/acsenergylett.2c02352,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1021/acsenergylett.2c02352
OpenAlex,oa_light_soaking_recovery,182,https://openalex.org/W2979222986,10.1063/1.5120270,Temperature-driven anion migration in gradient halide perovskites,"Cesium lead halide perovskite films with a systematic change in the halide composition of CsPbBr3−xIx, in which iodide concentration varies from x = 0 to x = 3, provide a built-in gradient band structure. Such a gradient structure allows for the integrated capture of visible photons and directs them to the energetically low-lying iodide rich region. Annealing gradient halide perovskite films at temperatures ranging from 50 °C to 90 °C causes the films to homogenize into mixed halide perovskites. The movement of halide ions during the homogenization process was elucidated using UV-Visible absorbance and X-ray photoelectron spectroscopy. The halide ion movement in CsPbBr3−xIx gradient films was tracked via absorbance changes in the visible region of the spectrum that enabled us to measure the temperature dependent rate constant and energy of activation (74.5 kJ/mol) of halide ion homogenization. Excited state processes of both gradient and homogenized films probed through transient absorption spectroscopy showed the direct flow of charge carriers and charge recombination in both films.",2019-10-01,2019,article,The Journal of Chemical Physics,,Rebecca A. Scheidt; Prashant V. Kamat,39,https://doi.org/10.1063/1.5120270,,True,doi:10.1063/1.5120270,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1063/1.5120270
Crossref,cr_som_degradation,187,,10.1016/j.patrec.2009.09.009,SOMM: Self organizing Markov map for gesture recognition,,2010-01,2010,journal-article,Pattern Recognition Letters,Elsevier BV,George Caridakis; Kostas Karpouzis; Athanasios Drosopoulos; Stefanos Kollias,39,https://doi.org/10.1016/j.patrec.2009.09.009,,False,doi:10.1016/j.patrec.2009.09.009,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1016/j.patrec.2009.09.009
OpenAlex,oa_som_degradation,110,https://openalex.org/W3007023248,10.2172/1601591,Innovations in Sensors and Controls for Building Energy Management: Research and Development Opportunities Report for Emerging Technologies,"Sensors, actuators, and controllers, which collectively serve as the backbone of cyberphysical systems for building energy management, are one of the core technical areas of investment for achieving the U.S. Department of Energy (DOE) Building Technologies Office's (BTO's) goals for energy affordability in the national building stock - both commercial and residential. In fact, an aggregated annual energy savings of 29% is estimated in the commercial sector alone through the implementation of efficiency measures using current state-of-the-art sensors and controls to retune buildings by optimizing programmable settings based on occupant schedules and comfort requirements, as well as detecting and diagnosing equipment operation and installation problems (Fernandez et al. 2017). Monitoring and control of building conditions and operations has advanced significantly, from the invention of the modern thermostat just before the start of the 20th century to the midcentury incorporation of direct digital control into devices, the introduction of open protocols and network communications at the end of the century, and finally the invention of cloud-based computing and additional advancements that have enabled remote operation and a proliferation of connected and intelligent devices in building automation. Despite this potential, however, two main challenges hinder widespread adoption of sensors and controls in building operations that can ensure savings for high-efficiency components and equipment (e.g., heat pumps, windows, and lighting devices), as well as additional savings from more sophisticated control architectures and algorithms. energy savings of 29% is estimated in the commercial sector alone through the implementation of efficiency measures using current state-of-the-art sensors and controls to retune buildings by optimizing programmable settings based on occupant schedules and comfort requirements, as well as detecting and diagnosing equipment operation and installation problems (Fernandez et al. 2017). Monitoring and control of building conditions and operations has advanced significantly, from the invention of the modern thermostat just before the start of the 20th century to the midcentury incorporation of direct digital control into devices, the introduction of open protocols and network communications at the end of the century, and finally the invention of cloud-based computing and additional advancements that have enabled remote operation and a proliferation of connected and intelligent devices in building automation. Despite this potential, however, two main challenges hinder widespread adoption of sensors and controls in building operations that can ensure savings for high-efficiency components and equipment (e.g., heat pumps, windows, and lighting devices), as well as additional savings from more sophisticated control architectures and algorithms.",2020-02-11,2020,report,,,Marina Sofos; Energy Efficiency Office. Building Technologies Office USDOE Office of Energy Efficiency and Renewable Energy (EERE); Jared Langevin; Michael DERU; Erika Gupta; Kyle Benne; David Blum; Ted Bohn; Robert Fares; Nick Fernandez; Glenn Fink; Steven Frank; Jennifer Gerbi; Jessica Granderson; Dale Hoffmeyer; Tianzhen Hong; Amy Jiron; Stephanie Johnson; Srinivas Katipamula; Teja Kuruganti; Jared Langevin; William Livingood; Ralph Muehleisen; Monica Neukomm; Valerie Nubbe; Patrick Phelan; MaryAnn Piette; Janet Reyna; Amir Roth; Aven Satre-Meloy; Michael Specian; Draguna Vrabie; Michael Wetter; Steve Widergren,38,https://doi.org/10.2172/1601591,https://www.osti.gov/servlets/purl/1601591,True,doi:10.2172/1601591,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.2172/1601591
OpenAlex,oa_som_degradation,105,https://openalex.org/W4406477905,10.1186/s40712-024-00202-7,Exploring quantum materials and applications: a review,"Abstract Researchers in condensed matter physics are currently exploring new materials for specific use in various applications. The peculiar properties of quantum materials (QMs) have garnered significant attention because they have the potential to serve as building blocks for entirely new technologies in modern science and technology. QMs exhibit emerging phenomena governed by quantum confinement, strong electronic correlations, topology, and symmetry, making them exceptional materials. This review paper provides an overview of these unique properties, different types of QMs, and their applications with the latest case studies, presenting a prospective outlook on QMs in multiple domains.",2025-01-16,2025,article,Journal of Materials Science Materials in Engineering,,Rajat Goyal; Shivam Maharaj; Pawan Kumar; M. Chandrasekhar,36,https://doi.org/10.1186/s40712-024-00202-7,https://jmsg.springeropen.com/counter/pdf/10.1186/s40712-024-00202-7,True,doi:10.1186/s40712-024-00202-7,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,True,https://doi.org/10.1186/s40712-024-00202-7
OpenAlex,oa_som_degradation,84,https://openalex.org/W4403545097,10.1038/s41524-024-01426-z,MD-HIT: Machine learning for material property prediction with dataset redundancy control,"Abstract Materials datasets usually contain many redundant (highly similar) materials due to the tinkering approach historically used in material design. This redundancy skews the performance evaluation of machine learning (ML) models when using random splitting, leading to overestimated predictive performance and poor performance on out-of-distribution samples. This issue is well-known in bioinformatics for protein function prediction, where tools like CD-HIT are used to reduce redundancy by ensuring sequence similarity among samples greater than a given threshold. In this paper, we survey the overestimated ML performance in materials science for material property prediction and propose MD-HIT, a redundancy reduction algorithm for material datasets. Applying MD-HIT to composition- and structure-based formation energy and band gap prediction problems, we demonstrate that with redundancy control, the prediction performances of the ML models on test sets tend to have relatively lower performance compared to the model with high redundancy, but better reflect models’ true prediction capability.",2024-10-18,2024,article,npj Computational Materials,,Qin Li; Nihang Fu; Sadman Sadeed Omee; Jianjun Hu,36,https://doi.org/10.1038/s41524-024-01426-z,https://www.nature.com/articles/s41524-024-01426-z.pdf,True,doi:10.1038/s41524-024-01426-z,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1038/s41524-024-01426-z
OpenAlex,oa_light_soaking_recovery,200,https://openalex.org/W4404105250,10.1016/j.matt.2024.08.007,The interactions between halide perovskites and oxygen: From stages to strategies,,2024-11-01,2024,article,Matter,,Yangyang Ju; Xiangmin Hu; Xian‐gang Wu; Chenhui Wang; A. A. Baranov; Anatoly P. Pushkarev; Haizheng Zhong,34,https://doi.org/10.1016/j.matt.2024.08.007,http://www.cell.com/article/S2590238524004399/pdf,True,doi:10.1016/j.matt.2024.08.007,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1016/j.matt.2024.08.007
OpenAlex,oa_som_degradation,78,https://openalex.org/W4405918202,10.20517/jmi.2024.48,Transformative strategies in photocatalyst design: merging computational methods and deep learning,"Photocatalysis is a unique technology that harnesses solar energy through in-situ processes, operating without the need for external energy inputs. It is integral to advancing environmental, energy, chemical, and carbon-neutral objectives, promoting the dual goals of pollution control and carbon reduction. However, the conventional approach to photocatalyst design faces challenges such as inefficiency, high costs, and low success rates, highlighting the need for integrating modern technologies and seeking new paradigms. Here, we demonstrate a comprehensive overview of transformative strategies in photocatalyst design, combining computational materials science with deep learning technologies. The review covers the fundamental principles of photocatalyst design, followed by a comprehensive examination of computational methods and the workflow for deep-learning-assisted design. Deep learning approaches are extensively reviewed, focusing on the discovery of novel photocatalysts, microstructure design, property optimization, novel design approaches, application exploration, and mechanistic insights into photocatalysis. Finally, we highlight the synergy between multidimensional computation and deep learning, while discussing the challenges and future directions in photocatalyst development. This review offers a comprehensive summary of deep-learning-assisted photocatalyst design, offering transformative insights that not only enhance the development of photocatalytic technologies but also expand the practical applications of photocatalysis in various domains.",2024-12-31,2024,article,Journal of Materials Informatics,,Jianqiao Liu; Liqian Liang; Baofeng Su; Di Wu; Yuequ Zhang; Jian-Zhao Wu; Ce Fu,34,https://doi.org/10.20517/jmi.2024.48,https://f.oaes.cc/xmlpdf/c311fd89-04a3-4a19-90d8-9a700e4c439b/jmi4048.pdf,True,doi:10.20517/jmi.2024.48,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.20517/jmi.2024.48
OpenAlex,oa_som_degradation,10,https://openalex.org/W2418364068,10.1039/c6ce00965d,Grain rotation and lattice deformation during perovskite spray coating and annealing probed in situ by GI-WAXS,Synchrotron grazing incidence WAXS is used to track CH 3 NH 3 PbI 3 precursor and perovskite crystallites rotation in situ during solution-deposition and thermal annealing.,2016-01-01,2016,article,CrystEngComm,,Samuele Lilliu; Jon Griffin; Alexander T. Barrows; Mejd Alsari; B. Curzadd; Thomas G. Dane; Oier Bikondoa; J. Emyr Macdonald; David G. Lidzey,34,https://doi.org/10.1039/c6ce00965d,https://pubs.rsc.org/en/content/articlepdf/2016/ce/c6ce00965d,True,doi:10.1039/c6ce00965d,D_exclude_not_core_perovskite_PV,3,False,False,False,False,False,False,https://doi.org/10.1039/c6ce00965d
