variant_id,setting_id,elbow_k,window_hours,cohort,representation,n,seed_ari,silhouette_median,label_blind_rank_sum,target_type_coverage,exact_four,names
w0750_detail_z_level_d1,paper_sigma03_lr01_seq,4,750,detail,z_level_d1,734,0.937070588379875,0.13594996800482506,1126.0,1,False,Other/mixed;Slope-like
w0500_coverage_z_level,paper_sigma05_lr01_seq,4,500,coverage,z_level,1198,0.93624076580596,0.3366963602852879,783.0,1,False,Other/mixed;Slope-like
w0200_detail_maxabs_level,random_sigma12_lr03,5,200,detail,maxabs_level,1269,0.9345344744446472,0.44673573545180295,,1,False,Slope-like
w0150_detail_maxabs_level,paper_sigma05_lr01_seq,4,150,detail,maxabs_level,1103,0.9336709745835421,0.5293230526528605,,1,False,Slope-like
w0150_dense_maxabs_level,random_sigma05_lr01,4,150,dense,maxabs_level,422,0.9316724212201746,0.4714762281858594,,1,False,Slope-like
w0150_detail_z_level_d1,paper_sigma05_lr01_seq,4,150,detail,z_level_d1,1103,0.929395425061661,0.2213716149794417,,1,False,Other/mixed;Slope-like
w0200_coverage_maxabs_level,random_sigma12_lr03,3,200,coverage,maxabs_level,1770,0.9293336698383389,0.5747995998292342,,1,False,Slope-like
w0150_dense_maxabs_level,random_sigma12_lr03,4,150,dense,maxabs_level,422,0.9228530479582767,0.44543500052572654,,1,False,Slope-like
w1000_coverage_z_level,random_sigma05_lr01,3,1000,coverage,z_level,489,0.922216866960684,0.33650398874272597,1116.5,1,False,Other/mixed;Slope-like
w0750_detail_maxabs_level,random_sigma05_lr01,4,750,detail,maxabs_level,734,0.9216078048792568,0.4810744555902924,571.5,1,False,Slope-like
w0300_coverage_maxabs_level,paper_sigma03_lr01_seq,4,300,coverage,maxabs_level,1590,0.9186370274641691,0.5149244532411018,400.5,1,False,Slope-like
w0750_dense_maxabs_level,random_sigma05_lr01,4,750,dense,maxabs_level,576,0.9176435044085309,0.4658831891900659,689.0,1,False,Slope-like
w1000_coverage_maxabs_level,paper_sigma03_lr01_seq,5,1000,coverage,maxabs_level,489,0.917335785628047,0.4342271143845462,1125.5,1,False,Slope-like
w1000_detail_maxabs_level,random_sigma05_lr01,4,1000,detail,maxabs_level,472,0.9116684197178255,0.5066188547943201,782.5,1,False,Slope-like
w1000_dense_maxabs_level,random_sigma12_lr03,4,1000,dense,maxabs_level,379,0.9096052520961182,0.421618974635752,671.0,1,False,Slope-like
w0750_coverage_z_level,paper_sigma03_lr01_seq,4,750,coverage,z_level,770,0.9084334361720882,0.2648374424899714,863.5,1,False,Other/mixed;Slope-like
w1000_detail_z_level_d1_d2,paper_sigma03_lr01_seq,3,1000,detail,z_level_d1_d2,472,0.9077307223443403,0.07158505213873206,1267.5,1,False,Other/mixed;Slope-like
w0300_coverage_maxabs_level,random_sigma05_lr01,4,300,coverage,maxabs_level,1590,0.9041487652860275,0.515985060280854,405.5,1,False,Slope-like
w0300_detail_maxabs_level,random_sigma05_lr01,4,300,detail,maxabs_level,1325,0.9016339087769055,0.5178355206563233,394.0,1,False,Slope-like
w0200_detail_maxabs_level,random_sigma05_lr01,4,200,detail,maxabs_level,1269,0.8991024260304008,0.521545869686974,,1,False,Slope-like
w0500_coverage_z_level,random_sigma05_lr01,3,500,coverage,z_level,1198,0.8981395058465425,0.3365037821215073,818.0,1,False,Other/mixed;Slope-like
w0500_dense_maxabs_level,random_sigma05_lr01,4,500,dense,maxabs_level,774,0.8966664106867799,0.4594807753831871,591.5,1,False,Slope-like
w0200_coverage_z_level_d1,paper_sigma05_lr01_seq,4,200,coverage,z_level_d1,1770,0.8921234506671833,0.23455083523623846,,1,False,Other/mixed;Slope-like
w0150_detail_maxabs_level,paper_sigma03_lr01_seq,4,150,detail,maxabs_level,1103,0.8903077227141097,0.5383559295678545,,1,False,Slope-like
w0750_coverage_z_level_d1,paper_sigma05_lr01_seq,4,750,coverage,z_level_d1,770,0.8864286167214487,0.13975713731722256,1061.0,1,False,Other/mixed;Slope-like
w0300_coverage_z_level_d1,random_sigma05_lr01,4,300,coverage,z_level_d1,1590,0.8860529604317691,0.19324155559007358,795.5,1,False,Other/mixed;Slope-like
w0300_dense_maxabs_level,random_sigma05_lr01,4,300,dense,maxabs_level,682,0.8833352855997081,0.4775463240601364,569.0,1,False,Slope-like
w0300_detail_maxabs_level,random_sigma12_lr03,4,300,detail,maxabs_level,1325,0.8811898120630163,0.45222243943874296,505.5,1,False,Slope-like
w1000_coverage_maxabs_level,random_sigma05_lr01,4,1000,coverage,maxabs_level,489,0.8770825673123704,0.5102365309785929,729.0,1,False,Slope-like
w0300_coverage_z_level,paper_sigma03_lr01_seq,4,300,coverage,z_level,1590,0.8765196405374874,0.35948320440748377,712.5,1,False,Other/mixed;Slope-like
w0200_coverage_z_level,random_sigma05_lr01,4,200,coverage,z_level,1770,0.8762212527943515,0.40193872677803283,,1,False,Other/mixed;Slope-like
w0500_coverage_maxabs_level,random_sigma12_lr03,4,500,coverage,maxabs_level,1198,0.8638083057111042,0.43287627456163774,466.5,1,False,Slope-like
w0750_detail_maxabs_level,random_sigma12_lr03,5,750,detail,maxabs_level,734,0.855406392282435,0.4077584123732107,683.0,1,False,Slope-like
w0150_coverage_z_level_d1_d2,random_sigma05_lr01,4,150,coverage,z_level_d1_d2,1857,0.8534353592191183,0.08976141340634337,,1,False,Other/mixed;Slope-like
w0150_detail_z_level,random_sigma12_lr03,4,150,detail,z_level,1103,0.8508092669937738,0.3397040726944954,,1,False,Other/mixed;Slope-like
w0150_coverage_maxabs_level,random_sigma12_lr03,5,150,coverage,maxabs_level,1857,0.8481012484375962,0.47234110388809664,,1,False,Slope-like
w0300_dense_maxabs_level,random_sigma12_lr03,4,300,dense,maxabs_level,682,0.8477408839282746,0.4503852000000266,563.0,1,False,Slope-like
w0200_detail_z_level,random_sigma05_lr01,4,200,detail,z_level,1269,0.8417123850003576,0.3674474699183587,,1,False,Other/mixed;Slope-like
w0200_dense_maxabs_level,random_sigma12_lr03,5,200,dense,maxabs_level,522,0.8377627648583011,0.41032209541080855,,1,False,Slope-like
w0150_detail_maxabs_level,random_sigma12_lr03,5,150,detail,maxabs_level,1103,0.8357173347488525,0.4478186460710401,,1,False,Slope-like
w0150_detail_z_level_d1,paper_sigma03_lr01_seq,4,150,detail,z_level_d1,1103,0.8315954750699776,0.23882619908185268,,1,False,Other/mixed;Slope-like
w1000_coverage_z_level_d1_d2,paper_sigma05_lr01_seq,4,1000,coverage,z_level_d1_d2,489,0.827003246398899,0.05180039580732627,1290.0,1,False,Other/mixed;Slope-like
w0200_coverage_z_level_d1_d2,random_sigma05_lr01,4,200,coverage,z_level_d1_d2,1770,0.8225747941418646,0.07640646055896491,,1,False,Other/mixed;Slope-like
w0500_detail_z_level,random_sigma05_lr01,4,500,detail,z_level,1102,0.8216585042737483,0.30778582591181997,769.5,1,False,Other/mixed;Slope-like
w0150_dense_maxabs_level,paper_sigma03_lr01_seq,4,150,dense,maxabs_level,422,0.8208856917691542,0.4711531817870209,,1,False,Slope-like
w0750_coverage_maxabs_level,random_sigma12_lr03,5,750,coverage,maxabs_level,770,0.8190963982788463,0.40601950312353813,660.0,1,False,Slope-like
w1000_coverage_maxabs_level,random_sigma12_lr03,4,1000,coverage,maxabs_level,489,0.8133161402460383,0.4298514569185218,661.5,1,False,Slope-like
w0500_detail_z_level,paper_sigma03_lr01_seq,4,500,detail,z_level,1102,0.8123093635363973,0.2917783015037634,762.5,1,False,Other/mixed;Slope-like
w0500_detail_z_level_d1,paper_sigma05_lr01_seq,4,500,detail,z_level_d1,1102,0.8113993213732416,0.1421353698997045,1056.0,1,False,Other/mixed;Slope-like
w1000_detail_maxabs_level,random_sigma12_lr03,4,1000,detail,maxabs_level,472,0.8087508160872757,0.4167497371376718,721.5,1,False,Slope-like
w0750_detail_z_level_d1,random_sigma05_lr01,4,750,detail,z_level_d1,734,0.8077525141504914,0.1394833507015882,1183.0,1,False,Other/mixed;Slope-like
w0750_detail_z_level,random_sigma05_lr01,4,750,detail,z_level,734,0.804907222491356,0.2675153894611799,848.0,1,False,Other/mixed;Slope-like
w0300_coverage_maxabs_level,random_sigma12_lr03,4,300,coverage,maxabs_level,1590,0.7873809860151971,0.4719579973795257,428.5,1,False,Slope-like
w0500_dense_maxabs_level,random_sigma12_lr03,5,500,dense,maxabs_level,774,0.7794124524358746,0.4122984796070819,727.5,1,False,Slope-like
w1000_dense_z_level_d1,random_sigma05_lr01,4,1000,dense,z_level_d1,379,0.7778822942505178,0.1213487602882067,1339.5,1,False,Other/mixed;Slope-like
w0750_dense_z_level,random_sigma05_lr01,4,750,dense,z_level,576,0.777604681435211,0.2664095141335809,1166.5,1,False,Other/mixed;Slope-like
w0500_coverage_maxabs_level,random_sigma05_lr01,4,500,coverage,maxabs_level,1198,0.7717214706990946,0.5035467232487402,523.5,1,False,Slope-like
w0200_dense_z_level,random_sigma12_lr03,4,200,dense,z_level,522,0.7656934033108483,0.25135894899556277,,1,False,Other/mixed;Slope-like
w0150_dense_z_level,random_sigma12_lr03,5,150,dense,z_level,422,0.7600078209798742,0.237344377468514,,1,False,Other/mixed;Slope-like
w0200_detail_maxabs_level,paper_sigma03_lr01_seq,4,200,detail,maxabs_level,1269,0.7518369162861802,0.5256399444637349,,1,False,Slope-like
w1000_dense_z_level,random_sigma05_lr01,4,1000,dense,z_level,379,0.7441268596345029,0.2696224464472229,1126.5,1,False,Other/mixed;Slope-like
w0500_detail_maxabs_level,random_sigma12_lr03,4,500,detail,maxabs_level,1102,0.7400516984622078,0.4285968619193595,527.0,1,False,Slope-like
w1000_detail_z_level,random_sigma05_lr01,3,1000,detail,z_level,472,0.7400247655161999,0.3277388543351046,1153.0,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1_d2,random_sigma05_lr01,4,150,detail,z_level_d1_d2,1103,0.7288028146443534,0.06549062401705678,,1,False,Other/mixed;Slope-like
w0500_coverage_z_level_d1,paper_sigma03_lr01_seq,4,500,coverage,z_level_d1,1198,0.7209523350168631,0.188723997360121,925.5,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1,random_sigma05_lr01,4,150,detail,z_level_d1,1103,0.7063808471317422,0.22916671455500823,,1,False,Other/mixed;Slope-like
w1000_coverage_z_level,random_sigma12_lr03,3,1000,coverage,z_level,489,0.6952384006391455,0.31206552142768657,997.0,1,False,Other/mixed;Slope-like
w1000_dense_maxabs_level,paper_sigma05_lr01_seq,5,1000,dense,maxabs_level,379,0.6948448842590663,0.4479127729286473,1081.0,1,False,Slope-like
w1000_coverage_z_level_d1_d2,random_sigma05_lr01,4,1000,coverage,z_level_d1_d2,489,0.6900878048480797,0.052036898960080145,1359.0,1,False,Other/mixed;Slope-like
w1000_detail_z_level,random_sigma12_lr03,3,1000,detail,z_level,472,0.6886200326444268,0.31282480941190344,1111.0,1,False,Other/mixed;Slope-like
w1000_dense_maxabs_level,paper_sigma03_lr01_seq,5,1000,dense,maxabs_level,379,0.6753880348391537,0.45908526683856987,1094.0,1,False,Slope-like
w0750_detail_z_level,random_sigma12_lr03,4,750,detail,z_level,734,0.6582626697592936,0.23613422740080448,1054.0,1,False,Slope-like
w0300_coverage_z_level,random_sigma12_lr03,5,300,coverage,z_level,1590,0.6500362834712526,0.2703740396930449,911.0,1,False,Other/mixed;Slope-like
w0150_dense_z_level,random_sigma05_lr01,4,150,dense,z_level,422,0.6225443491468877,0.2941091282436051,,1,False,Other/mixed;Slope-like
w0750_coverage_z_level,random_sigma05_lr01,4,750,coverage,z_level,770,0.5974712122233982,0.2728912705215674,986.5,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1,random_sigma12_lr03,4,150,detail,z_level_d1,1103,0.5843515618162373,0.15847986945279272,,1,False,Other/mixed;Slope-like
w0750_dense_z_level_d1,random_sigma05_lr01,5,750,dense,z_level_d1,576,0.5652486439545638,0.11972680163443133,1474.0,1,False,Other/mixed;Slope-like
w0150_detail_z_level_d1_d2,random_sigma12_lr03,4,150,detail,z_level_d1_d2,1103,0.5618124049301659,0.040199203163519,,1,False,Other/mixed;Slope-like
w0200_coverage_z_level_d1_d2,paper_sigma03_lr01_seq,4,200,coverage,z_level_d1_d2,1770,0.5469381791523783,0.07159039228236644,,1,False,Other/mixed;Slope-like
w0750_coverage_z_level_d1_d2,paper_sigma05_lr01_seq,4,750,coverage,z_level_d1_d2,770,0.5362057686425453,0.04786454255649624,1303.5,1,False,Other/mixed;Slope-like
w1000_dense_z_level,random_sigma12_lr03,5,1000,dense,z_level,379,0.5143349717533411,0.18045085031743774,1372.5,1,False,Other/mixed;Slope-like
w1000_coverage_z_level,paper_sigma03_lr01_seq,4,1000,coverage,z_level,489,0.5011341357332113,0.277047107803599,1125.5,1,False,Other/mixed;Slope-like
w0500_detail_z_level_d1,random_sigma05_lr01,4,500,detail,z_level_d1,1102,0.49216280275550534,0.16041166823886424,1097.0,1,False,Other/mixed;Slope-like
w0150_coverage_z_level_d1,random_sigma12_lr03,5,150,coverage,z_level_d1,1857,0.48559532908162556,0.17100215898407256,,1,False,Other/mixed;Slope-like
w0150_dense_z_level,paper_sigma03_lr01_seq,4,150,dense,z_level,422,0.4754438965079453,0.29902155803351754,,1,False,Other/mixed;Slope-like
w1000_coverage_z_level_d1,random_sigma05_lr01,4,1000,coverage,z_level_d1,489,0.47179910877717424,0.14177836698553128,1243.5,1,False,Other/mixed;Slope-like
w0150_dense_z_level_d1_d2,random_sigma12_lr03,4,150,dense,z_level_d1_d2,422,0.46192221432638725,0.04732629246879675,,1,False,Other/mixed;Slope-like
w0150_coverage_z_level_d1_d2,random_sigma12_lr03,5,150,coverage,z_level_d1_d2,1857,0.45850663021433274,0.05352558831608961,,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1_d2,paper_sigma03_lr01_seq,6,1000,dense,z_level_d1_d2,379,0.42931836758066416,0.014369370822768046,,1,False,Other/mixed;Slope-like
w1000_dense_z_level_d1_d2,random_sigma12_lr03,4,1000,dense,z_level_d1_d2,379,0.39752895424505846,0.043348774710436876,1468.0,1,False,Other/mixed;Slope-like
w0750_coverage_z_level,random_sigma12_lr03,5,750,coverage,z_level,770,0.38972705933467194,0.2059028111479243,1177.0,1,False,Other/mixed;Slope-like
w0750_dense_z_level_d1,random_sigma12_lr03,5,750,dense,z_level_d1,576,0.37472656478991384,0.09418059594396527,1488.0,1,False,Other/mixed;Slope-like
w0500_coverage_z_level_d1_d2,random_sigma05_lr01,4,500,coverage,z_level_d1_d2,1198,0.34379469558352255,0.052925727989442596,1261.5,1,False,Other/mixed;Slope-like
