doi,title,publication_year,journal,landing_page_url,pdf_source_url,local_pdf,download_status,download_error,title_abstract_nonmonotonic_flag,title_abstract_nonmonotonic_hits,parse_status,parse_error,pdf_pages,extracted_characters,graph_evidence_pages,shape_evidence_pages,graph_evidence_excerpt,shape_evidence_excerpt,machine_curve_figure_evidence,machine_nonmonotonic_shape_evidence
10.1038/s41467-024-51760-5,Co-adsorbed self-assembled monolayer enables high-performance perovskite and organic solar cells,2024,Nature Communications,https://doi.org/10.1038/s41467-024-51760-5,https://www.nature.com/articles/s41467-024-51760-5.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-024-51760-5.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,13,75897,2;7;8,7,"sfer process at the buried interface46. For PSCs, the CA surface helps enhance grain grooves and increases the interfacial energy, which contributes to a ﬂattened perovskite buried interface and reduced photovoltaic inac- tive phase, resulting in a remarkable PCE exceeding 25% for p-i-n devices. These advantages can also be extended to OSCs, with PM1:PTQ10:m-BTP-PhC6 photoactive system realizing a PCE of 19.51%, among the leading values. Furthermore, PBQx-Cl:PY-IT blend achieves a PCE of 17.77%, a decent value among all-polymer binary OSCs; the PM6:eC11 combination attains 17.71%, representing one of the best results for open-air blade coating devices cast by non-halogenated solvents ortho-x || A/cm², and FF of 82%. In contrast, the device based on CA realizes a champion efﬁciency of over 25%, featured by a VOC of 1.17 V, a JSC of 25.21 mA/cm², and an out- standing FF of 86%. Additionally, external quantum efﬁciency (EQE) measurements are conducted (Fig. 4c), supporting an integrated cur- rent density of 24.7 mA/cm² for the control and a slightly higher one of 25.0 mA/cm² for the target, which suggests the high accuracy of J–V measurement. The CA-based device exhibits a stabilized PCE of 24.84% and a stabilized VOC of 1.04 V, while the 2PACz-based device could only produce a 23.04% stabilized PCE (Fig. 4d). The statistic distribution of 2PACz and CA are shown in Fig. S23, where the || ig. S28d. The details for derived parameters and methods are elaborated in Table S6. These results support the best FF of PEDOT:PSS and high JSC of SAM. Moreover, the light intensity- dependent VOC and JSC values are depicted in semi-log and full-log forms in Fig. S28e and S28f, respectively. As a result, the main dif- ference among the four groups is the competition between trap- assisted recombination and surface recombination, while the bimolecular one is found to be similar86. Last, the operational stability of the devices under 1-sun illumination is tracked as shown in Fig. 5f. PEDOT:PSS-based devices are observed a very fast degradation, within 500 h. 2PACz is better and maintains ca. ",", while the control devices suffer from a rapid fall, with efﬁciency dropping to 72% after approximately 450 h. To further conﬁrm the enhanced stability of the CA approach, we used an accelerating aging test by deliberately annealing the devices at 85 °C with light soaking, as shown in Fig. S26. After aging for ~200 h, the increased amount of unwanted nanovoids can be observed at the buried interface of the 2PACz-based device. Under operational conditions, these nanovoids were found to be sensitive to light irradiation and ther",True,True
10.1126/science.abq6993,"Two-dimensional perovskite templates for durable, efficient formamidinium perovskite solar cells",2024,Science,https://doi.org/10.1126/science.abq6993,https://hal.science/hal-04612789v1/file/Accepted_HAL.pdf,,not_a_pdf,downloaded_bytes=12533,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/anie.202403068,Glycol Monomethyl Ether‐Substituted Carbazolyl Hole‐Transporting Material for Stable Inverted Perovskite Solar Cells with Efficiency of 25.52 %,2024,Angewandte Chemie International Edition,https://doi.org/10.1002/anie.202403068,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202403068,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adma.202407433,Inhibiting Interfacial Nonradiative Recombination in Inverted Perovskite Solar Cells with a Multifunctional Molecule,2024,Advanced Materials,https://doi.org/10.1002/adma.202407433,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202407433,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-024-55329-0,Ultrathin polymer membrane for improved hole extraction and ion blocking in perovskite solar cells,2024,Nature Communications,https://doi.org/10.1038/s41467-024-55329-0,https://www.nature.com/articles/s41467-024-55329-0.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-024-55329-0.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,11,62005,6;7;10,,"radiative recombination loss. Additionally, we studied the electroluminescence performance of the devices working as light-emitting diodes. The D18 device exhibited an external quantum efﬁciency of 8.76%, compared to 4.01% of the control device (Supplementary Fig. 29), consistent with the trend of VOC increase. We conclude that the increase in VOC and FF was mainly caused by suppressed interfacial non-radiative recombi- nation and improved charge transport. We further investigated the operational stability of the control and D18 devices by MPP tracking under 1-sun illumination at around 50 °C in a nitrogen atmosphere. As shown in Fig. 4d, the PCE of the control device decreased to 80% of the || ontrol (Forward) D18 (Reverse) D18 (Forward) 1 cm2 d e f Control D18 22 23 24 25 26 27 PCE (%) Voc (V) FF (%) Jsc (mA cm-2) PCE (%) Control-R 1.146 78.22 25.96 23.23 Control-F 1.149 76.85 25.89 22.86 D18-R 1.191 79.99 26.04 24.80 D18-F 1.193 80.54 26.04 25.02 Fig. 4 | Effect of the D18 membrane on PCE and stability of PSCs. a Reverse and forward J-V scan of the control and D18 devices (0.12 cm2). –R indicates reverse scan and –F indicates forward scan. b Statistical PCE of the control and D18 devices. c Reverse and forward J-V scan of large-area (1 cm2) control and D18 devices. d Operational stability of the control and D18 devices. e Thermal stability of the control and D18 devices under 85 || 1227–1231 (2022). 33. Yuan, Y. & Huang, J. Ion migration in organometal trihalide per- ovskite and its impact on photovoltaic efﬁciency and stability. Acc. Chem. Res. 49, 286–293 (2016). 34. Li, N., Niu, X., Chen, Q. & Zhou, H. Towards commercialization: the operational stability of perovskite solar cells. Chem. Soc. Rev. 49, 8235–8286 (2020). 35. Cheng, Y. & Ding, L. Pushing commercialization of perovskite solar cells by improving their intrinsic stability. Energy Environ. Sci. 14, 3233–3255 (2021). 36. Zai, H., Ma, Y., Chen, Q. & Zhou, H. Ion migration in halide perovskite solar cells: Mechanism, characterization, impact and suppression. J. Energy Chem. 63, 528–549 (2021). 37. Koushik, D. ",,True,False
10.1002/aenm.202303972,Synergistic Crystallization Kinetics Modulation and Deep/Shallow Level Defect Passivation via an Organometallic Cobaltocenium Salt Toward High‐Performance Inverted Perovskite Solar Cells,2024,Advanced Energy Materials,https://doi.org/10.1002/aenm.202303972,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202303972,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-024-48552-2,Sustainable thermal regulation improves stability and efficiency in all-perovskite tandem solar cells,2024,Nature Communications,https://doi.org/10.1038/s41467-024-48552-2,https://doi.org/10.1038/s41467-024-48552-2,,not_a_pdf,downloaded_bytes=402953,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1038/s41467-024-50018-4,Ultrastable and efficient slight-interlayer-displacement 2D Dion-Jacobson perovskite solar cells,2024,Nature Communications,https://doi.org/10.1038/s41467-024-50018-4,https://www.nature.com/articles/s41467-024-50018-4.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-024-50018-4.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,10,57422,1;2;3;4;6;9,9,"onmental atmo- sphere. Un-encapsulated cells by blade-coated technology retain 92% of their initial efﬁciencies for over 4000 hours under ~90% relative humidity (RH) aging conditions. More importantly, these cells also exhibit remarkable ther- mal (85 °C) and operational stability, which shows negligible efﬁciency loss after exceeding 5000-hour heat treatment or after operation at maximum power point (MPP) exceeding 6000 hours at 45 °C under a 100 mW cm−2 continuous light illumination. Service life has been a long-standing concern for perovskite photovoltaics1–6. The lifetime of perovskite materials || ells reported to date (Fig. 1b inset and Supplementary Table 2). It is comparable to most of the reported 2D DJ perovskite solar cells by spin-coating technology. External quantum efﬁciency (EQE) was further performed to conﬁrm the measured JSC (Supplementary Fig. 5). It shows that the EQE value of the PDMA device is lower than the CDMA solar cell over the whole visible-light absorption region with integrated JSC of 17.57 and 19.58 mA cm−2, respectively, which reasonably match the measured JSC under the solar simulator. Having demonstrated excellent device performances, we have further studied the stability of complete solar cells under moisture, heat, and light stressing. We ﬁrst determined || of the ﬁlms. As shown in Fig. 3a, the PDMA-based perovskite ﬁlm shows a uniform grain distribution with small sizes. Differently, CDMA-based ﬁlm exhibits a distinct enlargement of grain sizes, and some small 2D wafers cover the corresponding grain boundaries (Fig. 3b), which probably involve self-passivation of the interface for the stability38. XRD measurements and ultraviolet-visible Fig. 1 | Device performance and stability. a Schematic illustration of the blade- coating ﬁlm and the corresponding device conﬁguration under atmospheric environment at room temperature. A schematic diagram of the n = 5 DJ perovskite structure is shown in the dashed box. b J-V curves of the best-performance PD","cells using a ﬂuorinated diammonium spacer. J. Mater. Chem. A 9, 11778–11786 (2021). 33. Lv, G. et al. Multiple-Noncovalent-Interaction-Stabilized Layered Dion-Jacobson Perovskite for Efﬁcient Solar Cells. Nano Lett. 21, 5788–5797 (2021). 34. Zhang, F. et al. Metastable Dion-Jacobson 2D structure enables efﬁcient and stable perovskite solar cells. Science 375, 71–76 (2022). 35. Wu, G. et al. Fine Multi-Phase Alignments in 2D Perovskite Solar Cells with Efﬁciency over 17% via Slow Post-Annealing. Adv. Mater. 31, e1903889 (2",True,True
10.1038/s41467-024-51550-z,Stabilization of highly efficient perovskite solar cells with a tailored supramolecular interface,2024,Nature Communications,https://doi.org/10.1038/s41467-024-51550-z,https://www.nature.com/articles/s41467-024-51550-z.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-024-51550-z.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,10,61146,1;2;5;6,6;10,"y not only passi- vates defects but also enhances carrier extraction and transport. Remarkably, employing the DHG strategy yields PSCs with power conversion efﬁciencies (PCE) of 25.89% (certiﬁed at 25.53%). Furthermore, these DHG-modiﬁed PSCs exhibit enhanced operational stability, retaining over 96.6% of their initial PCE of 25.55% after 1050 hours of continuous operation under one-sun illumina- tion, which was the highest initial value in the recently reported articles. This work establishes a promising pathway for stabilizing high-efﬁciency perovskite photovoltaics through supramolecular engineering, || charge extraction from the perovskite ﬁlm to the HTL. We observed an improvement of ~ 60 mV for the open- circuit voltage (VOC) of the DHG-treated perovskite devices as com- pared to the control devices. As a result, the best-performing device yielded a high PCE of 25.89% (25.53% certiﬁed), accompanied by an enhancement in operational stability. The DHG-treated PSCs retain over 96.6% of their initial PCE of 25.55% after 1050 h continuous operation under one-sun illumination. This work provides a simple yet effective approach to fabricating perovskite photovoltaics with out- standing performance and operational stability. Results and discussion Supramolecular interface design and structural c || )/mesoporous layer (m-TiO2)/(FAPbI3)0.97(MAPbBr3)0.03 perovskite layer/hole transport layer (Spiro-OMeTAD)/Au. The statis- tical distribution of current density (JSC), open-circuit voltage (VOC), and ﬁll factor (FF) determining the power-conversion efﬁciency (PCE) are shown in Fig. 3a. As expected from the defect concentration and carrier lifetime analysis of the perovskite thin ﬁlms formed under each condition, the average PCE of the target device with DHG treatment was the highest, compared to the control and HG-treated devices. The improvement in the overall performance of the devices is mainly attributed to the improvement in the VOC and the FF. The average VOC was improved from 1.135 V ","e nonradiative loss for the HG and DHG devices was suppressed because interface defects were passivated by the HG and DHG strategies. Compared to the control device, the charge-transport loss in the HG and DHG devices, especially in the DHG device, was also clearly reduced owing to the increased carrier mobility, as shown above. These results conﬁrmed that the DHG strategy not only inhibits non- radiative recombination but also improves charge transport in the device. In order to further assess the impact of the supramolecular agent treatments on ca || cs and collection in bare and bilayers of methylammonium lead bromide. ACS Appl. Mater. Interfaces 13, 16309–16316 (2021). 96. Guo, D., Andaji Garmaroudi, Z., Abdi-Jalebi, M., Stranks, S. D. & Savenije, T. J. Reversible removal of intermixed shallow states by light soaking in multication mixed halide perovskite ﬁlms. ACS Energy Lett. 4, 2360–2367 (2019). 97. Hu, Y. et al. Understanding the role of cesium and rubidium addi- tives in perovskite solar cells: trap states, charge transport, and recombination.Adv. Energy Mater. 8, 17",True,True
10.1002/anie.202410378,25.71 %‐Efficiency FACsPbI 3 Perovskite Solar Cells Enabled by A Thiourea‐based Isomer,2024,Angewandte Chemie International Edition,https://doi.org/10.1002/anie.202410378,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202410378,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/aenm.202304093,Revealing the Hole and Electron Transport Dynamics in the Working Devices for Efficient Semitransparent Perovskite Solar Cells,2024,Advanced Energy Materials,https://doi.org/10.1002/aenm.202304093,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202304093,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1126/science.ade3970,Rational design of Lewis base molecules for stable and efficient inverted perovskite solar cells,2023,Science,https://doi.org/10.1126/science.ade3970,https://www.osti.gov/servlets/purl/1959189,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1126_science.ade3970.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,20,35616,10;11,7;8;9;10;11;16,"density at the NiOx/perovskite front interface after 224 DPPP treatment. 225 226 For durability tests, we replaced the Ag electrodes by Cr/Cu to avoid instability caused by Ag 227 corrosion and diffusion but slightly lowered the device efficiency (by ~ 4 %) (fig. S20). We used 228 0.1 cm2 aperture masks for solar cells when conducting all the stability tests. We first tested the 229 effect of DPPP on device stability by maximum power point tracking (MPPT) under continuous 1 230 sun illumination in N2 environment and at a temperature of ~40 °C. As shown in Fig. 4C, the 231 DPPP-treated device exhibited an initial PCE of ~23%, increased to ~23.5% after ~450 hours and 232 maintained unchanged a || conducted accelerated durability tests at elevated temperatures. We kept the PSCs in a 240 dark oven at 85°C and in the ambient, and measured the PCEs periodically for the 241 thermal stress test (ISOS-D-2). We tested 18 PSCs and summarize their statistics in fig. S23. The 242 average PCEs and their corresponding standard deviations (Fig. 4D) reveal that the DPPP-treated 243 devices retain on average ~90% of their initial PCE after 1500 hours, while, in contrast, the 244 average PCE of the control devices dropped to <90% after 168 hours. 245 246 247 We conducted a more rigorous accelerated durability test under the OC condition and 248 continuous ~0.9 sun illumination. The devices were kept ","er 166 PL emission intensity, and we attributed them to the initial sites of photodegradation at localized 167 defects and local heterogeneities, which were more prevalent in the control sample without 168 DPPP. PL decay takes place mostly in regions with low initial PL counts, while PL enhancement 169 takes place in regions with high initial PL counts (fig. S13). This observation proves that local 170 PL enhancement/decay in the control sample is associated with local defect heterogeneities. In 171 comparison, the DPPP-treated films exhibited higher un || and trigger irreversible 184 chemical chain reactions that accelerate the decomposition of perovskites (37, 38). In addition to 185 the iodide species, another perovskite decomposition by-product, metallic Pb0, was also observed 186 on the control film after light soaking. The XPS spectrum of the control film after light-soaking 187 showed two Pb0 peaks at ~136 and ~141 eV (Fig. 3G), whereas no Pb0 peaks were observed in 188 DPPP-treated film. These results reveal that DPPP treatment could effectively suppress the 189 photodec || were taken from the buried interface side, and the PL count 196 at each pixel refers to the integrated PL counts over the whole spectrum. (E and F) SEM top- 197 view images taken from the buried interface of control and DPPP-treated perovskite films after 198 light soaking. (G) XPS measured from the buried interface of control and DPPP-treated 199 perovskite films after light soaking. 200 201 Solar cell fabrication and performance 202 We fabricated PSCs with the p-i-n configuration of glass/FTO/NiOx/Me-4PACz/(with or without) 2",True,True
10.1038/s41467-023-36229-1,One-stone-for-two-birds strategy to attain beyond 25% perovskite solar cells,2023,Nature Communications,https://doi.org/10.1038/s41467-023-36229-1,https://www.nature.com/articles/s41467-023-36229-1.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1038_s41467-023-36229-1.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,10,57585,1;2;7;9,,"ion and stable module efﬁciency. In essence, the soft component and ionic–electronic nature of metal halide perovskites usually chaperonage large number of anion vacancy defects that act as recombination centers to decrease both the photovoltaic efﬁciency and operational stability. Herein, we report a one-stone-for-two-birds strategy in which both anion-ﬁxation and associated undercoordinated-Pb passivation are in situ achieved during crys- tallization by using a single amidino-based ligand, namely 3-amidinopyridine, for metal-halide perovskite to overcome above challenges. The resultant devices attain a power conversion efﬁciency as high as 25.3% (certiﬁed at 24.8%) with substantially impro || P) molecules form strong chemical bonds with the Pb–I framework to effectively pin anions and considerably increase the energy barrier of the formation and migration of anion vacancies. Therefore, this one- stone-for-two-birds strategy enables us to achieve a PCE as high as 25.3% (certiﬁed at 24.8%) and signiﬁcantly improved operation stability following the ISOS-L-1 stability protocol. The present work paves the way for the anion-vacancy defect engineering via molecule–perovskite coordination, providing an effective and simple solution towards efﬁcient and stable perovskite optoelectronics. Results Molecule–Perovskite coordination 3AP was selected as an additive to pin anions to the crystal || ment, which was higher than that of the control cell (52% of its initial efﬁciency). Fur- thermore, the long-term environmental stability of the unencapsu- lated cells stored under ambient conditions (25 °C and 30–40% relative humidity) was also investigated (Fig. 5c). The PCEs decreased by ~20% for the control cell and only by 8% for the 3AP-based cell after 5000 h. Compared with the control cell, the 3AP-based cell exhibits a smaller FF loss during aging (Supplementary Fig. 30 and Table 6). Finally, we checked the operational stability of encapsulated solar cells by per- forming maximum power point (MPP) tracking in th",,True,False
10.1002/adma.202211545,25.24%‐Efficiency FACsPbI 3 Perovskite Solar Cells Enabled by Intermolecular Esterification Reaction of DL‐Carnitine Hydrochloride,2023,Advanced Materials,https://doi.org/10.1002/adma.202211545,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202211545,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adma.202305946,Highly Efficient Perovskite/Organic Tandem Solar Cells Enabled by Mixed‐Cation Surface Modulation,2023,Advanced Materials,https://doi.org/10.1002/adma.202305946,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202305946,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adfm.202214381,Highly Efficient and Stable Wide‐Bandgap Perovskite Solar Cells via Strain Management,2023,Advanced Functional Materials,https://doi.org/10.1002/adfm.202214381,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202214381,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adfm.202304237,Highly‐Stable CsPbI 3 Perovskite Solar Cells with an Efficiency of 21.11% via Fluorinated 4‐Amino‐Benzoate Cesium Bifacial Passivation,2023,Advanced Functional Materials,https://doi.org/10.1002/adfm.202304237,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202304237,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/anie.202302507,Low‐Cost Hydroxyacid Potassium Synergists as an Efficient In Situ Defect Passivator for High Performance Tin‐Oxide‐Based Perovskite Solar Cells,2023,Angewandte Chemie International Edition,https://doi.org/10.1002/anie.202302507,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202302507,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1021/acsenergylett.3c00697,Minimizing the Interface-Driven Losses in Inverted Perovskite Solar Cells and Modules,2023,ACS Energy Letters,https://doi.org/10.1021/acsenergylett.3c00697,https://pure.tue.nl/ws/files/305155275/acsenergylett.3c00697.pdf,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1021_acsenergylett.3c00697.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,12,66965,3;4;5;8,10,"igure S2), which is in agreement with what was previously reported in the literature with atomic layer deposited (ALD)-NiOx/SAM.33 A two-step interface modification strategy is employed, where the perovskite surface is subjected to TEACl treatment, denoted as Figure 1. Device performance and stability of the gas-quenched inverted PSCs. (a) Schematic diagram of the device architecture. (b) J−V curves of the best-performing devices for each interface modification condition. Inset shows the corresponding 10-min MPPT measurements at 30 °C in a N2-filled glovebox. (c) J−V curve of the best-performing perovskite mini-module, with the inset showing a photograph of the mini-module on the glass subst || n conjunction with the upper interface, TEACl is also introduced to the buried HTL/perovskite interface, denoted as “Dual” in the following text. The concentrations of TEACl used in this work are 1.0 mg/mL, which is determined based on a screening experiment (Figure S3). The PSC without TEACl modifications is denoted as “Control”. We first study the device performance of the PSCs based on these interface modification conditions. Figure 1b shows the current density−voltage (J−V) curves of the best devices. The Control device shows a PCE of 22.4% with short-circuit current density (Jsc), open-circuit voltage (Voc), and FF of 24.1 mA/cm2, 1.13 V, and 82.3%, respectively. In the Upper case, Jsc, || ellent thermal stability, i.e., retaining about 88% of their initial performance after ∼1850 h of aging, while the PSCs without any treatment retain only 55% of the initial performance. The dual interfacial TEACl treatments help to suppress Jsc and FF losses (Figure S12). Fresh Dual cells with the proven thermal stability of the cell stack were selected for an even harsher stability test, i.e., the long-term operational stability test at MPPT conditions under simulated 1-Sun continuous illumination at a temperature of 60 °C for 1000 h.38 As shown in Figure 1e, the Dual device shows excellent stability with >97% of its initial performance maintained. To put our performance and stability resul","; Yao, C.; Lu, H.; Dunfield, S. P.; Xiao, C.; Uličná, S.; Zhao, X.; Du Hill, L.; Chen, X.; Wang, X.; Mundt, L. E.; Stone, K. H.; Schelhas, L. T.; Teeter, G.; Parkin, S.; Ratcliff, E. L.; Loo, Y.-L.; Berry, J. J.; Beard, M. C.; Yan, Y.; Larson, B. W.; Zhu, K. Metastable Dion-Jacobson 2D structure enables efficient and stable perovskite solar cells. Science 2022, 375 (6576), 71−76. (6) Zhang, T.; Wang, F.; Kim, H.-B.; Choi, I.-W.; Wang, C.; Cho, E.; Konefal, R.; Puttisong, Y.; Terado, K.; Kobera, L.; Chen, M.; Yang, M.; Bai",True,True
10.1002/adma.202300503,A Bifunctional Carbazide Additive For Durable CsSnI 3 Perovskite Solar Cells,2023,Advanced Materials,https://doi.org/10.1002/adma.202300503,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202300503,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adma.202303869,Buried‐Interface Engineering Enables Efficient and 1960‐Hour ISOS‐L‐2I Stable Inverted Perovskite Solar Cells,2023,Advanced Materials,https://doi.org/10.1002/adma.202303869,https://infoscience.epfl.ch/handle/20.500.14299/200928,,download_failed,curl: (56) The requested URL returned error: 405,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/aenm.202300153,Holistic Strategies Lead to Enhanced Efficiency and Stability of Hybrid Chemical Vapor Deposition Based Perovskite Solar Cells and Modules,2023,Advanced Energy Materials,https://doi.org/10.1002/aenm.202300153,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202300153,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adfm.202309894,Tailoring Crystallization Dynamics of CsPbI3 for Scalable Production of Efficient Inorganic Perovskite Solar Cells,2023,Advanced Functional Materials,https://doi.org/10.1002/adfm.202309894,https://doi.org/10.1002/adfm.202309894,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adfm.202301920,Blade‐Coated Carbon Electrode Perovskite Solar Cells to Exceed 20% Efficiency Through Protective Buffer Layers,2023,Advanced Functional Materials,https://doi.org/10.1002/adfm.202301920,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202301920,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1002/adma.202412943,Enhancing Photovoltaically Preferred Orientation in Wide‐Bandgap Perovskite for Efficient All‐Perovskite Tandem Solar Cells,2025,Advanced Materials,https://doi.org/10.1002/adma.202412943,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202412943,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1021/jacs.5c05801,Conjugated Bisphosphonic Acid Self-Assembled Monolayers for Efficient and Stable Inverted Perovskite Solar Cells,2025,Journal of the American Chemical Society,https://doi.org/10.1021/jacs.5c05801,https://pubs.acs.org/doi/pdf/10.1021/jacs.5c05801?ref=article_openPDF,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1016/j.joule.2025.101972,TEMPO bulk passivation boosts the performance and operational stability of rapid-annealed FAPI perovskite solar cells,2025,Joule,https://doi.org/10.1016/j.joule.2025.101972,https://www.cell.com/action/showPdf?pii=S2542435125001539,,download_failed,curl: (56) The requested URL returned error: 403,False,,not_reviewed_no_pdf,,,0,,,,,False,False
10.1126/science.adm9474,Improved charge extraction in inverted perovskite solar cells with dual-site-binding ligands,2024,Science,https://doi.org/10.1126/science.adm9474,https://utoronto.scholaris.ca/bitstreams/4aaf4125-1290-4e5c-bf07-9b53ed6c035f/download,/Users/shunhao/Desktop/ML/lab-v2/literature_k_som_search/08_recent_literature_review/oa_pdfs/10.1126_science.adm9474.pdf,downloaded_pdf,,False,,full_text_machine_reviewed,,38,62656,6;15;38,,"International Summit on Organic Photovoltaic Stability (ISOS)-D-2I, in which encapsulated devices were subjected to dark storage at 85℃ and tested periodically. 4Cl-BZS treated PSCs retained 95% of their initial efficiency after 1500 hours of storage at 85 ℃ (Fig. 3G). To evaluate operating stability further, we then also carried out ISOS-L-3 testing, in which 5 encapsulated devices were subjected to continuous 1-sun equivalent illumination using a UV-free white-LED and held at the maximum power point (MPP) voltage, at 50% relative humidity and a heatsink temperature of 65 °C (Fig. 3H). 4Cl-BZS treated PSCs achieved a T95 (the time taken for the device PCE to drop to 95% of the initial value || Submitted Manuscript: Confidential 14 Fig. 3. PV Performance and stability of inverted solar cells (A) Schematic diagram of device structure. (B) PCE statistics for 30 control and 4Cl-BZS treated devices. (C) J-V curves of 4Cl-BZS-treated device with bimolecular passivation. (D) Newport-certified QSS J-V curve of champion 0.05 cm2 device (fig. S15). (E) Newport-certified QSS J-V curve of champion 1.04 cm2 device (fig. S16). (F) Summary of published nip and pin PSC performance in 5 recent years. (G) ISOS-D-2I device stability during storage at 85 °C for 1500 hours. (H) MPP stability tracking of encapsulated control and 4Cl-BZS treated devices under simulated 1 sun illumination at 50% relative || ing protocols published in recently three years. Device Structure VOC (V) JSC (mA cm-2) FF (%) PCE (%) Condition Reference PIN 1.17 26.5 80.1 24.74 QSS (Newport) This work NIP 1.18 22.7 84.4 22.60 MPP (CSIRO) J. Peng, Science, 2021 (53) 5 Table S5. Summary of operational stability of reported inverted PSCs following the ISOS-L-3 protocol. Lifetime (hours) Initial PCE under aging condition (%) Temperature (°C) Relative Humidity (%) References T95 = 1200 23.2 65 ~50 This work T85 = 1560 19.9 85 ~50 S. M. Park, Science, 2023 (16) T92 = 500 N.A. 65 ~50 H. Chen, Nat. Photon., 2022 (21) T95 = 1200 ~14.2 85 ~",,True,False
