sample,record_id,csv_path,x_name,x_unit,y_name,y_unit,x_class,y_class,hour_multiplier,mapping_count,csv_count_in_sample,metadata_status,numeric_rows,malformed_rows,x_min,x_max,y_min,y_max,x_unique,x_monotonic,csv_status,x_max_hours,strict_pce_hour_eligible,eligibility_reason
图片116,samples_test__unknown__unknown__图片116,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_2__Series_2.csv,Times,(h),Normalized MPPT,,time_hours,power_proxy,1.0,0,4,ok,55,0,19.139203528773095,1026.2315312497108,0.5157888968247785,0.6990717002161239,55,True,ok,1026.2315312497108,False,power_proxy
图片116,samples_test__unknown__unknown__图片116,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_3__Series_3.csv,Times,(h),Normalized MPPT,,time_hours,power_proxy,1.0,0,4,ok,56,0,4.2193171921666135,1029.9615028338621,0.9246505351593183,0.9716461257724838,56,True,ok,1029.9615028338621,False,power_proxy
图片116,samples_test__unknown__unknown__图片116,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片116/accepted/samples_test__unknown__unknown__图片116__Series_4__Series_4.csv,Times,(h),Normalized MPPT,,time_hours,power_proxy,1.0,0,4,ok,52,0,0.48934560801498606,1007.5816733289527,0.7977624405037714,0.9246505351593183,52,True,ok,1007.5816733289527,False,power_proxy
图片12,samples_test__unknown__unknown__图片12,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Control__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,8,0,2.884146323021099,221.54736898283514,0.9112130208843315,0.9940302181025646,8,True,ok,221.54736898283514,True,eligible
图片12,samples_test__unknown__unknown__图片12,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片12/accepted/samples_test__unknown__unknown__图片12__Target__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,51,0,-9.610894971825417,1552.269266883989,0.9315266730322,1.0002805726096011,51,True,ok,1552.269266883989,True,eligible
图片120,samples_test__unknown__unknown__图片120,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片120/accepted/samples_test__unknown__unknown__图片120__Series_1__Series_1.csv,Impact cycles,,Normalized PCE,,non_time_cycle,pce_or_efficiency,,0,2,ok,40,0,0.5427690784540484,48.45309986044446,0.8995544351961344,1.0064670527620452,40,True,ok,,False,non_time_cycle
图片120,samples_test__unknown__unknown__图片120,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片120/accepted/samples_test__unknown__unknown__图片120__Series_2__Series_2.csv,Impact cycles,,Normalized PCE,,non_time_cycle,pce_or_efficiency,,0,2,ok,40,0,0.4199220764489464,48.33025285843936,0.5039777502022648,1.0011214218837496,40,True,ok,,False,non_time_cycle
图片121,samples_test__unknown__unknown__图片121,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__2PaCz__Series_1.csv,Time,hours,PCE,%,time_hours,pce_or_efficiency,1.0,2,2,ok,50,0,3.535423831538054,859.4568726985558,17.104731940533462,21.61526350583913,50,True,ok,859.4568726985558,True,eligible
图片121,samples_test__unknown__unknown__图片121,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片121/accepted/samples_test__unknown__unknown__图片121__Poly-2PACz__Series_2.csv,Time,hours,PCE,%,time_hours,pce_or_efficiency,1.0,2,2,ok,85,0,14.016094633991344,1481.31000697745,24.175294934796405,25.028638744448827,85,True,ok,1481.31000697745,True,eligible
图片122,samples_test__unknown__unknown__图片122,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__OCT-doped__Series_2.csv,Time,( h ),PCE,( % ),time_hours,pce_or_efficiency,1.0,2,2,ok,53,0,10.657576324123909,1008.5204041782565,0.9385309555869696,1.0069026225652427,53,True,ok,1008.5204041782565,True,eligible
图片122,samples_test__unknown__unknown__图片122,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片122/accepted/samples_test__unknown__unknown__图片122__Pristine__Series_1.csv,Time,( h ),PCE,( % ),time_hours,pce_or_efficiency,1.0,2,2,ok,39,0,6.819642370838778,736.0270934950127,0.4416968422115184,0.9795539557739336,39,True,ok,736.0270934950127,True,eligible
图片125,samples_test__unknown__unknown__图片125,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片125/accepted/samples_test__unknown__unknown__图片125__Series_1__Series_1.csv,,,,,missing,missing,,0,2,ok,58,0,-0.9913236590166505,236.71254808258274,17.53187542384437,21.532781206644817,58,True,ok,,False,missing;missing
图片125,samples_test__unknown__unknown__图片125,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片125/accepted/samples_test__unknown__unknown__图片125__Series_2__Series_2.csv,,,,,missing,missing,,0,2,ok,58,0,-0.15727498623910918,237.5465967553603,21.642395063707845,22.46449899168054,58,True,ok,,False,missing;missing
图片127,samples_test__unknown__unknown__图片127,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_1__Series_1.csv,Time,(h),Normal. PCE,,time_hours,pce_or_efficiency,1.0,0,3,ok,37,0,-4.991519542108733,2113.1616469400055,0.8012949978805606,0.9994029917913064,37,True,ok,2113.1616469400055,True,eligible
图片127,samples_test__unknown__unknown__图片127,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_2__Series_2.csv,Time,(h),Normal. PCE,,time_hours,pce_or_efficiency,1.0,0,3,ok,37,0,-4.991519542108733,2113.1616469400055,0.8673309958508091,1.0028785706318457,37,True,ok,2113.1616469400055,True,eligible
图片127,samples_test__unknown__unknown__图片127,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片127/accepted/samples_test__unknown__unknown__图片127__Series_3__Series_3.csv,Time,(h),Normal. PCE,,time_hours,pce_or_efficiency,1.0,0,3,ok,37,0,0.8922392536749157,2119.0454057357892,0.537151005999566,0.9855006764291487,37,True,ok,2119.0454057357892,True,eligible
图片132,samples_test__unknown__unknown__图片132,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__SnO2-FBA__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,43,0,-1.7066469765924523,984.5536721357128,0.8023489318802772,1.0018484138687493,43,True,ok,984.5536721357128,True,eligible
图片132,samples_test__unknown__unknown__图片132,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片132/accepted/samples_test__unknown__unknown__图片132__Sn_{$__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,43,0,-1.7066469765924523,984.5536721357128,0.5007799474790984,0.992569368194867,43,True,ok,984.5536721357128,True,eligible
图片133,samples_test__unknown__unknown__图片133,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片133/accepted/samples_test__unknown__unknown__图片133__Bare_PVSK_film__Series_2.csv,Heating time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,28,0,0.8667943811706849,39.42068470727212,7.46032171373427,17.25570337850346,28,True,ok,39.42068470727212,True,eligible
图片133,samples_test__unknown__unknown__图片133,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片133/accepted/samples_test__unknown__unknown__图片133__PVSKfilm_with_PFI__Series_1.csv,Heating time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,2,2,ok,28,0,1.1523787539566221,39.70626908005806,18.87032672983904,19.946742297396092,28,True,ok,39.70626908005806,True,eligible
图片134,samples_test__unknown__unknown__图片134,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片134/accepted/samples_test__unknown__unknown__图片134__Series_1__Series_1.csv,,,,,missing,missing,,0,3,ok,47,0,4.2092142886893384,1172.71664021024,0.9471009776834243,1.0824536559324494,44,True,ok,,False,missing;missing
图片134,samples_test__unknown__unknown__图片134,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片134/accepted/samples_test__unknown__unknown__图片134__Series_2__Series_2.csv,,,,,missing,missing,,0,3,ok,39,0,25.94888732909027,1058.583356748135,0.10722025624075604,0.9679244666448128,39,True,ok,,False,missing;missing
图片134,samples_test__unknown__unknown__图片134,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片134/accepted/samples_test__unknown__unknown__图片134__Series_3__Series_3.csv,,,,,missing,missing,,0,3,ok,39,0,39.53618297934088,1072.1706523983858,0.8499246958636115,1.0130420260611546,39,True,ok,,False,missing;missing
图片135,samples_test__unknown__unknown__图片135,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_1__Series_1.csv,Time,h,Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,57,0,5.147157694138514,1016.2044307313108,0.9827340021943829,0.9962702498350515,57,True,ok,1016.2044307313108,True,eligible
图片135,samples_test__unknown__unknown__图片135,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片135/accepted/samples_test__unknown__unknown__图片135__Series_2__Series_2.csv,Time,h,Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,57,0,10.563535942551937,1021.6208089797242,0.6759123890058928,1.0007823323819411,57,True,ok,1021.6208089797242,True,eligible
图片136,samples_test__unknown__unknown__图片136,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Control__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,15,0,8.590762512351716,661.3910068944253,0.4879642923996781,1.0625247948632892,15,True,ok,661.3910068944253,True,eligible
图片136,samples_test__unknown__unknown__图片136,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片136/accepted/samples_test__unknown__unknown__图片136__Target__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,30,0,-5.397814152978526,1346.8312634956026,0.9672459175703285,1.022103452981427,30,True,ok,1346.8312634956026,True,eligible
图片140,samples_test__unknown__unknown__图片140,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片140/accepted/samples_test__unknown__unknown__图片140__Series_1__Series_1.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,37,0,-4673945.075648515,37814849.389512666,0.9238001647276355,0.9995070394378239,37,True,ok,37814849.389512666,True,eligible
图片140,samples_test__unknown__unknown__图片140,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片140/accepted/samples_test__unknown__unknown__图片140__Series_2__Series_2.csv,Time,(h),Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,36,0,-5264067.220997976,36044482.953464285,0.8329519150754094,0.9822026109326379,36,True,ok,36044482.953464285,True,eligible
图片141,samples_test__unknown__unknown__图片141,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell1__Series_1.csv,Time,(hours),Norm. PCE,,time_hours,pce_or_efficiency,1.0,4,4,ok,39,0,-23.685421990936447,2388.174500289033,0.7475039820033951,1.004881211891483,39,True,ok,2388.174500289033,True,eligible
图片141,samples_test__unknown__unknown__图片141,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell2__Series_2.csv,Time,(hours),Norm. PCE,,time_hours,pce_or_efficiency,1.0,4,4,ok,38,0,-4.644422604515626,2343.7455017207176,0.9864971240423337,1.0122348470311426,38,True,ok,2343.7455017207176,True,eligible
图片141,samples_test__unknown__unknown__图片141,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell3__Series_3.csv,Time,(hours),Norm. PCE,,time_hours,pce_or_efficiency,1.0,4,4,ok,39,0,-23.685421990936447,2388.174500289033,0.9092839550759074,1.004881211891483,39,True,ok,2388.174500289033,True,eligible
图片141,samples_test__unknown__unknown__图片141,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片141/accepted/samples_test__unknown__unknown__图片141__Cell4__Series_4.csv,Time,(hours),Norm. PCE,,time_hours,pce_or_efficiency,1.0,4,4,ok,38,0,-17.33842219546284,2331.05150212977,0.8283939685396513,1.001204394321653,38,True,ok,2331.05150212977,True,eligible
图片15,samples_test__unknown__unknown__图片15,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片15/accepted/samples_test__unknown__unknown__图片15__Series_1__Series_1.csv,Time (h),h,Norm.PCE,,time_hours,pce_or_efficiency,1.0,0,1,ok,30,0,1.3682383510497331,141.47682246198443,0.07399355378190009,0.9482433862618317,30,True,ok,141.47682246198443,True,eligible
图片157,samples_test__unknown__unknown__图片157,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片157/accepted/samples_test__unknown__unknown__图片157__NBG_PSCs_with_YbOx__Series_1.csv,Time,(h),PCE,(%),time_hours,pce_or_efficiency,1.0,1,1,ok,74,0,5.3787571758462605,992.0706942830478,23.290057561059186,24.240636362271538,74,True,ok,992.0706942830478,True,eligible
图片159,samples_test__unknown__unknown__图片159,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__MeO-2PACz__Series_2.csv,Time,(hours),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,35,0,4.594860112949775,483.59810507257464,0.7893093046607151,1.001554011630076,35,True,ok,483.59810507257464,True,eligible
图片159,samples_test__unknown__unknown__图片159,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片159/accepted/samples_test__unknown__unknown__图片159__PTAA__Series_1.csv,Time,(hours),Normalized PCE,,time_hours,pce_or_efficiency,1.0,2,2,ok,35,0,4.594860112949775,483.59810507257464,0.9501007493344735,1.0031619260768136,35,True,ok,483.59810507257464,True,eligible
图片16,samples_test__unknown__unknown__图片16,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_1__Series_1.csv,Time,(h),Maximum output power,(Norm.),time_hours,power_proxy,1.0,0,3,ok,45,0,1.0053318479853601,630.5673563733723,0.4969494785909033,0.910939232475203,45,True,ok,630.5673563733723,False,power_proxy
图片16,samples_test__unknown__unknown__图片16,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_2__Series_2.csv,Time,(h),Maximum output power,(Norm.),time_hours,power_proxy,1.0,0,3,ok,46,0,-1.856313718039118,642.0139386374702,0.3608432581357911,0.6557400691218677,46,True,ok,642.0139386374702,False,power_proxy
图片16,samples_test__unknown__unknown__图片16,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片16/accepted/samples_test__unknown__unknown__图片16__Series_3__Series_3.csv,Time,(h),Maximum output power,(Norm.),time_hours,power_proxy,1.0,0,3,ok,50,0,1.0053318479853601,702.1084955239844,0.854228307285573,1.0130188978165373,50,True,ok,702.1084955239844,False,power_proxy
图片160,samples_test__unknown__unknown__图片160,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,Time,hour,Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,34,0,9.31415078713087,984.9339707348988,0.735572056842688,1.0145086489611999,34,True,ok,984.9339707348988,True,eligible
图片160,samples_test__unknown__unknown__图片160,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,Time,hour,Normalized PCE,,time_hours,pce_or_efficiency,1.0,0,2,ok,34,0,-2.5115440001147817,973.1082759476533,0.9202733137860268,1.0032004087401791,34,True,ok,973.1082759476533,True,eligible
图片162,samples_test__unknown__unknown__图片162,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,Time,(h),Normal. PCE,,time_hours,pce_or_efficiency,1.0,0,3,ok,76,0,6.693371039119853,1483.1288503813762,0.19884479793367837,0.9655484648531409,76,True,ok,1483.1288503813762,True,eligible
图片162,samples_test__unknown__unknown__图片162,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,Time,(h),Normal. PCE,,time_hours,pce_or_efficiency,1.0,0,3,ok,75,0,10.630532317365862,1467.380205268392,0.853558041595242,1.0215436764820904,75,True,ok,1467.380205268392,True,eligible
图片162,samples_test__unknown__unknown__图片162,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,Time,(h),Normal. PCE,,time_hours,pce_or_efficiency,1.0,0,3,ok,75,0,12.599112956488852,1469.348785907515,0.9870850847104292,1.038772972367921,75,True,ok,1469.348785907515,True,eligible
图片163,samples_test__unknown__unknown__图片163,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Control__Series_1.csv,Time,(h),SPO,(Normalized),time_hours,power_proxy,1.0,2,2,ok,38,0,2.2435439036845537,583.2038046511099,0.4960152130926515,0.9769892325280488,38,True,ok,583.2038046511099,False,power_proxy
图片163,samples_test__unknown__unknown__图片163,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片163/accepted/samples_test__unknown__unknown__图片163__Target__Series_2.csv,Time,(h),SPO,(Normalized),time_hours,power_proxy,1.0,2,2,ok,91,0,6.954032504339352,1420.1006127007795,0.8774773664379666,0.9894282157893091,91,True,ok,1420.1006127007795,False,power_proxy
图片165,samples_test__unknown__unknown__图片165,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片165/accepted/samples_test__unknown__unknown__图片165__Series_1__Series_1.csv,,,PCE,(a.u.),missing,pce_or_efficiency,,0,1,ok,32,0,-0.964454752338554,1443.2180271663005,0.5939464387408394,1.0182061578729948,32,True,ok,,False,missing
图片166,samples_test__unknown__unknown__图片166,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片166/accepted/samples_test__unknown__unknown__图片166__Series_1__Series_1.csv,,,PCE,(%),missing,pce_or_efficiency,,0,1,ok,32,0,2.7073978503332228,964.762491678819,13.152514943381043,14.9129739108633,32,True,ok,,False,missing
图片168,samples_test__unknown__unknown__图片168,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片168/accepted/samples_test__unknown__unknown__图片168__Series_1__Series_1.csv,,,,,missing,missing,,0,1,ok,31,0,-1.1556668929052876,940.1425197327262,5.77356724428944,11.40460126490096,31,True,ok,,False,missing;missing
