sample,curve_id,csv_path,window_hours,included,reason,duration_hours,first_global_max_time_hours,raw_points,x_name,x_unit,y_name,y_unit,mapping_count,normalized_min_before_smoothing,normalized_max_before_smoothing,smoothed_min,smoothed_max
图片160,图片160_b6622eb275,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_1__Series_1.csv,300,True,included,975.619819947768,0.0,34,Time,hour,Normalized PCE,,0,0.9430272188057144,1.0,0.9430310507097938,1.0
图片160,图片160_f7efa7734d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片160/accepted/samples_test__unknown__unknown__图片160__Series_2__Series_2.csv,300,True,included,975.6198199477681,0.0,34,Time,hour,Normalized PCE,,0,0.9608140174149513,1.0,0.9608140174149512,0.9999999999999601
图片162,图片162_9f1f502e03,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_1__Series_1.csv,300,True,included,1476.4354793422563,0.0,76,Time,(h),Normal. PCE,,0,0.6725400793133862,1.0,0.6725400793133857,1.0000000000000002
图片162,图片162_222dd75460,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_2__Series_2.csv,300,True,included,1456.7496729510262,0.0,75,Time,(h),Normal. PCE,,0,0.9157847128182479,1.0,0.9157262151938251,1.0000210129746128
图片162,图片162_19cb1979e3,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片162/accepted/samples_test__unknown__unknown__图片162__Series_3__Series_3.csv,300,True,included,1456.7496729510262,0.0,75,Time,(h),Normal. PCE,,0,0.9660259102656836,1.0,0.9660438632387014,1.0
图片180,图片180_e87debf7f3,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片180/accepted/samples_test__unknown__unknown__图片180__Target__Series_2.csv,300,True,included,396.7699293927394,0.0,59,Time,(h),Normalized PCE,,2,0.9196780739348688,1.0,0.9194512502067977,1.0001279262775018
图片184,图片184_3fb77091e9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__OCT-doped__Series_2.csv,300,True,included,990.6839997767673,0.0,48,Time,( h),PCE,( %),2,0.961169126158174,1.0,0.9611476514503839,1.0
图片184,图片184_41b30d1245,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片184/accepted/samples_test__unknown__unknown__图片184__Pristine__Series_1.csv,300,True,included,743.0129998325757,0.0,37,Time,( h),PCE,( %),2,0.960061311961477,1.0,0.9600425389020923,1.0000216402209534
图片19,图片19_4fe06180b8,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__PCE24.7%@t=0__Series_2.csv,300,True,included,988.2561874666285,32.94187291555431,31,Time,(h),Normalized PCE,,2,0.9890078309398461,1.0,0.988999946084004,1.0000053823292434
图片19,图片19_0cdd22d929,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片19/accepted/samples_test__unknown__unknown__图片19__SAM__Series_1.csv,300,True,included,988.2561874666285,0.0,31,Time,(h),Normalized PCE,,2,0.9239251905019195,1.0,0.9239492243027294,1.0
图片190,图片190_9183c29363,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片190/accepted/samples_test__unknown__unknown__图片190__Control__Series_1.csv,300,True,included,712.3329859504383,0.0,26,Time,(h),PCE,(%),2,0.9269719386771907,1.0,0.9269650930248953,0.9999981790664701
图片193,图片193_b2555293fe,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片193/accepted/samples_test__unknown__unknown__图片193__Series_1__Series_1.csv,300,True,included,446.204850971782,0.0,40,Time,(hr),PCE,(%),0,0.6910106447713227,1.0,0.6910106447713228,1.00178444329087
图片197,图片197_b344157f43,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__0.74M(16_1)__Series_1.csv,300,True,included,500.03163787024835,162.17242309305354,38,Time,(h),PCE,(%),2,0.9303998790106974,1.0,0.9303543791033407,0.9999998113676553
图片197,图片197_e0c62dba70,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片197/accepted/samples_test__unknown__unknown__图片197__1.40M（8_1）__Series_2.csv,300,True,included,513.5460064613361,67.57184295543897,39,Time,(h),PCE,(%),2,0.9275966349727259,1.0,0.927542754994949,0.9999868874677249
图片202,图片202_c362bc8fd2,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBGPSCs_with_YbOx__Series_2.csv,300,True,included,490.314972508966,0.0,35,Time,(h),PCE,(%),2,0.6683140122433662,1.0,0.6678407246886154,0.999870910989861
图片202,图片202_608c29938a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片202/accepted/samples_test__unknown__unknown__图片202__WBG_PSCs_withBCP__Series_1.csv,300,True,included,490.314972508966,57.68411441281954,35,Time,(h),PCE,(%),2,0.9101049108828175,1.0,0.9097601357974967,1.0002105470402636
图片203,图片203_a0cc51d6e9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__0--Control__Series_1.csv,300,True,included,1571.5181159463548,0.0,46,Time,(d),Normalized PCE,(%),2,0.8377649864705876,1.0,0.8377591487319613,0.9999961081742492
图片203,图片203_dac72be995,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片203/accepted/samples_test__unknown__unknown__图片203__DMPESI__Series_2.csv,300,True,included,1571.518115946355,0.0,46,Time,(d),Normalized PCE,(%),2,0.9578308756594505,1.0,0.9578308756594125,0.9999999999999998
图片205,图片205_b2366de081,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_1__Series_1.csv,300,True,included,1003.8344196702012,0.0,54,Time,(h),PCE,(Normalized),0,0.7095081042648733,1.0,0.7094555563389648,0.9999299360987889
图片205,图片205_522a9ae83d,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片205/accepted/samples_test__unknown__unknown__图片205__Series_2__Series_2.csv,300,True,included,1003.8344196702012,0.0,54,Time,(h),PCE,(Normalized),0,0.8014739171958392,1.0,0.8014739171958073,0.9998942536668467
图片28,图片28_c65ea9940b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片28/accepted/samples_test__unknown__unknown__图片28__Series_1__Series_1.csv,300,True,included,399.4283373072515,81.93401790917981,40,Time,(h),PCE,(%),0,0.6912832862392779,1.0,0.6911169726066705,1.000011373142596
图片28,图片28_209893d1b5,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片28/accepted/samples_test__unknown__unknown__图片28__Series_2__Series_2.csv,300,True,included,399.4283373072515,30.72525671594242,41,Time,(h),PCE,(%),0,0.8527543839130308,1.0,0.8544711628741468,0.9999969082662168
图片33,图片33_29efc2f954,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片33/accepted/samples_test__unknown__unknown__图片33__0—AZO__Series_2.csv,300,True,included,330.91298368039196,0.0,10,Time,(h),PCE,(%),2,0.2808843184502538,1.0,0.2808784800270846,0.9999845173861895
图片37,图片37_000746d01e,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片37/accepted/samples_test__unknown__unknown__图片37__Series_2__Series_2.csv,300,True,included,389.6250188892927,0.0,44,Time,(h),Normalized PCE,,0,0.9196785155035884,1.0,0.9197712264878982,0.9999999999999998
图片39,图片39_ee170f3dae,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_1__Series_1.csv,300,True,included,1963.3894378264692,0.0,37,Time,(h),PCE,(%),0,0.991178142110523,1.0,0.9911781421104834,0.9999999999999601
图片39,图片39_bb4eabe158,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片39/accepted/samples_test__unknown__unknown__图片39__Series_2__Series_2.csv,300,True,included,1963.3894378264692,0.0,37,Time,(h),PCE,(%),0,0.9678780735658061,1.0,0.9678736013864917,0.9999999999999998
图片47,图片47_21e1cba1d1,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片47/accepted/samples_test__unknown__unknown__图片47__EtCz3EPA_PTAA_BCP__Series_1.csv,300,True,included,4794.717909237788,223.0101353133855,44,Duration,(hours),Efficiency,(%),2,0.9659242586747049,1.0,0.965923757199916,1.0000002922700466
图片48,图片48_18bb53501c,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA_PTAA_BCP__Series_1.csv,300,True,included,1845.3625184336338,90.01768382603092,42,Duration,(hours),Efficiency,(%),3,0.9651254136588612,1.0,0.9651261245782455,0.99999999999996
图片48,图片48_bf7136b28b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__EtCz3EPA__Series_2.csv,300,True,included,1305.2564154774484,0.0,30,Duration,(hours),Efficiency,(%),3,0.9541620546807649,1.0,0.9541620546807656,0.9999999999999603
图片48,图片48_5bbb0059b4,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片48/accepted/samples_test__unknown__unknown__图片48__PTAA_BCP__Series_3.csv,300,True,included,720.1414706082476,0.0,17,Duration,(hours),Efficiency,(%),3,0.8430365580418246,1.0,0.8430384330425613,0.9999990624996313
图片50,图片50_c0a214ebf5,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片50/accepted/samples_test__unknown__unknown__图片50__Series_1__Series_1.csv,300,True,included,988.880643929825,21.497405302822287,47,Time,(h),PCE,(%),0,0.9589713540828736,1.0,0.958975595810266,0.9999999999999604
图片58,图片58_d69ce56cdb,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_1__Series_1.csv,300,True,included,2265.7268956153443,0.0,37,Time,(h),Normal. PCE,,0,0.9842628122677767,1.0,0.9842628122677768,0.9999999999999601
图片58,图片58_50448758b7,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_2__Series_2.csv,300,True,included,2328.663753826882,0.0,38,Time,(h),Normal. PCE,,0,0.9887576668270089,1.0,0.9887576668269694,1.0000000000000004
图片58,图片58_b811f75376,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片58/accepted/samples_test__unknown__unknown__图片58__Series_3__Series_3.csv,300,True,included,2328.663753826882,0.0,38,Time,(h),Normal. PCE,,0,0.9860386698609458,1.0,0.9860386698609064,0.999999823960672
图片59,图片59_0e2117ef59,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片59/accepted/samples_test__unknown__unknown__图片59__Control__Series_1.csv,300,True,included,998.2401077705126,0.0,44,Time (h),(h),PCE (Normalized),(Normalized),2,0.7151647631077396,1.0,0.7151573167392044,0.9999498439720592
图片59,图片59_e3475cdbf8,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片59/accepted/samples_test__unknown__unknown__图片59__Target__Series_2.csv,300,True,included,998.2401077705125,0.0,44,Time (h),(h),PCE (Normalized),(Normalized),2,0.8022741695423912,1.0,0.8022741695423591,0.9999718032383121
图片63,图片63_4ff556b346,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-a__Series_2.csv,300,True,included,983.8846344941695,0.0,73,Time,(h),Normalized PCE,,3,0.9321977182143251,1.0,0.9322072625332535,1.000009962093341
图片63,图片63_d58c506a03,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_TDY-β__Series_3.csv,300,True,included,997.5496988621439,0.0,74,Time,(h),Normalized PCE,,3,0.9182238769832356,1.0,0.9182151904708576,0.9999922421843023
图片63,图片63_284d7d14ca,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片63/accepted/samples_test__unknown__unknown__图片63__PM6_Y6__Series_1.csv,300,True,included,983.8846344941694,0.0,73,Time,(h),Normalized PCE,,3,0.8482154425852302,1.0,0.8481978850263137,1.000747612186108
图片68,图片68_859b9584f9,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_1__Series_1.csv,300,True,included,581.2353740272309,0.0,37,Time,h,Normalized PCE,,0,0.7449421370618098,1.0,0.7447162103160765,1.0
图片68,图片68_fad5e53559,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片68/accepted/samples_test__unknown__unknown__图片68__Series_2__Series_2.csv,300,True,included,968.7256233787182,0.0,61,Time,h,Normalized PCE,,0,0.9843428563329908,1.0,0.9843071086764258,0.9999679511106723
图片70,图片70_784f10c9ac,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_1__Series_1.csv,300,True,included,807.0698056195981,23.059137303417117,36,Time,(h),PCE,(Nor.),0,0.9929170434828976,1.0,0.9929042601735372,1.0000127780849162
图片70,图片70_d6ca5dd41a,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_2__Series_2.csv,300,True,included,853.1880802264325,46.118274606834206,38,Time,(h),PCE,(Nor.),0,0.9784584095618349,1.0,0.9784588732350579,0.9999999999999604
图片70,图片70_d2d5381499,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片70/accepted/samples_test__unknown__unknown__图片70__Series_3__Series_3.csv,300,True,included,853.1880802264325,253.65051033758803,38,Time,(h),PCE,(Nor.),0,0.9820109010899856,1.0,0.9820109010899855,0.9999999999999604
图片71,图片71_38de5c5938,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Control__Series_2.csv,300,True,included,789.0591953981544,0.0,49,Time,(h),Normalized PCE,,2,0.9050925285719947,1.0,0.9052762925045916,0.9999770702842855
图片71,图片71_ce6043959c,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片71/accepted/samples_test__unknown__unknown__图片71__Target__Series_1.csv,300,True,included,772.6204621606928,0.0,29,Time,(h),Normalized PCE,,2,0.7245906116403341,1.0,0.7245906116403343,1.00002984220832
图片74,图片74_def37f6468,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_1__Series_1.csv,300,True,included,2036.446689111452,0.0,31,Time,(h),PCE,(%),0,0.9615918977973185,1.0,0.9615918977973174,0.9999996412264759
图片74,图片74_86e6e04cc6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_2__Series_2.csv,300,True,included,1968.565132807737,0.0,26,Time,(h),PCE,(%),0,0.9879833104073434,1.0,0.987983310407343,0.9999997724608356
图片74,图片74_b8f09915be,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片74/accepted/samples_test__unknown__unknown__图片74__Series_3__Series_3.csv,300,True,included,1968.5651328077367,0.0,30,Time,(h),PCE,(%),0,0.9870055977901041,1.0,0.9870055977901038,1.0
图片75,图片75_de69b4039b,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__Ceo-based_device(encapsulated)__Series_2.csv,300,True,included,1000.5514869950623,0.0,54,Storage time,(h),Normalized PCE,,2,0.8917052891886214,1.0,0.8916957776580305,0.9999743920330234
图片75,图片75_dbebd4e570,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片75/accepted/samples_test__unknown__unknown__图片75__SnOx-based_device_(unencapsulated)__Series_1.csv,300,True,included,1000.5514869950623,18.878329943303072,54,Storage time,(h),Normalized PCE,,2,0.9897089305856198,1.0,0.9897065265929351,0.9999999999999603
图片78,图片78_9902d223c6,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_1__Series_1.csv,300,True,included,519.617852201255,0.0,55,Time,(h),Normalized PCE,,0,0.7444076823754557,1.0,0.7443212639878394,0.9997572075411159
图片78,图片78_98bed66678,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片78/accepted/samples_test__unknown__unknown__图片78__Series_2__Series_2.csv,300,True,included,519.617852201255,0.0,57,Time,(h),Normalized PCE,,0,0.7785898236398644,1.0,0.7785993388867736,1.0011258556012668
图片85,图片85_079475eacb,/Users/shunhao/Desktop/ML/lab-v2/som_references/accepted/samples_test/图片85/accepted/samples_test__unknown__unknown__图片85__NBG_PSCs_with_YbOx__Series_1.csv,300,True,included,491.9476413502323,0.0,72,Time,(h),PCE,(%),1,0.865325453599934,1.0,0.8651144037714514,0.9999999999999998
